# Captured 2020-06-21 11:16:28.481737 by unknown user
# Built at revision 7b9a516 (dirty)
time(sec)  pc_setpoint  pressure  pa_fast_avg  pa_slow_avg
6.750  5.000  4.984  28.564  36.341
6.760  5.000  5.030  29.699  36.320
6.770  5.000  5.009  31.313  36.334
6.780  5.000  5.056  34.161  36.427
6.790  5.000  5.041  35.893  36.491
6.800  5.000  5.074  37.432  36.562
6.810  5.000  5.189  36.297  36.514
6.820  5.000  5.134  38.556  36.624
6.830  5.000  5.080  38.765  36.654
6.840  5.000  5.170  36.127  36.543
6.850  5.000  5.208  35.727  36.519
6.860  5.000  5.144  36.084  36.529
6.870  5.000  5.145  35.931  36.517
6.880  5.000  5.193  31.437  36.286
6.890  5.000  5.277  28.848  36.108
6.900  5.000  5.152  28.692  36.028
6.910  5.000  5.208  28.292  35.935
6.920  5.000  5.151  25.646  35.726
6.930  5.000  5.154  25.227  35.604
6.940  5.000  5.242  25.227  35.604
6.950  5.000  5.080  21.157  35.297
6.960  5.000  5.147  21.157  35.297
6.970  5.000  5.119  21.157  35.297
6.980  5.000  5.227  21.157  35.297
6.990  5.000  5.148  21.157  35.297
7.000  5.000  5.115  21.157  35.297
7.010  5.000  5.055  21.157  35.297
7.020  5.000  5.145  21.157  35.297
7.030  5.000  5.023  21.157  35.297
7.040  5.000  5.016  21.157  35.297
7.050  5.000  5.025  21.157  35.297
7.060  5.000  5.048  21.157  35.297
7.070  5.000  5.033  21.157  35.297
7.080  5.000  4.946  21.157  35.297
7.090  5.000  4.936  21.157  35.297
7.100  5.000  4.894  21.157  35.297
7.110  5.000  4.909  21.157  35.297
7.120  5.000  4.899  21.157  35.297
7.130  5.000  4.937  21.157  35.297
7.140  5.000  4.864  21.157  35.297
7.150  5.000  4.832  21.157  35.297
7.160  5.000  4.786  21.157  35.297
7.170  5.000  4.880  21.157  35.297
7.180  5.000  4.870  21.157  35.297
7.190  5.000  4.788  21.157  35.297
7.200  5.000  4.740  21.157  35.297
7.210  5.000  4.825  21.157  35.297
7.220  5.000  4.777  21.157  35.297
7.230  5.000  4.840  21.157  35.297
7.240  5.000  4.758  19.207  35.058
7.250  5.000  4.767  19.421  34.910
7.260  5.000  4.769  19.004  34.734
7.270  5.000  4.915  17.075  34.481
7.280  5.000  4.869  19.466  34.426
7.290  5.000  4.881  21.101  34.358
7.300  5.000  4.907  25.049  34.423
7.310  5.000  4.952  28.593  34.507
7.320  5.000  4.948  34.596  34.748
7.330  5.000  4.989  38.980  34.965
7.340  5.000  5.103  38.304  34.972
7.350  5.000  5.029  40.181  35.099
7.360  5.000  5.084  40.771  35.179
7.370  5.000  5.123  40.357  35.214
7.380  5.000  5.083  41.932  35.345
7.390  5.000  5.158  41.093  35.369
7.400  5.000  5.158  39.356  35.339
7.410  5.000  5.125  39.385  35.381
7.420  5.000  5.282  36.638  35.283
7.430  5.000  5.200  35.274  35.229
7.440  5.000  5.271  33.537  35.142
7.450  5.000  5.178  34.467  35.173
7.460  5.000  5.199  35.347  35.210
7.470  5.000  5.119  34.329  35.160
7.480  5.000  5.132  29.383  34.904
7.490  5.000  5.176  27.738  34.767
7.500  5.000  5.231  23.629  34.491
7.510  5.000  5.292  23.629  34.491
7.520  5.000  5.219  23.629  34.491
7.530  5.000  5.161  23.629  34.491
7.540  5.000  5.234  23.629  34.491
7.550  5.000  5.164  23.629  34.491
7.560  5.000  5.173  23.629  34.491
7.570  5.000  5.124  23.629  34.491
7.580  5.000  5.099  23.629  34.491
7.590  5.000  4.941  23.629  34.491
7.600  5.000  4.934  23.629  34.491
7.610  5.000  5.092  23.629  34.491
7.620  5.000  5.064  23.629  34.491
7.630  5.000  4.971  23.629  34.491
7.640  5.000  4.928  23.629  34.491
7.650  5.000  4.903  23.629  34.491
7.660  5.000  4.902  23.629  34.491
7.670  5.000  4.917  23.629  34.491
7.680  5.000  4.849  23.629  34.491
7.690  5.000  4.827  23.629  34.491
7.700  5.000  4.840  23.629  34.491
7.710  5.000  4.839  23.629  34.491
7.720  5.000  4.760  23.629  34.491
7.730  5.000  4.763  23.629  34.491
7.740  5.000  4.666  23.629  34.491
7.750  5.000  4.787  23.629  34.491
7.760  5.000  4.738  23.629  34.491
7.770  5.000  4.768  18.961  34.149
7.780  5.000  4.758  16.212  33.860
7.790  5.000  4.727  16.514  33.698
7.800  5.000  4.856  14.714  33.437
7.810  5.000  4.919  13.547  33.191
7.820  5.000  4.905  14.144  33.024
7.830  5.000  4.857  18.521  33.055
7.840  5.000  4.914  21.410  33.054
7.850  5.000  4.790  27.537  33.244
7.860  5.000  4.889  32.385  33.429
7.870  5.000  5.082  34.146  33.507
7.880  5.000  5.096  36.599  33.636
7.890  5.000  5.070  37.369  33.704
7.900  5.000  5.076  38.124  33.778
7.910  5.000  5.036  39.086  33.870
7.920  5.000  5.154  37.898  33.862
7.930  5.000  5.081  39.579  33.987
7.940  5.000  5.119  40.367  34.082
7.950  5.000  5.133  42.525  34.253
7.960  5.000  5.209  41.788  34.299
7.970  5.000  5.255  40.789  34.324
7.980  5.000  5.204  37.921  34.245
7.990  5.000  5.227  37.481  34.260
8.000  5.000  5.278  34.358  34.136
8.010  5.000  5.286  33.151  34.078
8.020  5.000  5.176  29.577  33.890
8.030  5.000  5.122  23.755  33.555
8.040  5.000  5.139  19.028  33.221
8.050  5.000  5.199  19.028  33.221
8.060  5.000  5.164  19.028  33.221
8.070  5.000  5.199  19.028  33.221
8.080  5.000  5.182  19.028  33.221
8.090  5.000  5.168  19.028  33.221
8.100  5.000  5.163  19.028  33.221
8.110  5.000  5.032  19.028  33.221
8.120  5.000  5.096  19.028  33.221
8.130  5.000  5.064  19.028  33.221
8.140  5.000  5.126  19.028  33.221
8.150  5.000  5.049  19.028  33.221
8.160  5.000  5.021  19.028  33.221
8.170  5.000  4.998  19.028  33.221
8.180  5.000  4.981  19.028  33.221
8.190  5.000  4.952  19.028  33.221
8.200  5.000  4.950  19.028  33.221
8.210  5.000  4.862  19.028  33.221
8.220  5.000  4.861  19.028  33.221
8.230  5.000  4.884  19.028  33.221
8.240  5.000  4.878  19.028  33.221
8.250  5.000  4.804  19.028  33.221
8.260  5.000  4.772  19.028  33.221
8.270  5.000  4.772  19.028  33.221
8.280  5.000  4.734  19.028  33.221
8.290  5.000  4.785  19.028  33.221
8.300  5.000  4.794  19.028  33.221
8.310  5.000  4.850  19.028  33.221
8.320  5.000  4.843  19.028  33.221
8.330  5.000  4.773  15.454  32.900
8.340  5.000  4.739  15.454  32.900
8.350  5.000  4.838  12.729  32.590
8.360  5.000  4.863  14.653  32.487
8.370  5.000  4.911  0.000  0.000
8.380  7.499  4.796  0.000  0.000
8.390  10.000  4.974  0.000  0.000
8.400  12.499  5.963  0.000  0.000
8.410  14.999  7.708  0.000  0.000
8.420  17.499  9.667  0.000  0.000
8.430  19.999  11.120  0.000  0.000
8.440  22.499  11.849  0.000  0.000
8.450  24.999  13.802  0.000  0.000
8.460  27.499  14.477  0.000  0.000
8.470  29.999  15.582  0.000  0.000
8.480  30.000  15.897  0.000  0.000
8.490  30.000  16.967  0.000  0.000
8.500  30.000  17.491  0.000  0.000
8.510  30.000  17.140  0.000  0.000
8.520  30.000  18.444  0.000  0.000
8.530  30.000  18.285  0.000  0.000
8.540  30.000  18.636  0.000  0.000
8.550  30.000  18.910  0.000  0.000
8.560  30.000  19.687  0.000  0.000
8.570  30.000  19.703  0.000  0.000
8.580  30.000  20.383  0.000  0.000
8.590  30.000  20.592  0.000  0.000
8.600  30.000  20.717  0.000  0.000
8.610  30.000  21.205  0.000  0.000
8.620  30.000  21.564  0.000  0.000
8.630  30.000  21.618  0.000  0.000
8.640  30.000  22.438  0.000  0.000
8.650  30.000  22.460  0.000  0.000
8.660  30.000  22.978  0.000  0.000
8.670  30.000  23.034  0.000  0.000
8.680  30.000  23.145  0.000  0.000
8.690  30.000  23.468  0.000  0.000
8.700  30.000  24.123  0.000  0.000
8.710  30.000  24.249  0.000  0.000
8.720  30.000  24.878  0.000  0.000
8.730  30.000  25.145  0.000  0.000
8.740  30.000  24.859  0.000  0.000
8.750  30.000  25.755  0.000  0.000
8.760  30.000  25.690  0.000  0.000
8.770  30.000  25.930  0.000  0.000
8.780  30.000  26.425  0.000  0.000
8.790  30.000  26.957  0.000  0.000
8.800  30.000  26.632  0.000  0.000
8.810  30.000  27.628  0.000  0.000
8.820  30.000  27.509  0.000  0.000
8.830  30.000  27.926  0.000  0.000
8.840  30.000  27.958  0.000  0.000
8.850  30.000  28.532  0.000  0.000
8.860  30.000  28.282  0.000  0.000
8.870  30.000  29.551  0.000  0.000
8.880  30.000  29.454  0.000  0.000
8.890  30.000  29.689  0.000  0.000
8.900  30.000  29.915  0.000  0.000
8.910  30.000  30.412  0.000  0.000
8.920  30.000  30.125  0.000  0.000
8.930  30.000  30.845  0.000  0.000
8.940  30.000  31.252  0.000  0.000
8.950  30.000  31.403  0.000  0.000
8.960  30.000  31.287  0.000  0.000
8.970  30.000  31.426  0.000  0.000
8.980  30.000  30.534  0.000  0.000
8.990  30.000  30.536  0.000  0.000
9.000  30.000  29.815  0.000  0.000
9.010  30.000  30.443  0.000  0.000
9.020  30.000  29.921  0.000  0.000
9.030  30.000  31.105  0.000  0.000
9.040  30.000  30.312  0.000  0.000
9.050  30.000  30.691  0.000  0.000
9.060  30.000  31.284  0.000  0.000
9.070  30.000  30.872  0.000  0.000
9.080  30.000  31.513  0.000  0.000
9.090  30.000  31.532  0.000  0.000
9.100  30.000  31.629  0.000  0.000
9.110  30.000  30.513  0.000  0.000
9.120  30.000  30.613  0.000  0.000
9.130  30.000  30.825  0.000  0.000
9.140  30.000  30.205  0.000  0.000
9.150  30.000  30.573  0.000  0.000
9.160  30.000  30.480  0.000  0.000
9.170  30.000  30.313  0.000  0.000
9.180  30.000  30.327  0.000  0.000
9.190  30.000  30.408  0.000  0.000
9.200  30.000  30.489  0.000  0.000
9.210  30.000  30.593  0.000  0.000
9.220  30.000  30.601  0.000  0.000
9.230  30.000  30.698  0.000  0.000
9.240  30.000  30.733  0.000  0.000
9.250  30.000  30.455  0.000  0.000
9.260  30.000  30.531  0.000  0.000
9.270  30.000  30.307  0.000  0.000
9.280  30.000  30.364  0.000  0.000
9.290  30.000  30.100  0.000  0.000
9.300  30.000  29.734  0.000  0.000
9.310  30.000  30.456  0.000  0.000
9.320  30.000  30.293  0.000  0.000
9.330  30.000  30.486  0.000  0.000
9.340  30.000  30.202  0.000  0.000
9.350  30.000  30.147  0.000  0.000
9.360  30.000  30.427  0.000  0.000
9.370  30.000  30.203  0.000  0.000
9.380  5.000  30.346  53.197  53.197
9.390  5.000  29.259  53.197  53.197
9.400  5.000  23.897  53.197  53.197
9.410  5.000  18.962  53.197  53.197
9.420  5.000  18.220  53.197  53.197
9.430  5.000  17.553  53.197  53.197
9.440  5.000  17.226  53.197  53.197
9.450  5.000  16.751  53.197  53.197
9.460  5.000  16.389  53.197  53.197
9.470  5.000  16.147  53.197  53.197
9.480  5.000  15.841  53.197  53.197
9.490  5.000  15.482  53.197  53.197
9.500  5.000  15.145  53.197  53.197
9.510  5.000  14.923  53.197  53.197
9.520  5.000  14.585  53.197  53.197
9.530  5.000  14.447  53.197  53.197
9.540  5.000  14.212  53.197  53.197
9.550  5.000  13.933  53.197  53.197
9.560  5.000  13.719  53.197  53.197
9.570  5.000  13.507  53.197  53.197
9.580  5.000  13.207  53.197  53.197
9.590  5.000  12.881  53.197  53.197
9.600  5.000  12.628  53.197  53.197
9.610  5.000  12.152  53.197  53.197
9.620  5.000  11.880  53.197  53.197
9.630  5.000  11.588  53.197  53.197
9.640  5.000  11.456  53.197  53.197
9.650  5.000  11.200  53.197  53.197
9.660  5.000  10.881  53.197  53.197
9.670  5.000  10.871  53.197  53.197
9.680  5.000  10.652  53.197  53.197
9.690  5.000  10.559  53.197  53.197
9.700  5.000  10.307  53.197  53.197
9.710  5.000  10.359  53.197  53.197
9.720  5.000  10.093  53.197  53.197
9.730  5.000  9.987  53.197  53.197
9.740  5.000  9.810  53.197  53.197
9.750  5.000  9.659  53.197  53.197
9.760  5.000  9.500  53.197  53.197
9.770  5.000  9.328  53.197  53.197
9.780  5.000  8.980  53.197  53.197
9.790  5.000  8.985  53.197  53.197
9.800  5.000  8.692  53.197  53.197
9.810  5.000  8.582  53.197  53.197
9.820  5.000  8.534  53.197  53.197
9.830  5.000  8.197  53.197  53.197
9.840  5.000  8.110  53.197  53.197
9.850  5.000  7.920  53.197  53.197
9.860  5.000  7.870  53.197  53.197
9.870  5.000  7.667  53.197  53.197
9.880  5.000  7.589  53.197  53.197
9.890  5.000  7.435  53.197  53.197
9.900  5.000  7.313  53.197  53.197
9.910  5.000  7.174  53.197  53.197
9.920  5.000  7.045  53.197  53.197
9.930  5.000  6.862  53.197  53.197
9.940  5.000  6.672  53.197  53.197
9.950  5.000  6.676  53.197  53.197
9.960  5.000  6.338  53.197  53.197
9.970  5.000  6.328  53.197  53.197
9.980  5.000  6.216  53.197  53.197
9.990  5.000  6.180  53.197  53.197
10.000  5.000  5.872  53.197  53.197
10.010  5.000  5.770  53.197  53.197
10.020  5.000  5.711  53.197  53.197
10.030  5.000  5.667  53.197  53.197
10.040  5.000  5.401  53.197  53.197
10.050  5.000  5.319  53.197  53.197
10.060  5.000  5.099  53.197  53.197
10.070  5.000  5.022  53.197  53.197
10.080  5.000  5.029  53.197  53.197
10.090  5.000  4.908  53.197  53.197
10.100  5.000  4.757  53.197  53.197
10.110  5.000  4.710  53.197  53.197
10.120  5.000  4.563  53.197  53.197
10.130  5.000  4.473  53.197  53.197
10.140  5.000  4.385  53.197  53.197
10.150  5.000  4.326  53.197  53.197
10.160  5.000  4.232  53.197  53.197
10.170  5.000  4.144  53.197  53.197
10.180  5.000  4.101  53.197  53.197
10.190  5.000  4.107  53.197  53.197
10.200  5.000  4.106  53.197  53.197
10.210  5.000  4.013  53.197  53.197
10.220  5.000  4.002  53.197  53.197
10.230  5.000  5.367  53.197  53.197
10.240  5.000  4.022  53.197  53.197
10.250  5.000  3.904  53.197  53.197
10.260  5.000  3.893  53.197  53.197
10.270  5.000  3.837  53.197  53.197
10.280  5.000  4.439  53.197  53.197
10.290  5.000  4.754  53.197  53.197
10.300  5.000  4.953  53.197  53.197
10.310  5.000  5.007  53.197  53.197
10.320  5.000  4.966  53.197  53.197
10.330  5.000  4.980  53.197  53.197
10.340  5.000  4.895  53.197  53.197
10.350  5.000  4.953  53.197  53.197
10.360  5.000  4.958  53.197  53.197
10.370  5.000  5.007  53.197  53.197
10.380  5.000  4.968  53.197  53.197
10.390  5.000  4.940  53.197  53.197
10.400  5.000  4.974  53.197  53.197
10.410  5.000  4.947  53.197  53.197
10.420  5.000  4.930  53.197  53.197
10.430  5.000  4.968  53.197  53.197
10.440  5.000  4.987  53.197  53.197
10.450  5.000  4.985  53.197  53.197
10.460  5.000  4.947  53.197  53.197
10.470  5.000  4.940  53.197  53.197
10.480  5.000  4.953  53.197  53.197
10.490  5.000  4.980  53.197  53.197
10.500  5.000  5.030  53.197  53.197
10.510  5.000  4.932  44.576  52.766
10.520  5.000  4.951  36.600  52.285
10.530  5.000  5.007  30.881  51.842
10.540  5.000  5.070  27.853  51.481
10.550  5.000  5.007  26.271  51.166
10.560  5.000  5.051  24.016  50.804
10.570  5.000  5.016  22.417  50.456
10.580  5.000  4.997  24.322  50.271
10.590  5.000  5.067  23.537  49.972
10.600  5.000  5.113  22.531  49.658
10.610  5.000  5.192  19.840  49.252
10.620  5.000  5.046  20.312  48.981
10.630  5.000  5.127  19.833  48.671
10.640  5.000  5.085  17.746  48.278
10.650  5.000  5.129  17.125  47.942
10.660  5.000  5.163  16.722  47.613
10.670  5.000  5.207  14.417  47.189
10.680  5.000  5.173  14.503  46.866
10.690  5.000  5.044  16.324  46.633
10.700  5.000  5.138  14.315  46.230
10.710  5.000  5.227  13.550  45.872
10.720  5.000  5.191  11.042  45.424
10.730  5.000  5.139  11.042  45.424
10.740  5.000  5.143  9.715  45.014
10.750  5.000  5.141  9.911  44.670
10.760  5.000  5.171  9.911  44.670
10.770  5.000  5.167  9.911  44.670
10.780  5.000  5.055  9.911  44.670
10.790  5.000  5.090  9.911  44.670
10.800  5.000  5.135  9.911  44.670
10.810  5.000  5.091  9.911  44.670
10.820  5.000  5.097  9.911  44.670
10.830  5.000  5.025  9.911  44.670
10.840  5.000  5.041  9.911  44.670
10.850  5.000  5.027  9.911  44.670
10.860  5.000  5.006  9.911  44.670
10.870  5.000  4.974  9.911  44.670
10.880  5.000  4.977  9.911  44.670
10.890  5.000  4.965  9.911  44.670
10.900  5.000  4.964  9.911  44.670
10.910  5.000  4.953  9.911  44.670
10.920  5.000  4.905  9.911  44.670
10.930  5.000  4.998  9.911  44.670
10.940  5.000  4.989  9.911  44.670
10.950  5.000  4.981  9.911  44.670
10.960  5.000  4.931  9.911  44.670
10.970  5.000  4.887  9.911  44.670
10.980  5.000  4.899  9.911  44.670
10.990  5.000  4.907  9.911  44.670
11.000  5.000  4.930  9.911  44.670
11.010  5.000  4.845  9.911  44.670
11.020  5.000  4.820  9.911  44.670
11.030  5.000  4.821  9.911  44.670
11.040  5.000  4.843  9.911  44.670
11.050  5.000  5.006  9.911  44.670
11.060  5.000  4.981  9.911  44.670
11.070  5.000  4.900  9.911  44.670
11.080  5.000  4.906  10.354  44.345
11.090  5.000  4.957  9.071  43.941
11.100  5.000  4.996  11.257  43.701
11.110  5.000  4.917  14.381  43.533
11.120  5.000  5.031  15.603  43.303
11.130  5.000  4.925  18.779  43.185
11.140  5.000  4.975  19.803  42.992
11.150  5.000  4.979  19.456  42.743
11.160  5.000  5.062  21.121  42.593
11.170  5.000  5.109  20.295  42.337
11.180  5.000  5.119  21.308  42.167
11.190  5.000  5.103  23.517  42.069
11.200  5.000  5.096  25.485  41.982
11.210  5.000  5.115  26.100  41.848
11.220  5.000  5.125  24.714  41.621
11.230  5.000  5.068  25.753  41.504
11.240  5.000  5.152  26.200  41.369
11.250  5.000  5.152  25.804  41.197
11.260  5.000  5.190  24.867  40.996
11.270  5.000  5.178  24.012  40.792
11.280  5.000  5.141  22.996  40.574
11.290  5.000  5.188  21.622  40.329
11.300  5.000  5.105  22.481  40.185
11.310  5.000  5.245  18.123  39.790
11.320  5.000  5.127  18.123  39.790
11.330  5.000  5.110  15.039  39.419
11.340  5.000  5.147  15.039  39.419
11.350  5.000  5.157  15.039  39.419
11.360  5.000  5.139  15.039  39.419
11.370  5.000  5.003  15.039  39.419
11.380  5.000  5.038  15.039  39.419
11.390  5.000  5.091  15.039  39.419
11.400  5.000  5.112  15.039  39.419
11.410  5.000  5.069  15.039  39.419
11.420  5.000  5.050  15.039  39.419
11.430  5.000  4.998  15.039  39.419
11.440  5.000  4.988  15.039  39.419
11.450  5.000  4.945  15.039  39.419
11.460  5.000  5.007  15.039  39.419
11.470  5.000  4.931  15.039  39.419
11.480  5.000  4.979  15.039  39.419
11.490  5.000  4.893  15.039  39.419
11.500  5.000  4.936  15.039  39.419
11.510  5.000  4.860  15.039  39.419
11.520  5.000  4.929  15.039  39.419
11.530  5.000  4.863  15.039  39.419
11.540  5.000  4.902  15.039  39.419
11.550  5.000  4.850  15.039  39.419
11.560  5.000  4.847  15.039  39.419
11.570  5.000  4.864  15.039  39.419
11.580  5.000  4.869  15.039  39.419
11.590  5.000  4.910  15.039  39.419
11.600  5.000  4.846  15.039  39.419
11.610  5.000  4.921  12.336  39.040
11.620  5.000  4.894  10.595  38.686
11.630  5.000  4.934  8.859  38.319
11.640  5.000  4.885  10.008  38.081
11.650  5.000  5.004  10.870  37.844
11.660  5.000  5.006  10.069  37.534
11.670  5.000  4.936  12.527  37.382
11.680  5.000  4.943  16.043  37.309
11.690  5.000  4.992  15.061  37.048
11.700  5.000  4.988  15.511  36.850
11.710  5.000  4.987  17.945  36.759
11.720  5.000  5.076  18.635  36.605
11.730  5.000  5.066  20.819  36.535
11.740  5.000  4.979  23.259  36.499
11.750  5.000  5.095  23.680  36.388
11.760  5.000  5.029  24.932  36.323
11.770  5.000  5.105  23.855  36.156
11.780  5.000  5.146  24.616  36.071
11.790  5.000  5.146  25.993  36.025
11.800  5.000  5.137  24.208  35.835
11.810  5.000  5.014  23.976  35.708
11.820  5.000  5.191  19.832  35.383
11.830  5.000  5.184  18.499  35.161
11.840  5.000  5.135  17.819  34.960
11.850  5.000  5.123  17.045  34.750
11.860  5.000  5.139  15.875  34.515
11.870  5.000  5.157  13.139  34.191
11.880  5.000  5.156  13.717  34.010
11.890  5.000  5.176  13.717  34.010
11.900  5.000  5.143  12.464  33.744
11.910  5.000  5.128  12.464  33.744
11.920  5.000  5.249  12.464  33.744
11.930  5.000  5.149  12.464  33.744
11.940  5.000  5.116  12.464  33.744
11.950  5.000  5.006  12.464  33.744
11.960  5.000  5.044  12.464  33.744
11.970  5.000  5.043  12.464  33.744
11.980  5.000  5.088  12.464  33.744
11.990  5.000  5.059  12.464  33.744
12.000  5.000  4.963  12.464  33.744
12.010  5.000  4.984  12.464  33.744
12.020  5.000  5.008  12.464  33.744
12.030  5.000  5.006  12.464  33.744
12.040  5.000  4.931  12.464  33.744
12.050  5.000  4.904  12.464  33.744
12.060  5.000  4.926  12.464  33.744
12.070  5.000  4.891  12.464  33.744
12.080  5.000  4.941  12.464  33.744
12.090  5.000  4.875  12.464  33.744
12.100  5.000  4.890  12.464  33.744
12.110  5.000  4.360  12.464  33.744
12.120  5.000  2.736  22.521  34.034
12.130  5.000  1.554  65.002  36.043
12.140  5.000  1.124  134.976  39.832
12.150  5.000  1.807  198.016  43.935
12.160  5.000  2.601  0.000  0.000
12.170  7.500  3.661  0.000  0.000
12.180  10.000  4.227  0.000  0.000
12.190  12.500  5.191  0.000  0.000
12.200  15.000  6.200  0.000  0.000
12.210  17.500  7.723  0.000  0.000
12.220  20.000  10.064  0.000  0.000
12.230  22.500  11.779  0.000  0.000
12.240  25.000  12.999  0.000  0.000
12.250  27.501  14.457  0.000  0.000
12.260  30.000  15.769  0.000  0.000
12.270  30.000  17.555  0.000  0.000
12.280  30.000  18.754  0.000  0.000
12.290  30.000  19.367  0.000  0.000
12.300  30.000  19.707  0.000  0.000
12.310  30.000  19.585  0.000  0.000
12.320  30.000  20.590  0.000  0.000
12.330  30.000  20.739  0.000  0.000
12.340  30.000  21.338  0.000  0.000
12.350  30.000  21.071  0.000  0.000
12.360  30.000  21.389  0.000  0.000
12.370  30.000  21.659  0.000  0.000
12.380  30.000  22.631  0.000  0.000
12.390  30.000  22.047  0.000  0.000
12.400  30.000  23.002  0.000  0.000
12.410  30.000  23.216  0.000  0.000
12.420  30.000  23.403  0.000  0.000
12.430  30.000  23.928  0.000  0.000
12.440  30.000  24.158  0.000  0.000
12.450  30.000  24.564  0.000  0.000
12.460  30.000  24.458  0.000  0.000
12.470  30.000  25.297  0.000  0.000
12.480  30.000  25.610  0.000  0.000
12.490  30.000  25.347  0.000  0.000
12.500  30.000  26.644  0.000  0.000
12.510  30.000  26.190  0.000  0.000
12.520  30.000  26.864  0.000  0.000
12.530  30.000  26.854  0.000  0.000
12.540  30.000  27.187  0.000  0.000
12.550  30.000  27.140  0.000  0.000
12.560  30.000  28.173  0.000  0.000
12.570  30.000  28.498  0.000  0.000
12.580  30.000  28.541  0.000  0.000
12.590  30.000  29.378  0.000  0.000
12.600  30.000  29.122  0.000  0.000
12.610  30.000  29.568  0.000  0.000
12.620  30.000  29.477  0.000  0.000
12.630  30.000  30.079  0.000  0.000
12.640  30.000  30.520  0.000  0.000
12.650  30.000  30.474  0.000  0.000
12.660  30.000  30.629  0.000  0.000
12.670  30.000  30.595  0.000  0.000
12.680  30.000  30.857  0.000  0.000
12.690  30.000  31.067  0.000  0.000
12.700  30.000  31.552  0.000  0.000
12.710  30.000  31.160  0.000  0.000
12.720  30.000  30.593  0.000  0.000
12.730  30.000  30.394  0.000  0.000
12.740  30.000  30.842  0.000  0.000
12.750  30.000  30.164  0.000  0.000
12.760  30.000  30.661  0.000  0.000
12.770  30.000  30.170  0.000  0.000
12.780  30.000  30.720  0.000  0.000
12.790  30.000  30.892  0.000  0.000
12.800  30.000  30.714  0.000  0.000
12.810  30.000  31.140  0.000  0.000
12.820  30.000  30.909  0.000  0.000
12.830  30.000  31.933  0.000  0.000
12.840  30.000  30.692  0.000  0.000
12.850  30.000  31.030  0.000  0.000
12.860  30.000  30.877  0.000  0.000
12.870  30.000  30.844  0.000  0.000
12.880  30.000  30.356  0.000  0.000
12.890  30.000  29.964  0.000  0.000
12.900  30.000  30.276  0.000  0.000
12.910  30.000  30.230  0.000  0.000
12.920  30.000  30.402  0.000  0.000
12.930  30.000  30.417  0.000  0.000
12.940  30.000  30.750  0.000  0.000
12.950  30.000  30.649  0.000  0.000
12.960  30.000  30.634  0.000  0.000
12.970  30.000  30.772  0.000  0.000
12.980  30.000  31.343  0.000  0.000
12.990  30.000  30.287  0.000  0.000
13.000  30.000  30.466  0.000  0.000
13.010  30.000  29.983  0.000  0.000
13.020  30.000  30.189  0.000  0.000
13.030  30.000  30.474  0.000  0.000
13.040  30.000  30.046  0.000  0.000
13.050  30.000  29.970  0.000  0.000
13.060  30.000  30.052  0.000  0.000
13.070  30.000  30.036  0.000  0.000
13.080  30.000  30.359  0.000  0.000
13.090  30.000  30.013  0.000  0.000
13.100  30.000  30.201  0.000  0.000
13.110  30.000  30.088  0.000  0.000
13.120  30.000  30.076  0.000  0.000
13.130  30.000  30.369  0.000  0.000
13.140  30.000  30.429  0.000  0.000
13.150  30.000  29.665  0.000  0.000
13.160  30.000  29.997  0.000  0.000
13.170  5.000  30.333  22.042  22.042
13.180  5.000  29.719  22.042  22.042
13.190  5.000  24.351  22.042  22.042
13.200  5.000  18.998  22.042  22.042
13.210  5.000  18.241  22.042  22.042
13.220  5.000  17.642  22.042  22.042
13.230  5.000  17.139  22.042  22.042
13.240  5.000  16.583  22.042  22.042
13.250  5.000  16.232  22.042  22.042
13.260  5.000  16.011  22.042  22.042
13.270  5.000  15.659  22.042  22.042
13.280  5.000  15.449  22.042  22.042
13.290  5.000  15.176  22.042  22.042
13.300  5.000  14.996  22.042  22.042
13.310  5.000  14.586  22.042  22.042
13.320  5.000  14.387  22.042  22.042
13.330  5.000  14.083  22.042  22.042
13.340  5.000  13.928  22.042  22.042
13.350  5.000  13.582  22.042  22.042
13.360  5.000  13.450  22.042  22.042
13.370  5.000  13.327  22.042  22.042
13.380  5.000  13.050  22.042  22.042
13.390  5.000  12.828  22.042  22.042
13.400  5.000  12.632  22.042  22.042
13.410  5.000  12.397  22.042  22.042
13.420  5.000  12.229  22.042  22.042
13.430  5.000  12.008  22.042  22.042
13.440  5.000  11.848  22.042  22.042
13.450  5.000  11.670  22.042  22.042
13.460  5.000  11.443  22.042  22.042
13.470  5.000  11.388  22.042  22.042
13.480  5.000  11.021  22.042  22.042
13.490  5.000  10.861  22.042  22.042
13.500  5.000  10.688  22.042  22.042
13.510  5.000  10.490  22.042  22.042
13.520  5.000  10.275  22.042  22.042
13.530  5.000  10.127  22.042  22.042
13.540  5.000  9.988  22.042  22.042
13.550  5.000  9.818  22.042  22.042
13.560  5.000  9.611  22.042  22.042
13.570  5.000  9.430  22.042  22.042
13.580  5.000  9.162  22.042  22.042
13.590  5.000  8.921  22.042  22.042
13.600  5.000  8.733  22.042  22.042
13.610  5.000  8.664  22.042  22.042
13.620  5.000  8.382  22.042  22.042
13.630  5.000  8.239  22.042  22.042
13.640  5.000  8.075  22.042  22.042
13.650  5.000  7.927  22.042  22.042
13.660  5.000  7.793  22.042  22.042
13.670  5.000  7.434  22.042  22.042
13.680  5.000  7.334  22.042  22.042
13.690  5.000  7.199  22.042  22.042
