# Captured 2020-06-21 11:16:28.481737 by unknown user
# Built at revision 7b9a516 (dirty)
time(sec)  pc_setpoint  pressure  pa_fast_avg  pa_slow_avg
20.650  5.000  4.998  14.905  60.286
20.660  5.000  4.992  14.905  60.286
20.670  5.000  5.056  14.905  60.286
20.680  5.000  4.999  14.905  60.286
20.690  5.000  4.946  14.905  60.286
20.700  5.000  4.967  14.905  60.286
20.710  5.000  4.989  14.905  60.286
20.720  5.000  4.955  14.905  60.286
20.730  5.000  4.946  14.905  60.286
20.740  5.000  4.907  14.905  60.286
20.750  5.000  4.944  14.905  60.286
20.760  5.000  4.911  14.905  60.286
20.770  5.000  4.923  14.905  60.286
20.780  5.000  4.946  14.905  60.286
20.790  5.000  4.813  14.905  60.286
20.800  5.000  4.871  14.905  60.286
20.810  5.000  4.866  14.905  60.286
20.820  5.000  4.868  14.905  60.286
20.830  5.000  4.787  14.660  59.820
20.840  5.000  4.929  14.660  59.820
20.850  5.000  4.888  12.891  59.280
20.860  5.000  4.995  10.779  58.710
20.870  5.000  4.895  14.232  58.403
20.880  5.000  4.855  15.969  58.048
20.890  5.000  4.958  15.873  57.623
20.900  5.000  4.973  19.350  57.379
20.910  5.000  4.980  25.101  57.286
20.920  5.000  5.033  27.020  57.061
20.930  5.000  4.996  28.945  56.856
20.940  5.000  5.010  30.463  56.653
20.950  5.000  4.986  35.129  56.625
20.960  5.000  5.088  33.906  56.349
20.970  5.000  5.071  34.489  56.153
20.980  5.000  5.075  34.109  55.918
20.990  5.000  5.102  35.308  55.759
21.000  5.000  5.102  37.522  55.666
21.010  5.000  5.110  40.144  55.615
21.020  5.000  5.087  38.511  55.379
21.030  5.000  5.120  37.683  55.169
21.040  5.000  5.141  38.400  55.030
21.050  5.000  5.140  39.040  54.896
21.060  5.000  5.158  34.329  54.501
21.070  5.000  5.085  36.536  54.410
21.080  5.000  5.137  34.289  54.119
21.090  5.000  5.135  34.361  53.924
21.100  5.000  5.152  31.668  53.594
21.110  5.000  5.195  28.431  53.213
21.120  5.000  5.180  28.038  52.945
21.130  5.000  5.177  26.007  52.595
21.140  5.000  5.113  21.528  52.105
21.150  5.000  5.058  21.528  52.105
21.160  5.000  5.041  18.624  51.654
21.170  5.000  5.188  18.624  51.654
21.180  5.000  5.114  18.624  51.654
21.190  5.000  5.063  18.624  51.654
21.200  5.000  5.080  18.624  51.654
21.210  5.000  5.117  18.624  51.654
21.220  5.000  5.087  18.624  51.654
21.230  5.000  5.032  18.624  51.654
21.240  5.000  5.022  18.624  51.654
21.250  5.000  5.096  18.624  51.654
21.260  5.000  4.954  18.624  51.654
21.270  5.000  4.925  18.624  51.654
21.280  5.000  4.932  18.624  51.654
21.290  5.000  4.980  18.624  51.654
21.300  5.000  4.904  18.624  51.654
21.310  5.000  4.991  18.624  51.654
21.320  5.000  4.969  18.624  51.654
21.330  5.000  4.916  18.624  51.654
21.340  5.000  4.817  18.624  51.654
21.350  5.000  4.882  18.624  51.654
21.360  5.000  4.889  18.624  51.654
21.370  5.000  4.868  18.624  51.654
21.380  5.000  4.884  18.624  51.654
21.390  5.000  4.804  18.624  51.654
21.400  5.000  4.818  18.624  51.654
21.410  5.000  4.798  18.624  51.654
21.420  5.000  4.885  17.293  51.257
21.430  5.000  4.838  16.318  50.869
21.440  5.000  4.965  15.810  50.498
21.450  5.000  4.920  17.714  50.246
21.460  5.000  4.907  22.363  50.153
21.470  5.000  4.889  23.760  49.945
21.480  5.000  4.900  26.925  49.842
21.490  5.000  5.005  30.934  49.813
21.500  5.000  5.018  34.222  49.789
21.510  5.000  5.028  36.486  49.746
21.520  5.000  5.039  36.785  49.628
21.530  5.000  5.050  37.752  49.548
21.540  5.000  5.056  39.945  49.540
21.550  5.000  5.108  40.342  49.464
21.560  5.000  5.076  41.022  49.407
21.570  5.000  5.064  41.398  49.342
21.580  5.000  5.095  39.578  49.171
21.590  5.000  5.121  39.494  49.071
21.600  5.000  5.154  37.977  48.899
21.610  5.000  5.204  37.643  48.774
21.620  5.000  5.102  37.039  48.632
21.630  5.000  5.136  34.664  48.397
21.640  5.000  5.165  35.066  48.280
21.650  5.000  5.174  32.227  48.006
21.660  5.000  5.196  32.598  47.867
21.670  5.000  5.113  30.964  47.632
21.680  5.000  5.178  28.234  47.329
21.690  5.000  5.089  23.917  46.922
21.700  5.000  5.232  23.917  46.922
21.710  5.000  5.181  19.650  46.479
21.720  5.000  5.181  19.650  46.479
21.730  5.000  5.105  19.650  46.479
21.740  5.000  5.111  19.650  46.479
21.750  5.000  5.102  19.650  46.479
21.760  5.000  5.088  19.650  46.479
21.770  5.000  5.061  19.650  46.479
21.780  5.000  5.051  19.650  46.479
21.790  5.000  5.003  19.650  46.479
21.800  5.000  5.126  19.650  46.479
21.810  5.000  4.989  19.650  46.479
21.820  5.000  4.953  19.650  46.479
21.830  5.000  5.004  19.650  46.479
21.840  5.000  4.914  19.650  46.479
21.850  5.000  4.987  19.650  46.479
21.860  5.000  4.930  19.650  46.479
21.870  5.000  4.916  19.650  46.479
21.880  5.000  4.907  19.650  46.479
21.890  5.000  4.952  19.650  46.479
21.900  5.000  4.894  19.650  46.479
21.910  5.000  4.887  19.650  46.479
21.920  5.000  4.809  19.650  46.479
21.930  5.000  4.834  19.650  46.479
21.940  5.000  4.811  19.650  46.479
21.950  5.000  4.774  19.650  46.479
21.960  5.000  4.901  19.650  46.479
21.970  5.000  4.844  19.650  46.479
21.980  5.000  4.892  16.184  46.037
21.990  5.000  4.870  16.184  46.037
22.000  5.000  4.826  16.533  45.756
22.010  5.000  4.893  16.312  45.453
22.020  5.000  4.916  17.045  45.198
22.030  5.000  4.866  20.166  45.073
22.040  5.000  4.820  24.848  45.058
22.050  5.000  4.976  24.705  44.849
22.060  5.000  5.010  26.422  44.733
22.070  5.000  4.983  29.737  44.716
22.080  5.000  4.917  32.566  44.707
22.090  5.000  5.000  33.765  44.646
22.100  5.000  5.070  34.640  44.581
22.110  5.000  5.049  38.857  44.692
22.120  5.000  5.023  41.165  44.749
22.130  5.000  5.062  42.994  44.805
22.140  5.000  5.121  42.964  44.785
22.150  5.000  5.110  39.327  44.585
22.160  5.000  5.054  42.629  44.698
22.170  5.000  5.136  41.022  44.597
22.180  5.000  5.140  41.802  44.600
22.190  5.000  5.202  40.511  44.507
22.200  5.000  5.175  41.723  44.528
22.210  5.000  5.088  41.484  44.488
22.220  5.000  5.211  41.124  44.440
22.230  5.000  5.188  37.879  44.245
22.240  5.000  5.215  36.108  44.092
22.250  5.000  5.222  33.073  43.861
22.260  5.000  5.123  30.350  43.617
22.270  5.000  5.133  28.422  43.388
22.280  5.000  5.145  24.977  43.066
22.290  5.000  5.219  20.314  42.652
22.300  5.000  5.191  20.314  42.652
22.310  5.000  5.180  20.314  42.652
22.320  5.000  5.033  20.314  42.652
22.330  5.000  5.136  20.314  42.652
22.340  5.000  5.096  20.314  42.652
22.350  5.000  5.077  20.314  42.652
22.360  5.000  5.104  20.314  42.652
22.370  5.000  5.068  20.314  42.652
22.380  5.000  5.008  20.314  42.652
22.390  5.000  5.006  20.314  42.652
22.400  5.000  4.967  20.314  42.652
22.410  5.000  4.974  20.314  42.652
22.420  5.000  4.974  20.314  42.652
22.430  5.000  4.880  20.314  42.652
22.440  5.000  4.886  20.314  42.652
22.450  5.000  4.911  20.314  42.652
22.460  5.000  4.948  20.314  42.652
22.470  5.000  4.831  20.314  42.652
22.480  5.000  4.823  20.314  42.652
22.490  5.000  4.841  20.314  42.652
22.500  5.000  4.849  20.314  42.652
22.510  5.000  4.807  20.314  42.652
22.520  5.000  4.846  20.314  42.652
22.530  5.000  4.049  18.640  42.345
22.540  5.000  2.459  38.846  43.118
22.550  5.000  1.400  93.914  45.829
22.560  5.000  1.371  166.820  49.955
22.570  5.000  1.968  232.626  54.414
22.580  5.000  2.899  0.000  0.000
22.590  7.500  3.573  0.000  0.000
22.600  10.000  3.893  0.000  0.000
22.610  12.500  3.942  0.000  0.000
22.620  15.000  5.485  0.000  0.000
22.630  17.500  7.028  0.000  0.000
22.640  20.000  8.031  0.000  0.000
22.650  22.500  8.965  0.000  0.000
22.660  25.000  9.833  0.000  0.000
22.670  27.500  10.583  0.000  0.000
22.680  30.000  11.833  0.000  0.000
22.690  30.000  11.800  0.000  0.000
22.700  30.000  13.903  0.000  0.000
22.710  30.000  14.430  0.000  0.000
22.720  30.000  15.589  0.000  0.000
22.730  30.000  16.044  0.000  0.000
22.740  30.000  17.958  0.000  0.000
22.750  30.000  19.193  0.000  0.000
22.760  30.000  20.120  0.000  0.000
22.770  30.000  21.568  0.000  0.000
22.780  30.000  21.911  0.000  0.000
22.790  30.000  22.418  0.000  0.000
22.800  30.000  22.833  0.000  0.000
22.810  30.000  22.906  0.000  0.000
22.820  30.000  23.264  0.000  0.000
22.830  30.000  23.443  0.000  0.000
22.840  30.000  23.866  0.000  0.000
22.850  30.000  23.869  0.000  0.000
22.860  30.000  24.425  0.000  0.000
22.870  30.000  24.846  0.000  0.000
22.880  30.000  24.906  0.000  0.000
22.890  30.000  25.319  0.000  0.000
22.900  30.000  25.744  0.000  0.000
22.910  30.000  25.939  0.000  0.000
22.920  30.000  26.544  0.000  0.000
22.930  30.000  26.409  0.000  0.000
22.940  30.000  26.713  0.000  0.000
22.950  30.000  27.412  0.000  0.000
22.960  30.000  27.498  0.000  0.000
22.970  30.000  27.828  0.000  0.000
22.980  30.000  28.256  0.000  0.000
22.990  30.000  28.923  0.000  0.000
23.000  30.000  28.499  0.000  0.000
23.010  30.000  28.655  0.000  0.000
23.020  30.000  29.080  0.000  0.000
23.030  30.000  29.054  0.000  0.000
23.040  30.000  29.778  0.000  0.000
23.050  30.000  30.046  0.000  0.000
23.060  30.000  30.286  0.000  0.000
23.070  30.000  30.495  0.000  0.000
23.080  30.000  30.423  0.000  0.000
23.090  30.000  31.178  0.000  0.000
23.100  30.000  30.755  0.000  0.000
23.110  30.000  31.922  0.000  0.000
23.120  30.000  31.360  0.000  0.000
23.130  30.000  30.503  0.000  0.000
23.140  30.000  30.741  0.000  0.000
23.150  30.000  30.092  0.000  0.000
23.160  30.000  30.635  0.000  0.000
23.170  30.000  30.568  0.000  0.000
23.180  30.000  30.737  0.000  0.000
23.190  30.000  30.339  0.000  0.000
23.200  30.000  30.912  0.000  0.000
23.210  30.000  30.990  0.000  0.000
23.220  30.000  30.963  0.000  0.000
23.230  30.000  31.056  0.000  0.000
23.240  30.000  31.219  0.000  0.000
23.250  30.000  30.911  0.000  0.000
23.260  30.000  31.265  0.000  0.000
23.270  30.000  30.476  0.000  0.000
23.280  30.000  30.662  0.000  0.000
23.290  30.000  30.032  0.000  0.000
23.300  30.000  30.636  0.000  0.000
23.310  30.000  30.263  0.000  0.000
23.320  30.000  30.728  0.000  0.000
23.330  30.000  30.373  0.000  0.000
23.340  30.000  30.272  0.000  0.000
23.350  30.000  30.858  0.000  0.000
23.360  30.000  30.717  0.000  0.000
23.370  30.000  31.010  0.000  0.000
23.380  30.000  30.510  0.000  0.000
23.390  30.000  30.386  0.000  0.000
23.400  30.000  30.839  0.000  0.000
23.410  30.000  29.926  0.000  0.000
23.420  30.000  30.261  0.000  0.000
23.430  30.000  30.530  0.000  0.000
23.440  30.000  30.300  0.000  0.000
23.450  30.000  30.330  0.000  0.000
23.460  30.000  30.246  0.000  0.000
23.470  30.000  29.950  0.000  0.000
23.480  30.000  30.256  0.000  0.000
23.490  30.000  30.445  0.000  0.000
23.500  30.000  30.254  0.000  0.000
23.510  30.000  30.357  0.000  0.000
23.520  30.000  29.861  0.000  0.000
23.530  30.000  30.386  0.000  0.000
23.540  30.000  30.107  0.000  0.000
23.550  30.000  30.303  0.000  0.000
23.560  30.000  29.902  0.000  0.000
23.570  30.000  30.228  0.000  0.000
23.580  30.000  30.225  0.000  0.000
23.590  5.000  29.963  29.039  29.039
23.600  5.000  29.417  29.039  29.039
23.610  5.000  24.493  29.039  29.039
23.620  5.000  18.861  29.039  29.039
23.630  5.000  18.027  29.039  29.039
23.640  5.000  17.531  29.039  29.039
23.650  5.000  17.119  29.039  29.039
23.660  5.000  16.598  29.039  29.039
23.670  5.000  16.245  29.039  29.039
23.680  5.000  16.031  29.039  29.039
23.690  5.000  15.718  29.039  29.039
23.700  5.000  15.491  29.039  29.039
23.710  5.000  15.331  29.039  29.039
23.720  5.000  14.939  29.039  29.039
23.730  5.000  14.563  29.039  29.039
23.740  5.000  14.461  29.039  29.039
23.750  5.000  14.198  29.039  29.039
23.760  5.000  13.874  29.039  29.039
23.770  5.000  13.778  29.039  29.039
23.780  5.000  13.485  29.039  29.039
23.790  5.000  13.323  29.039  29.039
23.800  5.000  13.031  29.039  29.039
23.810  5.000  12.636  29.039  29.039
23.820  5.000  12.273  29.039  29.039
23.830  5.000  11.932  29.039  29.039
23.840  5.000  11.784  29.039  29.039
23.850  5.000  11.703  29.039  29.039
23.860  5.000  11.478  29.039  29.039
23.870  5.000  11.357  29.039  29.039
23.880  5.000  11.085  29.039  29.039
23.890  5.000  10.971  29.039  29.039
23.900  5.000  10.822  29.039  29.039
23.910  5.000  10.794  29.039  29.039
23.920  5.000  10.551  29.039  29.039
23.930  5.000  10.375  29.039  29.039
23.940  5.000  10.142  29.039  29.039
23.950  5.000  10.004  29.039  29.039
23.960  5.000  9.746  29.039  29.039
23.970  5.000  9.533  29.039  29.039
23.980  5.000  9.465  29.039  29.039
23.990  5.000  9.148  29.039  29.039
24.000  5.000  9.012  29.039  29.039
24.010  5.000  8.856  29.039  29.039
24.020  5.000  8.589  29.039  29.039
24.030  5.000  8.448  29.039  29.039
24.040  5.000  8.434  29.039  29.039
24.050  5.000  8.226  29.039  29.039
24.060  5.000  7.963  29.039  29.039
24.070  5.000  7.904  29.039  29.039
24.080  5.000  7.752  29.039  29.039
24.090  5.000  7.671  29.039  29.039
24.100  5.000  7.361  29.039  29.039
24.110  5.000  7.215  29.039  29.039
24.120  5.000  7.144  29.039  29.039
24.130  5.000  7.028  29.039  29.039
24.140  5.000  6.818  29.039  29.039
24.150  5.000  6.737  29.039  29.039
24.160  5.000  6.683  29.039  29.039
24.170  5.000  6.556  29.039  29.039
24.180  5.000  6.406  29.039  29.039
24.190  5.000  6.279  29.039  29.039
24.200  5.000  6.245  29.039  29.039
24.210  5.000  6.144  29.039  29.039
24.220  5.000  6.033  29.039  29.039
24.230  5.000  5.787  29.039  29.039
24.240  5.000  5.744  29.039  29.039
24.250  5.000  5.560  29.039  29.039
24.260  5.000  5.438  29.039  29.039
24.270  5.000  5.384  29.039  29.039
24.280  5.000  5.245  29.039  29.039
24.290  5.000  5.161  29.039  29.039
24.300  5.000  5.037  29.039  29.039
24.310  5.000  4.883  29.039  29.039
24.320  5.000  4.817  29.039  29.039
24.330  5.000  4.662  29.039  29.039
24.340  5.000  4.519  29.039  29.039
24.350  5.000  4.441  29.039  29.039
24.360  5.000  4.352  29.039  29.039
24.370  5.000  4.314  29.039  29.039
24.380  5.000  4.257  29.039  29.039
24.390  5.000  4.175  29.039  29.039
24.400  5.000  4.170  29.039  29.039
24.410  5.000  4.102  29.039  29.039
24.420  5.000  4.153  29.039  29.039
24.430  5.000  4.039  29.039  29.039
24.440  5.000  3.988  29.039  29.039
24.450  5.000  3.908  29.039  29.039
24.460  5.000  2.548  29.039  29.039
24.470  5.000  4.434  29.039  29.039
24.480  5.000  3.537  29.039  29.039
24.490  5.000  5.071  29.039  29.039
24.500  5.000  5.234  29.039  29.039
24.510  5.000  5.138  29.039  29.039
24.520  5.000  4.978  29.039  29.039
24.530  5.000  4.789  29.039  29.039
24.540  5.000  4.982  29.039  29.039
24.550  5.000  4.986  29.039  29.039
24.560  5.000  5.026  29.039  29.039
24.570  5.000  4.941  29.039  29.039
24.580  5.000  4.911  29.039  29.039
24.590  5.000  4.941  29.039  29.039
24.600  5.000  4.929  29.039  29.039
24.610  5.000  5.020  29.039  29.039
24.620  5.000  4.959  29.039  29.039
24.630  5.000  4.925  29.039  29.039
24.640  5.000  4.858  29.039  29.039
24.650  5.000  4.976  29.039  29.039
24.660  5.000  4.998  29.039  29.039
24.670  5.000  4.978  29.039  29.039
24.680  5.000  4.957  29.039  29.039
24.690  5.000  4.901  23.568  28.766
24.700  5.000  4.974  23.568  28.766
24.710  5.000  5.022  20.411  28.556
24.720  5.000  5.066  16.952  28.301
24.730  5.000  4.961  17.043  28.192
24.740  5.000  5.003  17.487  28.103
24.750  5.000  4.986  17.199  27.982
24.760  5.000  5.110  17.120  27.871
24.770  5.000  5.088  17.294  27.772
24.780  5.000  5.090  17.740  27.689
24.790  5.000  5.071  19.943  27.700
24.800  5.000  5.167  17.895  27.520
24.810  5.000  5.081  17.630  27.411
24.820  5.000  5.115  18.771  27.370
24.830  5.000  5.117  19.035  27.297
24.840  5.000  5.100  19.740  27.250
24.850  5.000  5.133  20.766  27.226
24.860  5.000  5.148  20.127  27.129
24.870  5.000  5.153  18.214  26.964
24.880  5.000  5.164  16.642  26.798
24.890  5.000  5.209  14.104  26.569
24.900  5.000  5.187  12.703  26.374
24.910  5.000  5.219  12.703  26.374
24.920  5.000  5.189  12.703  26.374
24.930  5.000  5.096  12.703  26.374
24.940  5.000  5.201  12.703  26.374
24.950  5.000  5.147  12.703  26.374
24.960  5.000  5.108  12.703  26.374
24.970  5.000  5.124  12.703  26.374
24.980  5.000  4.448  12.703  26.374
24.990  5.000  2.882  21.371  26.671
25.000  5.000  1.819  55.361  28.318
25.010  5.000  1.295  148.791  33.260
25.020  5.000  2.206  200.859  37.018
25.030  5.000  3.078  0.000  0.000
25.040  7.501  4.309  0.000  0.000
25.050  10.000  5.030  0.000  0.000
25.060  12.500  6.316  0.000  0.000
25.070  15.000  8.272  0.000  0.000
25.080  17.500  9.998  0.000  0.000
25.090  20.000  11.976  0.000  0.000
25.100  22.500  13.455  0.000  0.000
25.110  25.000  15.445  0.000  0.000
25.120  27.500  16.602  0.000  0.000
25.130  30.000  17.544  0.000  0.000
25.140  30.000  19.138  0.000  0.000
25.150  30.000  18.109  0.000  0.000
25.160  30.000  19.344  0.000  0.000
25.170  30.000  19.499  0.000  0.000
25.180  30.000  20.374  0.000  0.000
25.190  30.000  19.902  0.000  0.000
25.200  30.000  21.015  0.000  0.000
25.210  30.000  20.996  0.000  0.000
25.220  30.000  21.630  0.000  0.000
25.230  30.000  21.479  0.000  0.000
25.240  30.000  22.403  0.000  0.000
25.250  30.000  22.202  0.000  0.000
25.260  30.000  22.834  0.000  0.000
25.270  30.000  23.475  0.000  0.000
25.280  30.000  23.340  0.000  0.000
25.290  30.000  23.590  0.000  0.000
25.300  30.000  24.158  0.000  0.000
25.310  30.000  24.266  0.000  0.000
25.320  30.000  24.783  0.000  0.000
25.330  30.000  24.829  0.000  0.000
25.340  30.000  25.434  0.000  0.000
25.350  30.000  25.768  0.000  0.000
25.360  30.000  26.051  0.000  0.000
25.370  30.000  26.297  0.000  0.000
25.380  30.000  26.585  0.000  0.000
25.390  30.000  26.722  0.000  0.000
25.400  30.000  26.978  0.000  0.000
25.410  30.000  27.449  0.000  0.000
25.420  30.000  27.978  0.000  0.000
25.430  30.000  27.920  0.000  0.000
25.440  30.000  28.160  0.000  0.000
25.450  30.000  28.545  0.000  0.000
25.460  30.000  28.609  0.000  0.000
25.470  30.000  29.489  0.000  0.000
25.480  30.000  29.534  0.000  0.000
25.490  30.000  30.081  0.000  0.000
25.500  30.000  30.034  0.000  0.000
25.510  30.000  30.376  0.000  0.000
25.520  30.000  30.021  0.000  0.000
25.530  30.000  30.786  0.000  0.000
25.540  30.000  30.771  0.000  0.000
25.550  30.000  31.239  0.000  0.000
25.560  30.000  31.376  0.000  0.000
25.570  30.000  31.988  0.000  0.000
25.580  30.000  31.178  0.000  0.000
25.590  30.000  30.393  0.000  0.000
25.600  30.000  30.584  0.000  0.000
25.610  30.000  30.148  0.000  0.000
25.620  30.000  30.270  0.000  0.000
25.630  30.000  30.706  0.000  0.000
25.640  30.000  29.903  0.000  0.000
25.650  30.000  31.141  0.000  0.000
25.660  30.000  30.736  0.000  0.000
25.670  30.000  31.153  0.000  0.000
25.680  30.000  31.307  0.000  0.000
25.690  30.000  31.079  0.000  0.000
25.700  30.000  30.917  0.000  0.000
25.710  30.000  31.233  0.000  0.000
25.720  30.000  30.596  0.000  0.000
25.730  30.000  30.952  0.000  0.000
25.740  30.000  29.868  0.000  0.000
25.750  30.000  30.409  0.000  0.000
25.760  30.000  30.243  0.000  0.000
25.770  30.000  30.414  0.000  0.000
25.780  30.000  29.629  0.000  0.000
25.790  30.000  30.818  0.000  0.000
25.800  30.000  30.163  0.000  0.000
25.810  30.000  30.234  0.000  0.000
25.820  30.000  30.461  0.000  0.000
25.830  30.000  30.724  0.000  0.000
25.840  30.000  30.507  0.000  0.000
25.850  30.000  30.407  0.000  0.000
25.860  30.000  30.992  0.000  0.000
25.870  30.000  30.527  0.000  0.000
25.880  30.000  30.481  0.000  0.000
25.890  30.000  30.351  0.000  0.000
25.900  30.000  30.305  0.000  0.000
25.910  30.000  30.068  0.000  0.000
25.920  30.000  30.433  0.000  0.000
25.930  30.000  30.165  0.000  0.000
25.940  30.000  30.171  0.000  0.000
25.950  30.000  30.247  0.000  0.000
25.960  30.000  30.473  0.000  0.000
25.970  30.000  29.972  0.000  0.000
25.980  30.000  30.199  0.000  0.000
25.990  30.000  29.991  0.000  0.000
26.000  30.000  30.178  0.000  0.000
26.010  30.000  30.400  0.000  0.000
26.020  30.000  30.333  0.000  0.000
26.030  30.000  29.895  0.000  0.000
26.040  5.000  29.804  2.787  2.787
26.050  5.000  29.010  2.787  2.787
26.060  5.000  24.774  2.787  2.787
26.070  5.000  18.743  2.787  2.787
26.080  5.000  18.223  2.787  2.787
26.090  5.000  17.678  2.787  2.787
26.100  5.000  17.128  2.787  2.787
26.110  5.000  16.646  2.787  2.787
26.120  5.000  16.212  2.787  2.787
26.130  5.000  16.003  2.787  2.787
26.140  5.000  15.445  2.787  2.787
26.150  5.000  15.024  2.787  2.787
26.160  5.000  14.560  2.787  2.787
26.170  5.000  14.496  2.787  2.787
26.180  5.000  14.117  2.787  2.787
26.190  5.000  13.967  2.787  2.787
26.200  5.000  13.677  2.787  2.787
26.210  5.000  13.296  2.787  2.787
26.220  5.000  13.150  2.787  2.787
26.230  5.000  13.060  2.787  2.787
26.240  5.000  12.741  2.787  2.787
26.250  5.000  12.554  2.787  2.787
26.260  5.000  12.306  2.787  2.787
26.270  5.000  12.249  2.787  2.787
26.280  5.000  11.953  2.787  2.787
26.290  5.000  11.734  2.787  2.787
26.300  5.000  11.659  2.787  2.787
26.310  5.000  11.424  2.787  2.787
26.320  5.000  11.343  2.787  2.787
26.330  5.000  11.099  2.787  2.787
26.340  5.000  11.038  2.787  2.787
26.350  5.000  10.793  2.787  2.787
26.360  5.000  10.650  2.787  2.787
26.370  5.000  10.537  2.787  2.787
26.380  5.000  10.206  2.787  2.787
26.390  5.000  10.058  2.787  2.787
26.400  5.000  9.947  2.787  2.787
26.410  5.000  9.742  2.787  2.787
26.420  5.000  9.673  2.787  2.787
26.430  5.000  9.410  2.787  2.787
26.440  5.000  9.212  2.787  2.787
26.450  5.000  9.188  2.787  2.787
26.460  5.000  8.886  2.787  2.787
26.470  5.000  8.725  2.787  2.787
26.480  5.000  8.637  2.787  2.787
26.490  5.000  8.391  2.787  2.787
26.500  5.000  8.304  2.787  2.787
26.510  5.000  8.160  2.787  2.787
26.520  5.000  7.967  2.787  2.787
26.530  5.000  7.825  2.787  2.787
26.540  5.000  7.651  2.787  2.787
26.550  5.000  7.615  2.787  2.787
26.560  5.000  7.443  2.787  2.787
26.570  5.000  7.269  2.787  2.787
26.580  5.000  7.079  2.787  2.787
26.590  5.000  6.965  2.787  2.787
26.600  5.000  6.869  2.787  2.787
26.610  5.000  6.735  2.787  2.787
26.620  5.000  6.585  2.787  2.787
26.630  5.000  6.504  2.787  2.787
26.640  5.000  6.381  2.787  2.787
26.650  5.000  6.246  2.787  2.787
26.660  5.000  6.139  2.787  2.787
26.670  5.000  6.012  2.787  2.787
26.680  5.000  5.870  2.787  2.787
26.690  5.000  5.728  2.787  2.787
26.700  5.000  5.537  2.787  2.787
26.710  5.000  5.538  2.787  2.787
26.720  5.000  5.321  2.787  2.787
26.730  5.000  5.245  2.787  2.787
26.740  5.000  5.145  2.787  2.787
26.750  5.000  5.066  2.787  2.787
26.760  5.000  4.967  2.787  2.787
26.770  5.000  4.825  2.787  2.787
26.780  5.000  4.660  2.787  2.787
26.790  5.000  4.560  2.787  2.787
26.800  5.000  4.432  2.787  2.787
26.810  5.000  4.405  2.787  2.787
26.820  5.000  4.287  2.787  2.787
26.830  5.000  4.216  2.787  2.787
26.840  5.000  4.156  2.787  2.787
26.850  5.000  4.050  2.787  2.787
26.860  5.000  4.045  2.787  2.787
26.870  5.000  4.052  2.787  2.787
26.880  5.000  4.005  2.787  2.787
26.890  5.000  3.944  2.787  2.787
26.900  5.000  3.797  2.787  2.787
26.910  5.000  4.031  2.787  2.787
26.920  5.000  4.942  2.787  2.787
26.930  5.000  4.220  2.787  2.787
26.940  5.000  4.081  2.787  2.787
26.950  5.000  4.103  2.787  2.787
26.960  5.000  4.363  2.787  2.787
26.970  5.000  4.421  2.787  2.787
26.980  5.000  4.683  2.787  2.787
26.990  5.000  4.794  2.787  2.787
27.000  5.000  4.912  2.787  2.787
27.010  5.000  4.903  2.787  2.787
27.020  5.000  4.894  2.787  2.787
27.030  5.000  4.871  2.787  2.787
27.040  5.000  4.888  2.787  2.787
27.050  5.000  4.874  2.787  2.787
27.060  5.000  4.892  2.787  2.787
27.070  5.000  4.882  2.787  2.787
27.080  5.000  4.920  2.787  2.787
27.090  5.000  4.966  2.787  2.787
27.100  5.000  4.988  2.419  2.769
27.110  5.000  4.929  4.217  2.855
27.120  5.000  4.955  6.150  2.965
27.130  5.000  5.023  6.150  2.965
27.140  5.000  5.045  8.382  3.109
27.150  5.000  5.142  9.575  3.221
27.160  5.000  5.090  12.100  3.411
27.170  5.000  5.164  12.894  3.538
27.180  5.000  5.072  14.189  3.696
27.190  5.000  5.239  12.871  3.735
27.200  5.000  5.196  12.559  3.811
27.210  5.000  5.233  12.998  3.920
27.220  5.000  5.197  13.831  4.053
27.230  5.000  5.271  14.092  4.164
27.240  5.000  5.161  13.660  4.241
27.250  5.000  5.238  13.300  4.317
27.260  5.000  5.250  10.930  4.289
27.270  5.000  5.227  10.930  4.289
27.280  5.000  5.256  10.930  4.289
27.290  5.000  5.241  10.930  4.289
27.300  5.000  5.301  10.930  4.289
27.310  5.000  5.170  10.930  4.289
27.320  5.000  5.214  10.930  4.289
27.330  5.000  5.176  10.930  4.289
27.340  5.000  5.167  10.930  4.289
27.350  5.000  5.150  10.930  4.289
27.360  5.000  5.078  10.930  4.289
27.370  5.000  5.058  10.930  4.289
27.380  5.000  5.092  10.930  4.289
27.390  5.000  5.106  10.930  4.289
27.400  5.000  5.051  10.930  4.289
27.410  5.000  4.975  10.930  4.289
27.420  5.000  4.972  10.930  4.289
27.430  5.000  5.005  10.930  4.289
27.440  5.000  4.927  10.930  4.289
27.450  5.000  4.959  10.930  4.289
27.460  5.000  4.909  10.930  4.289
27.470  5.000  4.895  10.930  4.289
27.480  5.000  4.895  10.930  4.289
27.490  5.000  4.928  10.930  4.289
27.500  5.000  4.917  10.930  4.289
27.510  5.000  4.852  10.930  4.289
27.520  5.000  4.832  10.930  4.289
27.530  5.000  4.824  10.930  4.289
27.540  5.000  4.849  10.930  4.289
27.550  5.000  4.872  10.930  4.289
27.560  5.000  4.898  10.930  4.289
27.570  5.000  4.906  10.930  4.289
27.580  5.000  4.888  10.930  4.289
27.590  5.000  4.890  10.930  4.289
