# covent_pc_8
# Captured 2020-07-03 03:17:05.528931 by unknown user
# Built at revision a9175b3 (dirty)
time(sec) pc_setpoint pressure dp_inhale dp_exhale cmd_inh_valve cmd_exh_valve cmd_psol
0.000 10.000 1.005 2.854 3.169 0.588 0.304 0.000
0.010 10.000 1.009 3.099 3.057 0.582 0.307 0.000
0.020 10.000 0.965 2.736 2.796 0.587 0.305 0.000
0.030 10.000 0.948 2.767 2.801 0.594 0.301 0.000
0.040 10.000 0.966 3.045 2.868 0.597 0.299 0.000
0.050 10.000 1.001 2.959 3.034 0.591 0.302 0.000
0.060 10.000 0.987 2.885 3.127 0.591 0.303 0.000
0.070 10.000 0.963 2.857 3.063 0.595 0.300 0.000
0.080 10.000 0.966 3.036 2.889 0.598 0.299 0.000
0.090 10.000 0.965 3.121 2.956 0.601 0.297 0.000
0.100 10.000 0.990 3.299 2.998 0.598 0.299 0.000
0.110 10.000 0.984 3.361 2.958 0.597 0.299 0.000
0.120 10.000 0.970 3.287 2.793 0.600 0.297 0.000
0.130 10.000 0.946 3.252 2.559 0.608 0.293 0.000
0.140 10.000 0.990 3.616 2.904 0.604 0.295 0.000
0.150 10.000 1.002 3.249 2.759 0.600 0.298 0.000
0.160 10.000 1.004 3.403 2.998 0.595 0.300 0.000
0.170 10.000 0.960 3.095 2.796 0.601 0.297 0.000
0.180 10.000 0.977 3.150 2.926 0.601 0.297 0.000
0.190 10.000 0.995 3.239 3.016 0.597 0.299 0.000
0.200 10.000 1.040 3.208 3.161 0.584 0.307 0.000
0.210 10.000 0.950 2.991 2.676 0.593 0.301 0.000
0.220 10.000 0.977 2.978 2.959 0.593 0.301 0.000
0.230 10.000 0.957 3.042 2.705 0.598 0.298 0.000
0.240 10.000 1.036 3.138 3.070 0.584 0.306 0.000
0.250 10.000 1.001 2.812 3.016 0.581 0.308 0.000
0.260 10.000 0.972 2.609 3.037 0.584 0.306 0.000
0.270 10.000 0.947 2.843 2.746 0.592 0.302 0.000
0.280 10.000 0.968 2.763 2.840 0.594 0.301 0.000
0.290 10.000 1.026 3.039 3.216 0.582 0.307 0.000
0.300 10.000 0.982 2.825 3.089 0.584 0.306 0.000
0.310 10.000 0.963 2.797 2.905 0.588 0.304 0.000
0.320 10.000 0.947 2.827 2.695 0.596 0.300 0.000
0.330 10.000 0.988 3.019 2.898 0.592 0.302 0.000
0.340 10.000 1.007 2.871 3.232 0.587 0.305 0.000
0.350 10.000 0.962 3.062 2.845 0.592 0.302 0.000
0.360 10.000 0.950 2.822 2.894 0.599 0.298 0.000
0.370 12.500 0.991 3.111 3.179 0.654 0.268 0.000
0.380 15.000 1.027 4.178 2.982 0.751 0.215 0.000
0.390 17.500 1.147 5.148 2.945 0.870 0.149 0.000
0.400 20.000 1.341 7.810 3.030 0.996 0.080 0.000
0.410 22.500 1.595 11.079 3.159 1.000 0.050 0.000
0.420 25.000 1.759 13.354 2.775 1.000 0.050 0.000
0.430 27.500 1.901 16.090 2.368 1.000 0.050 0.000
0.440 30.000 2.161 19.949 2.907 1.000 0.050 0.000
0.450 32.500 2.303 18.803 2.866 1.000 0.050 0.000
0.460 35.000 2.368 18.077 3.090 1.000 0.050 0.000
0.470 35.000 2.420 17.458 2.805 1.000 0.050 0.000
0.480 35.000 2.482 19.627 2.799 1.000 0.050 0.000
0.490 35.000 2.580 16.205 3.603 1.000 0.050 0.000
0.500 35.000 2.585 17.487 3.121 1.000 0.050 0.000
0.510 35.000 2.625 17.475 3.250 1.000 0.050 0.000
0.520 35.000 2.538 15.570 2.762 1.000 0.050 0.000
0.530 35.000 2.710 15.477 3.455 1.000 0.050 0.000
0.540 35.000 2.675 14.997 3.352 1.000 0.050 0.000
0.550 35.000 2.766 15.314 3.731 1.000 0.050 0.000
0.560 35.000 2.787 15.200 3.406 1.000 0.050 0.000
0.570 35.000 2.854 15.551 3.661 1.000 0.050 0.000
0.580 35.000 2.833 15.559 3.129 1.000 0.050 0.000
0.590 35.000 2.858 15.031 3.550 1.000 0.050 0.000
0.600 35.000 2.918 15.650 3.398 1.000 0.050 0.000
0.610 35.000 2.945 13.826 3.411 1.000 0.050 0.000
0.620 35.000 3.047 13.262 3.798 1.000 0.050 0.000
0.630 35.000 3.068 13.763 3.797 1.000 0.050 0.000
0.640 35.000 2.994 12.958 3.408 1.000 0.050 0.000
0.650 35.000 3.082 12.664 3.884 1.000 0.050 0.000
0.660 35.000 3.133 13.876 3.945 1.000 0.050 0.000
0.670 35.000 3.081 12.824 3.526 1.000 0.050 0.000
0.680 35.000 3.206 12.833 3.980 1.000 0.050 0.000
0.690 35.000 3.192 12.081 4.051 1.000 0.050 0.000
0.700 35.000 3.244 11.524 3.948 1.000 0.050 0.000
0.710 35.000 3.343 12.581 4.772 1.000 0.050 0.000
0.720 35.000 3.244 12.194 3.628 1.000 0.050 0.000
0.730 35.000 3.324 11.551 4.147 1.000 0.050 0.000
0.740 35.000 3.325 12.371 3.712 1.000 0.050 0.000
0.750 35.000 3.418 10.903 4.493 1.000 0.050 0.000
0.760 35.000 3.450 10.943 4.451 1.000 0.052 0.000
0.770 35.000 3.411 11.275 3.894 1.000 0.050 0.000
0.780 35.000 3.469 11.414 4.133 1.000 0.055 0.000
0.790 35.000 3.432 10.638 4.096 1.000 0.054 0.000
0.800 35.000 3.489 11.550 4.342 1.000 0.061 0.000
0.810 35.000 3.468 9.784 4.600 1.000 0.065 0.000
0.820 35.000 3.531 10.554 5.032 1.000 0.077 0.000
0.830 35.000 3.571 10.366 5.247 0.971 0.093 0.000
0.840 35.000 3.505 10.589 5.135 0.959 0.100 0.000
0.850 35.000 3.588 10.725 5.712 0.925 0.119 0.000
0.860 35.000 3.542 10.549 5.327 0.905 0.130 0.000
0.870 35.000 3.538 10.234 5.570 0.884 0.141 0.000
