# covent_pc_1
# Captured 2020-07-03 03:08:17.057076 by unknown user
# Built at revision a9175b3 (dirty)
time(sec) pc_setpoint pressure dp_inhale dp_exhale cmd_inh_valve cmd_exh_valve cmd_psol
0.000 5.000 0.486 3.117 1.621 0.582 0.308 0.000
0.010 5.000 0.481 3.016 1.502 0.583 0.307 0.000
0.020 5.000 0.507 3.084 1.687 0.580 0.308 0.000
0.030 5.000 0.498 2.859 1.708 0.580 0.309 0.000
0.040 5.000 0.518 2.885 1.758 0.576 0.311 0.000
0.050 5.000 0.497 3.006 1.591 0.576 0.311 0.000
0.060 5.000 0.489 3.004 1.301 0.577 0.310 0.000
0.070 5.000 0.507 2.884 1.449 0.574 0.312 0.000
0.080 5.000 0.526 2.850 1.728 0.570 0.314 0.000
0.090 5.000 0.515 2.846 1.567 0.568 0.315 0.000
0.100 5.000 0.494 2.563 1.487 0.568 0.315 0.000
0.110 5.000 0.518 2.608 1.709 0.565 0.317 0.000
0.120 5.000 0.511 2.652 1.644 0.563 0.318 0.000
0.130 5.000 0.513 2.692 1.515 0.561 0.319 0.000
0.140 5.000 0.508 2.665 1.580 0.559 0.320 0.000
0.150 5.000 0.526 2.655 1.766 0.555 0.322 0.000
0.160 5.000 0.515 2.573 1.605 0.553 0.324 0.000
0.170 5.000 0.539 2.566 1.778 0.547 0.327 0.000
0.180 5.000 0.531 2.677 1.684 0.543 0.329 0.000
0.190 5.000 0.543 2.649 1.592 0.537 0.332 0.000
0.200 5.000 0.531 2.652 1.529 0.534 0.334 0.000
0.210 5.000 0.548 2.585 1.632 0.527 0.337 0.000
0.220 5.000 0.546 2.478 1.615 0.522 0.340 0.000
0.230 5.000 0.541 2.457 1.852 0.517 0.343 0.000
0.240 5.000 0.537 2.345 1.589 0.513 0.346 0.000
0.250 5.000 0.504 2.294 1.440 0.512 0.346 0.000
0.260 5.000 0.511 1.979 1.517 0.510 0.347 0.000
0.270 5.000 0.537 2.183 1.647 0.504 0.350 0.000
0.280 5.000 0.537 1.873 1.637 0.500 0.353 0.000
0.290 5.000 0.535 2.094 1.736 0.495 0.355 0.000
0.300 5.000 0.511 1.655 1.395 0.494 0.356 0.000
0.310 5.000 0.520 1.644 1.547 0.491 0.358 0.000
0.320 5.000 0.518 1.645 1.627 0.488 0.359 0.000
0.330 5.000 0.521 1.367 1.625 0.485 0.361 0.000
0.340 5.000 0.529 1.408 1.836 0.481 0.363 0.000
0.350 5.000 0.514 1.344 1.684 0.479 0.364 0.000
0.360 5.000 0.506 1.205 1.559 0.478 0.365 0.000
0.370 5.000 0.514 1.248 1.599 0.475 0.366 0.000
0.380 5.000 0.518 1.241 1.623 0.472 0.368 0.000
0.390 5.000 0.501 1.176 1.383 0.472 0.368 0.000
0.400 6.000 0.510 0.952 1.464 0.483 0.362 0.000
0.410 7.000 0.523 1.248 1.648 0.503 0.351 0.000
0.420 8.000 0.533 1.606 1.624 0.532 0.335 0.000
0.430 9.000 0.560 2.227 1.678 0.567 0.316 0.000
0.440 10.000 0.607 2.627 1.764 0.606 0.294 0.000
0.450 11.000 0.583 3.250 1.705 0.661 0.264 0.000
0.460 12.000 0.637 4.796 1.676 0.717 0.233 0.000
0.470 13.000 0.728 5.862 1.683 0.772 0.203 0.000
0.480 14.000 0.814 8.144 2.012 0.828 0.172 0.000
0.490 15.000 0.943 10.866 2.255 0.879 0.144 0.000
0.500 15.000 1.015 14.324 2.083 0.922 0.120 0.000
0.510 15.000 1.127 16.275 2.109 0.952 0.104 0.000
0.520 15.000 1.109 20.047 1.681 0.989 0.084 0.000
