# covent_pc_3
# Captured 2020-07-03 03:10:53.974487 by unknown user
# Built at revision a9175b3 (dirty)
time(sec) pc_setpoint pressure dp_inhale dp_exhale cmd_inh_valve cmd_exh_valve cmd_psol
2.790 5.000 2.884 5.849 6.761 0.202 0.516 0.000
2.800 5.000 2.920 5.584 7.067 0.050 0.600 0.000
2.810 5.000 2.611 4.015 8.439 0.050 0.600 0.000
2.820 5.000 2.167 0.717 9.624 0.050 0.600 0.000
2.830 5.000 1.882 -0.146 8.654 0.050 0.600 0.000
2.840 5.000 1.840 0.237 8.888 0.050 0.600 0.000
2.850 5.000 2.027 -0.024 9.508 0.050 0.600 0.000
2.860 5.000 1.938 0.085 9.283 0.050 0.600 0.000
2.870 5.000 1.959 -0.053 9.556 0.050 0.600 0.000
2.880 5.000 1.905 0.115 9.104 0.050 0.600 0.000
2.890 5.000 1.842 0.095 8.625 0.050 0.600 0.000
2.900 5.000 1.819 0.121 8.620 0.050 0.600 0.000
2.910 5.000 1.789 0.034 8.484 0.050 0.600 0.000
2.920 5.000 1.748 0.090 8.181 0.050 0.600 0.000
2.930 5.000 1.720 0.060 8.158 0.050 0.600 0.000
2.940 5.000 1.703 0.050 8.071 0.050 0.600 0.000
2.950 5.000 1.663 0.081 7.789 0.050 0.600 0.000
2.960 5.000 1.627 0.034 7.598 0.050 0.600 0.000
2.970 5.000 1.597 -0.098 7.537 0.050 0.600 0.000
2.980 5.000 1.584 0.072 7.385 0.050 0.600 0.000
2.990 5.000 1.534 0.088 7.318 0.050 0.600 0.000
3.000 5.000 1.507 -0.050 7.028 0.050 0.600 0.000
3.010 5.000 1.477 0.020 6.961 0.050 0.600 0.000
3.020 5.000 1.475 0.011 7.052 0.050 0.600 0.000
3.030 5.000 1.432 0.024 6.891 0.050 0.600 0.000
3.040 5.000 1.403 0.021 6.800 0.050 0.600 0.000
3.050 5.000 1.373 0.004 6.475 0.050 0.600 0.000
3.060 5.000 1.355 0.006 6.414 0.050 0.600 0.000
3.070 5.000 1.325 -0.022 6.234 0.050 0.600 0.000
3.080 5.000 1.301 -0.113 6.261 0.050 0.600 0.000
3.090 5.000 1.273 0.057 6.113 0.050 0.600 0.000
3.100 5.000 1.242 0.021 5.896 0.050 0.600 0.000
3.110 5.000 1.199 -0.005 5.521 0.050 0.600 0.000
3.120 5.000 1.178 0.058 5.532 0.050 0.600 0.000
3.130 5.000 1.156 0.051 5.474 0.050 0.600 0.000
3.140 5.000 1.140 0.019 5.379 0.050 0.600 0.000
3.150 5.000 1.110 0.056 5.198 0.050 0.600 0.000
3.160 5.000 1.093 0.045 5.097 0.050 0.600 0.000
3.170 5.000 1.080 0.008 5.095 0.050 0.600 0.000
3.180 5.000 1.051 0.011 4.952 0.050 0.600 0.000
3.190 5.000 1.027 0.059 4.851 0.050 0.600 0.000
3.200 5.000 1.016 -0.031 4.799 0.050 0.600 0.000
3.210 5.000 0.974 0.045 4.616 0.050 0.600 0.000
3.220 5.000 0.964 -0.028 4.517 0.050 0.600 0.000
3.230 5.000 0.936 0.012 4.413 0.050 0.600 0.000
3.240 5.000 0.921 -0.010 4.367 0.050 0.600 0.000
3.250 5.000 0.892 0.065 4.223 0.050 0.600 0.000
3.260 5.000 0.878 0.031 4.069 0.050 0.600 0.000
3.270 5.000 0.856 -0.005 3.983 0.050 0.600 0.000
3.280 5.000 0.838 0.056 3.936 0.050 0.600 0.000
3.290 5.000 0.816 0.007 3.760 0.050 0.600 0.000
3.300 5.000 0.793 0.065 3.751 0.050 0.600 0.000
3.310 5.000 0.770 -0.041 3.630 0.050 0.600 0.000
3.320 5.000 0.753 -0.023 3.484 0.050 0.600 0.000
3.330 5.000 0.740 0.102 3.408 0.050 0.600 0.000
3.340 5.000 0.718 -0.041 3.276 0.050 0.600 0.000
3.350 5.000 0.698 0.094 3.221 0.050 0.600 0.000
3.360 5.000 0.681 0.060 3.131 0.050 0.600 0.000
3.370 5.000 0.659 0.024 2.984 0.050 0.600 0.000
3.380 5.000 0.647 0.006 2.994 0.050 0.600 0.000
3.390 5.000 0.626 -0.001 2.865 0.050 0.600 0.000
3.400 5.000 0.611 0.029 2.816 0.050 0.600 0.000
3.410 5.000 0.600 0.018 2.789 0.050 0.600 0.000
3.420 5.000 0.579 -0.017 2.654 0.050 0.600 0.000
3.430 5.000 0.563 0.048 2.633 0.050 0.600 0.000
3.440 5.000 0.546 0.026 2.506 0.050 0.600 0.000
3.450 5.000 0.531 0.018 2.481 0.050 0.600 0.000
3.460 5.000 0.511 0.048 2.373 0.050 0.600 0.000
3.470 5.000 0.500 0.004 2.334 0.050 0.600 0.000
3.480 5.000 0.492 0.053 2.302 0.050 0.600 0.000
3.490 5.000 0.470 -0.005 2.134 0.055 0.597 0.000
3.500 5.000 0.464 0.058 2.128 0.061 0.594 0.000
3.510 5.000 0.443 0.018 2.010 0.071 0.589 0.000
3.520 5.000 0.435 0.050 1.916 0.082 0.582 0.000
3.530 5.000 0.416 0.036 1.876 0.098 0.574 0.000
3.540 5.000 0.405 0.048 1.838 0.115 0.564 0.000
3.550 5.000 0.391 0.024 1.768 0.136 0.553 0.000
3.560 5.000 0.385 0.076 1.743 0.157 0.541 0.000
3.570 5.000 0.365 0.061 1.623 0.183 0.527 0.000
3.580 5.000 0.363 0.093 1.583 0.209 0.513 0.000
3.590 5.000 0.360 0.085 1.523 0.235 0.498 0.000
3.600 5.000 0.347 0.065 1.397 0.264 0.482 0.000
3.610 5.000 0.351 0.073 1.338 0.292 0.467 0.000
3.620 5.000 0.349 0.176 1.363 0.320 0.452 0.000
3.630 5.000 0.343 0.193 1.358 0.350 0.435 0.000
3.640 5.000 0.335 0.181 1.263 0.381 0.418 0.000
3.650 5.000 0.326 0.278 1.116 0.414 0.400 0.000
3.660 5.000 0.353 0.574 1.185 0.441 0.385 0.000
3.670 5.000 0.403 0.793 1.259 0.456 0.377 0.000
3.680 5.000 0.408 0.653 1.441 0.472 0.368 0.000
3.690 5.000 0.352 0.954 1.216 0.502 0.351 0.000
3.700 5.000 0.352 1.473 1.102 0.530 0.336 0.000
3.710 5.000 0.408 2.223 1.089 0.544 0.328 0.000
3.720 5.000 0.452 2.676 1.264 0.550 0.325 0.000
3.730 5.000 0.402 2.607 1.220 0.570 0.314 0.000
3.740 5.000 0.377 2.362 1.085 0.593 0.301 0.000
3.750 5.000 0.407 2.852 1.265 0.609 0.293 0.000
3.760 5.000 0.467 3.915 1.373 0.611 0.291 0.000
3.770 5.000 0.535 4.269 1.328 0.599 0.298 0.000
