Interval=	0.01 s
ExcelDateTime=	4.4003156517691241e+004	6/21/2020 3:45:23.128523
TimeFormat=	StartOfBlock
DateFormat=
ChannelTitle=	Flow	Pressure	Volume	Breath Rate	Max Flow	Min Flow	Max Pressure	Min Pressure	Max Volume	Min Volume
Range=	20.000 L/s	5.000 mV	4.000 L	500.0000 BPM	100.0000 L/s	100.0000 L/s	100.0000 mmHg	100.0000 mmHg	100.0000 L	100.0000 L
UnitName=	*	mmHg	*	*	*	*	*	*	*	*
TopValue=	*	212.87	*	*	*	*	*	*	*	*
BottomValue=	*	-213.32	*	*	*	*	*	*	*	*
1.7	-0.0050125	-0.1007441	0.001629059	85.95617	0.02756875	-0.01253125	0.06573714	-0.1007441	NaN	NaN
1.71	0.0150375	-0.02749237	0.00177948	85.95617	0.02756875	-0.01253125	0.06573714	-0.1007441	NaN	NaN
1.72	0.02005	0.1389889	0.00197998	85.95617	0.02756875	-0.01253125	0.09015439	-0.1096231	NaN	NaN
1.73	0.01253125	-0.1007441	0.002105225	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.74	0	-0.02083312	0.002105225	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.75	-0.0050125	-0.007514615	0.002055145	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.76	0.01253125	-0.04747012	0.002180481	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.77	0.02255625	0.005803885	0.002405975	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.78	0.01754375	-0.01417387	0.002581482	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.79	0	-0.06078862	0.002581482	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.8	-0.00751875	-0.0008553647	0.002506226	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.81	0	-0.08076637	0.002506226	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.82	0.010025	-0.03415162	0.002606476	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.83	0.02005	0.01246314	0.002806976	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.84	0.010025	-0.03415162	0.002907227	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.85	-0.0050125	-0.08076637	0.002857147	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.86	-0.0050125	-0.02083312	0.002806976	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.87	0.00751875	-0.09408487	0.002882233	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.88	0.02005	-0.04081087	0.003082733	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.89	0.01253125	-0.1273811	0.003207977	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.9	0	-0.04747012	0.003207977	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.91	-0.01253125	-0.01417387	0.003082733	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.92	0.00751875	-0.06078862	0.003157898	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.93	0.02756875	-0.03415162	0.003433563	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.94	0.02005	-0.04747012	0.003634064	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.95	0.0050125	-0.05412937	0.003684143	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.96	-0.01253125	-0.04747012	0.003558899	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.97	-0.00250625	-0.02749237	0.003533813	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.98	0.02005	-0.08742562	0.003734314	85.95617	0.02756875	-0.01253125	0.1389889	-0.1273811	NaN	NaN
1.99	0.03258125	-0.04081087	0.00406015	94.19881	0.02923958	-0.01336667	0.1389889	-0.1273811	NaN	NaN
2	0.01253125	0.005803885	0.004185394	110.6841	0.03258125	-0.0150375	0.1389889	-0.1273811	NaN	NaN
2.01	-0.010025	0.07905564	0.004085144	110.6841	0.03258125	-0.0150375	0.1190111	-0.1207219	NaN	NaN
2.02	-0.0050125	-0.05412937	0.004035065	110.6841	0.03258125	-0.0150375	0.07905564	-0.1074034	NaN	NaN
2.03	0.01754375	-0.02749237	0.00421048	110.6841	0.03258125	-0.0150375	0.07905564	-0.1074034	NaN	NaN
2.04	0.01253125	-0.04081087	0.004335815	110.6841	0.03258125	-0.0150375	0.07905564	-0.1074034	NaN	NaN
2.05	0.0150375	-0.08076637	0.004486145	110.6841	0.03258125	-0.0150375	0.07905564	-0.1074034	NaN	NaN
2.06	0	-0.1074034	0.004486145	110.6841	0.03258125	-0.0150375	0.07905564	-0.1074034	NaN	NaN
2.07	0.00250625	-0.07410712	0.00451123	110.6841	0.03258125	-0.0150375	0.07905564	-0.1074034	NaN	NaN
2.08	0.00751875	-0.1007441	0.004586395	110.6841	0.03258125	-0.0150375	0.07905564	-0.1074034	NaN	NaN
