# Captured 2020-06-21 04:24:23.417792 by unknown user
# Built at revision 944c41f (dirty)
time(sec)  pc_setpoint  pressure  net_flow
8.260  25.000  25.148  -48.483
8.270  25.000  25.304  -55.654
8.280  25.000  25.165  -78.916
8.290  25.000  25.393  -78.870
8.300  25.000  25.329  -49.959
8.310  25.000  25.386  -63.530
8.320  25.000  25.053  -54.013
8.330  25.000  25.217  -85.486
8.340  25.000  25.119  -59.307
8.350  25.000  25.283  -77.057
8.360  25.000  25.190  -111.530
8.370  25.000  25.348  -60.519
8.380  25.000  25.174  -82.276
8.390  25.000  24.985  -84.386
8.400  25.000  25.054  -66.148
8.410  25.000  25.210  -97.027
8.420  25.000  25.073  -95.777
8.430  25.000  25.153  -106.486
8.440  25.000  25.081  -102.282
8.450  25.000  25.347  -122.637
8.460  25.000  24.653  -102.394
8.470  25.000  25.035  -117.619
8.480  25.000  25.133  -118.734
8.490  25.000  24.925  -131.075
8.500  25.000  24.846  -108.456
8.510  25.000  24.962  -123.719
8.520  25.000  24.991  -111.121
8.530  25.000  24.974  -114.220
8.540  25.000  25.037  -125.693
8.550  25.000  24.790  -112.336
8.560  25.000  24.849  -97.225
8.570  25.000  25.283  -126.731
8.580  25.000  24.789  -119.990
8.590  25.000  24.800  -68.448
8.600  25.000  24.931  -117.555
8.610  25.000  25.020  -101.542
8.620  25.000  24.954  -115.582
8.630  25.000  25.104  -138.107
8.640  25.000  25.075  -108.855
8.650  25.000  24.722  -115.967
8.660  25.000  25.020  -131.095
8.670  25.000  24.988  -99.134
8.680  25.000  24.963  -109.431
8.690  25.000  24.958  -126.779
8.700  25.000  24.968  -101.945
8.710  25.000  25.201  -121.374
8.720  25.000  24.981  -116.530
8.730  25.000  24.659  -88.005
8.740  25.000  24.767  -117.526
8.750  25.000  24.924  -112.246
8.760  25.000  25.021  -110.360
8.770  25.000  24.942  -119.222
8.780  25.000  24.825  -102.183
8.790  25.000  24.591  -91.825
8.800  25.000  25.047  -113.919
8.810  25.000  25.191  -102.380
8.820  25.000  24.685  -91.689
8.830  25.000  24.844  -82.411
8.840  25.000  24.923  -86.286
8.850  25.000  24.936  -78.456
8.860  25.000  25.008  -91.388
8.870  25.000  24.820  -70.344
8.880  25.000  25.142  -102.080
8.890  25.000  24.844  -71.026
8.900  25.000  25.082  -72.715
8.910  25.000  25.305  -74.391
8.920  25.000  25.304  -96.548
8.930  25.000  25.268  -66.929
8.940  25.000  25.207  -84.760
8.950  25.000  25.327  -97.047
8.960  25.000  25.122  -65.347
8.970  25.000  24.838  -73.846
8.980  25.000  25.169  -96.242
8.990  25.000  25.222  -64.326
9.000  25.000  25.073  -71.798
9.010  25.000  25.085  -70.558
9.020  25.000  25.293  -109.612
9.030  25.000  24.978  -78.221
9.040  5.000  25.231  -82.077
9.050  5.000  24.369  -526.765
9.060  5.000  17.728  -1164.797
9.070  5.000  18.341  -587.233
9.080  5.000  20.139  -1029.199
9.090  5.000  20.057  -660.987
9.100  5.000  19.841  -767.331
9.110  5.000  19.839  -719.103
9.120  5.000  19.455  -721.662
9.130  5.000  19.501  -733.793
9.140  5.000  19.292  -725.089
9.150  5.000  19.070  -738.563
9.160  5.000  18.588  -718.675
9.170  5.000  18.533  -732.613
9.180  5.000  18.370  -696.855
9.190  5.000  18.401  -725.711
9.200  5.000  18.204  -709.230
9.210  5.000  18.227  -716.901
9.220  5.000  18.170  -711.196
9.230  5.000  17.940  -730.976
9.240  5.000  17.826  -714.143
9.250  5.000  17.627  -708.295
9.260  5.000  17.543  -701.844
9.270  5.000  17.652  -725.753
9.280  5.000  17.353  -705.136
9.290  5.000  17.257  -696.627
9.300  5.000  17.020  -671.952
9.310  5.000  17.006  -708.402
9.320  5.000  16.971  -687.942
9.330  5.000  16.870  -695.020
9.340  5.000  16.634  -692.177
9.350  5.000  16.611  -690.980
9.360  5.000  16.438  -685.548
9.370  5.000  16.518  -675.198
9.380  5.000  16.353  -676.126
9.390  5.000  16.118  -656.396
9.400  5.000  15.985  -659.177
9.410  5.000  16.116  -685.056
9.420  5.000  16.058  -688.028
9.430  5.000  15.948  -655.473
9.440  5.000  15.692  -678.234
9.450  5.000  15.655  -665.809
9.460  5.000  15.648  -650.540
9.470  5.000  15.503  -651.950
9.480  5.000  15.521  -667.780
9.490  5.000  15.337  -650.912
9.500  5.000  15.178  -665.066
9.510  5.000  15.149  -632.795
9.520  5.000  15.024  -641.690
9.530  5.000  14.927  -665.995
9.540  5.000  14.817  -640.799
9.550  5.000  14.736  -623.404
9.560  5.000  14.761  -632.565
9.570  5.000  14.559  -629.068
9.580  5.000  14.628  -633.304
9.590  5.000  14.587  -636.184
9.600  5.000  14.575  -633.819
9.610  5.000  14.554  -625.558
9.620  5.000  14.198  -628.269
9.630  5.000  14.174  -630.159
9.640  5.000  14.054  -623.922
9.650  5.000  13.985  -625.202
9.660  5.000  13.875  -631.043
9.670  5.000  13.673  -603.888
9.680  5.000  13.629  -618.483
9.690  5.000  13.569  -606.974
9.700  5.000  13.570  -620.649
9.710  5.000  13.430  -607.617
9.720  5.000  13.353  -593.633
9.730  5.000  13.224  -589.295
9.740  5.000  13.180  -599.281
9.750  5.000  13.078  -607.104
9.760  5.000  13.077  -591.406
9.770  5.000  12.844  -585.058
9.780  5.000  12.846  -591.421
9.790  5.000  12.724  -596.772
9.800  5.000  12.867  -601.598
9.810  5.000  12.725  -581.063
9.820  5.000  12.638  -586.246
9.830  5.000  12.565  -585.006
9.840  5.000  12.606  -572.067
9.850  5.000  12.375  -578.841
9.860  5.000  12.247  -586.582
9.870  5.000  12.242  -563.693
9.880  5.000  12.027  -558.142
9.890  5.000  12.135  -576.797
9.900  5.000  12.061  -570.965
9.910  5.000  11.944  -562.027
9.920  5.000  11.885  -562.326
9.930  5.000  11.827  -571.685
9.940  5.000  11.808  -556.211
9.950  5.000  11.676  -556.133
9.960  5.000  11.526  -555.073
9.970  5.000  11.527  -557.494
9.980  5.000  11.520  -560.220
9.990  5.000  11.454  -560.470
10.000  5.000  11.315  -543.600
10.010  5.000  11.257  -542.828
10.020  5.000  11.297  -543.445
10.030  5.000  11.204  -537.170
10.040  5.000  11.135  -547.976
10.050  5.000  11.033  -541.643
10.060  5.000  10.966  -532.088
10.070  5.000  10.854  -532.871
10.080  5.000  10.903  -535.711
10.090  5.000  10.767  -523.323
10.100  5.000  10.772  -530.233
10.110  5.000  10.716  -521.318
10.120  5.000  10.534  -513.404
10.130  5.000  10.395  -529.530
10.140  5.000  10.474  -521.325
10.150  5.000  10.346  -512.795
10.160  5.000  10.239  -513.989
10.170  5.000  10.249  -517.350
10.180  5.000  10.135  -508.085
10.190  5.000  10.155  -507.542
10.200  5.000  9.993  -503.476
10.210  5.000  9.982  -500.482
10.220  5.000  10.022  -508.844
10.230  5.000  9.940  -505.043
10.240  5.000  9.889  -497.516
10.250  5.000  9.710  -492.654
10.260  5.000  9.651  -490.261
10.270  5.000  9.553  -495.253
10.280  5.000  9.635  -503.123
10.290  5.000  9.534  -481.320
10.300  5.000  9.465  -490.806
10.310  5.000  9.406  -482.618
10.320  5.000  9.327  -488.504
10.330  5.000  9.278  -487.576
10.340  5.000  9.194  -482.104
10.350  5.000  9.156  -480.690
10.360  5.000  9.062  -483.392
10.370  5.000  9.116  -474.996
10.380  5.000  9.063  -481.919
10.390  5.000  8.931  -473.186
10.400  5.000  8.996  -482.732
10.410  5.000  8.968  -478.743
10.420  5.000  8.836  -461.314
10.430  5.000  8.782  -472.248
10.440  5.000  8.738  -462.238
10.450  5.000  8.590  -456.201
10.460  5.000  8.616  -459.299
10.470  5.000  8.511  -453.181
10.480  5.000  8.471  -456.202
10.490  5.000  8.497  -456.023
10.500  5.000  8.420  -450.108
10.510  5.000  8.392  -456.789
10.520  5.000  8.340  -453.347
10.530  5.000  8.329  -453.498
10.540  5.000  8.270  -447.766
10.550  5.000  8.232  -443.201
10.560  5.000  8.144  -441.350
10.570  5.000  8.138  -441.490
10.580  5.000  8.045  -438.625
10.590  5.000  8.055  -449.498
10.600  5.000  7.935  -432.725
10.610  5.000  7.900  -433.096
10.620  5.000  7.915  -433.775
10.630  5.000  7.792  -425.875
10.640  5.000  7.817  -434.981
10.650  5.000  7.774  -420.109
10.660  5.000  7.725  -424.857
10.670  5.000  7.667  -421.361
10.680  5.000  7.646  -423.503
10.690  5.000  7.558  -421.658
10.700  5.000  7.599  -420.939
10.710  5.000  7.522  -407.212
10.720  5.000  7.439  -419.901
10.730  5.000  7.429  -410.325
10.740  5.000  7.352  -409.475
10.750  5.000  7.366  -409.760
10.760  5.000  7.340  -411.598
10.770  5.000  7.270  -409.520
10.780  5.000  7.284  -410.517
10.790  5.000  7.175  -399.962
10.800  5.000  7.133  -413.032
10.810  5.000  7.083  -393.173
10.820  5.000  7.028  -384.792
10.830  5.000  7.045  -391.669
10.840  5.000  6.987  -393.225
10.850  5.000  6.946  -386.604
10.860  5.000  6.822  -387.119
10.870  5.000  6.823  -381.298
10.880  5.000  6.738  -379.747
10.890  5.000  6.709  -384.819
10.900  5.000  6.678  -382.672
10.910  5.000  6.706  -383.536
10.920  5.000  6.641  -376.553
10.930  5.000  6.655  -377.070
10.940  5.000  6.623  -376.609
10.950  5.000  6.549  -370.558
10.960  5.000  6.510  -368.342
10.970  5.000  6.430  -361.361
10.980  5.000  6.411  -370.758
10.990  5.000  6.463  -371.676
11.000  5.000  6.383  -363.431
11.010  5.000  6.353  -360.072
11.020  5.000  6.289  -366.296
11.030  5.000  6.286  -367.801
11.040  5.000  6.335  -369.548
11.050  5.000  6.175  -354.530
11.060  5.000  6.132  -355.881
11.070  5.000  6.174  -347.595
11.080  5.000  6.013  -339.982
11.090  5.000  6.065  -346.884
11.100  5.000  5.960  -344.495
11.110  5.000  5.953  -342.331
11.120  5.000  5.960  -347.772
11.130  5.000  6.002  -345.077
11.140  5.000  5.938  -337.423
11.150  5.000  5.812  -333.701
11.160  5.000  5.882  -341.357
11.170  5.000  5.885  -332.488
11.180  5.000  5.794  -334.732
11.190  5.000  5.768  -334.154
11.200  5.000  5.748  -331.738
11.210  5.000  5.739  -331.748
11.220  5.000  5.710  -320.331
11.230  5.000  5.602  -323.453
11.240  5.000  5.612  -324.258
11.250  5.000  5.592  -321.331
11.260  5.000  5.575  -325.315
11.270  5.000  5.558  -316.794
11.280  5.000  5.509  -315.859
11.290  5.000  5.497  -318.433
11.300  5.000  5.400  -313.397
11.310  5.000  5.377  -303.005
11.320  5.000  5.369  -308.385
11.330  5.000  5.299  -304.219
11.340  5.000  5.417  -307.503
11.350  5.000  5.319  -302.222
11.360  5.000  5.281  -309.300
11.370  5.000  5.229  -296.786
11.380  5.000  5.275  -296.793
11.390  5.000  5.143  -293.908
11.400  5.000  5.216  -295.437
11.410  5.000  5.173  -305.393
11.420  5.000  5.190  -298.975
11.430  5.000  5.040  -291.192
11.440  5.000  5.058  -300.580
11.450  5.000  5.009  -290.254
11.460  5.000  5.039  -293.135
11.470  5.000  4.965  -285.450
11.480  5.000  4.945  -290.458
11.490  5.000  4.867  -279.584
11.500  5.000  4.948  -284.433
11.510  5.000  4.882  -274.551
11.520  5.000  4.888  -273.813
11.530  5.000  4.883  -279.230
11.540  5.000  4.949  -272.348
11.550  5.000  4.867  -261.857
11.560  5.000  4.897  -265.872
11.570  5.000  4.861  -255.312
11.580  5.000  4.915  -251.550
11.590  5.000  4.800  -238.191
11.600  5.000  4.817  -237.010
11.610  5.000  4.857  -233.184
11.620  5.000  4.864  -221.227
11.630  5.000  4.835  -220.159
11.640  5.000  4.806  -217.227
11.650  5.000  4.914  -213.946
11.660  5.000  4.808  -194.667
11.670  5.000  4.792  -191.762
11.680  5.000  4.853  -175.815
11.690  5.000  4.996  -185.323
11.700  5.000  4.914  -161.088
11.710  5.000  4.884  -169.484
11.720  5.000  4.792  -163.217
11.730  5.000  4.866  -148.436
11.740  5.000  4.956  -153.493
11.750  5.000  4.899  -137.086
11.760  5.000  4.913  -148.970
11.770  5.000  4.843  -119.207
11.780  5.000  4.860  -135.496
11.790  5.000  4.860  -122.813
11.800  5.000  4.836  -107.790
11.810  5.000  4.945  -124.233
11.820  5.000  4.919  -101.039
11.830  5.000  4.921  -92.116
11.840  5.000  4.916  -85.547
11.850  5.000  4.898  -85.903
11.860  5.000  5.051  -93.537
11.870  5.000  4.901  -79.320
11.880  5.000  4.958  -89.592
11.890  5.000  4.960  -77.833
11.900  5.000  5.077  -88.633
11.910  5.000  4.945  -69.354
11.920  5.000  4.932  -83.471
11.930  5.000  4.950  -85.855
11.940  5.000  5.044  -88.143
11.950  5.000  4.991  -58.709
11.960  5.000  5.014  -78.851
11.970  5.000  5.085  -70.542
11.980  5.000  5.048  -54.010
11.990  5.000  5.021  -46.647
12.000  5.000  5.168  -86.391
12.010  5.000  5.167  -87.823
12.020  5.000  5.125  -68.734
12.030  5.000  5.076  -67.167
12.040  5.000  5.098  -74.653
12.050  7.000  5.147  83.609
12.060  9.000  5.296  121.111
12.070  11.000  5.477  240.274
12.080  13.000  6.850  339.539
12.090  15.000  8.245  431.727
12.100  17.000  8.847  542.605
12.110  19.000  8.597  645.483
12.120  21.000  9.433  678.008
12.130  23.000  10.727  747.964
12.140  25.000  10.623  1001.109
12.150  25.000  10.768  771.302
12.160  25.000  10.178  820.734
12.170  25.000  10.374  780.095
12.180  25.000  10.575  816.435
12.190  25.000  10.638  779.471
12.200  25.000  11.130  870.256
12.210  25.000  10.882  1040.243
12.220  25.000  11.779  790.802
12.230  25.000  11.538  761.186
12.240  25.000  12.110  723.568
12.250  25.000  11.784  832.975
12.260  25.000  12.335  753.810
12.270  25.000  12.062  908.883
12.280  25.000  12.566  801.625
12.290  25.000  12.223  882.402
12.300  25.000  12.149  875.721
12.310  25.000  12.793  719.445
12.320  25.000  12.784  881.956
12.330  25.000  12.853  863.233
12.340  25.000  13.481  757.335
12.350  25.000  13.438  741.166
12.360  25.000  13.516  706.844
12.370  25.000  13.716  809.541
12.380  25.000  13.769  818.546
12.390  25.000  14.373  718.922
12.400  25.000  14.195  732.793
12.410  25.000  13.943  1058.477
12.420  25.000  14.606  713.225
12.430  25.000  14.799  684.292
12.440  25.000  14.707  876.556
12.450  25.000  15.164  718.699
12.460  25.000  14.684  859.398
12.470  25.000  15.528  723.479
12.480  25.000  15.370  807.532
12.490  25.000  15.447  780.052
12.500  25.000  16.043  753.584
12.510  25.000  15.943  767.521
12.520  25.000  15.952  807.695
12.530  25.000  15.933  797.475
12.540  25.000  16.514  757.779
12.550  25.000  16.437  834.796
12.560  25.000  16.393  802.103
12.570  25.000  16.630  717.820
12.580  25.000  16.497  967.341
12.590  25.000  17.153  736.435
12.600  25.000  17.043  833.851
12.610  25.000  17.391  773.975
12.620  25.000  17.371  779.699
12.630  25.000  17.698  838.796
12.640  25.000  17.612  865.906
12.650  25.000  17.740  762.497
12.660  25.000  17.946  747.131
12.670  25.000  18.194  770.971
12.680  25.000  18.336  756.633
12.690  25.000  18.174  782.479
12.700  25.000  18.385  783.273
12.710  25.000  18.698  747.345
12.720  25.000  18.904  836.635
12.730  25.000  19.232  688.400
12.740  25.000  19.475  784.539
12.750  25.000  19.684  709.392
12.760  25.000  19.683  735.054
12.770  25.000  19.077  798.025
12.780  25.000  20.097  743.620
12.790  25.000  20.166  702.935
12.800  25.000  20.002  775.032
12.810  25.000  19.761  839.819
12.820  25.000  20.542  679.596
12.830  25.000  20.337  682.274
12.840  25.000  21.128  691.605
12.850  25.000  20.787  808.182
12.860  25.000  20.833  697.331
12.870  25.000  21.364  707.303
12.880  25.000  21.078  824.630
12.890  25.000  20.880  761.814
12.900  25.000  21.181  824.657
12.910  25.000  21.603  713.840
12.920  25.000  21.036  768.525
12.930  25.000  22.395  736.072
12.940  25.000  21.979  875.291
12.950  25.000  22.401  624.474
12.960  25.000  22.793  687.807
12.970  25.000  22.704  725.739
12.980  25.000  22.570  806.368
12.990  25.000  23.355  664.636
13.000  25.000  23.009  731.239
13.010  25.000  22.762  796.299
13.020  25.000  23.363  732.739
13.030  25.000  22.924  798.303
13.040  25.000  23.481  746.273
13.050  25.000  23.316  828.176
13.060  25.000  23.531  798.951
13.070  25.000  24.176  709.476
13.080  25.000  24.151  717.085
13.090  25.000  24.742  673.769
13.100  25.000  24.840  716.732
13.110  25.000  24.559  738.241
13.120  25.000  24.974  750.177
13.130  25.000  24.821  670.955
13.140  25.000  24.805  788.341
13.150  25.000  25.277  661.471
13.160  25.000  25.203  724.752
13.170  25.000  25.462  640.362
13.180  25.000  24.700  930.591
13.190  25.000  25.562  754.809
13.200  25.000  25.390  727.044
13.210  25.000  26.116  642.964
13.220  25.000  26.099  654.457
13.230  25.000  25.717  716.034
13.240  25.000  26.410  622.540
13.250  25.000  26.271  721.569
13.260  25.000  25.420  636.402
13.270  25.000  25.241  599.541
13.280  25.000  25.402  632.804
13.290  25.000  26.072  559.875
13.300  25.000  25.370  623.739
13.310  25.000  26.369  518.868
13.320  25.000  25.890  546.611
13.330  25.000  26.539  535.959
13.340  25.000  26.024  554.009
13.350  25.000  26.654  520.041
13.360  25.000  25.302  593.013
13.370  25.000  25.972  482.543
13.380  25.000  25.888  463.776
13.390  25.000  25.960  421.707
13.400  25.000  25.510  436.682
13.410  25.000  25.909  405.137
13.420  25.000  25.514  389.254
13.430  25.000  25.449  412.764
13.440  25.000  26.177  357.637
13.450  25.000  26.210  375.656
13.460  25.000  25.788  351.168
13.470  25.000  25.370  339.097
13.480  25.000  26.019  309.427
13.490  25.000  25.264  299.719
13.500  25.000  25.515  263.384
13.510  25.000  25.400  285.384
13.520  25.000  25.646  266.321
13.530  25.000  25.690  245.222
13.540  25.000  25.617  163.104
13.550  25.000  25.360  181.752
13.560  25.000  25.443  167.979
13.570  25.000  25.413  170.526
13.580  25.000  25.153  139.008
13.590  25.000  25.476  163.552
13.600  25.000  25.329  133.246
13.610  25.000  25.483  115.273
13.620  25.000  25.340  120.538
13.630  25.000  25.598  87.412
13.640  25.000  25.613  60.388
13.650  25.000  25.317  90.470
13.660  25.000  25.436  62.832
13.670  25.000  25.329  32.443
13.680  25.000  25.424  44.416
13.690  25.000  25.158  39.528
13.700  25.000  25.348  19.783
13.710  25.000  25.086  13.802
13.720  25.000  25.306  1.768
13.730  25.000  24.891  32.172
13.740  25.000  25.122  -17.933
13.750  25.000  24.873  -13.764
13.760  25.000  24.873  -6.456
13.770  25.000  25.073  -2.895
13.780  25.000  24.867  -17.837
13.790  25.000  25.143  -15.397
13.800  25.000  24.894  16.832
13.810  25.000  24.718  -0.196
13.820  25.000  24.822  4.549
13.830  25.000  24.709  5.645
13.840  25.000  24.869  0.677
13.850  25.000  24.794  3.593
13.860  25.000  24.941  7.929
13.870  25.000  24.657  26.058
13.880  25.000  24.643  18.724
13.890  25.000  24.669  12.282
13.900  25.000  25.041  18.780
13.910  25.000  24.950  24.500
13.920  25.000  24.780  36.893
13.930  25.000  24.836  45.268
13.940  25.000  24.726  39.802
13.950  25.000  25.071  42.272
13.960  25.000  24.986  31.102
13.970  25.000  24.984  61.150
13.980  25.000  24.394  45.069
13.990  25.000  24.783  63.426
14.000  25.000  24.637  88.911
14.010  25.000  25.034  85.163
14.020  25.000  24.918  83.954
14.030  25.000  24.977  57.432
14.040  25.000  24.917  92.584
14.050  25.000  24.716  101.176
14.060  25.000  24.874  76.888
14.070  25.000  24.761  101.041
14.080  25.000  25.378  82.604
14.090  25.000  25.137  106.135
14.100  25.000  24.925  102.483
14.110  25.000  25.331  77.708
14.120  25.000  25.209  90.612
14.130  25.000  25.284  110.126
14.140  25.000  25.156  89.557
14.150  25.000  25.217  76.798
14.160  25.000  25.462  104.300
14.170  25.000  25.040  90.302
14.180  25.000  24.919  124.419
14.190  25.000  25.100  66.769
14.200  25.000  25.436  97.294
14.210  25.000  25.458  106.077
14.220  25.000  25.322  82.399
14.230  25.000  25.169  63.083
14.240  25.000  25.137  99.473
14.250  25.000  25.290  52.175
14.260  25.000  24.991  88.930
14.270  25.000  25.242  28.667
14.280  25.000  25.336  72.500
14.290  25.000  24.901  63.830
14.300  25.000  25.168  77.256
14.310  25.000  25.081  32.787
14.320  25.000  25.246  45.516
14.330  25.000  24.992  29.971
14.340  25.000  25.199  39.819
14.350  25.000  25.066  37.823
14.360  25.000  24.857  59.836
14.370  25.000  24.934  37.050
14.380  25.000  24.733  37.150
14.390  25.000  25.164  27.353
14.400  25.000  25.266  13.564
14.410  25.000  24.842  30.165
14.420  25.000  24.818  53.939
14.430  25.000  25.157  54.941
14.440  25.000  24.939  36.245
14.450  25.000  24.972  47.597
14.460  25.000  25.059  39.350
14.470  25.000  25.057  22.199
14.480  25.000  24.767  36.422
14.490  25.000  25.057  21.497
14.500  25.000  24.975  19.555
14.510  25.000  24.953  27.450
14.520  25.000  24.878  39.480
14.530  25.000  25.033  63.960
14.540  25.000  24.988  28.189
14.550  25.000  25.150  37.506
14.560  25.000  24.986  35.005
14.570  25.000  24.968  52.759
14.580  25.000  24.718  40.889
14.590  25.000  25.109  41.640
14.600  25.000  25.032  36.218
14.610  25.000  25.022  66.557
14.620  25.000  24.523  44.440
14.630  25.000  25.218  65.295
14.640  25.000  24.736  28.975
14.650  25.000  25.183  38.001
14.660  25.000  24.640  76.685
14.670  25.000  25.127  39.681
14.680  25.000  24.916  61.855
14.690  25.000  25.168  53.866
14.700  25.000  24.867  66.312
14.710  25.000  24.932  43.759
14.720  25.000  24.927  61.562
14.730  25.000  24.723  71.839
14.740  25.000  25.066  58.649
14.750  25.000  24.977  51.434
14.760  25.000  25.240  33.184
14.770  25.000  24.951  65.675
14.780  25.000  25.111  47.248
14.790  25.000  24.995  71.446
14.800  25.000  24.959  66.613
14.810  25.000  24.860  72.229
14.820  25.000  25.068  93.761
14.830  25.000  25.126  74.866
14.840  25.000  24.980  70.784
14.850  25.000  25.061  66.373
14.860  25.000  24.998  59.286
14.870  25.000  25.247  53.910
14.880  25.000  25.084  41.446
14.890  25.000  25.247  23.430
14.900  25.000  24.877  52.780
14.910  25.000  25.152  62.142
14.920  25.000  24.862  66.049
14.930  25.000  25.024  50.839
14.940  25.000  25.031  64.046
14.950  25.000  25.155  12.828
14.960  25.000  25.510  43.594
14.970  25.000  24.627  61.605
14.980  25.000  24.986  57.386
14.990  25.000  24.974  36.104
15.000  25.000  24.851  51.713
15.010  25.000  24.839  66.511
15.020  25.000  25.231  35.159
15.030  25.000  25.152  49.451
15.040  25.000  24.986  47.168
15.050  5.000  25.035  60.045
15.060  5.000  24.068  -457.113
15.070  5.000  17.163  -868.092
15.080  5.000  18.739  -510.379
15.090  5.000  20.467  -611.226
15.100  5.000  20.225  -476.594
15.110  5.000  20.071  -590.499
15.120  5.000  20.480  -542.254
15.130  5.000  19.948  -563.146
15.140  5.000  19.838  -553.961
15.150  5.000  19.848  -554.185
15.160  5.000  19.417  -559.453
15.170  5.000  19.076  -543.842
15.180  5.000  18.842  -542.723
15.190  5.000  18.749  -533.365
15.200  5.000  18.832  -555.325
15.210  5.000  18.580  -541.381
15.220  5.000  18.604  -541.051
15.230  5.000  18.603  -540.318
15.240  5.000  18.310  -526.538
15.250  5.000  18.235  -522.943
15.260  5.000  18.110  -543.794
15.270  5.000  18.001  -517.698
15.280  5.000  18.004  -518.153
15.290  5.000  17.856  -532.370
15.300  5.000  17.661  -499.733
15.310  5.000  17.697  -501.662
15.320  5.000  17.794  -533.186
15.330  5.000  17.534  -515.057
15.340  5.000  17.497  -520.144
15.350  5.000  17.247  -511.652
15.360  5.000  17.102  -501.457
15.370  5.000  16.963  -513.452
15.380  5.000  16.844  -496.617
15.390  5.000  16.796  -508.043
15.400  5.000  16.567  -507.563
15.410  5.000  16.501  -477.282
15.420  5.000  16.481  -507.667
15.430  5.000  16.495  -488.961
15.440  5.000  16.433  -483.957
15.450  5.000  16.351  -504.488
15.460  5.000  16.198  -479.770
15.470  5.000  16.014  -486.171
15.480  5.000  15.886  -489.373
15.490  5.000  15.803  -488.822
15.500  5.000  15.684  -470.361
15.510  5.000  15.603  -470.869
15.520  5.000  15.649  -464.561
15.530  5.000  15.478  -458.449
15.540  5.000  15.400  -463.386
15.550  5.000  15.386  -470.057
15.560  5.000  15.345  -457.501
15.570  5.000  15.043  -470.025
15.580  5.000  14.902  -451.145
15.590  5.000  14.934  -451.490
15.600  5.000  14.940  -468.749
15.610  5.000  14.867  -442.648
15.620  5.000  14.672  -464.220
15.630  5.000  14.633  -432.979
15.640  5.000  14.501  -456.068
15.650  5.000  14.486  -458.468
15.660  5.000  14.485  -435.195
15.670  5.000  14.300  -435.257
15.680  5.000  14.228  -435.450
15.690  5.000  14.162  -428.728
15.700  5.000  14.143  -430.611
15.710  5.000  14.060  -432.423
15.720  5.000  13.947  -436.315
15.730  5.000  13.829  -445.060
15.740  5.000  13.697  -404.658
15.750  5.000  13.617  -423.388
15.760  5.000  13.522  -424.554
15.770  5.000  13.634  -416.366
15.780  5.000  13.614  -416.241
15.790  5.000  13.484  -410.154
15.800  5.000  13.487  -430.799
15.810  5.000  13.299  -413.032
15.820  5.000  13.196  -418.134
15.830  5.000  13.178  -415.204
15.840  5.000  13.036  -402.215
15.850  5.000  12.938  -398.148
15.860  5.000  12.766  -401.257
15.870  5.000  12.851  -406.896
15.880  5.000  12.831  -411.801
15.890  5.000  12.734  -387.447
15.900  5.000  12.656  -401.687
15.910  5.000  12.481  -396.980
15.920  5.000  12.452  -394.108
15.930  5.000  12.345  -387.123
15.940  5.000  12.267  -386.198
15.950  5.000  12.228  -389.804
15.960  5.000  12.147  -384.737
15.970  5.000  12.219  -385.254
15.980  5.000  12.171  -391.092
15.990  5.000  12.128  -377.001
16.000  5.000  11.989  -375.898
16.010  5.000  11.797  -373.557
16.020  5.000  11.638  -364.867
16.030  5.000  11.672  -374.609
16.040  5.000  11.611  -363.579
16.050  5.000  11.530  -354.931
16.060  5.000  11.520  -363.410
16.070  5.000  11.482  -361.396
16.080  5.000  11.429  -361.488
16.090  5.000  11.472  -382.129
16.100  5.000  11.407  -373.579
16.110  5.000  11.250  -356.885
16.120  5.000  11.091  -344.157
16.130  5.000  11.143  -362.113
16.140  5.000  11.032  -346.803
16.150  5.000  10.964  -343.893
16.160  5.000  10.906  -349.345
16.170  5.000  10.897  -346.291
16.180  5.000  10.821  -364.826
16.190  5.000  10.798  -352.057
16.200  5.000  10.666  -347.089
16.210  5.000  10.663  -349.378
16.220  5.000  10.578  -341.346
16.230  5.000  10.543  -349.388
16.240  5.000  10.376  -322.358
16.250  5.000  10.463  -331.977
16.260  5.000  10.488  -334.906
16.270  5.000  10.523  -338.000
16.280  5.000  10.471  -333.544
16.290  5.000  10.245  -332.901
16.300  5.000  10.134  -322.801
16.310  5.000  10.144  -321.779
16.320  5.000  10.001  -316.600
16.330  5.000  10.005  -318.516
16.340  5.000  9.969  -323.120
16.350  5.000  9.821  -316.256
16.360  5.000  9.780  -316.687
16.370  5.000  9.707  -305.057
16.380  5.000  9.749  -313.609
16.390  5.000  9.698  -312.846
16.400  5.000  9.581  -299.305
16.410  5.000  9.651  -312.963
16.420  5.000  9.561  -309.596
16.430  5.000  9.487  -308.378
16.440  5.000  9.471  -313.410
16.450  5.000  9.349  -298.003
16.460  5.000  9.211  -301.746
16.470  5.000  9.237  -299.096
16.480  5.000  9.059  -291.045
16.490  5.000  9.111  -283.121
16.500  5.000  9.105  -287.481
16.510  5.000  9.038  -298.587
16.520  5.000  9.076  -287.980
16.530  5.000  8.974  -294.558
16.540  5.000  8.937  -286.162
16.550  5.000  8.814  -285.313
16.560  5.000  8.826  -277.414
16.570  5.000  8.728  -281.855
16.580  5.000  8.705  -285.356
16.590  5.000  8.685  -289.734
16.600  5.000  8.625  -274.188
16.610  5.000  8.542  -271.929
