Ref,Val,Package,PosX,PosY,Rot,Side
"C1","1uF","C_0603_1608Metric",13.000000,-3.500000,270.000000,top
"J1","Main board connections (bottom entry)","PinSocket_1x04_P2.54mm_Vertical_SMD_TE_1241152-4",37.750000,-12.500000,0.000000,top
"J2","Main board connections (bottom entry)","PinSocket_1x04_P2.54mm_Vertical_SMD_TE_1241152-4",6.000000,-12.500000,90.000000,top
