# covent_pc_7
# Captured 2020-07-03 03:15:43.162818 by unknown user
# Built at revision a9175b3 (dirty)
time(sec) pc_setpoint pressure dp_inhale dp_exhale cmd_inh_valve cmd_exh_valve cmd_psol
0.000 5.000 0.478 1.516 1.502 0.501 0.352 0.000
0.010 5.000 0.491 1.496 1.571 0.500 0.352 0.000
0.020 5.000 0.497 1.609 1.617 0.499 0.353 0.000
0.030 5.000 0.494 1.539 1.578 0.498 0.354 0.000
0.040 5.000 0.482 1.589 1.439 0.500 0.352 0.000
0.050 5.000 0.490 1.495 1.627 0.500 0.353 0.000
0.060 5.000 0.492 1.667 1.502 0.500 0.353 0.000
0.070 5.000 0.492 1.595 1.456 0.499 0.353 0.000
0.080 5.000 0.477 1.506 1.616 0.502 0.351 0.000
0.090 5.000 0.489 1.443 1.653 0.502 0.351 0.000
0.100 5.000 0.492 1.590 1.640 0.502 0.352 0.000
0.110 5.000 0.505 1.474 1.731 0.498 0.353 0.000
0.120 5.000 0.490 1.473 1.710 0.499 0.353 0.000
0.130 5.000 0.476 1.619 1.583 0.502 0.351 0.000
0.140 5.000 0.468 1.678 1.557 0.507 0.349 0.000
0.150 5.000 0.506 1.796 1.632 0.502 0.351 0.000
0.160 5.000 0.504 1.801 1.588 0.500 0.353 0.000
0.170 5.000 0.475 1.528 1.438 0.504 0.350 0.000
0.180 5.000 0.477 1.661 1.486 0.507 0.349 0.000
0.190 5.000 0.493 1.640 1.633 0.506 0.349 0.000
0.200 5.000 0.515 1.769 1.607 0.500 0.353 0.000
0.210 5.000 0.493 1.669 1.549 0.500 0.352 0.000
0.220 5.000 0.482 1.620 1.297 0.502 0.351 0.000
0.230 5.000 0.493 1.579 1.456 0.501 0.352 0.000
0.240 5.000 0.486 1.538 1.467 0.503 0.351 0.000
0.250 5.000 0.487 1.621 1.497 0.503 0.351 0.000
0.260 5.000 0.491 1.636 1.565 0.503 0.351 0.000
0.270 5.000 0.506 1.614 1.680 0.499 0.353 0.000
0.280 5.000 0.507 1.670 1.719 0.496 0.355 0.000
0.290 5.000 0.481 1.559 1.435 0.499 0.353 0.000
0.300 5.000 0.472 1.634 1.412 0.502 0.351 0.000
0.310 5.000 0.503 1.528 1.618 0.499 0.353 0.000
0.320 5.000 0.508 1.670 1.624 0.495 0.355 0.000
0.330 5.000 0.495 1.500 1.608 0.495 0.356 0.000
0.340 5.000 0.472 1.555 1.570 0.499 0.353 0.000
0.350 5.000 0.479 1.376 1.540 0.501 0.352 0.000
0.360 5.000 0.489 1.687 1.552 0.501 0.352 0.000
0.370 5.000 0.502 1.490 1.715 0.498 0.354 0.000
0.380 5.000 0.500 1.693 1.657 0.496 0.355 0.000
0.390 5.000 0.487 1.425 1.594 0.497 0.354 0.000
0.400 5.000 0.479 1.567 1.510 0.500 0.353 0.000
0.410 5.000 0.477 1.394 1.351 0.503 0.351 0.000
0.420 5.000 0.503 1.520 1.713 0.499 0.353 0.000
0.430 5.000 0.494 1.534 1.585 0.499 0.353 0.000
0.440 5.000 0.482 1.588 1.474 0.501 0.352 0.000
0.450 5.000 0.490 1.618 1.562 0.501 0.352 0.000
0.460 5.000 0.478 1.655 1.367 0.504 0.351 0.000
0.470 5.000 0.482 1.702 1.314 0.505 0.350 0.000
0.480 5.000 0.508 1.707 1.598 0.500 0.352 0.000
0.490 5.000 0.490 1.684 1.477 0.501 0.352 0.000
0.500 5.000 0.493 1.693 1.440 0.501 0.352 0.000
0.510 5.000 0.465 1.648 1.379 0.507 0.349 0.000
0.520 5.000 0.473 1.738 1.483 0.510 0.347 0.000
0.530 5.000 0.490 1.629 1.472 0.509 0.347 0.000
0.540 5.000 0.520 1.585 1.850 0.502 0.351 0.000
0.550 5.000 0.498 1.731 1.651 0.501 0.352 0.000
0.560 5.000 0.485 1.779 1.438 0.503 0.351 0.000
0.570 5.000 0.482 1.588 1.485 0.505 0.350 0.000
0.580 5.000 0.512 1.596 1.741 0.499 0.353 0.000
0.590 5.000 0.507 1.670 1.656 0.496 0.355 0.000
0.600 5.000 0.484 1.512 1.516 0.498 0.353 0.000
0.610 5.000 0.459 1.504 1.402 0.506 0.349 0.000
0.620 5.000 0.491 1.631 1.517 0.504 0.350 0.000
0.630 5.000 0.508 1.757 1.700 0.500 0.353 0.000
0.640 5.000 0.496 1.610 1.610 0.499 0.353 0.000
0.650 5.000 0.485 1.589 1.604 0.501 0.352 0.000
0.660 5.000 0.491 1.591 1.548 0.500 0.352 0.000
0.670 5.000 0.493 1.655 1.494 0.500 0.353 0.000
0.680 5.000 0.494 1.461 1.658 0.499 0.353 0.000
0.690 5.000 0.499 1.579 1.634 0.497 0.354 0.000
0.700 5.000 0.488 1.555 1.602 0.498 0.354 0.000
0.710 5.000 0.478 1.645 1.294 0.501 0.352 0.000
0.720 5.000 0.496 1.516 1.626 0.499 0.353 0.000
0.730 5.000 0.492 1.531 1.743 0.499 0.353 0.000
0.740 5.000 0.488 1.599 1.485 0.499 0.353 0.000
0.750 5.000 0.482 1.653 1.383 0.501 0.352 0.000
0.760 5.000 0.486 1.481 1.583 0.502 0.351 0.000
0.770 5.000 0.492 1.808 1.617 0.502 0.352 0.000
0.780 5.000 0.461 1.593 1.226 0.509 0.348 0.000
0.790 8.000 0.470 1.688 1.420 0.583 0.307 0.000
0.800 11.000 0.512 2.137 1.634 0.706 0.239 0.000
0.810 14.000 0.582 3.660 1.394 0.873 0.147 0.000
0.820 17.000 0.878 6.270 2.463 1.000 0.060 0.000
0.830 20.000 1.166 9.444 2.233 1.000 0.050 0.000
