# covent_pc_6
# Captured 2020-07-03 03:14:24.650087 by unknown user
# Built at revision a9175b3 (dirty)
time(sec) pc_setpoint pressure dp_inhale dp_exhale cmd_inh_valve cmd_exh_valve cmd_psol
0.000 10.000 0.983 3.181 2.664 0.598 0.299 0.000
0.010 10.000 0.989 3.004 2.937 0.596 0.300 0.000
0.020 10.000 0.992 2.981 2.923 0.593 0.301 0.000
0.030 10.000 0.990 2.993 2.880 0.592 0.302 0.000
0.040 10.000 0.981 2.912 2.924 0.592 0.302 0.000
0.050 10.000 0.963 2.768 2.735 0.596 0.300 0.000
0.060 10.000 1.007 2.840 3.084 0.589 0.303 0.000
0.070 10.000 0.989 2.911 3.028 0.588 0.304 0.000
0.080 10.000 0.961 2.764 2.900 0.593 0.301 0.000
0.090 10.000 0.933 3.030 2.622 0.604 0.295 0.000
0.100 10.000 0.991 3.293 2.812 0.599 0.298 0.000
0.110 10.000 1.017 3.452 2.947 0.591 0.302 0.000
0.120 10.000 0.994 2.876 2.959 0.590 0.303 0.000
0.130 10.000 0.951 3.008 2.913 0.597 0.299 0.000
0.140 10.000 0.940 2.924 2.733 0.606 0.294 0.000
0.150 10.000 1.003 3.331 2.958 0.599 0.298 0.000
0.160 10.000 1.000 3.358 2.837 0.595 0.300 0.000
0.170 10.000 1.010 3.114 3.029 0.589 0.304 0.000
0.180 10.000 0.959 2.871 2.838 0.595 0.300 0.000
0.190 10.000 0.944 2.962 2.749 0.603 0.296 0.000
0.200 10.000 0.976 3.153 2.936 0.603 0.296 0.000
0.210 10.000 1.005 3.200 3.147 0.597 0.299 0.000
0.220 10.000 1.017 3.108 3.233 0.589 0.304 0.000
0.230 10.000 0.970 3.174 2.914 0.593 0.301 0.000
0.240 10.000 0.947 3.066 2.464 0.601 0.297 0.000
0.250 10.000 0.966 2.982 2.895 0.603 0.296 0.000
0.260 10.000 1.005 3.242 2.957 0.596 0.300 0.000
0.270 10.000 1.037 3.237 3.141 0.584 0.306 0.000
0.280 10.000 0.965 2.908 2.807 0.590 0.303 0.000
0.290 10.000 0.944 2.718 2.718 0.598 0.299 0.000
0.300 10.000 0.941 2.901 2.630 0.606 0.294 0.000
0.310 10.000 1.005 3.481 2.889 0.598 0.298 0.000
0.320 10.000 1.011 3.227 2.917 0.592 0.302 0.000
0.330 10.000 1.002 3.090 2.848 0.588 0.304 0.000
0.340 10.000 0.940 2.842 2.818 0.599 0.298 0.000
0.350 10.000 0.971 2.843 3.155 0.599 0.298 0.000
0.360 10.000 0.996 3.229 3.005 0.595 0.300 0.000
0.370 10.000 1.012 3.217 3.041 0.588 0.304 0.000
0.380 10.000 0.980 3.100 2.954 0.590 0.303 0.000
0.390 10.000 0.950 2.928 2.792 0.597 0.299 0.000
0.400 10.000 0.958 3.144 2.725 0.601 0.297 0.000
0.410 10.000 0.980 3.259 2.777 0.601 0.297 0.000
0.420 10.000 1.002 3.067 3.100 0.595 0.300 0.000
0.430 10.000 0.974 3.015 2.784 0.598 0.299 0.000
0.440 10.000 0.999 2.959 3.119 0.593 0.301 0.000
0.450 10.000 0.987 3.025 3.049 0.593 0.302 0.000
0.460 10.000 0.976 3.052 3.017 0.594 0.301 0.000
0.470 10.000 0.967 3.078 2.886 0.597 0.299 0.000
0.480 10.000 0.994 3.106 3.014 0.593 0.301 0.000
0.490 10.000 0.971 2.942 2.912 0.596 0.300 0.000
0.500 10.000 0.976 2.912 2.856 0.597 0.299 0.000
0.510 10.000 0.994 3.018 3.105 0.593 0.301 0.000
0.520 10.000 0.973 2.940 2.902 0.596 0.300 0.000
0.530 10.000 1.008 3.196 3.120 0.589 0.304 0.000
0.540 10.000 0.943 2.970 2.593 0.599 0.298 0.000
0.550 10.000 0.972 3.086 2.910 0.599 0.298 0.000
0.560 10.000 0.996 3.400 3.024 0.595 0.300 0.000
0.570 10.000 0.987 3.104 2.746 0.594 0.301 0.000
0.580 10.000 0.968 2.953 2.864 0.598 0.299 0.000
0.590 10.000 0.974 3.116 2.843 0.599 0.298 0.000
0.600 10.000 0.990 3.174 2.820 0.596 0.300 0.000
0.610 10.000 0.995 3.192 2.935 0.593 0.301 0.000
0.620 10.000 0.984 3.094 2.883 0.593 0.301 0.000
0.630 10.000 0.945 3.125 2.520 0.602 0.297 0.000
0.640 10.000 0.968 3.044 2.695 0.603 0.296 0.000
0.650 10.000 0.996 3.296 2.921 0.599 0.298 0.000
0.660 10.000 1.001 3.053 2.932 0.595 0.300 0.000
0.670 10.000 0.980 3.209 2.919 0.596 0.300 0.000
0.680 10.000 0.970 2.971 2.780 0.598 0.298 0.000
0.690 10.000 0.971 3.110 2.789 0.600 0.297 0.000
0.700 10.000 0.989 3.030 2.920 0.598 0.299 0.000
0.710 10.000 1.015 3.148 3.185 0.590 0.303 0.000
0.720 10.000 0.987 3.096 3.010 0.590 0.303 0.000
0.730 10.000 0.974 2.914 2.922 0.592 0.302 0.000
0.740 10.000 0.963 2.910 2.860 0.596 0.300 0.000
0.750 10.000 0.969 2.724 2.973 0.598 0.299 0.000
0.760 10.000 0.993 3.121 3.119 0.594 0.301 0.000
0.770 10.000 0.989 3.090 3.127 0.593 0.301 0.000
0.780 10.000 0.970 3.117 2.960 0.596 0.300 0.000
0.790 10.000 0.940 3.095 2.731 0.605 0.295 0.000
0.800 10.000 0.987 3.267 2.824 0.602 0.296 0.000
0.810 10.000 1.012 3.224 2.931 0.595 0.300 0.000
0.820 10.000 0.993 3.053 2.852 0.593 0.301 0.000
0.830 10.000 0.967 3.089 2.750 0.597 0.299 0.000
0.840 10.000 0.969 3.195 2.768 0.599 0.298 0.000
0.850 10.000 0.995 2.950 2.822 0.595 0.300 0.000
0.860 10.000 0.992 3.207 2.825 0.593 0.301 0.000
0.870 10.000 0.980 2.939 2.710 0.594 0.301 0.000
0.880 10.000 0.984 2.994 2.944 0.593 0.302 0.000
0.890 10.000 0.972 2.941 2.864 0.595 0.300 0.000
0.900 10.000 0.970 3.149 2.925 0.597 0.299 0.000
0.910 10.000 1.007 3.178 3.042 0.590 0.303 0.000
0.920 10.000 0.985 2.917 2.950 0.590 0.303 0.000
0.930 10.000 0.984 2.781 2.909 0.590 0.303 0.000
0.940 10.000 0.991 2.722 3.069 0.587 0.305 0.000
0.950 10.000 0.981 2.896 2.906 0.587 0.304 0.000
0.960 10.000 0.956 2.856 2.673 0.594 0.301 0.000
0.970 10.000 0.965 2.987 2.884 0.596 0.300 0.000
0.980 10.000 1.000 2.992 3.007 0.591 0.302 0.000
0.990 10.000 0.996 2.896 3.178 0.588 0.304 0.000
1.000 10.000 0.959 2.797 2.982 0.594 0.301 0.000
1.010 10.000 0.939 2.920 2.807 0.603 0.296 0.000
1.020 10.000 0.989 3.273 2.909 0.599 0.298 0.000
1.030 10.000 0.993 3.199 2.903 0.597 0.299 0.000
1.040 10.000 1.005 3.007 2.994 0.591 0.302 0.000
1.050 10.000 0.976 2.944 3.009 0.593 0.301 0.000
1.060 10.000 0.973 2.853 2.907 0.595 0.300 0.000
1.070 10.000 0.975 2.967 3.004 0.596 0.300 0.000
1.080 10.000 0.999 3.065 3.023 0.591 0.302 0.000
1.090 10.000 0.966 3.279 2.768 0.596 0.300 0.000
1.100 10.000 0.963 2.900 2.690 0.599 0.298 0.000
1.110 10.000 0.985 3.071 3.025 0.598 0.299 0.000
1.120 10.000 1.016 3.008 3.222 0.590 0.303 0.000
1.130 10.000 0.998 3.131 3.078 0.587 0.305 0.000
1.140 10.000 0.930 2.770 2.511 0.599 0.298 0.000
1.150 10.000 0.963 2.975 2.725 0.602 0.297 0.000
1.160 10.000 0.984 3.195 2.868 0.600 0.297 0.000
1.170 10.000 1.009 3.048 3.093 0.594 0.301 0.000
1.180 10.000 0.975 3.105 2.870 0.596 0.300 0.000
1.190 10.000 0.964 2.967 2.874 0.600 0.298 0.000
1.200 10.000 0.965 3.180 2.915 0.603 0.296 0.000
1.210 10.000 0.998 3.178 2.936 0.598 0.299 0.000
1.220 10.000 1.002 3.068 2.893 0.594 0.301 0.000
1.230 10.000 0.976 3.115 2.906 0.596 0.300 0.000
1.240 10.000 0.962 3.207 2.851 0.600 0.298 0.000
1.250 10.000 0.965 3.295 2.830 0.603 0.296 0.000
1.260 10.000 0.991 3.367 2.814 0.600 0.298 0.000
1.270 10.000 0.968 3.221 2.700 0.603 0.296 0.000
1.280 10.000 0.996 3.104 2.959 0.599 0.298 0.000
1.290 10.000 1.002 3.292 3.133 0.595 0.300 0.000
1.300 10.000 0.981 3.228 2.728 0.595 0.300 0.000
1.310 10.000 0.955 3.087 2.798 0.602 0.297 0.000
1.320 10.000 0.979 3.155 2.759 0.601 0.297 0.000
1.330 10.000 0.995 3.349 2.959 0.597 0.299 0.000
1.340 10.000 0.980 3.060 2.833 0.598 0.299 0.000
1.350 10.000 0.981 3.074 2.907 0.598 0.299 0.000
1.360 10.000 0.985 3.134 2.830 0.597 0.299 0.000
1.370 10.000 0.999 3.025 3.010 0.593 0.302 0.000
1.380 10.000 0.975 2.973 3.103 0.595 0.300 0.000
1.390 10.000 1.002 3.102 3.017 0.589 0.303 0.000
1.400 10.000 0.972 3.087 2.732 0.592 0.302 0.000
1.410 10.000 0.976 2.950 2.730 0.593 0.301 0.000
1.420 10.000 0.980 2.982 2.891 0.593 0.301 0.000
1.430 10.000 0.988 3.000 2.938 0.591 0.302 0.000
1.440 10.000 0.990 2.988 3.010 0.589 0.303 0.000
1.450 10.000 0.983 2.923 3.026 0.589 0.304 0.000
1.460 10.000 0.982 2.904 2.913 0.589 0.304 0.000
1.470 10.000 0.971 2.892 2.846 0.591 0.303 0.000
1.480 10.000 0.956 2.824 2.769 0.596 0.299 0.000
1.490 10.000 0.970 2.882 2.991 0.598 0.299 0.000
1.500 10.000 0.997 3.137 3.057 0.594 0.301 0.000
1.510 10.000 0.965 2.936 2.754 0.598 0.299 0.000
1.520 10.000 0.983 3.164 3.039 0.597 0.299 0.000
1.530 10.000 0.973 3.150 2.872 0.599 0.298 0.000
1.540 10.000 0.962 3.001 2.721 0.603 0.296 0.000
1.550 10.000 0.984 3.236 2.981 0.601 0.297 0.000
1.560 10.000 0.997 3.273 2.905 0.597 0.299 0.000
1.570 10.000 0.972 3.349 2.747 0.600 0.297 0.000
1.580 10.000 0.979 3.300 2.793 0.600 0.297 0.000
1.590 10.000 0.971 3.304 2.588 0.602 0.296 0.000
1.600 10.000 0.983 3.155 2.948 0.601 0.297 0.000
1.610 10.000 0.990 3.391 2.919 0.599 0.298 0.000
1.620 10.000 1.003 3.023 3.121 0.594 0.301 0.000
1.630 10.000 0.974 3.211 2.915 0.597 0.299 0.000
1.640 10.000 1.002 3.047 3.201 0.591 0.302 0.000
1.650 10.000 0.975 3.096 2.773 0.594 0.301 0.000
1.660 10.000 0.975 2.999 2.726 0.595 0.300 0.000
1.670 10.000 1.002 3.139 2.847 0.589 0.303 0.000
1.680 10.000 0.994 2.779 2.809 0.587 0.305 0.000
1.690 10.000 0.961 2.876 2.878 0.592 0.302 0.000
1.700 10.000 0.957 2.717 2.663 0.597 0.299 0.000
1.710 10.000 0.959 2.885 2.725 0.602 0.297 0.000
1.720 10.000 1.024 3.315 3.169 0.590 0.303 0.000
1.730 10.000 0.979 3.169 2.850 0.593 0.302 0.000
1.740 10.000 0.958 2.905 2.831 0.598 0.299 0.000
1.750 10.000 0.969 2.935 3.105 0.600 0.298 0.000
1.760 10.000 0.992 3.212 2.897 0.596 0.299 0.000
1.770 10.000 1.001 2.984 3.119 0.592 0.302 0.000
1.780 10.000 0.971 2.872 2.920 0.595 0.300 0.000
1.790 10.000 0.955 2.960 3.007 0.601 0.297 0.000
1.800 10.000 0.982 3.175 3.098 0.599 0.298 0.000
1.810 10.000 0.996 3.191 3.132 0.596 0.300 0.000
1.820 10.000 0.984 3.064 3.078 0.596 0.300 0.000
1.830 10.000 1.000 3.222 3.123 0.591 0.302 0.000
1.840 10.000 0.978 2.834 3.007 0.593 0.302 0.000
1.850 10.000 0.953 2.955 2.743 0.599 0.298 0.000
1.860 10.000 0.964 2.922 2.987 0.602 0.296 0.000
1.870 10.000 0.996 3.274 3.041 0.598 0.299 0.000
1.880 10.000 0.983 2.999 3.117 0.598 0.299 0.000
1.890 10.000 0.976 3.141 2.977 0.599 0.298 0.000
1.900 10.000 0.992 3.021 3.136 0.596 0.300 0.000
1.910 10.000 1.008 3.199 3.172 0.590 0.303 0.000
1.920 10.000 0.964 2.910 2.954 0.595 0.300 0.000
1.930 10.000 0.963 2.929 2.813 0.599 0.298 0.000
1.940 10.000 0.980 3.185 3.056 0.598 0.299 0.000
1.950 10.000 1.003 3.000 3.191 0.593 0.301 0.000
1.960 10.000 0.999 3.027 3.348 0.589 0.303 0.000
1.970 10.000 0.952 2.913 2.946 0.597 0.299 0.000
1.980 10.000 0.952 3.035 2.832 0.603 0.296 0.000
1.990 10.000 0.982 3.249 2.875 0.601 0.297 0.000
2.000 10.000 1.016 3.204 3.020 0.593 0.301 0.000
2.010 10.000 0.981 3.123 2.838 0.594 0.301 0.000
2.020 10.000 0.971 2.982 2.946 0.596 0.299 0.000
2.030 10.000 0.957 3.078 2.847 0.602 0.296 0.000
2.040 10.000 0.967 3.230 2.846 0.604 0.295 0.000
2.050 10.000 0.994 3.380 2.942 0.600 0.297 0.000
2.060 10.000 1.024 3.231 3.109 0.591 0.303 0.000
2.070 10.000 0.974 3.135 2.757 0.594 0.301 0.000
2.080 10.000 0.949 2.917 2.562 0.601 0.297 0.000
2.090 10.000 0.981 3.069 3.002 0.600 0.298 0.000
2.100 10.000 1.000 3.168 2.884 0.595 0.300 0.000
2.110 10.000 1.000 3.190 2.820 0.591 0.302 0.000
2.120 10.000 0.980 2.988 2.685 0.592 0.302 0.000
2.130 10.000 0.969 2.841 2.985 0.595 0.300 0.000
2.140 10.000 0.983 3.134 3.051 0.594 0.301 0.000
2.150 10.000 0.977 2.977 2.769 0.595 0.300 0.000
2.160 10.000 0.979 3.025 2.829 0.595 0.300 0.000
2.170 10.000 0.979 3.062 2.860 0.595 0.300 0.000
2.180 10.000 0.965 2.968 2.808 0.599 0.298 0.000
2.190 10.000 0.981 3.198 2.845 0.598 0.298 0.000
2.200 10.000 0.983 3.085 2.901 0.598 0.299 0.000
2.210 10.000 1.007 3.227 3.050 0.592 0.302 0.000
2.220 10.000 0.999 2.999 3.060 0.588 0.304 0.000
2.230 10.000 0.949 2.979 2.907 0.597 0.299 0.000
2.240 10.000 0.951 3.044 2.828 0.603 0.296 0.000
2.250 10.000 0.972 3.351 2.792 0.604 0.296 0.000
2.260 10.000 1.007 3.447 2.903 0.597 0.299 0.000
2.270 10.000 1.007 3.120 3.088 0.592 0.302 0.000
2.280 10.000 0.983 3.090 2.849 0.592 0.302 0.000
2.290 10.000 0.942 2.858 2.637 0.602 0.297 0.000
2.300 10.000 0.974 3.305 2.760 0.602 0.297 0.000
2.310 10.000 0.997 3.229 2.874 0.597 0.299 0.000
2.320 10.000 0.986 3.271 2.765 0.597 0.299 0.000
2.330 10.000 0.990 3.247 3.005 0.595 0.300 0.000
2.340 10.000 0.977 3.000 2.797 0.596 0.300 0.000
2.350 10.000 0.972 3.007 2.902 0.598 0.299 0.000
2.360 10.000 0.973 3.237 2.886 0.599 0.298 0.000
2.370 12.500 0.993 3.110 2.769 0.655 0.267 0.000
2.380 15.000 1.020 3.676 2.766 0.754 0.213 0.000
2.390 17.500 1.163 5.139 3.116 0.869 0.150 0.000
2.400 20.000 1.387 7.942 3.103 0.984 0.086 0.000
2.410 22.500 1.660 10.873 2.973 1.000 0.050 0.000
2.420 25.000 1.884 12.852 2.653 1.000 0.050 0.000
2.430 27.500 2.156 15.017 2.677 1.000 0.050 0.000
2.440 30.000 2.461 16.416 2.938 1.000 0.050 0.000
2.450 32.500 2.772 16.420 3.813 1.000 0.050 0.000
2.460 35.000 2.974 16.378 3.936 1.000 0.050 0.000
2.470 35.000 3.076 15.313 3.836 1.000 0.050 0.000
2.480 35.000 3.086 14.566 3.858 1.000 0.050 0.000
2.490 35.000 3.048 14.732 3.475 1.000 0.050 0.000
2.500 35.000 3.117 13.089 3.875 1.000 0.050 0.000
2.510 35.000 3.132 13.726 4.154 1.000 0.050 0.000
2.520 35.000 3.115 13.347 3.688 1.000 0.050 0.000
2.530 35.000 3.209 13.984 4.127 1.000 0.050 0.000
2.540 35.000 3.080 12.918 3.452 1.000 0.050 0.000
2.550 35.000 3.220 12.154 4.300 1.000 0.050 0.000
2.560 35.000 3.171 13.060 3.855 1.000 0.050 0.000
2.570 35.000 3.158 12.980 3.776 1.000 0.050 0.000
2.580 35.000 3.164 14.323 3.710 1.000 0.050 0.000
2.590 35.000 3.207 12.868 3.946 1.000 0.050 0.000
2.600 35.000 3.206 13.011 4.239 1.000 0.050 0.000
2.610 35.000 3.254 14.261 4.325 1.000 0.050 0.000
2.620 35.000 3.210 13.027 3.689 1.000 0.050 0.000
2.630 35.000 3.181 12.658 3.835 1.000 0.050 0.000
2.640 35.000 3.194 13.633 3.889 1.000 0.050 0.000
2.650 35.000 3.184 13.851 3.720 1.000 0.050 0.000
2.660 35.000 3.255 11.444 4.172 1.000 0.050 0.000
2.670 35.000 3.257 12.855 4.151 1.000 0.050 0.000
2.680 35.000 3.208 11.850 3.935 1.000 0.050 0.000
2.690 35.000 3.207 13.443 3.696 1.000 0.050 0.000
