# This is based on https://github.com/RespiraWorks/VentilatorSoftware/blob/f426ea02efdd4b04b6fe720802c9cd23de6b0672/sample-data/2020-06-21-RunForRecord2-AIR-and-OXY/20200621-RunForRecord2-OXY/covent_pc_1.dat
# rearranged into the form GUI expects with a breath_id added using a shell script
# on the condition "pressure setpoint transitioned from non-5.000 to 5.000".
#
# covent_pc_1
# Captured 2020-06-21 05:14:27.386497 by unknown user
# Built at revision 050777a (dirty)
time(sec) pressure net_flow volume breath_id
6.790 5.060 43.063 -0.060 4
6.800 5.221 45.972 0.385 4
6.810 5.324 123.105 1.231 4
6.820 5.758 195.855 2.826 4
6.830 6.378 271.017 5.160 4
6.840 7.142 344.364 8.237 4
6.850 7.363 410.757 12.012 4
6.860 7.605 490.945 16.521 4
6.870 8.083 495.739 21.454 4
6.880 8.619 557.107 26.719 4
6.890 8.941 658.145 32.795 4
6.900 9.799 722.741 39.699 4
6.910 9.745 916.037 47.893 4
6.920 10.666 572.632 55.336 4
6.930 10.079 728.551 61.842 4
6.940 10.112 717.607 69.073 4
6.950 10.327 678.737 76.055 4
6.960 10.465 679.776 82.847 4
6.970 10.589 964.371 91.067 4
6.980 10.705 692.376 99.351 4
6.990 10.696 958.924 107.608 4
7.000 10.979 777.897 116.292 4
7.010 10.865 802.538 124.194 4
7.020 11.412 646.846 131.441 4
7.030 11.721 674.228 138.046 4
7.040 11.651 719.310 145.017 4
7.050 11.881 714.709 152.185 4
7.060 11.516 980.169 160.658 4
7.070 12.233 702.323 169.072 4
7.080 12.304 732.424 176.244 4
7.090 12.382 778.768 183.800 4
7.100 12.839 638.684 190.887 4
7.110 12.980 709.429 197.628 4
7.120 12.924 713.754 204.743 4
7.130 13.349 703.506 211.830 4
7.140 12.900 941.024 220.052 4
7.150 13.302 662.268 228.069 4
7.160 13.845 673.691 234.749 4
7.170 13.400 913.316 242.684 4
7.180 13.764 701.476 250.759 4
7.190 14.128 682.345 257.677 4
7.200 14.234 655.051 264.364 4
7.210 14.680 665.220 270.965 4
7.220 14.554 736.353 277.974 4
7.230 14.915 596.986 284.639 4
7.240 14.839 648.433 290.866 4
7.250 14.947 778.474 298.001 4
7.260 15.131 692.841 305.357 4
7.270 15.348 673.853 312.191 4
7.280 14.973 735.930 319.240 4
7.290 15.583 634.342 326.091 4
7.300 15.547 698.159 332.754 4
7.310 15.420 652.472 339.509 4
7.320 15.244 771.895 346.629 4
7.330 15.449 720.261 354.089 4
7.340 15.823 648.593 360.933 4
7.350 15.706 696.171 367.657 4
7.360 16.543 587.450 374.076 4
7.370 16.552 581.516 379.920 4
7.380 15.908 633.741 385.996 4
7.390 14.897 685.708 392.593 4
7.400 15.189 649.652 399.271 4
7.410 16.169 561.946 405.328 4
7.420 15.789 611.399 411.195 4
7.430 15.999 615.461 417.329 4
7.440 16.505 604.555 423.429 4
7.450 16.306 540.878 429.156 4
7.460 16.512 550.233 434.612 4
7.470 16.101 571.456 440.221 4
7.480 16.328 496.182 445.559 4
7.490 15.717 486.692 450.473 4
7.500 16.055 473.041 455.272 4
7.510 15.587 520.620 460.239 4
7.520 15.771 416.131 464.923 4
7.530 16.206 451.548 469.262 4
7.540 16.385 418.671 473.613 4
7.550 16.360 448.415 477.949 4
7.560 16.629 445.032 482.415 4
7.570 15.918 367.127 486.476 4
7.580 15.623 334.643 489.985 4
7.590 15.348 343.817 493.377 4
7.600 15.831 270.749 496.450 4
7.610 15.903 312.407 499.366 4
7.620 15.892 275.041 502.303 4
7.630 15.773 244.200 504.899 4
7.640 15.898 193.631 507.088 4
7.650 15.783 216.971 509.141 4
7.660 16.025 172.848 511.090 4
7.670 15.955 163.956 512.774 4
7.680 15.689 141.729 514.303 4
7.690 15.270 130.011 515.661 4
7.700 15.633 107.803 516.850 4
7.710 15.206 95.818 517.869 4
7.720 15.525 49.040 518.593 4
7.730 15.493 54.160 519.109 4
7.740 15.541 17.475 519.467 4
7.750 15.268 -3.855 519.535 4
7.760 15.343 -9.757 519.467 4
7.770 15.310 -23.136 519.303 4
7.780 15.405 -46.847 518.953 4
7.790 15.262 -77.507 518.331 5
7.800 14.945 -567.671 515.105 5
7.810 9.839 -770.262 508.416 5
7.820 11.984 -436.811 502.380 5
7.830 12.706 -596.190 497.215 5
7.840 13.240 -388.857 492.290 5
7.850 12.826 -502.484 487.833 5
7.860 12.709 -437.370 483.133 5
7.870 12.368 -452.254 478.686 5
7.880 12.418 -452.428 474.163 5
7.890 12.344 -446.620 469.667 5
7.900 12.193 -453.652 465.166 5
7.910 12.177 -452.567 460.635 5
7.920 11.992 -444.640 456.148 5
7.930 11.991 -450.657 451.673 5
7.940 11.882 -436.796 447.235 5
7.950 11.731 -435.201 442.874 5
7.960 11.711 -446.263 438.468 5
7.970 11.671 -434.560 434.064 5
7.980 11.583 -421.874 429.782 5
7.990 11.538 -444.336 425.451 5
8.000 11.443 -441.431 421.022 5
8.010 11.285 -422.199 416.704 5
8.020 11.199 -419.641 412.495 5
8.030 11.132 -429.571 408.249 5
8.040 11.143 -430.741 403.947 5
8.050 10.992 -427.930 399.654 5
8.060 10.967 -414.678 395.441 5
8.070 10.785 -414.659 391.293 5
8.080 10.742 -401.547 387.213 5
8.090 10.683 -424.608 383.083 5
8.100 10.726 -407.733 378.921 5
8.110 10.684 -412.888 374.818 5
8.120 10.511 -398.475 370.761 5
8.130 10.328 -404.213 366.747 5
8.140 10.334 -407.228 362.689 5
8.150 10.257 -396.432 358.672 5
8.160 10.211 -410.962 354.635 5
8.170 10.149 -381.033 350.675 5
8.180 10.066 -389.094 346.825 5
8.190 9.975 -396.753 342.896 5
8.200 10.027 -402.730 338.898 5
8.210 9.816 -390.294 334.933 5
8.220 9.804 -388.434 331.039 5
8.230 9.713 -386.571 327.164 5
8.240 9.658 -378.064 323.341 5
8.250 9.513 -376.925 319.565 5
8.260 9.496 -372.494 315.819 5
8.270 9.456 -366.121 312.126 5
8.280 9.436 -375.213 308.419 5
8.290 9.250 -366.724 304.710 5
8.300 9.244 -361.685 301.068 5
8.310 9.183 -368.351 297.418 5
8.320 9.188 -361.900 293.767 5
8.330 9.020 -360.880 290.152 5
8.340 9.084 -358.089 286.558 5
8.350 8.987 -356.462 282.985 5
8.360 8.939 -359.486 279.405 5
8.370 8.839 -364.316 275.785 5
8.380 8.792 -353.542 272.197 5
8.390 8.746 -346.314 268.698 5
8.400 8.570 -346.874 265.232 5
8.410 8.595 -338.952 261.803 5
8.420 8.530 -342.384 258.396 5
8.430 8.437 -345.146 254.958 5
8.440 8.349 -347.082 251.497 5
8.450 8.355 -338.597 248.069 5
8.460 8.314 -340.721 244.672 5
8.470 8.220 -330.369 241.317 5
8.480 8.211 -333.135 238.000 5
8.490 8.181 -336.970 234.648 5
8.500 8.153 -335.040 231.289 5
8.510 8.001 -322.767 228.000 5
8.520 7.951 -327.349 224.749 5
8.530 7.933 -323.005 221.498 5
8.540 7.803 -323.267 218.266 5
8.550 7.844 -314.838 215.076 5
8.560 7.724 -313.763 211.933 5
8.570 7.719 -313.797 208.795 5
8.580 7.694 -317.173 205.640 5
8.590 7.587 -313.444 202.487 5
8.600 7.498 -312.460 199.358 5
8.610 7.452 -303.179 196.280 5
8.620 7.439 -310.182 193.213 5
8.630 7.421 -298.894 190.167 5
8.640 7.341 -299.521 187.175 5
8.650 7.278 -298.459 184.186 5
8.660 7.240 -290.291 181.242 5
8.670 7.171 -298.618 178.297 5
8.680 7.172 -295.041 175.329 5
8.690 7.085 -287.621 172.416 5
8.700 7.020 -285.297 169.551 5
8.710 6.997 -287.261 166.689 5
8.720 6.991 -285.979 163.822 5
8.730 6.875 -282.247 160.981 5
8.740 6.868 -281.051 158.165 5
8.750 6.779 -273.940 155.390 5
8.760 6.759 -279.738 152.621 5
8.770 6.763 -274.415 149.851 5
8.780 6.694 -277.106 147.093 5
8.790 6.635 -270.303 144.356 5
8.800 6.713 -274.679 141.631 5
8.810 6.545 -267.774 138.919 5
8.820 6.551 -267.038 136.245 5
8.830 6.477 -275.036 133.534 5
8.840 6.471 -259.828 130.860 5
8.850 6.368 -263.693 128.243 5
8.860 6.358 -265.412 125.597 5
8.870 6.367 -264.837 122.946 5
8.880 6.308 -260.672 120.318 5
8.890 6.268 -255.843 117.736 5
8.900 6.229 -260.038 115.156 5
8.910 6.136 -255.094 112.581 5
8.920 6.112 -246.854 110.071 5
8.930 6.113 -253.675 107.568 5
8.940 6.031 -242.213 105.089 5
8.950 5.954 -243.932 102.658 5
8.960 5.965 -240.352 100.237 5
8.970 5.924 -246.373 97.803 5
8.980 5.872 -235.096 95.396 5
8.990 5.875 -239.708 93.022 5
9.000 5.869 -238.318 90.632 5
9.010 5.812 -236.007 88.260 5
9.020 5.805 -232.599 85.917 5
9.030 5.777 -226.180 83.623 5
9.040 5.698 -229.377 81.345 5
9.050 5.703 -225.760 79.070 5
9.060 5.643 -218.277 76.850 5
9.070 5.624 -224.379 74.637 5
9.080 5.516 -224.922 72.390 5
9.090 5.497 -217.079 70.180 5
9.100 5.491 -218.865 68.000 5
9.110 5.449 -215.580 65.828 5
9.120 5.390 -204.737 63.727 5
9.130 5.364 -209.465 61.656 5
9.140 5.339 -203.200 59.592 5
9.150 5.316 -209.027 57.531 5
9.160 5.279 -206.639 55.452 5
9.170 5.230 -210.221 53.368 5
9.180 5.220 -200.824 51.313 5
9.190 5.196 -199.149 49.313 5
9.200 5.177 -195.713 47.339 5
9.210 5.148 -201.435 45.353 5
9.220 5.030 -182.330 43.435 5
9.230 5.045 -190.368 41.571 5
9.240 5.110 -197.998 39.629 5
9.250 5.012 -181.925 37.730 5
9.260 4.991 -187.579 35.882 5
9.270 4.930 -179.529 34.047 5
9.280 4.927 -179.496 32.251 5
9.290 4.919 -187.421 30.417 5
9.300 4.916 -178.879 28.586 5
9.310 4.874 -173.844 26.822 5
9.320 4.865 -172.219 25.092 5
9.330 4.821 -158.872 23.436 5
9.340 4.775 -162.773 21.828 5
9.350 4.776 -144.813 20.290 5
9.360 4.796 -143.459 18.849 5
9.370 4.846 -128.113 17.491 5
9.380 4.793 -128.367 16.209 5
9.390 4.845 -121.802 14.957 5
9.400 4.772 -112.026 13.789 5
9.410 4.845 -105.002 12.703 5
9.420 4.811 -107.683 11.640 5
9.430 4.859 -100.102 10.601 5
9.440 4.853 -77.609 9.712 5
9.450 4.786 -78.969 8.930 5
9.460 4.835 -75.035 8.160 5
9.470 4.855 -59.982 7.484 5
9.480 4.826 -69.922 6.835 5
9.490 4.820 -43.471 6.268 5
9.500 4.824 -40.155 5.850 5
9.510 4.831 -38.325 5.458 5
9.520 4.863 -30.492 5.113 5
9.530 4.891 -9.715 4.912 5
9.540 4.807 2.086 4.874 5
9.550 4.938 4.913 4.909 5
9.560 4.932 -8.648 4.891 5
9.570 4.900 5.572 4.875 5
9.580 4.844 11.330 4.960 5
9.590 4.857 13.661 5.085 5
9.600 4.886 15.404 5.230 5
9.610 4.926 14.669 5.380 5
9.620 5.018 25.371 5.581 5
9.630 4.911 34.877 5.882 5
9.640 4.890 37.282 6.243 5
9.650 4.904 40.922 6.634 5
9.660 5.001 36.319 7.020 5
9.670 5.032 44.893 7.426 5
9.680 5.002 55.611 7.928 5
9.690 4.994 40.972 8.411 5
9.700 4.900 49.798 8.865 5
9.710 4.997 47.338 9.351 5
9.720 5.041 40.753 9.791 5
9.730 5.062 57.728 10.284 5
9.740 5.091 62.268 10.884 5
9.750 4.949 50.934 11.450 5
9.760 5.102 33.291 11.871 5
9.770 5.031 45.852 12.266 5
9.780 5.103 46.506 12.728 5
9.790 5.031 47.149 13.197 5
9.800 5.101 26.591 13.565 5
9.810 5.088 54.068 13.968 5
9.820 5.388 103.909 14.758 5
9.830 5.816 178.559 16.171 5
9.840 6.342 272.797 18.427 5
9.850 7.137 324.622 21.415 5
9.860 7.235 402.317 25.049 5
9.870 7.584 461.575 29.370 5
9.880 8.219 513.764 34.245 5
9.890 8.674 593.143 39.779 5
9.900 8.954 539.789 45.444 5
9.910 10.296 609.468 51.191 5
9.920 10.089 732.462 57.902 5
9.930 10.389 712.736 65.126 5
9.940 10.103 689.373 72.138 5
9.950 9.936 762.922 79.398 5
9.960 9.891 1003.016 88.227 5
9.970 10.657 770.759 97.096 5
9.980 10.657 671.713 104.309 5
9.990 11.238 638.691 110.861 5
10.000 10.981 719.536 117.652 5
10.010 11.252 718.014 124.839 5
10.020 11.343 690.812 131.884 5
10.030 11.437 692.105 138.797 5
10.040 11.814 654.814 145.534 5
10.050 11.821 738.010 152.496 5
10.060 11.653 852.663 160.449 5
10.070 12.211 619.271 167.809 5
10.080 12.076 663.500 174.224 5
10.090 12.512 678.245 180.932 5
10.100 12.322 739.465 188.022 5
10.110 12.880 646.478 194.950 5
10.120 12.282 778.739 202.076 5
10.130 13.149 717.902 209.559 5
10.140 12.554 979.154 218.045 5
10.150 12.960 752.647 226.705 5
10.160 13.449 677.209 233.855 5
10.170 13.370 781.399 241.147 5
10.180 13.341 738.599 248.745 5
10.190 13.864 718.388 256.032 5
10.200 13.448 979.579 264.520 5
10.210 14.306 657.210 272.704 5
10.220 14.200 662.594 279.303 5
10.230 14.673 671.910 285.977 5
10.240 14.276 807.455 293.372 5
10.250 14.709 647.723 300.648 5
10.260 15.048 619.945 306.986 5
10.270 14.736 774.466 313.958 5
10.280 15.547 641.876 321.039 5
10.290 14.928 685.577 327.678 5
10.300 15.442 641.384 334.311 5
10.310 15.379 710.693 341.074 5
10.320 15.738 635.546 347.803 5
10.330 15.523 683.531 354.398 5
10.340 15.580 768.077 361.657 5
10.350 15.857 652.678 368.762 5
10.360 16.077 709.175 375.569 5
10.370 16.576 566.019 381.945 5
10.380 16.029 624.437 387.898 5
10.390 15.186 662.537 394.333 5
10.400 15.468 644.364 400.867 5
10.410 15.156 619.345 407.186 5
10.420 15.910 566.792 413.116 5
10.430 15.449 635.953 419.129 5
10.440 15.997 544.790 425.033 5
10.450 15.861 608.671 430.800 5
10.460 15.993 532.991 436.509 5
10.470 16.707 483.356 441.592 5
10.480 16.319 530.515 446.660 5
10.490 16.388 522.900 451.927 5
10.500 16.124 516.727 457.125 5
10.510 15.801 508.881 462.253 5
10.520 16.021 444.916 467.022 5
10.530 15.887 446.052 471.478 5
10.540 16.314 399.590 475.705 5
10.550 16.641 454.886 479.978 5
10.560 16.865 403.172 484.267 5
10.570 16.250 392.603 488.246 5
10.580 15.557 382.131 492.120 5
10.590 15.471 346.581 495.764 5
10.600 16.051 303.151 499.012 5
10.610 15.586 321.251 502.134 5
10.620 16.046 266.393 505.072 5
10.630 15.622 290.194 507.855 5
10.640 15.742 218.969 510.401 5
10.650 15.857 212.842 512.560 5
10.660 15.757 195.741 514.603 5
10.670 16.042 184.376 516.504 5
10.680 16.073 142.064 518.136 5
10.690 15.647 138.852 519.541 5
10.700 15.274 131.391 520.892 5
10.710 15.325 99.379 522.046 5
10.720 15.534 86.888 522.977 5
10.730 15.566 73.617 523.779 5
10.740 15.350 31.910 524.307 5
10.750 15.527 14.717 524.540 5
10.760 15.215 -2.189 524.603 5
10.770 15.396 -28.465 524.450 5
10.780 15.458 -39.105 524.112 5
10.790 15.259 -37.214 523.730 5
10.800 15.114 -65.458 523.217 6
10.810 14.853 -444.873 520.666 6
10.820 9.293 -699.353 514.945 6
10.830 11.970 -407.442 509.411 6
10.840 12.732 -718.031 503.784 6
10.850 13.335 -393.678 498.225 6
10.860 12.817 -487.486 493.820 6
10.870 12.797 -446.571 489.149 6
10.880 12.413 -468.734 484.573 6
10.890 12.464 -473.464 479.862 6
10.900 12.485 -465.860 475.165 6
10.910 12.229 -455.506 470.558 6
10.920 12.201 -459.363 465.984 6
10.930 11.995 -452.005 461.427 6
10.940 12.004 -451.168 456.911 6
10.950 11.936 -446.215 452.423 6
10.960 11.803 -449.518 447.946 6
10.970 11.681 -444.977 443.473 6
10.980 11.694 -447.076 439.013 6
10.990 11.635 -452.066 434.518 6
11.000 11.498 -431.905 430.098 6
11.010 11.363 -450.189 425.687 6
11.020 11.377 -439.933 421.237 6
11.030 11.139 -426.043 416.907 6
11.040 11.126 -419.937 412.677 6
11.050 11.036 -419.791 408.478 6
11.060 11.035 -416.836 404.295 6
11.070 10.958 -451.714 399.952 6
11.080 10.891 -420.150 395.593 6
11.090 10.865 -428.260 391.351 6
11.100 10.696 -416.357 387.128 6
11.110 10.636 -419.425 382.949 6
11.120 10.587 -424.006 378.732 6
11.130 10.510 -413.861 374.543 6
11.140 10.436 -406.888 370.439 6
11.150 10.338 -408.201 366.364 6
11.160 10.276 -404.304 362.300 6
11.170 10.185 -403.582 358.262 6
11.180 10.093 -395.933 354.264 6
11.190 10.110 -399.422 350.287 6
11.200 10.028 -413.240 346.224 6
11.210 9.966 -397.768 342.169 6
11.220 9.985 -402.946 338.166 6
11.230 9.883 -393.395 334.184 6
11.240 9.727 -371.741 330.359 6
11.250 9.711 -383.173 326.584 6
11.260 9.642 -394.126 322.698 6
11.270 9.526 -385.620 318.799 6
11.280 9.441 -388.351 314.929 6
11.290 9.370 -381.142 311.082 6
11.300 9.404 -377.834 307.287 6
11.310 9.309 -380.365 303.496 6
11.320 9.203 -373.550 299.726 6
11.330 9.131 -372.001 295.998 6
11.340 9.124 -375.955 292.259 6
11.350 9.106 -377.925 288.489 6
11.360 9.036 -375.694 284.721 6
11.370 8.951 -360.814 281.038 6
11.380 8.878 -353.488 277.467 6
11.390 8.841 -359.134 273.904 6
11.400 8.722 -353.266 270.341 6
11.410 8.669 -356.248 266.795 6
11.420 8.623 -352.321 263.252 6
11.430 8.557 -360.017 259.690 6
11.440 8.534 -349.044 256.145 6
11.450 8.399 -353.961 252.630 6
11.460 8.332 -338.538 249.167 6
11.470 8.359 -333.211 245.809 6
11.480 8.365 -349.112 242.397 6
11.490 8.219 -339.751 238.953 6
11.500 8.188 -340.114 235.554 6
11.510 8.109 -343.070 232.138 6
11.520 8.044 -341.756 228.714 6
11.530 8.001 -332.339 225.343 6
11.540 7.978 -330.716 222.028 6
11.550 7.968 -326.613 218.741 6
11.560 7.823 -323.712 215.490 6
11.570 7.763 -323.547 212.253 6
11.580 7.716 -323.300 209.019 6
11.590 7.723 -330.381 205.750 6
11.600 7.624 -320.275 202.497 6
11.610 7.581 -316.838 199.312 6
11.620 7.583 -312.918 196.162 6
11.630 7.477 -305.352 193.072 6
11.640 7.496 -312.975 189.980 6
11.650 7.389 -307.545 186.877 6
11.660 7.304 -304.682 183.816 6
11.670 7.289 -314.950 180.718 6
11.680 7.267 -304.972 177.618 6
11.690 7.177 -308.980 174.549 6
11.700 7.170 -303.972 171.484 6
11.710 7.092 -299.509 168.467 6
11.720 7.072 -296.276 165.488 6
11.730 7.010 -292.326 162.545 6
11.740 6.961 -287.497 159.645 6
11.750 6.933 -288.108 156.768 6
11.760 6.936 -292.954 153.863 6
11.770 6.983 -292.757 150.934 6
11.780 6.874 -285.625 148.042 6
11.790 6.798 -290.443 145.162 6
11.800 6.754 -290.950 142.255 6
11.810 6.677 -287.015 139.365 6
11.820 6.653 -279.590 136.532 6
11.830 6.616 -282.856 133.720 6
11.840 6.514 -274.706 130.932 6
11.850 6.422 -271.047 128.203 6
11.860 6.422 -271.112 125.493 6
11.870 6.408 -267.868 122.798 6
11.880 6.388 -272.836 120.094 6
11.890 6.300 -270.162 117.379 6
11.900 6.200 -257.652 114.740 6
11.910 6.260 -268.270 112.111 6
11.920 6.205 -266.884 109.434 6
11.930 6.149 -257.775 106.812 6
11.940 6.110 -256.898 104.238 6
11.950 6.165 -256.826 101.669 6
11.960 6.060 -251.409 99.128 6
11.970 6.011 -248.198 96.630 6
11.980 5.982 -257.541 94.102 6
11.990 5.971 -255.046 91.539 6
12.000 5.862 -251.786 89.005 6
12.010 5.810 -237.726 86.557 6
12.020 5.779 -235.281 84.192 6
12.030 5.782 -243.942 81.796 6
12.040 5.795 -244.914 79.351 6
12.050 5.683 -237.377 76.940 6
12.060 5.682 -232.569 74.591 6
12.070 5.568 -226.177 72.297 6
12.080 5.569 -226.601 70.033 6
12.090 5.584 -229.448 67.753 6
12.100 5.557 -224.794 65.482 6
12.110 5.548 -230.649 63.204 6
12.120 5.450 -216.996 60.966 6
12.130 5.381 -219.359 58.785 6
12.140 5.385 -208.401 56.646 6
12.150 5.360 -217.907 54.514 6
12.160 5.396 -223.670 52.306 6
12.170 5.340 -219.832 50.089 6
12.180 5.287 -218.436 47.898 6
12.190 5.277 -206.139 45.775 6
12.200 5.258 -204.798 43.720 6
12.210 5.194 -206.084 41.666 6
12.220 5.186 -207.556 39.597 6
12.230 5.068 -200.033 37.559 6
12.240 5.084 -201.975 35.549 6
12.250 5.046 -196.217 33.558 6
12.260 5.030 -199.403 31.580 6
12.270 5.008 -198.461 29.591 6
12.280 5.005 -198.326 27.607 6
12.290 4.945 -192.665 25.652 6
12.300 4.951 -190.946 23.734 6
12.310 4.891 -190.242 21.828 6
12.320 4.852 -182.255 19.966 6
12.330 4.832 -176.251 18.173 6
12.340 4.890 -179.988 16.392 6
12.350 4.809 -161.691 14.684 6
12.360 4.845 -161.700 13.067 6
12.370 4.760 -148.017 11.518 6
12.380 4.837 -158.870 9.984 6
12.390 4.820 -142.701 8.476 6
12.400 4.852 -134.033 7.092 6
12.410 4.800 -133.305 5.756 6
12.420 4.833 -121.624 4.481 6
12.430 4.743 -117.537 3.285 6
12.440 4.785 -106.787 2.163 6
12.450 4.793 -95.169 1.154 6
12.460 4.939 -96.139 0.197 6
12.470 4.868 -85.160 -0.709 6
12.480 4.822 -83.629 -1.553 6
12.490 4.809 -84.648 -2.395 6
12.500 4.797 -62.717 -3.131 6
12.510 4.816 -38.782 -3.639 6
12.520 4.860 -51.795 -4.092 6
12.530 4.893 -43.286 -4.567 6
12.540 4.836 -39.323 -4.980 6
12.550 4.942 -22.931 -5.292 6
12.560 4.862 -24.145 -5.527 6
12.570 4.825 -18.463 -5.740 6
12.580 4.868 -0.357 -5.834 6
12.590 4.919 -4.765 -5.860 6
12.600 4.907 7.704 -5.845 6
12.610 4.881 4.898 -5.782 6
12.620 4.914 -3.481 -5.775 6
12.630 4.917 0.469 -5.790 6
12.640 4.942 15.362 -5.711 6
12.650 4.858 17.078 -5.548 6
12.660 4.870 31.116 -5.308 6
12.670 4.980 20.609 -5.049 6
12.680 4.973 24.240 -4.825 6
12.690 5.023 30.373 -4.552 6
12.700 4.968 45.991 -4.170 6
12.710 5.039 31.398 -3.783 6
12.720 4.975 41.036 -3.421 6
12.730 5.001 44.574 -2.993 6
12.740 5.014 50.781 -2.516 6
12.750 5.047 48.046 -2.022 6
12.760 5.070 32.121 -1.621 6
12.770 5.104 28.693 -1.317 6
12.780 5.014 42.528 -0.961 6
12.790 5.115 41.267 -0.542 6
12.800 5.072 41.053 -0.130 6
12.810 5.155 37.824 0.264 6
12.820 5.162 64.844 0.777 6
12.830 5.301 126.102 1.732 6
12.840 5.879 167.834 3.202 6
12.850 6.424 247.054 5.276 6
12.860 7.058 328.839 8.156 6
12.870 7.602 363.046 11.615 6
12.880 7.270 516.553 16.013 6
12.890 7.937 523.977 21.216 6
12.900 8.662 498.939 26.330 6
12.910 8.951 632.414 31.987 6
12.920 9.848 780.921 39.056 6
12.930 9.863 740.344 46.660 6
12.940 10.300 683.900 53.781 6
12.950 9.831 718.439 60.795 6
12.960 9.992 693.188 67.851 6
12.970 10.090 781.947 75.226 6
12.980 10.391 656.498 82.418 6
12.990 10.915 692.997 89.165 6
13.000 10.535 917.128 97.216 6
13.010 11.048 687.820 105.242 6
13.020 10.954 661.622 111.988 6
13.030 11.529 715.125 118.872 6
13.040 11.695 757.249 126.235 6
13.050 11.333 935.643 134.698 6
13.060 11.781 661.279 142.683 6
13.070 12.187 663.084 149.306 6
13.080 11.597 963.444 157.437 6
13.090 12.501 668.488 165.596 6
13.100 12.195 728.044 172.579 6
13.110 12.355 732.065 179.880 6
13.120 12.784 726.641 187.174 6
13.130 12.423 754.999 194.580 6
13.140 12.820 672.699 201.719 6
13.150 13.252 684.246 208.504 6
13.160 13.082 687.444 215.362 6
13.170 13.779 614.126 221.870 6
13.180 13.385 711.184 228.497 6
13.190 13.312 708.257 235.594 6
13.200 14.236 679.615 242.533 6
13.210 13.987 682.585 249.344 6
13.220 14.075 692.520 256.220 6
13.230 14.472 676.330 263.063 6
13.240 14.142 677.219 269.831 6
13.250 14.649 658.901 276.512 6
13.260 14.702 719.195 283.402 6
13.270 14.743 687.226 290.434 6
13.280 15.300 650.545 297.123 6
13.290 15.289 688.803 303.820 6
13.300 15.105 655.641 310.542 6
13.310 15.651 607.755 316.859 6
13.320 15.356 709.332 323.444 6
13.330 15.634 680.706 330.395 6
13.340 15.680 656.799 337.082 6
13.350 15.826 669.760 343.714 6
13.360 16.338 652.578 350.327 6
13.370 16.557 579.945 356.490 6
13.380 15.574 633.045 362.553 6
13.390 15.459 560.487 368.524 6
13.400 15.329 623.333 374.441 6
13.410 15.656 584.714 380.482 6
13.420 15.753 611.062 386.459 6
13.430 15.593 592.594 392.478 6
13.440 16.159 513.159 398.008 6
13.450 16.307 553.555 403.341 6
13.460 16.335 553.415 408.875 6
13.470 16.644 473.361 414.009 6
13.480 16.070 532.279 419.038 6
13.490 16.026 540.518 424.400 6
13.500 15.944 494.625 429.576 6
13.510 15.535 495.306 434.526 6
13.520 15.701 461.644 439.311 6
13.530 15.955 473.706 443.987 6
13.540 15.746 444.926 448.580 6
13.550 16.640 377.753 452.694 6
13.560 16.192 470.710 456.937 6
13.570 16.301 392.446 461.252 6
13.580 16.141 421.001 465.319 6
13.590 15.934 336.934 469.109 6
13.600 15.904 359.995 472.593 6
13.610 15.284 326.788 476.028 6
13.620 15.785 283.428 479.078 6
13.630 16.029 267.793 481.835 6
13.640 15.790 243.740 484.392 6
13.650 15.875 220.769 486.715 6
13.660 15.762 196.255 488.800 6
13.670 15.747 208.292 490.822 6
13.680 15.916 169.858 492.713 6
13.690 16.056 156.014 494.343 6
13.700 15.553 129.506 495.770 6
13.710 15.381 92.012 496.878 6
13.720 15.509 93.300 497.804 6
13.730 15.381 92.226 498.732 6
13.740 15.531 55.998 499.473 6
13.750 15.241 44.684 499.977 6
13.760 15.580 3.829 500.219 6
13.770 15.486 -17.744 500.149 6
13.780 15.183 -14.657 499.988 6
13.790 15.076 -27.179 499.778 6
13.800 15.048 -30.829 499.488 6
13.810 15.639 -45.973 499.104 7
13.820 14.924 -382.744 496.961 7
13.830 9.143 -757.971 491.257 7
13.840 11.697 -383.167 485.550 7
13.850 12.620 -718.974 480.041 7
13.860 13.413 -399.898 474.446 7
13.870 12.896 -514.901 469.872 7
13.880 12.767 -447.562 465.060 7
13.890 12.289 -453.249 460.556 7
13.900 12.503 -459.236 455.994 7
13.910 12.425 -444.069 451.477 7
13.920 12.299 -449.982 447.007 7
13.930 12.190 -450.776 442.503 7
13.940 12.081 -450.842 437.995 7
13.950 11.934 -438.359 433.549 7
13.960 11.805 -452.924 429.092 7
13.970 11.785 -439.148 424.633 7
13.980 11.628 -435.830 420.256 7
13.990 11.619 -435.470 415.901 7
14.000 11.529 -425.766 411.595 7
14.010 11.311 -441.939 407.256 7
14.020 11.359 -421.535 402.939 7
14.030 11.255 -430.885 398.677 7
14.040 11.323 -433.621 394.355 7
14.050 11.117 -424.383 390.065 7
14.060 11.179 -423.938 385.823 7
14.070 11.095 -419.008 381.608 7
14.080 10.980 -420.634 377.410 7
14.090 10.857 -431.291 373.151 7
14.100 10.695 -417.222 368.908 7
14.110 10.611 -416.121 364.741 7
14.120 10.602 -404.055 360.641 7
14.130 10.481 -407.431 356.583 7
14.140 10.454 -401.826 352.537 7
14.150 10.354 -415.275 348.451 7
14.160 10.242 -395.179 344.399 7
14.170 10.241 -405.936 340.394 7
