# Captured 2020-06-18 16:25:11.789034 by jlebar
# Built at revision a4c6d043 (dirty)
#
# Ventilator was run attached to QuickLung at covent preset #1 (but with lung
# compliance = 10 ml/cmH2O, that's just how it was set).
#
# I then disconnected the hose for a few cycles, and then reconnected it.
time(sec)  pressure  net_flow  flow_uncorrected  pc_setpoint
6.100  2.611  1152.629  1177.352  5.000
6.110  2.600  1018.437  1043.160  5.000
6.120  2.512  1214.705  1239.428  5.000
6.130  2.909  1051.600  1076.323  5.000
6.140  3.017  1168.221  1192.945  5.000
6.150  2.594  1146.628  1171.351  5.000
6.160  2.089  1364.802  1389.526  5.000
6.170  3.093  1069.258  1093.981  5.000
6.180  3.193  1117.872  1142.596  5.000
6.190  2.548  1160.591  1185.314  5.000
6.200  2.889  1072.809  1097.532  5.000
6.210  2.744  1148.174  1172.898  5.000
6.220  2.622  1191.137  1215.860  5.000
6.230  3.458  1073.970  1098.693  5.000
6.240  3.041  1056.659  1081.383  5.000
6.250  2.792  1148.328  1173.051  5.000
6.260  3.392  1067.196  1091.919  5.000
6.270  2.076  1324.159  1348.883  5.000
6.280  2.183  1303.161  1327.885  5.000
6.290  1.771  1216.088  1240.812  5.000
6.300  2.433  1101.773  1126.497  5.000
6.310  2.567  1190.579  1215.302  5.000
6.320  2.494  1364.569  1389.292  5.000
6.330  3.082  -1439.385  1042.682  6.000
6.340  3.110  -1313.562  1168.505  7.000
6.350  3.015  -1422.833  1059.234  8.000
6.360  3.243  -1291.061  1191.006  9.000
6.370  3.298  -1384.479  1097.588  10.000
6.380  5.134  -1254.148  1227.919  11.000
6.390  5.302  -776.300  1705.766  12.000
6.400  4.652  -1238.185  1243.881  13.000
6.410  4.824  -1071.102  1410.965  14.000
6.420  4.429  -752.220  1729.847  15.000
6.430  4.719  -1209.452  1272.615  15.000
6.440  4.690  -1156.533  1325.534  15.000
6.450  5.303  -856.771  1625.296  15.000
6.460  3.898  -599.403  1882.664  15.000
6.470  4.345  -672.586  1809.480  15.000
6.480  4.566  -897.063  1585.004  15.000
6.490  4.903  -938.869  1543.198  15.000
6.500  4.018  -1199.978  1282.089  15.000
6.510  5.626  -1214.168  1267.899  15.000
6.520  3.891  -719.783  1762.284  15.000
6.530  4.182  -718.306  1763.761  15.000
6.540  4.009  -855.659  1626.408  15.000
6.550  4.969  -1028.450  1453.616  15.000
6.560  4.408  -718.824  1763.242  15.000
6.570  4.126  -916.288  1565.779  15.000
6.580  4.653  -807.180  1674.887  15.000
6.590  4.321  -745.233  1736.834  15.000
6.600  4.575  -767.091  1714.975  15.000
6.610  4.528  -731.822  1750.245  15.000
6.620  5.199  -1237.509  1244.558  15.000
6.630  5.563  -1148.448  1333.619  15.000
6.640  4.834  -1130.240  1351.827  15.000
6.650  5.608  -1167.058  1315.009  15.000
6.660  4.460  -746.010  1736.057  15.000
6.670  5.175  -852.248  1629.819  15.000
6.680  4.671  -1047.512  1434.555  15.000
6.690  4.605  -880.119  1601.948  15.000
6.700  4.480  -1118.639  1363.428  15.000
6.710  4.014  -705.249  1776.818  15.000
6.720  4.569  -836.596  1645.471  15.000
6.730  3.653  -811.821  1670.246  15.000
6.740  4.923  -758.644  1723.423  15.000
6.750  4.439  -955.294  1526.772  15.000
6.760  4.672  -879.160  1602.907  15.000
6.770  4.314  -980.237  1501.830  15.000
6.780  4.914  -987.393  1494.674  15.000
6.790  5.153  -1158.009  1324.058  15.000
6.800  4.419  -962.768  1519.299  15.000
6.810  4.656  -789.288  1692.779  15.000
6.820  5.425  -1206.217  1275.850  15.000
6.830  5.024  -1106.792  1375.275  15.000
6.840  4.493  -920.329  1561.738  15.000
6.850  5.251  -1193.175  1288.892  15.000
6.860  5.346  -1289.159  1192.908  15.000
6.870  4.635  -1194.913  1287.154  15.000
6.880  4.298  -794.430  1687.637  15.000
6.890  4.644  -1075.062  1407.005  15.000
6.900  4.368  -823.307  1658.760  15.000
6.910  4.821  -767.522  1714.545  15.000
6.920  4.898  -1006.367  1475.699  15.000
6.930  4.926  -883.412  1598.655  15.000
6.940  4.390  -950.675  1531.392  15.000
6.950  4.160  -993.179  1488.888  15.000
6.960  4.211  -909.981  1572.086  15.000
6.970  4.408  -1012.605  1469.462  15.000
6.980  4.198  -1216.002  1266.065  15.000
6.990  4.057  -880.763  1601.304  15.000
7.000  5.129  -959.325  1522.742  15.000
7.010  4.674  -1137.504  1344.563  15.000
7.020  5.468  -1224.977  1257.090  15.000
7.030  4.609  -956.860  1525.207  15.000
7.040  3.882  -986.428  1495.639  15.000
7.050  4.400  -741.696  1740.371  15.000
7.060  3.758  -827.197  1654.870  15.000
7.070  5.380  -984.920  1497.147  15.000
7.080  4.536  -1310.834  1171.233  15.000
7.090  5.174  -1152.090  1329.977  15.000
7.100  3.911  -725.079  1756.988  15.000
7.110  4.400  -1172.956  1309.111  15.000
7.120  4.991  -655.959  1826.108  15.000
7.130  4.633  -1077.902  1404.165  15.000
7.140  4.546  -1050.317  1431.750  15.000
7.150  4.729  -1097.020  1385.047  15.000
7.160  4.467  -858.820  1623.246  15.000
7.170  4.220  -1109.268  1372.799  15.000
7.180  4.754  -1220.638  1261.429  15.000
7.190  4.932  -1163.945  1318.122  15.000
7.200  4.564  -1188.685  1293.382  15.000
7.210  5.073  -901.976  1580.091  15.000
7.220  3.777  -670.040  1812.027  15.000
7.230  3.611  -705.764  1776.303  15.000
7.240  4.533  -767.929  1714.138  15.000
7.250  3.892  -819.545  1662.522  15.000
7.260  4.693  -814.521  1667.546  15.000
7.270  4.033  -881.173  1600.893  15.000
7.280  4.886  -1115.466  1366.601  15.000
7.290  4.698  -1030.253  1451.814  15.000
7.300  4.596  -1093.784  1388.283  15.000
7.310  4.979  -1099.740  1382.327  15.000
7.320  3.975  -782.430  1699.637  15.000
7.330  4.843  -839.466  1642.601  5.000
7.340  4.018  -1025.351  1456.715  5.000
7.350  2.337  -1231.736  1250.331  5.000
7.360  2.305  -1244.832  1237.235  5.000
7.370  1.992  -1271.711  1210.356  5.000
7.380  3.980  -1513.567  968.500  5.000
7.390  3.504  -1432.838  1049.229  5.000
7.400  2.327  -1339.843  1142.224  5.000
7.410  2.834  -1293.834  1188.233  5.000
7.420  3.519  -1446.628  1035.439  5.000
7.430  3.081  -1273.400  1208.667  5.000
7.440  2.237  -1266.311  1215.756  5.000
7.450  2.212  -1293.827  1188.240  5.000
7.460  2.354  -1222.326  1259.741  5.000
7.470  2.409  -1234.808  1247.258  5.000
7.480  2.561  -1372.619  1109.448  5.000
7.490  3.078  -1322.282  1159.785  5.000
7.500  2.484  -1256.482  1225.585  5.000
7.510  2.468  -1235.653  1246.413  5.000
7.520  1.997  -1327.159  1154.908  5.000
7.530  2.713  -1259.769  1222.298  5.000
7.540  2.167  -1211.205  1270.862  5.000
7.550  2.721  -1208.657  1273.410  5.000
7.560  2.133  -1127.902  1354.165  5.000
7.570  2.455  -1303.553  1178.514  5.000
7.580  2.895  -1264.325  1217.742  5.000
7.590  2.452  -1248.357  1233.710  5.000
7.600  2.895  -1357.978  1124.089  5.000
7.610  2.465  -1159.492  1322.574  5.000
7.620  2.631  -1208.655  1273.412  5.000
7.630  2.709  -1189.982  1292.085  5.000
7.640  3.273  -1383.493  1098.574  5.000
7.650  2.278  -1346.511  1135.556  5.000
7.660  1.597  -1025.113  1456.954  5.000
7.670  3.064  -1185.624  1296.443  5.000
7.680  2.880  -1302.302  1179.765  5.000
7.690  3.086  -1322.759  1159.308  5.000
7.700  2.657  -1425.704  1056.363  5.000
7.710  2.208  -1296.359  1185.708  5.000
7.720  2.888  -1388.214  1093.852  5.000
7.730  3.662  -1331.831  1150.235  5.000
7.740  2.675  -1347.282  1134.785  5.000
7.750  2.365  -1367.993  1114.074  5.000
7.760  2.528  -1339.781  1142.286  5.000
7.770  2.450  -1278.250  1203.817  5.000
7.780  2.604  -1349.658  1132.409  5.000
7.790  2.565  -1286.963  1195.104  5.000
7.800  2.623  -1369.280  1112.787  5.000
7.810  2.258  -1432.812  1049.254  5.000
7.820  2.257  -1092.508  1389.559  5.000
7.830  2.861  -1331.211  1150.856  5.000
7.840  1.997  -1318.467  1163.600  5.000
7.850  3.077  -1425.454  1056.612  5.000
7.860  2.347  -1348.221  1133.846  5.000
7.870  3.164  -1260.548  1221.519  5.000
7.880  2.775  -1251.181  1230.886  5.000
7.890  2.868  -1416.683  1065.384  5.000
7.900  1.543  -1090.906  1391.160  5.000
7.910  3.002  -1356.836  1125.231  5.000
7.920  2.286  -1280.846  1201.221  5.000
7.930  2.676  -1437.526  1044.541  5.000
7.940  2.437  -1186.383  1295.684  5.000
7.950  2.247  -1238.651  1243.415  5.000
7.960  2.111  -1257.877  1224.190  5.000
7.970  3.165  -1443.376  1038.691  5.000
7.980  2.848  -1436.160  1045.907  5.000
7.990  2.452  -1312.350  1169.717  5.000
8.000  2.574  -1303.836  1178.230  5.000
8.010  2.762  -1384.963  1097.104  5.000
8.020  2.844  -1423.296  1058.771  5.000
8.030  2.725  -1321.643  1160.424  5.000
8.040  2.420  -1349.102  1132.964  5.000
8.050  2.923  -1319.816  1162.250  5.000
8.060  1.874  -1374.877  1107.190  5.000
8.070  2.761  -1328.742  1153.325  5.000
8.080  2.306  -1293.172  1188.895  5.000
8.090  2.775  -1358.926  1123.141  5.000
8.100  2.302  -1367.859  1114.208  5.000
8.110  2.008  -1290.879  1191.187  5.000
8.120  2.542  -1287.857  1194.210  5.000
8.130  2.773  -1311.628  1170.439  5.000
8.140  1.768  -1207.026  1275.041  5.000
8.150  2.187  -1247.606  1234.461  5.000
8.160  3.176  -1384.868  1097.199  5.000
8.170  3.475  -1349.356  1132.711  5.000
8.180  2.430  -1295.939  1186.128  5.000
8.190  2.098  -1370.145  1111.922  5.000
8.200  2.971  -1375.757  1106.309  5.000
8.210  3.208  -1345.051  1137.016  5.000
8.220  3.047  -1367.881  1114.186  5.000
8.230  3.050  -1393.155  1088.912  5.000
8.240  2.723  -1362.827  1119.240  5.000
8.250  3.013  -1316.790  1165.277  5.000
8.260  2.655  -1315.501  1166.565  5.000
8.270  2.811  -1257.063  1225.004  5.000
8.280  3.565  -1341.767  1140.299  5.000
8.290  2.629  -1414.455  1067.612  5.000
8.300  2.266  -1293.720  1188.347  5.000
8.310  2.111  -1119.394  1362.672  5.000
8.320  2.925  -1327.926  1154.141  5.000
8.330  2.243  -1282.041  1200.026  5.000
8.340  2.662  -1347.742  1134.325  5.000
8.350  1.980  -1257.988  1224.078  5.000
8.360  2.657  -1330.647  1151.419  5.000
8.370  2.752  -1373.691  1108.376  5.000
8.380  2.364  -1236.416  1245.651  5.000
8.390  1.824  -1209.085  1272.982  5.000
8.400  2.127  -1222.903  1259.164  5.000
8.410  2.535  -1313.559  1168.508  5.000
8.420  2.907  -1427.955  1054.112  5.000
8.430  2.443  -1311.525  1170.542  5.000
8.440  3.232  -1306.028  1176.039  5.000
8.450  2.576  -1260.559  1221.508  5.000
8.460  2.985  -1359.442  1122.625  5.000
8.470  2.295  -1256.499  1225.568  5.000
8.480  3.300  -1454.284  1027.782  5.000
8.490  2.649  -1402.444  1079.623  5.000
8.500  1.833  -1368.833  1113.234  5.000
8.510  2.974  -1271.295  1210.772  5.000
8.520  2.069  -1387.016  1095.050  5.000
8.530  3.062  -1335.841  1146.225  5.000
8.540  2.449  -1348.681  1133.386  5.000
8.550  1.782  -1142.110  1339.957  5.000
8.560  2.645  -1354.504  1127.563  5.000
8.570  2.727  -1280.074  1201.993  5.000
8.580  3.811  -1449.850  1032.217  5.000
8.590  2.576  -1309.420  1172.647  5.000
8.600  3.377  -1356.016  1126.050  5.000
8.610  2.464  -1353.744  1128.323  5.000
8.620  1.529  -1227.193  1254.874  5.000
8.630  2.704  -1173.691  1308.376  5.000
8.640  3.545  -1380.035  1102.032  5.000
8.650  2.522  -1260.064  1222.003  5.000
8.660  1.898  -1237.454  1244.613  5.000
8.670  4.090  -1443.018  1039.049  5.000
8.680  2.031  -1270.641  1211.426  5.000
8.690  2.195  -1220.705  1261.361  5.000
8.700  3.897  -1508.781  973.286  5.000
8.710  2.568  -1361.553  1120.514  5.000
8.720  2.290  -1328.718  1153.349  5.000
8.730  2.385  -1133.129  1348.938  5.000
8.740  1.558  -1342.884  1139.183  5.000
8.750  2.160  -1284.705  1197.362  5.000
8.760  3.346  -1373.714  1108.353  5.000
8.770  2.955  -1305.358  1176.709  5.000
8.780  2.313  -1300.244  1181.823  5.000
8.790  2.214  -1080.728  1401.339  5.000
8.800  2.254  -1183.046  1299.021  5.000
8.810  1.731  -1220.117  1261.950  5.000
8.820  2.898  -1410.669  1071.398  5.000
8.830  3.007  -1341.099  1140.968  5.000
8.840  2.253  -1245.694  1236.373  5.000
8.850  3.040  -1266.999  1215.068  5.000
8.860  2.161  -1255.641  1226.426  5.000
8.870  2.929  -1218.877  1263.189  5.000
8.880  2.749  -1211.156  1270.911  5.000
8.890  2.913  -1370.163  1111.904  5.000
8.900  3.735  -1468.164  1013.903  5.000
8.910  1.995  -1207.860  1274.206  5.000
8.920  2.717  -1311.601  1170.466  5.000
8.930  3.327  -1407.161  1074.906  5.000
8.940  2.961  -1327.230  1154.837  5.000
8.950  2.870  -1342.980  1139.087  5.000
8.960  2.183  -1167.147  1314.919  5.000
8.970  2.771  -1208.892  1273.175  5.000
8.980  3.200  -1263.336  1218.731  5.000
8.990  3.083  -1377.082  1104.985  5.000
9.000  2.391  -1341.659  1140.408  5.000
9.010  2.315  -1297.553  1184.514  5.000
9.020  1.993  -1164.119  1317.948  5.000
9.030  2.344  -1110.432  1371.635  5.000
9.040  2.827  -1336.462  1145.605  5.000
9.050  2.428  -1257.258  1224.808  5.000
9.060  2.200  -1303.707  1178.359  5.000
9.070  2.477  -1213.830  1268.237  5.000
9.080  3.341  -1390.866  1091.201  5.000
9.090  1.649  -1330.574  1151.492  5.000
9.100  2.671  -1263.149  1218.917  5.000
9.110  2.770  -1292.675  1189.392  5.000
9.120  2.765  -1271.148  1210.919  5.000
9.130  2.466  -1233.917  1248.150  5.000
9.140  3.080  -1378.441  1103.625  5.000
9.150  2.527  -1300.045  1182.022  5.000
9.160  2.576  -1251.948  1230.119  5.000
9.170  2.692  -1232.610  1249.457  5.000
9.180  2.960  -1364.276  1117.790  5.000
9.190  2.881  -1322.499  1159.568  5.000
9.200  3.341  -1471.031  1011.036  5.000
9.210  2.298  -1306.069  1175.998  5.000
9.220  3.020  -1344.207  1137.860  5.000
9.230  3.260  -1414.931  1067.136  5.000
9.240  2.506  -1256.651  1225.416  5.000
9.250  2.464  -1252.626  1229.441  5.000
9.260  3.035  -1353.520  1128.547  5.000
9.270  2.044  -1307.613  1174.454  5.000
9.280  3.790  -1409.874  1072.193  5.000
9.290  2.691  -1305.330  1176.737  5.000
9.300  1.743  -1130.936  1351.131  5.000
9.310  3.444  -1392.620  1089.447  5.000
9.320  3.329  -1339.606  1142.461  5.000
9.330  2.978  -1178.295  1303.772  5.000
9.340  1.759  -96.225  1233.997  6.000
9.350  2.224  -63.766  1266.455  7.000
9.360  2.399  -138.625  1191.597  8.000
9.370  3.697  -290.121  1040.101  9.000
9.380  3.715  -208.959  1121.262  10.000
9.390  4.651  104.990  1435.211  11.000
9.400  4.783  -38.704  1291.517  12.000
9.410  4.408  -74.116  1256.106  13.000
9.420  4.104  309.538  1639.759  14.000
9.430  4.774  -4.710  1325.511  15.000
9.440  4.277  437.897  1768.119  15.000
9.450  3.749  314.402  1644.623  15.000
9.460  3.939  472.138  1802.360  15.000
9.470  3.860  322.307  1652.528  15.000
9.480  5.001  440.688  1770.910  15.000
9.490  4.886  111.017  1441.238  15.000
9.500  4.926  80.237  1410.458  15.000
9.510  3.815  160.675  1490.896  15.000
9.520  4.240  352.683  1682.904  15.000
9.530  4.100  101.963  1432.184  15.000
9.540  4.301  416.816  1747.038  15.000
9.550  4.638  81.368  1411.589  15.000
9.560  4.534  60.259  1390.480  15.000
9.570  4.815  297.970  1628.191  15.000
9.580  5.664  177.168  1507.389  15.000
9.590  4.447  304.383  1634.604  15.000
9.600  3.853  238.183  1568.404  15.000
9.610  4.768  -53.987  1276.234  15.000
9.620  4.293  467.749  1797.970  15.000
9.630  4.716  60.400  1390.621  15.000
9.640  4.883  32.637  1362.858  15.000
9.650  3.664  528.751  1858.973  15.000
9.660  4.690  -22.397  1307.824  15.000
9.670  3.547  403.625  1733.846  15.000
9.680  4.651  18.427  1348.649  15.000
9.690  5.023  324.453  1654.674  15.000
9.700  3.974  507.742  1837.963  15.000
9.710  4.843  -38.453  1291.769  15.000
9.720  4.662  484.604  1814.826  15.000
9.730  4.318  -57.599  1272.622  15.000
9.740  4.287  406.006  1736.227  15.000
9.750  4.236  499.652  1829.873  15.000
9.760  3.775  396.753  1726.974  15.000
9.770  4.624  15.658  1345.879  15.000
9.780  3.631  402.976  1733.198  15.000
9.790  5.032  252.958  1583.180  15.000
9.800  4.809  73.536  1403.757  15.000
9.810  4.457  385.673  1715.894  15.000
9.820  4.375  276.656  1606.877  15.000
9.830  4.855  35.324  1365.545  15.000
9.840  4.188  162.630  1492.851  15.000
9.850  5.062  -89.705  1240.517  15.000
9.860  4.121  331.964  1662.185  15.000
9.870  4.571  376.959  1707.180  15.000
9.880  5.232  25.329  1355.550  15.000
9.890  3.661  108.928  1439.149  15.000
9.900  4.403  284.926  1615.147  15.000
9.910  4.490  323.169  1653.390  15.000
9.920  4.121  -12.682  1317.539  15.000
9.930  4.926  338.670  1668.891  15.000
9.940  4.029  374.165  1704.387  15.000
9.950  4.174  446.165  1776.387  15.000
9.960  4.153  499.390  1829.612  15.000
9.970  4.292  351.983  1682.205  15.000
9.980  3.620  425.397  1755.618  15.000
9.990  4.747  373.235  1703.456  15.000
10.000  4.662  339.880  1670.101  15.000
10.010  4.489  97.457  1427.678  15.000
10.020  4.226  325.490  1655.712  15.000
10.030  5.158  170.426  1500.647  15.000
10.040  4.906  74.847  1405.068  15.000
10.050  4.648  143.804  1474.025  15.000
10.060  3.909  14.866  1345.088  15.000
10.070  4.132  333.617  1663.838  15.000
10.080  5.098  362.386  1692.607  15.000
10.090  3.852  512.441  1842.662  15.000
10.100  4.420  312.769  1642.990  15.000
10.110  4.301  325.218  1655.439  15.000
10.120  5.037  -84.954  1245.267  15.000
10.130  4.899  153.966  1484.187  15.000
10.140  4.832  114.682  1444.903  15.000
10.150  4.543  373.640  1703.861  15.000
10.160  4.790  402.543  1732.764  15.000
10.170  4.443  155.166  1485.387  15.000
10.180  3.825  456.801  1787.022  15.000
10.190  4.052  -30.321  1299.901  15.000
10.200  4.460  281.766  1611.987  15.000
10.210  4.368  354.145  1684.366  15.000
10.220  4.782  143.191  1473.412  15.000
10.230  4.748  -18.772  1311.449  15.000
10.240  4.732  -109.920  1220.301  15.000
10.250  4.582  167.096  1497.317  15.000
10.260  4.575  443.567  1773.788  15.000
10.270  4.580  -16.099  1314.123  15.000
10.280  4.380  118.683  1448.905  15.000
10.290  3.790  302.393  1632.614  15.000
10.300  4.725  400.462  1730.683  15.000
10.310  4.039  363.664  1693.885  15.000
10.320  4.088  -5.633  1324.589  15.000
10.330  4.451  -6.608  1323.613  15.000
10.340  4.957  -31.260  1298.962  5.000
10.350  4.711  25.078  1355.299  5.000
10.360  2.624  310.431  1640.653  5.000
10.370  2.241  -31.598  1298.623  5.000
10.380  2.583  -198.389  1131.833  5.000
10.390  2.708  -231.866  1098.356  5.000
10.400  2.435  -119.550  1210.671  5.000
10.410  2.722  -163.657  1166.564  5.000
10.420  2.371  -124.853  1205.369  5.000
10.430  3.811  -164.827  1165.394  5.000
10.440  2.136  -213.089  1117.132  5.000
10.450  3.047  -137.558  1192.663  5.000
10.460  2.400  -57.663  1272.558  5.000
10.470  2.362  -190.281  1139.940  5.000
10.480  3.919  -371.338  958.884  5.000
10.490  2.752  -227.699  1102.522  5.000
10.500  1.348  55.211  1385.433  5.000
10.510  2.493  -85.918  1244.303  5.000
10.520  2.743  -200.787  1129.435  5.000
10.530  2.800  -188.204  1142.017  5.000
10.540  2.472  -160.323  1169.899  5.000
10.550  2.537  -49.499  1280.722  5.000
10.560  2.376  -70.123  1260.098  5.000
10.570  3.352  -231.251  1098.970  5.000
10.580  2.469  -136.850  1193.371  5.000
10.590  2.694  -207.265  1122.956  5.000
10.600  2.277  -164.779  1165.442  5.000
10.610  2.163  -113.251  1216.970  5.000
10.620  3.056  -156.010  1174.212  5.000
10.630  1.959  -81.664  1248.558  5.000
10.640  2.729  -86.932  1243.289  5.000
10.650  3.613  -382.223  947.999  5.000
10.660  3.228  -325.382  1004.839  5.000
10.670  2.085  -93.125  1237.096  5.000
10.680  3.536  -312.593  1017.628  5.000
10.690  2.270  -143.618  1186.604  5.000
10.700  2.242  -101.956  1228.265  5.000
10.710  1.820  -175.035  1155.186  5.000
10.720  2.460  -128.915  1201.307  5.000
10.730  2.756  -213.784  1116.437  5.000
10.740  2.580  -154.677  1175.544  5.000
10.750  2.615  -118.010  1212.211  5.000
10.760  2.288  -3.085  1327.137  5.000
10.770  2.320  -133.381  1196.840  5.000
10.780  2.445  -110.346  1219.876  5.000
10.790  2.308  -257.297  1072.925  5.000
10.800  2.853  -186.881  1143.340  5.000
10.810  2.935  -157.001  1173.220  5.000
10.820  2.610  -80.622  1249.599  5.000
10.830  2.215  -101.371  1228.850  5.000
10.840  3.267  -238.659  1091.562  5.000
10.850  2.367  -142.780  1187.441  5.000
10.860  2.859  -146.145  1184.076  5.000
10.870  2.750  -280.602  1049.619  5.000
10.880  2.121  -0.183  1330.039  5.000
10.890  1.955  -138.674  1191.548  5.000
10.900  2.944  -226.735  1103.486  5.000
10.910  2.224  -139.783  1190.438  5.000
10.920  2.909  -140.044  1190.177  5.000
10.930  2.334  -171.285  1158.937  5.000
10.940  2.960  -239.954  1090.268  5.000
10.950  2.411  -110.020  1220.201  5.000
10.960  3.100  -208.840  1121.381  5.000
10.970  3.187  -207.605  1122.616  5.000
10.980  2.652  -48.489  1281.732  5.000
10.990  1.839  -157.179  1173.042  5.000
11.000  3.133  -231.629  1098.592  5.000
11.010  2.905  -128.195  1202.027  5.000
11.020  3.061  -233.830  1096.392  5.000
11.030  2.571  -136.000  1194.221  5.000
11.040  2.822  -220.080  1110.141  5.000
11.050  2.617  -185.185  1145.036  5.000
11.060  2.618  -220.438  1109.783  5.000
11.070  2.775  -207.296  1122.925  5.000
11.080  2.412  -211.267  1118.954  5.000
11.090  3.048  -250.103  1080.118  5.000
11.100  3.631  -194.097  1136.124  5.000
11.110  3.245  -155.400  1174.822  5.000
11.120  3.200  -315.806  1014.415  5.000
11.130  2.356  -217.766  1112.456  5.000
11.140  2.960  -201.321  1128.901  5.000
11.150  2.615  -157.718  1172.503  5.000
11.160  3.732  -205.918  1124.303  5.000
11.170  2.957  -166.481  1163.740  5.000
11.180  1.880  -228.195  1102.026  5.000
11.190  2.244  22.501  1352.722  5.000
11.200  2.070  -185.660  1144.561  5.000
11.210  1.815  -96.764  1233.458  5.000
11.220  3.173  -261.190  1069.032  5.000
11.230  2.796  -109.154  1221.067  5.000
11.240  2.659  -263.818  1066.403  5.000
11.250  2.643  -82.039  1248.182  5.000
11.260  2.087  -41.034  1289.188  5.000
11.270  2.850  -202.186  1128.036  5.000
11.280  3.675  -183.037  1147.184  5.000
11.290  2.336  -194.301  1135.920  5.000
11.300  3.681  -262.122  1068.099  5.000
11.310  1.552  -31.010  1299.211  5.000
11.320  2.521  -83.887  1246.334  5.000
11.330  3.129  -191.080  1139.141  5.000
11.340  1.975  -109.370  1220.851  5.000
11.350  2.942  -227.367  1102.854  5.000
11.360  2.463  -157.321  1172.900  5.000
11.370  3.110  -188.916  1141.306  5.000
11.380  2.972  -281.551  1048.671  5.000
11.390  2.579  -169.075  1161.147  5.000
11.400  3.506  -73.131  1257.090  5.000
11.410  2.547  -123.452  1206.770  5.000
11.420  2.444  -82.638  1247.583  5.000
11.430  2.480  -160.053  1170.168  5.000
11.440  2.154  -122.137  1208.084  5.000
11.450  2.491  -189.641  1140.580  5.000
11.460  2.049  -40.945  1289.276  5.000
11.470  3.260  -167.344  1162.877  5.000
11.480  2.454  -22.722  1307.500  5.000
11.490  2.880  -242.197  1088.024  5.000
11.500  2.205  -269.111  1061.110  5.000
11.510  2.803  -228.332  1101.889  5.000
11.520  2.608  -51.961  1278.260  5.000
11.530  2.334  -131.032  1199.190  5.000
11.540  2.514  -179.689  1150.533  5.000
11.550  3.115  -232.316  1097.905  5.000
11.560  3.241  -184.607  1145.614  5.000
11.570  2.040  -219.368  1110.854  5.000
11.580  3.134  -252.359  1077.862  5.000
11.590  2.893  -209.326  1120.895  5.000
11.600  1.802  -78.247  1251.974  5.000
11.610  2.116  -66.753  1263.468  5.000
11.620  3.332  -224.499  1105.723  5.000
11.630  2.067  -112.067  1218.154  5.000
11.640  2.238  -166.926  1163.295  5.000
11.650  3.641  -206.345  1123.876  5.000
11.660  3.404  -318.588  1011.634  5.000
11.670  1.939  -68.563  1261.659  5.000
11.680  2.899  -155.208  1175.013  5.000
11.690  3.343  -213.883  1116.338  5.000
11.700  2.269  -96.531  1233.690  5.000
11.710  2.938  -253.969  1076.252  5.000
11.720  2.873  -128.192  1202.030  5.000
11.730  2.299  -90.090  1240.131  5.000
11.740  2.716  -119.461  1210.760  5.000
11.750  1.775  179.000  1509.221  5.000
11.760  2.127  -115.045  1215.177  5.000
11.770  2.713  -81.399  1248.822  5.000
11.780  2.357  -204.076  1126.145  5.000
11.790  3.427  -142.878  1187.343  5.000
11.800  2.550  -194.127  1136.094  5.000
11.810  3.266  -176.556  1153.665  5.000
11.820  3.018  -224.244  1105.977  5.000
11.830  2.030  -68.200  1262.021  5.000
11.840  2.835  -252.392  1077.829  5.000
11.850  2.791  -270.045  1060.176  5.000
11.860  2.482  -220.448  1109.774  5.000
11.870  2.989  -189.750  1140.471  5.000
11.880  2.765  -290.331  1039.891  5.000
11.890  2.173  -51.282  1278.939  5.000
11.900  3.331  -260.895  1069.326  5.000
11.910  1.804  -66.802  1263.420  5.000
11.920  1.863  -26.726  1303.495  5.000
11.930  2.243  -156.811  1173.410  5.000
11.940  1.566  -66.217  1264.004  5.000
11.950  2.728  -140.510  1189.711  5.000
11.960  2.431  45.348  1375.569  5.000
11.970  2.687  -27.086  1303.136  5.000
11.980  3.117  -224.863  1105.359  5.000
11.990  2.015  -132.750  1197.472  5.000
12.000  2.189  -29.533  1300.688  5.000
12.010  4.013  -248.721  1081.500  5.000
12.020  2.914  -83.061  1247.160  5.000
12.030  1.959  -189.466  1140.755  5.000
12.040  2.159  -78.979  1251.243  5.000
12.050  1.528  10.002  1340.224  5.000
12.060  2.770  -153.678  1176.544  5.000
12.070  2.990  -193.355  1136.866  5.000
12.080  3.139  -143.362  1186.859  5.000
12.090  2.469  -122.486  1207.735  5.000
12.100  2.724  -126.978  1203.243  5.000
12.110  3.271  -148.109  1182.112  5.000
12.120  2.581  -158.246  1171.976  5.000
12.130  3.319  -256.700  1073.522  5.000
12.140  2.919  -160.438  1169.784  5.000
12.150  2.383  -76.572  1253.649  5.000
12.160  3.639  -170.907  1159.314  5.000
12.170  2.381  -139.998  1190.223  5.000
12.180  3.122  -210.485  1119.737  5.000
12.190  2.119  52.845  1383.067  5.000
12.200  1.707  -18.429  1311.792  5.000
12.210  4.231  -238.556  1091.665  5.000
12.220  3.252  -196.449  1133.772  5.000
12.230  2.310  -65.323  1264.899  5.000
12.240  2.484  -93.790  1236.432  5.000
12.250  1.957  -69.401  1260.820  5.000
12.260  2.439  -227.757  1102.465  5.000
12.270  1.866  -163.306  1166.915  5.000
12.280  2.513  -184.670  1145.552  5.000
12.290  2.677  -76.614  1253.607  5.000
12.300  2.535  -55.549  1274.673  5.000
