# Captured 2020-06-20 10:24:44.916993 by jkff
# Built at revision 15e86df (dirty - added the breath_id debug variable)
#
# This uses default GUI parameters:
#  Command Pressure mode
#  PIP 15
#  PEEP 5
#  RR 12
#  I-Time 1
#
# The test lung is the simple one (blue bag between two styrofoam sheets and a
# rubber band, tubes tucked under the band for more resistance)
#
# To re-capture:
# * Fire up the vent and also connect it to your computer over serial
# * Run utils/controller_debug.py
# * In there, say:
#
#  ] trace start pressure net_flow volume
#  ] get trace_samples
#  ... (repeat until it says 4096) ...
#  ] trace download --dest=trace.dat
#
time(sec) pressure net_flow volume breath_id
6.090 12.158 -209.098 82.724 186124113
6.100 11.988 -203.371 80.661 186124113
6.110 11.919 -147.381 78.908 186124113
6.120 11.704 -111.708 77.612 186124113
6.130 11.385 -93.507 76.586 186124113
6.140 11.358 -102.250 75.607 186124113
6.150 11.483 -59.338 74.799 186124113
6.160 11.469 -16.553 74.420 186124113
6.170 11.511 37.139 74.523 186124113
6.180 11.441 95.727 75.187 186124113
6.190 11.625 138.860 76.360 186124113
6.200 12.094 175.957 77.934 186124113
6.210 12.030 237.055 79.999 186124113
6.220 12.677 309.677 82.732 186124113
6.230 13.283 417.014 86.366 186124113
6.240 13.734 345.879 90.180 186124113
6.250 14.194 530.318 94.561 186124113
6.260 14.605 390.160 99.164 186124113
6.270 15.369 418.385 103.207 186124113
6.280 15.767 496.436 107.780 186124113
6.290 16.268 460.727 112.566 186124113
6.300 16.701 349.953 116.619 186124113
6.310 17.026 321.949 119.979 186124113
6.320 17.263 289.547 123.037 186124113
6.330 17.523 165.328 125.311 186124113
6.340 17.735 164.376 126.959 186124113
6.350 18.114 98.748 128.275 186124113
6.360 18.175 21.424 128.876 186124113
6.370 17.822 -14.996 128.908 186124113
6.380 17.768 -41.497 128.626 186124113
6.390 17.742 -61.586 128.110 186124113
6.400 17.554 -97.024 127.317 186124113
6.410 17.320 -109.509 126.284 186124113
6.420 17.295 -138.919 125.042 186124113
6.430 16.961 -169.154 123.502 186124113
6.440 16.793 -156.626 121.873 186124113
6.450 16.461 -167.935 120.250 186124113
6.460 16.131 -153.633 118.642 186124113
6.470 15.893 -175.021 116.999 186124113
6.480 15.681 -204.946 115.099 186124113
6.490 15.462 -172.917 113.210 186124113
6.500 15.200 -180.954 111.441 186124113
6.510 14.893 -190.456 109.584 186124113
6.520 14.561 -188.182 107.690 186124113
6.530 14.386 -188.491 105.807 186124113
6.540 14.180 -146.025 104.134 186124113
6.550 13.941 -149.052 102.659 186124113
6.560 13.748 -143.893 101.194 186124113
6.570 12.891 -178.828 99.581 186124113
6.580 12.963 -245.291 97.460 186124113
6.590 12.346 -313.831 94.665 186124113
6.600 12.433 -298.537 91.603 186124113
6.610 12.038 -299.266 88.614 186124113
6.620 11.610 -284.910 85.693 186124113
6.630 11.263 -288.047 82.828 186124113
6.640 11.018 -356.511 79.606 186124113
6.650 10.690 -300.685 76.320 186124113
6.660 10.464 -263.531 73.498 186124113
6.670 10.218 -271.560 70.823 186124113
6.680 9.921 -285.998 68.036 186124113
6.690 9.704 -264.938 65.281 186124113
6.700 9.475 -260.073 62.655 186124113
6.710 9.187 -251.883 60.096 186124113
6.720 8.998 -246.035 57.606 186124113
6.730 8.810 -226.790 55.242 186124113
6.740 8.628 -218.285 53.017 186124113
6.750 8.366 -229.237 50.779 186124113
6.760 8.220 -219.277 48.537 186124113
6.770 7.951 -224.065 46.320 186124113
6.780 7.769 -210.864 44.145 186124113
6.790 7.632 -220.757 41.987 186124113
6.800 7.403 -226.105 39.753 186124113
6.810 7.216 -229.207 37.477 186124113
6.820 7.066 -229.089 35.185 186124113
6.830 6.904 -209.854 32.990 186124113
6.840 6.654 -209.148 30.895 186124113
6.850 6.535 -230.651 28.696 186124113
6.860 6.388 -213.788 26.474 186124113
6.870 6.200 -192.617 24.442 186124113
6.880 5.990 -180.768 22.575 186124113
6.890 5.846 -183.057 20.756 186124113
6.900 5.603 -186.285 18.909 186124113
6.910 5.447 -212.423 16.916 186124113
6.920 5.325 -190.223 14.903 186124113
6.930 5.070 -152.345 13.190 186124113
6.940 4.844 -177.327 11.541 186124113
6.950 4.649 -151.408 9.898 186124113
6.960 4.395 -168.082 8.300 186124113
6.970 4.143 -150.397 6.708 186124113
6.980 3.976 -119.701 5.358 186124113
6.990 3.743 -120.504 4.157 186124113
7.000 3.532 -104.374 3.032 186124113
7.010 3.345 -90.423 2.058 186124113
7.020 3.108 -89.616 1.158 186124113
7.030 2.930 -70.017 0.360 186124113
7.040 2.810 -54.618 -0.264 186124113
7.050 2.719 -51.905 -0.796 186124113
7.060 2.585 -59.549 -1.353 186124113
7.070 2.551 -37.213 -1.837 186124113
7.080 2.503 -13.031 -2.088 186124113
7.090 2.450 -2.296 -2.165 186124113
7.100 2.440 -14.671 -2.250 186124113
7.110 2.501 -2.237 -2.334 186124113
7.120 2.501 3.909 -2.326 186124113
7.130 2.651 31.929 -2.147 186124113
7.140 2.787 70.947 -1.632 186124113
7.150 2.981 83.295 -0.861 186124113
7.160 3.167 69.311 -0.098 186124113
7.170 3.461 112.475 0.811 186124113
7.180 3.704 114.431 1.945 186124113
7.190 3.996 170.509 3.370 186124113
7.200 4.321 142.964 4.937 186124113
7.210 4.718 118.008 6.242 186124113
7.220 5.123 182.720 7.746 186124113
7.230 5.368 127.275 9.296 186124113
7.240 5.672 131.975 10.592 186124113
7.250 5.760 199.068 12.247 186124113
7.260 5.914 216.996 14.327 186124113
7.270 6.036 64.693 15.736 186124113
7.280 6.152 57.741 16.348 186124113
7.290 6.194 59.169 16.932 186124113
7.300 6.293 53.070 17.494 186124113
7.310 6.267 36.677 17.942 186124113
7.320 6.322 47.226 18.362 186124113
7.330 6.360 14.867 18.672 186124113
7.340 6.391 -21.522 18.639 186124113
7.350 6.303 -37.671 18.343 186124113
7.360 6.292 -30.735 18.001 186124113
7.370 6.222 -69.585 17.499 186124113
7.380 6.110 -34.440 16.979 186124113
7.390 6.026 -35.099 16.632 186124113
7.400 5.939 -39.502 16.259 186124113
7.410 5.838 -42.728 15.848 186124113
7.420 5.750 -55.680 15.355 186124113
7.430 5.701 -70.292 14.726 186124113
7.440 5.619 -43.617 14.156 186124113
7.450 5.484 -51.966 13.678 186124113
7.460 5.385 -41.919 13.209 186124113
7.470 5.320 -40.063 12.799 186124113
7.480 5.217 -65.185 12.273 186124113
7.490 5.093 -52.018 11.687 186124113
7.500 5.024 -64.879 11.102 186124113
7.510 4.924 -69.393 10.431 186124113
7.520 4.805 -44.736 9.860 186124113
7.530 4.763 -37.191 9.450 186124113
7.540 4.643 -43.844 9.045 186124113
7.550 4.537 -49.628 8.578 186124113
7.560 4.470 -28.256 8.189 186124113
7.570 4.405 -39.408 7.850 186124113
7.580 4.322 -31.276 7.497 186124113
7.590 4.197 -12.784 7.276 186124113
7.600 4.214 -30.865 7.058 186124113
7.610 4.122 -23.132 6.788 186124113
7.620 4.093 -48.945 6.428 186124113
7.630 4.029 -23.447 6.066 186124113
7.640 3.972 -23.214 5.833 186124113
7.650 3.943 -27.784 5.578 186124113
7.660 3.932 -6.146 5.408 186124113
7.670 3.959 9.814 5.426 186124113
7.680 3.959 3.788 5.494 186124113
7.690 4.012 23.989 5.633 186124113
7.700 4.115 37.945 5.943 186124113
7.710 4.237 28.273 6.274 186124113
7.720 4.320 85.497 6.843 186124113
7.730 4.457 56.278 7.552 186124113
7.740 4.588 61.913 8.143 186124113
7.750 4.740 45.189 8.678 186124113
7.760 4.818 61.398 9.211 186124113
7.770 4.977 23.612 9.636 186124113
7.780 5.059 51.826 10.013 186124113
7.790 5.123 49.273 10.519 186124113
7.800 5.259 8.602 10.808 186124113
7.810 5.303 63.213 11.167 186124113
7.820 5.375 20.216 11.584 186124113
7.830 5.473 15.406 11.763 186124113
7.840 5.536 50.469 12.092 186124113
7.850 5.550 37.760 12.533 186124113
7.860 5.640 38.638 12.915 186124113
7.870 5.645 18.406 13.200 186124113
7.880 5.647 -10.247 13.241 186124113
7.890 5.685 -14.053 13.120 186124113
7.900 5.650 8.993 13.094 186124113
7.910 5.654 3.579 13.157 186124113
7.920 5.603 -32.043 13.015 186124113
7.930 5.546 -27.194 12.719 186124113
7.940 5.482 -73.485 12.215 186124113
7.950 5.382 -18.058 11.757 186124113
7.960 5.302 -34.083 11.497 186124113
7.970 5.260 -34.292 11.155 186124113
7.980 5.172 -44.038 10.763 186124113
7.990 5.054 -44.211 10.322 186124113
8.000 4.997 -36.286 9.920 186124113
8.010 4.924 -32.651 9.575 186124113
8.020 4.810 -47.990 9.172 186124113
8.030 4.749 -30.356 8.780 186124113
8.040 4.726 -37.557 8.440 186124113
8.050 4.652 -51.735 7.994 186124113
8.060 4.579 -0.439 7.733 186124113
8.070 4.542 -10.351 7.679 186124113
8.080 4.507 -9.471 7.580 186124113
8.090 4.502 -7.978 7.493 186124113
8.100 4.511 -2.853 7.439 186124113
8.110 4.512 3.881 7.444 186124113
8.120 4.522 -24.828 7.339 186124113
8.130 4.564 -2.779 7.201 186124113
8.140 4.609 18.473 7.279 186124113
8.150 4.605 40.854 7.576 186124113
8.160 4.676 37.919 7.970 186124113
8.170 4.790 52.527 8.422 186124113
8.180 4.819 15.370 8.762 186124113
8.190 4.917 15.127 8.914 186124113
8.200 5.002 26.863 9.124 186124113
8.210 4.996 45.044 9.484 186124113
8.220 5.092 -0.339 9.707 186124113
8.230 5.161 40.760 9.909 186124113
8.240 5.220 37.857 10.302 186124113
8.250 5.276 37.724 10.680 186124113
8.260 5.329 -0.658 10.866 186124113
8.270 5.335 22.907 10.977 186124113
8.280 5.333 12.002 11.151 186124113
8.290 5.352 32.387 11.373 186124113
8.300 5.392 -3.673 11.517 186124113
8.310 5.389 -3.882 11.479 186124113
8.320 5.359 8.798 11.504 186124113
8.330 5.302 -5.537 11.520 186124113
8.340 5.232 -2.585 11.479 186124113
8.350 5.196 -19.453 11.369 186124113
8.360 5.195 -6.131 11.241 186124113
8.370 5.152 -8.789 11.167 186124113
8.380 5.084 -35.313 10.946 186124113
8.390 5.078 -12.954 10.705 186124113
8.400 5.060 -23.159 10.524 186124113
8.410 4.961 -50.154 10.158 186124113
8.420 4.912 -38.751 9.713 186124113
8.430 4.855 -16.533 9.437 186124113
8.440 4.827 -29.055 9.209 186124113
8.450 4.771 -28.336 8.922 186124113
8.460 4.760 -17.305 8.694 186124113
8.470 4.736 4.476 8.629 186124113
8.480 4.728 -15.030 8.577 186124113
8.490 4.732 -5.328 8.475 186124113
8.500 4.730 5.647 8.477 186124113
8.510 4.715 -20.353 8.403 186124113
8.520 4.756 24.794 8.425 186124113
8.530 4.795 27.017 8.684 186124113
8.540 4.794 -9.664 8.771 186124113
8.550 4.799 10.155 8.773 186124113
8.560 4.864 23.985 8.944 186124113
8.570 4.878 -0.886 9.060 186124113
8.580 4.918 17.732 9.144 186124113
8.590 4.967 34.311 9.404 186124113
8.600 5.002 16.315 9.657 186124113
8.610 5.009 35.829 9.918 186124113
8.620 5.134 5.875 10.126 186124113
8.630 5.126 1.470 10.163 186124113
8.640 5.161 10.337 10.222 186124113
8.650 5.162 10.415 10.326 186124113
8.660 5.181 7.849 10.417 186124113
8.670 5.207 9.110 10.502 186124113
8.680 5.232 10.723 10.601 186124113
8.690 5.214 34.169 10.826 186124113
8.700 5.197 -3.788 10.978 186124113
8.710 5.220 6.738 10.992 186124113
8.720 5.198 -10.038 10.976 186124113
8.730 5.166 -27.474 10.788 186124113
8.740 5.120 -12.473 10.589 186124113
8.750 5.151 -13.296 10.460 186124113
8.760 5.071 8.351 10.435 186124113
8.770 5.033 -13.265 10.410 186124113
8.780 5.034 -15.135 10.268 186124113
8.790 5.028 -11.724 10.134 186124113
8.800 4.950 -4.832 10.051 186124113
8.810 4.959 -2.226 10.016 186124113
8.820 4.877 2.592 10.018 186124113
8.830 4.858 -35.495 9.853 186124113
8.840 4.874 -8.739 9.632 186124113
8.850 4.854 0.236 9.590 186124113
8.860 4.845 -17.994 9.501 186124113
8.870 4.822 -9.671 9.363 186124113
8.880 4.870 19.419 9.411 186124113
8.890 4.816 -24.810 9.384 186124113
8.900 4.835 -5.195 9.234 186124113
8.910 4.853 9.713 9.257 186124113
8.920 4.854 20.105 9.406 186124113
8.930 4.840 17.792 9.595 186124113
8.940 4.882 3.660 9.703 186124113
8.950 4.919 20.964 9.826 186124113
8.960 4.908 23.982 10.051 186124113
8.970 4.959 14.619 10.244 186124113
8.980 4.993 24.668 10.440 186124113
8.990 5.059 -2.299 10.552 186124113
9.000 5.013 27.892 10.680 186124113
9.010 5.057 11.217 10.875 186124113
9.020 5.088 22.943 11.046 186124113
9.030 5.096 4.834 11.185 186124113
9.040 5.100 26.284 11.341 186124113
9.050 5.125 13.356 11.539 186124113
9.060 5.173 -29.606 11.458 186124113
9.070 5.161 -21.191 11.204 186124113
9.080 5.142 13.437 11.165 186124113
9.090 5.158 -17.219 11.146 186124113
9.100 5.152 -8.948 11.015 186124113
9.110 5.139 -22.530 10.858 186124113
9.120 5.116 8.991 10.790 186124113
9.130 5.077 -13.027 10.770 186124113
9.140 5.095 -5.235 10.678 186124113
9.150 5.077 -6.479 10.620 186124113
9.160 5.013 -44.341 10.366 186124113
9.170 5.036 -22.538 10.031 186124113
9.180 4.996 5.189 9.945 186124113
9.190 4.958 -11.515 9.913 186124113
9.200 4.934 -4.507 9.833 186124113
9.210 4.938 -3.655 9.792 186124113
9.220 4.904 -30.284 9.622 186124113
9.230 4.912 5.404 9.498 186124113
9.240 4.913 9.051 9.570 186124113
9.250 4.911 -2.262 9.604 186124113
9.260 4.920 -16.405 9.511 186124113
9.270 4.888 12.723 9.492 186124113
9.280 4.844 -3.414 9.539 186124113
9.290 4.861 -16.291 9.440 186124113
9.300 4.919 24.556 9.482 186124113
9.310 4.904 1.043 9.610 186124113
9.320 4.924 -10.888 9.561 186124113
9.330 4.935 -18.728 9.413 186124113
9.340 4.958 20.902 9.423 186124113
9.350 4.947 20.027 9.628 186124113
9.360 4.964 14.124 9.799 186124113
9.370 4.964 21.796 9.978 186124113
9.380 4.999 7.196 10.123 186124113
9.390 5.034 -16.367 10.077 186124113
9.400 5.051 19.918 10.095 186124113
9.410 5.030 -0.596 10.192 186124113
9.420 5.062 2.164 10.200 186124113
9.430 5.049 21.549 10.318 186124113
9.440 5.062 -10.521 10.373 186124113
9.450 5.073 -13.121 10.255 186124113
9.460 5.111 -0.130 10.189 186124113
9.470 5.069 -12.236 10.127 186124113
9.480 5.072 -6.956 10.031 186124113
9.490 5.075 -17.167 9.911 186124113
9.500 5.103 0.809 9.829 186124113
9.510 5.064 -16.619 9.750 186124113
9.520 5.103 -18.364 9.575 186124113
9.530 5.074 18.684 9.576 186124113
9.540 5.046 6.673 9.703 186124113
9.550 5.055 -16.587 9.654 186124113
9.560 5.021 -7.407 9.534 186124113
9.570 5.008 4.381 9.519 186124113
9.580 5.000 12.782 9.604 186124113
9.590 4.984 -0.762 9.664 186124113
9.600 4.962 10.192 9.712 186124113
9.610 4.999 -13.054 9.697 186124113
9.620 5.013 16.951 9.717 186124113
9.630 4.941 -7.761 9.763 186124113
9.640 4.964 -24.388 9.602 186124113
9.650 4.959 3.642 9.498 186124113
9.660 4.930 7.335 9.553 186124113
9.670 4.924 14.144 9.661 186124113
9.680 4.940 6.426 9.763 186124113
9.690 4.925 12.153 9.856 186124113
9.700 4.931 2.605 9.930 186124113
9.710 4.942 -13.574 9.875 186124113
9.720 4.949 1.766 9.816 186124113
9.730 4.943 2.940 9.840 186124113
9.740 4.973 3.089 9.870 186124113
9.750 4.951 33.132 10.051 186124113
9.760 4.945 20.336 10.318 186124113
9.770 4.968 -4.864 10.396 186124113
9.780 5.007 3.165 10.387 186124113
9.790 4.965 30.938 10.558 186124113
9.800 5.009 23.711 10.831 186124113
9.810 5.005 6.236 10.981 186124113
9.820 5.011 28.398 11.154 186124113
9.830 5.009 12.441 11.358 186124113
9.840 5.047 -19.423 11.323 186124113
9.850 5.023 11.216 11.282 186124113
9.860 5.000 38.916 11.533 186124113
9.870 5.044 -16.066 11.647 186124113
9.880 5.087 5.801 11.596 186124113
9.890 5.032 -5.204 11.599 186124113
9.900 5.050 5.512 11.600 186124113
9.910 5.060 -9.819 11.579 186124113
9.920 5.037 5.361 11.556 186124113
9.930 5.079 -27.661 11.445 186124113
9.940 5.090 -4.843 11.282 186124113
9.950 5.050 44.225 11.479 186124113
9.960 5.008 -0.995 11.695 186124113
9.970 5.038 -3.119 11.675 186124113
9.980 5.052 -15.206 11.583 186124113
9.990 4.996 17.511 11.595 186124113
10.000 5.015 -11.584 11.624 186124113
10.010 5.008 0.525 11.569 186124113
10.020 5.002 -11.636 11.514 186124113
10.030 4.992 7.880 11.495 186124113
10.040 4.988 -27.414 11.397 186124113
10.050 4.944 -7.601 11.222 186124113
10.060 4.919 5.409 11.211 186124113
10.070 4.965 9.646 11.286 186124113
10.080 4.943 -2.126 11.324 186124113
10.090 4.914 -20.331 11.212 186124113
10.100 4.957 -11.456 11.053 186124113
10.110 4.957 -17.436 10.908 186124113
10.120 4.965 -26.674 10.688 186124113
10.130 4.997 23.282 10.671 186124113
10.140 4.966 18.894 10.882 186124113
10.150 4.940 -25.139 10.850 186124113
10.160 4.998 -8.452 10.682 186124113
10.170 4.983 20.530 10.743 186124113
10.180 5.023 8.502 10.888 186124113
10.190 5.001 -14.032 10.860 186124113
10.200 5.029 18.519 10.883 186124113
10.210 4.993 15.642 11.054 186124113
10.220 5.009 -11.917 11.072 186124113
10.230 5.010 14.422 11.085 186124113
10.240 4.975 14.620 11.230 186124113
10.250 4.966 -18.418 11.211 186124113
10.260 5.070 0.184 11.120 186124113
10.270 5.022 -3.742 11.102 186124113
10.280 5.027 9.091 11.129 186124113
10.290 5.045 -2.674 11.161 186124113
10.300 5.037 -27.975 11.008 186124113
10.310 5.060 -14.774 10.794 186124113
10.320 5.016 5.932 10.750 186124113
10.330 5.029 9.829 10.828 186124113
10.340 5.011 -2.451 10.865 186124113
10.350 5.004 4.315 10.875 186124113
10.360 5.029 -11.555 10.838 186124113
10.370 4.972 3.550 10.798 186124113
10.380 4.972 12.458 10.878 186124113
10.390 5.017 3.635 10.959 186124113
10.400 4.999 7.280 11.013 186124113
10.410 4.983 5.728 11.078 186124113
10.420 4.997 -1.375 11.100 186124113
10.430 4.970 -21.445 10.986 186124113
10.440 4.968 -9.992 10.829 186124113
10.450 4.991 -15.303 10.702 186124113
10.460 5.014 -7.091 10.590 186124113
10.470 4.990 -1.817 10.546 186124113
10.480 4.995 15.065 10.612 186124113
10.490 4.993 -18.736 10.594 186124113
10.500 5.022 -3.151 10.484 186124113
10.510 5.021 2.449 10.481 186124113
10.520 5.039 -4.562 10.470 186124113
10.530 5.000 6.479 10.480 186124113
10.540 4.982 -11.702 10.454 186124113
10.550 4.993 2.691 10.409 186124113
10.560 4.975 5.108 10.448 191134073
10.570 4.983 -37.742 10.285 191134073
10.580 5.074 -6.203 10.065 191134073
10.590 5.177 41.405 10.241 191134073
10.600 5.346 27.085 10.583 191134073
10.610 5.418 76.233 11.100 191134073
10.620 5.656 152.327 12.243 191134073
10.630 6.133 246.617 14.237 191134073
10.640 6.717 285.820 16.900 191134073
10.650 7.432 484.827 20.753 191134073
10.660 8.238 860.929 27.482 191134073
10.670 8.576 835.195 35.962 191134073
10.680 10.522 877.696 44.527 191134073
10.690 11.726 1282.145 55.326 191134073
10.700 13.034 1433.064 68.901 191134073
10.710 15.095 1302.882 82.580 191134073
10.720 16.630 1567.922 96.937 191134073
10.730 18.023 1655.217 113.050 191134073
10.740 20.073 1327.767 127.966 191134073
10.750 21.410 1095.212 140.080 191134073
10.760 22.429 1245.706 151.784 191134073
10.770 23.276 1192.027 163.974 191134073
10.780 24.155 760.868 173.738 191134073
10.790 24.586 535.653 180.220 191134073
10.800 25.044 327.193 184.535 191134073
10.810 24.185 89.062 186.616 191134073
10.820 24.543 -47.319 186.825 191134073
10.830 22.939 -229.713 185.439 191134073
10.840 23.569 -496.638 181.807 191134073
10.850 22.209 -486.928 176.890 191134073
10.860 22.211 -542.756 171.742 191134073
10.870 21.283 -425.789 166.898 191134073
10.880 20.483 -403.485 162.752 191134073
10.890 19.858 -436.064 158.555 191134073
10.900 19.222 -408.674 154.331 191134073
10.910 18.716 -412.559 150.225 191134073
10.920 18.159 -371.757 146.303 191134073
10.930 17.736 -393.886 142.475 191134073
10.940 17.176 -373.780 138.637 191134073
10.950 16.715 -364.877 134.944 191134073
10.960 16.272 -390.644 131.166 191134073
10.970 15.805 -371.549 127.355 191134073
10.980 15.458 -330.308 123.846 191134073
10.990 15.061 -359.357 120.398 191134073
11.000 14.536 -370.865 116.747 191134073
11.010 14.180 -332.779 113.228 191134073
11.020 13.855 -307.439 110.027 191134073
11.030 13.524 -282.922 107.075 191134073
11.040 13.294 -280.162 104.260 191134073
11.050 12.848 -264.403 101.537 191134073
11.060 12.570 -245.850 98.986 191134073
11.070 12.297 -253.720 96.487 191134073
11.080 12.209 -240.781 94.016 191134073
11.090 12.063 -192.190 91.851 191134073
11.100 11.904 -166.017 90.060 191134073
11.110 11.733 -132.410 88.567 191134073
11.120 11.495 -105.052 87.380 191134073
11.130 11.367 -109.121 86.310 191134073
11.140 11.402 -93.615 85.296 191134073
11.150 11.472 -37.241 84.642 191134073
11.160 11.497 1.734 84.464 191134073
11.170 11.430 56.821 84.757 191134073
11.180 11.398 101.553 85.549 191134073
11.190 11.834 179.747 86.955 191134073
11.200 11.930 185.177 88.780 191134073
11.210 12.680 304.511 91.228 191134073
11.220 12.961 379.312 94.648 191134073
11.230 13.595 407.794 98.583 191134073
11.240 13.815 502.476 103.134 191134073
11.250 14.490 378.848 107.541 191134073
11.260 15.074 492.807 111.899 191134073
11.270 15.592 481.038 116.768 191134073
11.280 16.166 363.974 120.993 191134073
11.290 16.517 341.002 124.518 191134073
11.300 16.955 305.129 127.748 191134073
11.310 17.328 271.079 130.629 191134073
11.320 17.477 200.596 132.988 191134073
11.330 17.773 105.286 134.517 191134073
11.340 18.052 97.151 135.529 191134073
11.350 18.248 142.087 136.726 191134073
11.360 18.143 17.049 137.521 191134073
11.370 17.738 -28.374 137.465 191134073
11.380 17.755 -66.746 136.989 191134073
11.390 17.655 -114.032 136.085 191134073
11.400 17.503 -129.444 134.868 191134073
11.410 17.445 -187.648 133.282 191134073
11.420 17.109 -206.785 131.310 191134073
11.430 16.918 -193.761 129.307 191134073
11.440 16.613 -170.817 127.484 191134073
11.450 16.341 -170.720 125.777 191134073
11.460 16.041 -194.134 123.952 191134073
11.470 15.777 -199.186 121.986 191134073
11.480 15.569 -193.691 120.021 191134073
11.490 15.304 -202.947 118.038 191134073
11.500 14.908 -215.610 115.946 191134073
11.510 14.662 -234.945 113.693 191134073
11.520 14.469 -193.635 111.550 191134073
11.530 14.169 -195.582 109.604 191134073
11.540 13.949 -170.417 107.774 191134073
11.550 13.752 -139.492 106.224 191134073
11.560 13.556 -118.636 104.934 191134073
11.570 13.323 -128.818 103.697 191134073
11.580 12.668 -169.327 102.206 191134073
11.590 12.410 -237.465 100.172 191134073
11.600 11.988 -274.416 97.613 191134073
11.610 12.163 -310.913 94.686 191134073
11.620 11.789 -303.277 91.615 191134073
11.630 11.402 -300.156 88.598 191134073
11.640 11.119 -283.086 85.682 191134073
11.650 10.845 -286.230 82.835 191134073
11.660 10.529 -291.458 79.946 191134073
11.670 10.215 -272.957 77.125 191134073
11.680 10.032 -265.183 74.433 191134073
11.690 9.731 -287.493 71.670 191134073
11.700 9.495 -292.645 68.770 191134073
11.710 9.306 -293.806 65.838 191134073
11.720 9.072 -265.219 63.042 191134073
11.730 8.804 -271.970 60.357 191134073
11.740 8.633 -282.888 57.582 191134073
11.750 8.448 -240.763 54.964 191134073
11.760 8.192 -258.051 52.470 191134073
11.770 8.001 -239.842 49.981 191134073
11.780 7.828 -233.647 47.613 191134073
11.790 7.610 -242.114 45.234 191134073
11.800 7.501 -242.185 42.813 191134073
11.810 7.271 -232.453 40.440 191134073
11.820 7.092 -218.892 38.183 191134073
11.830 6.913 -211.352 36.031 191134073
11.840 6.768 -236.876 33.791 191134073
11.850 6.597 -219.102 31.511 191134073
11.860 6.357 -198.085 29.424 191134073
11.870 6.199 -210.442 27.382 191134073
11.880 6.005 -197.014 25.345 191134073
11.890 5.836 -203.020 23.345 191134073
11.900 5.632 -205.819 21.301 191134073
11.910 5.429 -184.250 19.350 191134073
11.920 5.217 -198.863 17.434 191134073
11.930 5.059 -170.781 15.587 191134073
11.940 4.793 -178.333 13.841 191134073
11.950 4.600 -162.735 12.136 191134073
11.960 4.411 -161.507 10.515 191134073
11.970 4.195 -149.120 8.961 191134073
11.980 3.937 -149.328 7.469 191134073
11.990 3.776 -134.120 6.052 191134073
12.000 3.516 -135.202 4.705 191134073
12.010 3.308 -101.895 3.519 191134073
12.020 3.137 -81.955 2.600 191134073
12.030 2.948 -73.562 1.823 191134073
12.040 2.774 -64.225 1.134 191134073
12.050 2.750 -48.202 0.572 191134073
12.060 2.595 -65.873 0.002 191134073
12.070 2.524 -49.513 -0.575 191134073
12.080 2.500 -20.137 -0.924 191134073
12.090 2.466 -29.565 -1.172 191134073
12.100 2.413 -35.435 -1.497 191134073
12.110 2.463 -22.050 -1.785 191134073
12.120 2.517 13.103 -1.829 191134073
12.130 2.625 0.533 -1.761 191134073
12.140 2.800 60.751 -1.455 191134073
12.150 3.047 77.582 -0.763 191134073
12.160 3.171 151.087 0.381 191134073
12.170 3.443 79.477 1.533 191134073
12.180 3.732 119.459 2.528 191134073
12.190 3.968 97.037 3.610 191134073
12.200 4.343 138.712 4.789 191134073
12.210 4.736 131.490 6.140 191134073
12.220 5.071 133.972 7.467 191134073
12.230 5.349 124.929 8.762 191134073
12.240 5.575 254.982 10.661 191134073
12.250 5.816 222.843 13.050 191134073
12.260 5.929 271.255 15.521 191134073
12.270 6.012 126.429 17.509 191134073
12.280 6.174 58.627 18.434 191134073
12.290 6.230 39.228 18.924 191134073
12.300 6.313 34.195 19.291 191134073
12.310 6.374 27.650 19.600 191134073
12.320 6.346 27.111 19.874 191134073
12.330 6.424 -3.275 19.993 191134073
12.340 6.370 -2.256 19.965 191134073
12.350 6.314 -21.583 19.846 191134073
12.360 6.261 -40.086 19.538 191134073
12.370 6.208 -44.199 19.116 191134073
12.380 6.125 -62.433 18.583 191134073
12.390 6.051 -68.743 17.927 191134073
12.400 5.996 -78.898 17.189 191134073
12.410 5.894 -62.224 16.483 191134073
12.420 5.791 -72.913 15.808 191134073
12.430 5.693 -55.897 15.164 191134073
12.440 5.598 -43.341 14.668 191134073
12.450 5.531 -63.943 14.131 191134073
12.460 5.432 -51.151 13.556 191134073
12.470 5.275 -69.938 12.950 191134073
12.480 5.230 -109.279 12.054 191134073
12.490 5.138 -82.549 11.095 191134073
12.500 4.962 -86.991 10.247 191134073
12.510 4.892 -62.456 9.500 191134073
12.520 4.842 -60.975 8.883 191134073
12.530 4.704 -72.460 8.216 191134073
12.540 4.613 -60.340 7.552 191134073
12.550 4.556 -68.898 6.906 191134073
12.560 4.437 -39.165 6.365 191134073
12.570 4.349 -19.405 6.072 191134073
12.580 4.318 -58.662 5.682 191134073
12.590 4.239 -44.356 5.167 191134073
12.600 4.146 -42.233 4.734 191134073
12.610 4.098 -47.908 4.283 191134073
12.620 4.048 -0.623 4.041 191134073
12.630 3.976 -21.638 3.929 191134073
12.640 3.921 -47.889 3.582 191134073
12.650 3.968 -23.369 3.225 191134073
12.660 3.899 -28.247 2.967 191134073
12.670 3.906 -19.251 2.730 191134073
12.680 3.984 -18.294 2.542 191134073
12.690 4.029 16.336 2.532 191134073
12.700 4.070 28.028 2.754 191134073
12.710 4.260 14.572 2.967 191134073
