# Captured 2020-06-18 16:24:23.544555 by jlebar
# Built at revision a4c6d043 (dirty)
#
# Ventilator was run attached to QuickLung at covent preset #1 (but with lung
# compliance = 10 ml/cmH2O, that's just how it was set).
#
# I then turned the lung's linear compliance knob from Rp = 20 to Off, blocking
# most of the flow.  I left it there for a few second and turned it back to
# Rp = 20.
time(sec)  pressure  net_flow  flow_uncorrected  pc_setpoint
10.930  5.410  -51.823  -24.746  5.000
10.940  8.439  -37.206  -10.129  5.000
10.950  4.034  -86.409  -59.332  5.000
10.960  0.441  -25.654  1.423  5.000
10.970  4.552  17.276  44.354  5.000
10.980  7.625  -40.885  -13.807  5.000
10.990  4.109  -56.597  -29.519  5.000
11.000  0.235  16.007  43.084  5.000
11.010  4.700  12.825  39.902  5.000
11.020  7.442  -24.152  2.925  5.000
11.030  4.150  -40.259  -13.182  5.000
11.040  0.080  44.032  71.109  5.000
11.050  4.665  24.050  51.128  5.000
11.060  7.597  -43.419  -16.341  5.000
11.070  4.262  -57.699  -30.621  5.000
11.080  0.047  72.020  99.097  5.000
11.090  4.519  28.444  55.522  5.000
11.100  7.587  -41.517  -14.440  5.000
11.110  4.463  -50.934  -23.857  5.000
11.120  0.481  31.613  58.691  5.000
11.130  4.351  48.460  75.537  5.000
11.140  7.463  -48.824  -21.747  5.000
11.150  4.614  -83.828  -56.751  5.000
11.160  0.730  73.426  100.503  5.000
11.170  4.141  36.118  63.196  5.000
11.180  7.364  -45.680  -18.603  5.000
11.190  4.964  -81.768  -54.690  5.000
11.200  0.990  60.684  87.761  5.000
11.210  3.335  86.274  113.352  5.000
11.220  6.600  56.683  83.760  5.000
11.230  7.186  -10.456  16.621  5.000
11.240  3.352  -87.982  -60.905  5.000
11.250  -0.267  82.479  109.557  5.000
11.260  5.038  15.609  42.686  5.000
11.270  7.633  -34.616  -7.538  5.000
11.280  4.137  -46.014  -18.937  5.000
11.290  0.002  49.567  76.644  5.000
11.300  4.894  -1.950  25.127  5.000
11.310  7.622  -41.450  -14.372  5.000
11.320  4.117  -89.824  -62.746  5.000
11.330  0.541  -14.196  12.881  5.000
11.340  4.554  -28.498  -1.421  5.000
11.350  7.965  -42.498  -15.421  5.000
11.360  4.578  -86.847  -59.770  5.000
11.370  0.767  63.607  90.685  5.000
11.380  4.007  32.148  59.225  5.000
11.390  7.602  -32.679  -5.602  5.000
11.400  6.182  -79.586  -52.509  5.000
11.410  2.790  -128.402  -101.324  5.000
11.420  1.533  31.581  58.659  5.000
11.430  5.578  -1.187  25.891  5.000
11.440  8.370  -9.469  17.608  5.000
11.450  4.180  -60.323  -33.245  5.000
11.460  0.726  26.354  53.431  5.000
11.470  4.412  -29.880  -2.802  5.000
11.480  8.335  -67.140  -40.063  5.000
11.490  4.874  -106.630  -79.552  5.000
11.500  1.487  -41.521  -14.444  5.000
11.510  3.740  45.881  72.959  5.000
11.520  7.401  0.076  27.153  5.000
11.530  7.092  -56.036  -28.958  5.000
11.540  2.780  -65.210  -38.132  5.000
11.550  0.462  18.164  45.241  5.000
11.560  4.967  12.642  39.720  5.000
11.570  7.570  -59.932  -32.854  5.000
11.580  4.303  -73.396  -46.318  5.000
11.590  0.413  44.754  71.832  5.000
11.600  4.648  -16.535  10.543  5.000
11.610  8.042  -26.334  0.744  5.000
11.620  4.653  -72.081  -45.003  5.000
11.630  0.897  39.327  66.404  5.000
11.640  3.983  14.681  41.758  5.000
11.650  8.089  -30.034  -2.957  5.000
11.660  6.634  -75.180  -48.103  5.000
11.670  2.888  -80.419  -53.342  5.000
11.680  0.753  2.321  29.399  5.000
11.690  5.179  10.472  37.549  5.000
11.700  8.118  -34.918  -7.841  5.000
11.710  4.168  -92.747  -65.670  5.000
11.720  0.566  24.490  51.567  5.000
11.730  4.798  -5.071  22.007  5.000
11.740  8.202  -52.347  -25.269  5.000
11.750  4.669  -96.575  -69.497  5.000
11.760  0.666  2.283  29.360  5.000
11.770  4.020  30.542  57.620  5.000
11.780  8.381  -48.862  -21.785  5.000
11.790  6.749  -40.322  -43.677  6.000
11.800  3.054  7.127  3.773  7.000
11.810  2.504  29.575  26.221  8.000
11.820  5.717  114.634  111.279  9.000
11.830  10.335  164.165  160.810  10.000
11.840  19.048  323.933  320.578  11.000
11.850  28.319  442.995  439.640  12.000
11.860  32.481  206.194  202.839  13.000
11.870  31.561  -151.890  -155.245  14.000
11.880  22.598  -290.809  -294.164  15.000
11.890  15.387  -61.033  -64.388  15.000
11.900  10.397  -125.658  -129.013  15.000
11.910  7.406  51.781  48.426  15.000
11.920  6.633  -13.429  -16.784  15.000
11.930  8.717  384.356  381.001  15.000
11.940  27.081  1100.682  1097.327  15.000
11.950  39.833  460.639  457.285  15.000
11.960  39.905  154.918  151.563  15.000
11.970  39.915  -36.365  -39.720  15.000
11.980  38.798  -142.720  -146.075  15.000
11.990  29.487  -35.872  -39.227  15.000
12.000  21.828  -121.201  -124.555  15.000
12.010  15.718  -161.131  -164.486  15.000
12.020  11.211  -96.564  -99.918  15.000
12.030  8.260  -14.976  -18.331  15.000
12.040  7.300  43.954  40.600  15.000
12.050  8.558  93.138  89.783  15.000
12.060  14.201  77.973  74.619  15.000
12.070  23.837  209.764  206.409  15.000
12.080  25.968  206.027  202.672  15.000
12.090  22.572  -372.313  -375.668  15.000
12.100  15.998  -1.794  -5.148  15.000
12.110  11.660  -190.756  -194.111  15.000
12.120  8.434  -20.136  -23.491  15.000
12.130  7.410  45.481  42.127  15.000
12.140  8.576  73.535  70.180  15.000
12.150  14.130  107.221  103.867  15.000
12.160  23.930  241.956  238.601  15.000
12.170  26.055  118.360  115.006  15.000
12.180  22.325  -308.556  -311.911  15.000
12.190  16.011  -24.562  -27.917  15.000
12.200  11.733  -203.285  -206.640  15.000
12.210  8.552  -4.373  -7.728  15.000
12.220  7.535  10.906  7.551  15.000
12.230  8.730  78.467  75.113  15.000
12.240  14.248  103.328  99.973  15.000
12.250  24.010  217.676  214.321  15.000
12.260  25.965  98.730  95.375  15.000
12.270  22.011  -199.983  -203.338  15.000
12.280  15.897  -171.645  -174.999  15.000
12.290  11.721  -115.276  -118.631  15.000
12.300  8.633  -39.891  -43.246  15.000
12.310  7.648  41.157  37.802  15.000
12.320  8.874  94.416  91.061  15.000
12.330  14.438  107.259  103.905  15.000
12.340  24.021  229.681  226.326  15.000
12.350  25.561  154.482  151.128  15.000
12.360  21.573  -72.280  -75.634  15.000
12.370  15.726  -114.823  -118.177  15.000
12.380  11.632  -193.121  -196.476  15.000
12.390  8.730  -55.489  -58.844  15.000
12.400  7.793  40.840  37.486  15.000
12.410  9.037  57.365  54.010  15.000
12.420  14.540  94.820  91.466  15.000
12.430  24.271  225.368  222.014  15.000
12.440  25.621  95.620  92.265  15.000
12.450  21.431  -104.466  -107.820  15.000
12.460  15.655  -20.829  -24.184  15.000
12.470  11.629  -185.064  -188.419  15.000
12.480  8.822  -52.460  -55.814  15.000
12.490  7.997  14.766  11.411  15.000
12.500  9.313  55.317  51.962  15.000
12.510  14.708  119.325  115.971  15.000
12.520  24.120  259.760  256.406  15.000
12.530  25.726  111.022  107.668  15.000
12.540  21.177  25.792  22.437  15.000
12.550  15.738  -13.288  -16.643  15.000
12.560  11.675  -197.053  -200.408  15.000
12.570  8.964  -71.503  -74.857  15.000
12.580  8.101  28.189  24.834  15.000
12.590  9.358  85.539  82.185  15.000
12.600  14.873  135.854  132.499  15.000
12.610  24.391  224.833  221.478  15.000
12.620  25.432  201.426  198.071  15.000
12.630  21.265  -51.988  -55.342  15.000
12.640  15.589  134.514  131.160  15.000
12.650  11.701  -189.238  -192.593  15.000
12.660  9.051  -68.699  -72.053  15.000
12.670  8.306  8.696  5.341  15.000
12.680  9.662  66.711  63.356  15.000
12.690  15.023  109.050  105.696  15.000
12.700  24.547  231.531  228.176  15.000
12.710  25.676  265.035  261.680  15.000
12.720  21.265  -110.441  -113.796  15.000
12.730  15.755  137.064  133.710  15.000
12.740  11.886  -190.935  -194.289  15.000
12.750  9.349  -87.908  -91.263  15.000
12.760  8.572  -7.719  -11.074  15.000
12.770  9.787  79.588  76.233  15.000
12.780  15.313  140.765  137.410  15.000
12.790  24.661  250.129  246.774  5.000
12.800  25.433  39.406  36.051  5.000
12.810  16.393  -204.400  -207.755  5.000
12.820  3.826  -254.770  -258.125  5.000
12.830  -1.573  1.314  -2.041  5.000
12.840  0.248  256.859  253.504  5.000
12.850  1.609  -130.187  -133.542  5.000
12.860  1.119  -72.433  -75.787  5.000
12.870  3.859  -100.266  -103.621  5.000
12.880  7.084  -114.675  -118.030  5.000
12.890  2.227  -152.931  -156.285  5.000
12.900  -1.274  183.293  179.938  5.000
12.910  3.876  -66.343  -69.698  5.000
12.920  7.166  -65.466  -68.820  5.000
12.930  2.245  -129.466  -132.820  5.000
12.940  -1.402  424.490  421.135  5.000
12.950  3.892  32.506  29.151  5.000
12.960  6.718  -81.967  -85.322  5.000
12.970  2.811  -112.598  -115.953  5.000
12.980  -1.292  341.291  337.937  5.000
12.990  3.421  101.926  98.572  5.000
13.000  6.385  -82.526  -85.880  5.000
13.010  3.347  -131.089  -134.444  5.000
13.020  -0.291  -59.018  -62.373  5.000
13.030  2.693  53.443  50.089  5.000
13.040  6.562  -86.840  -90.195  5.000
13.050  5.065  -91.094  -94.449  5.000
13.060  0.107  11.108  7.753  5.000
13.070  0.403  -23.575  -26.930  5.000
13.080  4.097  -0.264  -3.619  5.000
13.090  6.876  -115.278  -118.633  5.000
13.100  4.074  -177.402  -180.757  5.000
13.110  -0.048  15.926  12.571  5.000
13.120  1.890  127.612  124.257  5.000
13.130  6.592  -42.174  -45.528  5.000
13.140  6.944  -66.288  -69.642  5.000
13.150  4.442  -184.288  -187.642  5.000
13.160  0.719  -19.786  -23.141  5.000
13.170  2.513  -1.013  -4.368  5.000
13.180  6.313  -48.149  -51.504  5.000
13.190  5.710  -75.356  -78.711  5.000
13.200  2.880  -191.384  -194.738  5.000
13.210  1.286  -167.807  -171.162  5.000
13.220  5.442  -147.746  -151.100  5.000
13.230  6.648  -129.637  -132.991  5.000
13.240  4.549  -242.789  -246.144  5.000
13.250  2.389  -187.318  -190.673  5.000
13.260  4.770  -233.204  -236.559  5.000
13.270  6.993  -199.508  -202.863  5.000
13.280  4.285  -226.469  -229.824  5.000
13.290  2.922  -198.479  -201.834  5.000
13.300  4.906  -168.309  -171.664  5.000
13.310  6.145  -192.233  -195.588  5.000
13.320  3.848  -331.741  -335.096  5.000
13.330  3.108  -289.347  -292.701  5.000
13.340  4.433  -178.636  -181.991  5.000
13.350  4.813  -86.631  -89.986  5.000
13.360  3.526  -128.861  -132.216  5.000
13.370  3.010  -125.287  -128.642  5.000
13.380  4.258  -63.617  -66.972  5.000
13.390  4.185  -71.044  -74.398  5.000
13.400  3.291  -141.089  -144.444  5.000
13.410  3.618  -90.580  -93.935  5.000
13.420  4.479  -65.558  -68.913  5.000
13.430  3.996  -128.731  -132.085  5.000
13.440  3.685  -161.110  -164.465  5.000
13.450  3.451  -67.211  -70.566  5.000
13.460  3.927  -6.151  -9.506  5.000
13.470  3.981  -84.855  -88.209  5.000
13.480  3.964  -114.072  -117.426  5.000
13.490  3.372  -75.444  -78.799  5.000
13.500  3.360  -8.447  -11.802  5.000
13.510  3.516  46.864  43.509  5.000
13.520  3.533  38.783  35.428  5.000
13.530  3.437  39.516  36.161  5.000
13.540  3.622  34.875  31.520  5.000
13.550  3.696  14.101  10.747  5.000
13.560  3.562  11.024  7.669  5.000
13.570  3.390  34.959  31.604  5.000
13.580  3.707  32.886  29.531  5.000
13.590  3.574  29.728  26.373  5.000
13.600  3.402  93.994  90.639  5.000
13.610  3.566  80.939  77.585  5.000
13.620  3.768  37.246  33.892  5.000
13.630  3.599  32.888  29.534  5.000
13.640  3.901  14.228  10.873  5.000
13.650  3.515  5.369  2.014  5.000
13.660  3.894  10.877  7.522  5.000
13.670  3.711  30.990  27.635  5.000
13.680  4.047  20.335  16.980  5.000
13.690  3.546  -19.021  -22.376  5.000
13.700  3.539  41.688  38.334  5.000
13.710  3.591  71.920  68.565  5.000
13.720  3.796  23.899  20.544  5.000
13.730  3.940  17.459  14.105  5.000
13.740  4.094  -2.063  -5.418  5.000
13.750  4.118  -14.633  -17.988  5.000
13.760  4.014  -23.742  -27.096  5.000
13.770  3.997  -24.233  -27.587  5.000
13.780  3.916  8.365  5.010  5.000
13.790  3.763  27.178  23.824  5.000
13.800  4.087  -2.745  -6.099  5.000
13.810  3.809  -11.130  -14.485  5.000
13.820  3.923  19.670  16.315  5.000
13.830  3.905  42.198  38.843  5.000
13.840  3.684  55.085  51.730  5.000
13.850  3.776  32.495  29.140  5.000
13.860  3.862  33.835  30.480  5.000
13.870  3.691  59.082  55.727  5.000
13.880  3.968  22.961  19.606  5.000
13.890  4.202  36.732  33.377  5.000
13.900  4.285  25.556  22.201  5.000
13.910  3.742  -19.309  -22.663  5.000
13.920  3.614  24.207  20.852  5.000
13.930  3.700  30.663  27.308  5.000
13.940  3.924  28.292  24.937  5.000
13.950  3.998  15.171  11.817  5.000
13.960  4.000  22.208  18.854  5.000
13.970  3.963  49.222  45.867  5.000
13.980  4.226  35.896  32.542  5.000
13.990  3.919  34.867  31.512  5.000
14.000  4.079  -0.154  -3.509  5.000
14.010  3.993  -13.941  -17.296  5.000
14.020  3.983  27.697  24.342  5.000
14.030  4.069  20.699  17.345  5.000
14.040  4.022  -22.480  -25.834  5.000
14.050  4.110  -9.219  -12.574  5.000
14.060  4.002  15.910  12.555  5.000
14.070  3.942  -0.147  -3.502  5.000
14.080  3.925  -7.115  -10.470  5.000
14.090  3.668  22.168  18.814  5.000
14.100  3.943  50.024  46.669  5.000
14.110  4.092  50.317  46.962  5.000
14.120  4.097  18.834  15.480  5.000
14.130  3.865  35.223  31.868  5.000
14.140  3.775  43.843  40.488  5.000
14.150  3.780  56.205  52.851  5.000
14.160  4.135  60.329  56.974  5.000
14.170  4.032  43.440  40.085  5.000
14.180  4.231  1.022  -2.333  5.000
14.190  4.044  5.292  1.938  5.000
14.200  4.009  27.027  23.673  5.000
14.210  4.143  22.224  18.869  5.000
14.220  4.327  -7.018  -10.373  5.000
14.230  4.144  5.544  2.189  5.000
14.240  3.948  39.718  36.363  5.000
14.250  3.447  74.820  71.465  5.000
14.260  3.907  132.629  129.275  5.000
14.270  4.705  86.590  83.235  5.000
14.280  4.333  21.410  18.056  5.000
14.290  4.433  -7.295  -10.650  5.000
14.300  3.980  -23.072  -26.426  5.000
14.310  3.908  46.374  43.019  5.000
14.320  4.006  87.740  84.386  5.000
14.330  4.280  40.166  36.811  5.000
14.340  4.404  0.264  -3.091  5.000
14.350  4.297  12.279  8.925  5.000
14.360  4.189  29.062  25.707  5.000
14.370  3.740  67.019  63.664  5.000
14.380  4.117  53.851  50.497  5.000
14.390  4.792  36.611  33.256  5.000
14.400  4.239  5.434  2.080  5.000
14.410  4.479  4.613  1.258  5.000
14.420  4.207  13.771  10.416  5.000
14.430  4.261  18.774  15.419  5.000
14.440  4.264  10.829  7.475  5.000
14.450  4.265  1.005  -2.349  5.000
14.460  4.278  9.275  5.920  5.000
14.470  4.224  17.024  13.669  5.000
14.480  4.300  43.695  40.340  5.000
14.490  4.441  25.325  21.970  5.000
14.500  4.072  11.990  8.636  5.000
14.510  4.544  1.164  -2.191  5.000
14.520  4.057  33.321  29.966  5.000
14.530  4.309  48.906  45.552  5.000
14.540  4.152  53.000  49.645  5.000
14.550  4.483  24.715  21.361  5.000
14.560  4.453  4.872  1.517  5.000
14.570  4.377  18.283  14.928  5.000
14.580  4.338  9.772  6.417  5.000
14.590  4.388  17.786  14.432  5.000
14.600  4.234  6.240  2.886  5.000
14.610  4.307  32.836  29.481  5.000
14.620  4.198  32.393  29.038  5.000
14.630  4.388  68.964  65.609  5.000
14.640  4.496  23.104  19.749  5.000
14.650  4.456  9.004  5.649  5.000
14.660  4.405  31.527  28.173  5.000
14.670  4.474  19.972  16.618  5.000
14.680  4.521  -31.836  -35.190  5.000
14.690  4.244  15.420  12.066  5.000
14.700  4.470  21.721  18.366  5.000
14.710  4.511  14.061  10.706  5.000
14.720  4.412  18.628  15.274  5.000
14.730  4.520  31.254  27.899  5.000
14.740  4.389  56.799  53.445  5.000
14.750  4.527  52.707  49.353  5.000
14.760  4.741  9.133  5.778  5.000
14.770  4.219  -0.153  -3.507  5.000
14.780  4.486  21.226  17.871  5.000
14.790  4.610  43.426  40.072  5.000
14.800  4.448  13.597  11.580  6.000
14.810  4.180  100.574  98.557  7.000
14.820  5.512  165.704  163.687  8.000
14.830  7.130  247.635  245.618  9.000
14.840  7.115  332.426  330.409  10.000
14.850  9.685  496.892  494.875  11.000
14.860  15.077  690.552  688.534  12.000
14.870  14.459  655.866  653.849  13.000
14.880  11.367  705.120  703.102  14.000
14.890  8.912  547.477  545.459  15.000
14.900  12.112  536.652  534.634  15.000
14.910  15.849  613.746  611.729  15.000
14.920  19.273  629.451  627.433  15.000
14.930  17.393  827.046  825.029  15.000
14.940  14.236  449.437  447.420  15.000
14.950  11.633  266.977  264.960  15.000
14.960  14.807  307.024  305.006  15.000
14.970  18.358  369.078  367.061  15.000
14.980  16.571  420.325  418.308  15.000
14.990  13.615  238.014  235.997  15.000
15.000  13.822  200.117  198.100  15.000
15.010  17.399  272.976  270.959  15.000
15.020  18.976  407.047  405.030  15.000
15.030  15.089  298.180  296.162  15.000
15.040  12.499  446.037  444.019  15.000
15.050  16.615  244.481  242.463  15.000
15.060  19.118  354.742  352.725  15.000
15.070  16.127  596.352  594.335  15.000
15.080  13.853  406.823  404.805  15.000
15.090  16.086  117.980  115.963  15.000
15.100  19.814  199.535  197.517  15.000
15.110  17.045  410.911  408.894  15.000
15.120  15.078  -112.029  -114.046  15.000
15.130  17.295  33.015  30.998  15.000
15.140  18.213  210.161  208.144  15.000
15.150  16.716  17.544  15.527  15.000
15.160  16.781  -66.550  -68.567  15.000
15.170  17.419  22.195  20.178  15.000
15.180  16.643  73.351  71.333  15.000
15.190  16.832  55.782  53.765  15.000
15.200  17.779  75.911  73.894  15.000
15.210  16.921  87.199  85.182  15.000
15.220  17.218  -10.244  -12.262  15.000
15.230  17.115  -27.569  -29.587  15.000
15.240  16.787  40.126  38.109  15.000
15.250  16.947  24.993  22.976  15.000
15.260  16.879  8.246  6.229  15.000
15.270  17.252  -7.157  -9.174  15.000
15.280  16.902  -13.972  -15.990  15.000
15.290  17.084  -4.979  -6.996  15.000
15.300  16.860  27.936  25.918  15.000
15.310  16.836  -41.665  -43.682  15.000
15.320  17.016  -18.942  -20.959  15.000
15.330  16.864  56.113  54.095  15.000
15.340  17.075  -22.902  -24.919  15.000
15.350  16.718  29.191  27.174  15.000
15.360  16.861  18.223  16.206  15.000
15.370  16.814  -9.651  -11.668  15.000
15.380  16.876  -65.233  -67.251  15.000
15.390  16.955  -1.066  -3.083  15.000
15.400  16.772  24.475  22.458  15.000
15.410  16.768  -9.370  -11.387  15.000
15.420  16.664  -6.391  -8.408  15.000
15.430  16.791  -45.719  -47.736  15.000
15.440  16.709  12.908  10.890  15.000
15.450  16.793  50.579  48.562  15.000
15.460  16.656  48.664  46.647  15.000
15.470  16.674  -16.540  -18.557  15.000
15.480  16.546  16.498  14.480  15.000
15.490  16.618  26.277  24.260  15.000
15.500  16.553  2.653  0.636  15.000
15.510  16.684  -17.430  -19.447  15.000
15.520  16.443  -9.458  -11.475  15.000
15.530  16.666  39.419  37.401  15.000
15.540  16.491  15.889  13.871  15.000
15.550  16.623  -32.379  -34.396  15.000
15.560  16.474  -16.022  -18.040  15.000
15.570  16.569  -33.605  -35.623  15.000
15.580  16.455  -3.901  -5.918  15.000
15.590  16.522  -3.468  -5.485  15.000
15.600  16.399  -9.399  -11.416  15.000
15.610  16.355  45.435  43.418  15.000
15.620  16.429  21.252  19.235  15.000
15.630  16.393  28.268  26.251  15.000
15.640  16.291  12.050  10.033  15.000
15.650  16.231  20.604  18.587  15.000
15.660  16.325  -0.121  -2.138  15.000
15.670  16.341  -12.278  -14.296  15.000
15.680  16.423  24.976  22.959  15.000
15.690  16.320  15.476  13.459  15.000
15.700  16.328  7.335  5.318  15.000
15.710  16.205  13.805  11.787  15.000
15.720  16.300  -48.123  -50.140  15.000
15.730  16.162  55.488  53.470  15.000
15.740  16.220  16.935  14.918  15.000
15.750  16.179  -70.914  -72.931  15.000
15.760  16.224  1.328  -0.689  15.000
15.770  16.172  53.991  51.974  15.000
15.780  16.213  12.032  10.015  15.000
15.790  16.290  -18.935  -20.952  15.000
15.800  16.185  47.604  45.587  5.000
15.810  15.994  -0.136  -2.153  5.000
15.820  11.748  -215.743  -217.760  5.000
15.830  8.848  -470.080  -472.097  5.000
15.840  6.937  -699.609  -701.626  5.000
15.850  6.154  -551.038  -553.055  5.000
15.860  6.187  -530.937  -532.954  5.000
15.870  6.439  -500.149  -502.167  5.000
15.880  6.289  -518.031  -520.049  5.000
15.890  5.942  -461.822  -463.839  5.000
15.900  5.632  -442.593  -444.610  5.000
15.910  5.452  -428.225  -430.242  5.000
15.920  5.073  -449.113  -451.131  5.000
15.930  4.915  -362.165  -364.182  5.000
15.940  5.034  -337.265  -339.282  5.000
15.950  4.918  -357.123  -359.141  5.000
15.960  4.694  -318.024  -320.041  5.000
15.970  4.464  -267.978  -269.996  5.000
15.980  4.771  -257.932  -259.949  5.000
15.990  4.564  -289.086  -291.103  5.000
16.000  4.237  -232.139  -234.156  5.000
16.010  4.331  -239.164  -241.182  5.000
16.020  4.269  -225.289  -227.306  5.000
16.030  4.091  -175.783  -177.800  5.000
16.040  4.254  -173.674  -175.691  5.000
16.050  4.051  -171.682  -173.700  5.000
16.060  3.787  -151.012  -153.030  5.000
16.070  3.810  -157.727  -159.744  5.000
16.080  3.965  -147.015  -149.032  5.000
16.090  3.748  -153.029  -155.046  5.000
16.100  3.789  -141.570  -143.587  5.000
16.110  3.786  -159.460  -161.477  5.000
16.120  3.770  -136.877  -138.895  5.000
16.130  3.798  -130.077  -132.094  5.000
16.140  3.768  -131.822  -133.839  5.000
16.150  3.871  -129.049  -131.067  5.000
16.160  3.656  -122.786  -124.803  5.000
16.170  3.708  -74.344  -76.361  5.000
16.180  3.691  -81.551  -83.568  5.000
16.190  3.875  -79.711  -81.728  5.000
16.200  3.679  -87.885  -89.903  5.000
16.210  3.628  -51.955  -53.972  5.000
16.220  3.674  -50.908  -52.926  5.000
16.230  3.916  -67.209  -69.226  5.000
16.240  3.778  -83.336  -85.353  5.000
16.250  3.416  -49.932  -51.949  5.000
16.260  3.705  -0.345  -2.363  5.000
16.270  3.633  27.179  25.161  5.000
16.280  3.602  26.415  24.398  5.000
16.290  3.749  -10.294  -12.312  5.000
16.300  3.592  -15.990  -18.007  5.000
16.310  3.680  12.778  10.761  5.000
16.320  3.661  6.490  4.473  5.000
16.330  3.584  0.415  -1.603  5.000
16.340  3.799  -9.052  -11.069  5.000
16.350  3.599  -23.771  -25.789  5.000
16.360  3.634  23.403  21.385  5.000
16.370  3.823  33.621  31.604  5.000
16.380  3.785  -9.987  -12.005  5.000
16.390  3.650  11.003  8.986  5.000
16.400  3.696  0.331  -1.686  5.000
16.410  3.756  -7.445  -9.462  5.000
16.420  3.609  35.343  33.326  5.000
16.430  3.682  48.622  46.605  5.000
16.440  3.708  13.118  11.101  5.000
16.450  3.709  32.073  30.055  5.000
16.460  3.746  32.554  30.537  5.000
16.470  3.848  11.246  9.228  5.000
16.480  4.036  15.215  13.198  5.000
16.490  3.785  -33.128  -35.145  5.000
16.500  3.882  -32.458  -34.475  5.000
16.510  3.543  4.965  2.948  5.000
16.520  3.969  8.423  6.406  5.000
16.530  3.761  13.887  11.869  5.000
16.540  3.835  29.031  27.014  5.000
16.550  3.585  48.350  46.333  5.000
16.560  3.619  31.681  29.663  5.000
16.570  3.946  -2.390  -4.408  5.000
16.580  3.798  36.057  34.040  5.000
16.590  3.917  45.070  43.053  5.000
16.600  3.864  26.961  24.943  5.000
16.610  3.895  13.924  11.906  5.000
16.620  3.752  51.584  49.567  5.000
16.630  3.796  52.759  50.741  5.000
16.640  3.824  31.585  29.567  5.000
16.650  4.132  15.781  13.764  5.000
16.660  3.780  8.751  6.734  5.000
16.670  3.795  21.480  19.463  5.000
16.680  3.714  37.317  35.300  5.000
16.690  3.906  -0.390  -2.407  5.000
16.700  3.898  8.212  6.195  5.000
16.710  4.005  0.690  -1.327  5.000
16.720  3.667  13.054  11.036  5.000
16.730  3.844  2.982  0.964  5.000
16.740  3.741  13.250  11.232  5.000
16.750  3.871  37.897  35.880  5.000
16.760  4.125  11.029  9.012  5.000
16.770  3.937  14.232  12.215  5.000
16.780  3.994  4.388  2.371  5.000
16.790  3.759  30.371  28.354  5.000
16.800  4.054  6.263  4.245  5.000
16.810  3.881  30.122  28.105  5.000
16.820  4.019  29.018  27.001  5.000
16.830  3.969  5.412  3.395  5.000
16.840  3.922  26.369  24.351  5.000
16.850  3.888  19.860  17.843  5.000
16.860  3.916  2.741  0.724  5.000
16.870  4.090  35.891  33.874  5.000
16.880  3.941  24.499  22.482  5.000
16.890  4.055  -21.484  -23.501  5.000
16.900  4.173  12.503  10.485  5.000
16.910  3.925  33.640  31.623  5.000
16.920  4.037  9.097  7.080  5.000
16.930  3.868  12.516  10.499  5.000
16.940  4.030  42.450  40.432  5.000
16.950  3.850  43.692  41.675  5.000
16.960  4.031  36.565  34.548  5.000
16.970  3.892  37.090  35.073  5.000
16.980  4.118  20.704  18.686  5.000
16.990  4.055  11.318  9.301  5.000
17.000  3.803  30.458  28.440  5.000
17.010  4.216  37.000  34.982  5.000
17.020  4.063  36.647  34.629  5.000
17.030  3.915  19.913  17.896  5.000
17.040  4.018  21.048  19.030  5.000
17.050  4.046  46.537  44.519  5.000
17.060  4.019  18.235  16.218  5.000
17.070  4.186  -8.539  -10.556  5.000
17.080  3.882  17.582  15.564  5.000
17.090  3.951  85.080  83.063  5.000
17.100  4.168  78.957  76.939  5.000
17.110  4.279  31.168  29.151  5.000
17.120  4.215  -41.657  -43.674  5.000
17.130  4.219  -15.131  -17.148  5.000
17.140  4.257  -5.683  -7.700  5.000
17.150  3.876  -11.593  -13.610  5.000
17.160  4.031  35.173  33.156  5.000
17.170  4.374  55.217  53.200  5.000
17.180  4.202  7.223  5.206  5.000
17.190  4.260  54.173  52.156  5.000
17.200  4.235  29.635  27.618  5.000
17.210  4.376  13.414  11.396  5.000
17.220  4.153  5.995  3.977  5.000
17.230  4.071  45.320  43.303  5.000
17.240  4.259  52.547  50.530  5.000
17.250  4.343  45.061  43.043  5.000
17.260  4.086  13.442  11.425  5.000
17.270  4.410  41.112  39.095  5.000
17.280  4.353  35.437  33.420  5.000
17.290  4.422  12.138  10.120  5.000
17.300  4.182  -31.792  -33.809  5.000
17.310  4.329  -2.241  -4.259  5.000
17.320  4.009  12.451  10.434  5.000
17.330  4.295  75.051  73.034  5.000
17.340  4.556  66.505  64.488  5.000
17.350  4.544  7.023  5.006  5.000
17.360  4.332  -1.062  -3.079  5.000
17.370  4.416  8.438  6.421  5.000
17.380  4.187  22.959  20.941  5.000
17.390  4.552  31.901  29.884  5.000
17.400  4.470  -13.617  -15.634  5.000
17.410  4.599  -11.298  -13.315  5.000
17.420  4.165  -9.422  -11.439  5.000
17.430  4.240  15.484  13.467  5.000
17.440  4.449  45.731  43.714  5.000
17.450  4.372  23.932  21.914  5.000
17.460  4.315  36.548  34.531  5.000
17.470  4.462  36.725  34.708  5.000
17.480  4.387  51.820  49.803  5.000
17.490  4.770  31.446  29.429  5.000
17.500  4.828  -40.038  -42.055  5.000
17.510  4.460  -45.023  -47.040  5.000
17.520  4.429  -26.277  -28.295  5.000
17.530  4.320  46.113  44.096  5.000
17.540  4.622  54.817  52.800  5.000
