# This data was recorded by jlebar on 2020-05-14 with a pizza build.
#
# Run at revision 12aba171a64def35a85b99373308d82bc5aa5c54 with DEV_MODE
# enabled.
#
# The blower fan is unplugged, but the solenoid is connected.  You can see the
# spikes caused by it opening and closing in the graph.
#
# Settings:
#
#  gui_status->desired_params.mode = VentMode_PRESSURE_CONTROL;
#  gui_status->desired_params.breaths_per_min = 12;
#  gui_status->desired_params.peep_cm_h2o = 5;
#  gui_status->desired_params.pip_cm_h2o = 15;
#  gui_status->desired_params.inspiratory_expiratory_ratio = 0.66f;
#
# Format:
#  auto &r = controller_status.sensor_readings;
#  debugPrint("%.4f, ", controller_status.fan_setpoint_cm_h2o);
#  debugPrint("%.4f, ", r.patient_pressure_cm_h2o);
#  debugPrint("%.4f, ", r.inflow_pressure_diff_cm_h2o);
#  debugPrint("%.4f, ", r.outflow_pressure_diff_cm_h2o);
#  debugPrint("%.4f, ", r.flow_ml_per_min / 1000.0f);
#  debugPrint("%.4f, ", r.volume_ml / 10.f);
#  debugPrint("\n");
#
# Samples taken every 10ms.

5.0000, 0.0156, 0.0000, 0.0156, -2.2772, 8.4900,
5.0000, 0.0218, 0.0124, 0.0031, 1.0184, 8.5113,
5.0000, 0.0218, 0.0000, 0.0093, -1.7640, 8.5522,
5.0000, 0.0156, 0.0062, 0.0093, -0.3238, 8.5799,
5.0000, 0.0093, 0.0062, -0.0031, 2.4586, 8.6149,
5.0000, 0.0218, 0.0062, 0.0093, -0.3238, 8.6382,
5.0000, 0.0093, 0.0124, 0.0093, 0.2728, 8.6546,
5.0000, 0.0156, 0.0124, 0.0093, 0.2728, 8.6819,
5.0000, 0.0093, 0.0124, 0.0093, 0.2728, 8.7273,
5.0000, 0.0218, 0.0000, 0.0093, -1.7640, 8.7506,
5.0000, 0.0218, 0.0124, -0.0031, 3.0551, 8.7535,
5.0000, 0.0218, 0.0124, -0.0031, 3.0551, 8.7970,
5.0000, 0.0218, 0.0124, -0.0031, 3.0551, 8.8465,
5.0000, 0.0156, 0.0124, -0.0031, 3.0551, 8.8814,
5.0000, 0.0218, 0.0124, -0.0031, 3.0551, 8.9280,
5.0000, 0.0218, 0.0062, 0.0031, 0.4218, 8.9400,
5.0000, 0.0156, 0.0062, 0.0093, -0.3238, 8.9665,
5.0000, 0.0093, 0.0187, 0.0093, 0.7306, 8.9955,
5.0000, 0.0156, 0.0124, -0.0031, 3.0551, 9.0264,
5.0000, 0.0218, 0.0124, -0.0031, 3.0551, 9.0638,
5.0000, 0.0218, 0.0000, -0.0031, 1.0184, 9.1218,
5.0000, 0.0093, 0.0187, 0.0031, 1.4762, 9.1495,
5.0000, 0.0156, 0.0000, -0.0093, 1.7639, 9.1816,
5.0000, 0.0218, 0.0062, -0.0031, 2.4586, 9.2166,
5.0000, 0.0156, 0.0124, 0.0031, 1.0184, 9.2371,
5.0000, 0.0218, 0.0062, -0.0093, 3.2041, 9.2598,
5.0000, 0.0156, 0.0062, 0.0093, -0.3238, 9.2948,
