# Trace with new flow correction algorithm (check git log on this file, the
# flow correction algorithm was added in the same commit).
#
# Demonstrates moderate flow drift, which we correct.
#
# $ pio run -t upload && utils/controller_debug.py -c 'set gui_mode 1' && \
#   utils/controller_debug.py -c 'trace start volume uncorrected_volume flow_correction' && \
#   sleep 60 && \
#   utils/controller_debug.py -c 'trace graph'
#
# Note that the blower was hardcoded to 75% power for this experiment (so I
# didn't wake up my housemates).  I haven't observed that this makes a
# difference.

time(sec)	volume	uncorrected_volume	flow_correction
22.330	50.072	1454.639	-16.833
22.340	58.361	1463.097	-16.833
22.350	65.452	1470.356	-16.833
22.360	73.406	1478.478	-16.833
22.370	82.233	1487.474	-16.833
22.380	89.992	1495.402	-16.833
22.390	96.492	1502.069	-16.833
22.400	102.147	1507.892	-16.833
22.410	107.711	1513.626	-16.833
22.420	113.491	1519.573	-16.833
22.430	118.613	1524.864	-16.833
22.440	123.418	1529.837	-16.833
22.450	128.913	1535.501	-16.833
22.460	133.794	1540.550	-16.833
22.470	138.190	1545.114	-16.833
22.480	143.133	1550.226	-16.833
22.490	147.236	1554.497	-16.833
22.500	151.067	1558.496	-16.833
22.510	155.715	1563.312	-16.833
22.520	160.181	1567.947	-16.833
22.530	163.662	1571.596	-16.833
22.540	166.819	1574.922	-16.833
22.550	169.880	1578.151	-16.833
22.560	172.859	1581.298	-16.833
22.570	176.416	1585.024	-16.833
22.580	180.196	1588.972	-16.833
22.590	183.252	1592.196	-16.833
22.600	185.708	1594.821	-16.833
22.610	188.063	1597.344	-16.833
22.620	190.870	1600.319	-16.833
22.630	193.661	1603.279	-16.833
22.640	196.640	1606.426	-16.833
22.650	199.659	1609.613	-16.833
22.660	201.818	1611.940	-16.833
22.670	204.491	1614.782	-16.833
22.680	207.918	1618.377	-16.833
22.690	210.350	1620.978	-16.833
22.700	212.250	1623.046	-16.833
22.710	215.078	1626.042	-16.833
22.720	217.528	1628.660	-16.833
22.730	219.027	1630.328	-16.833
22.740	220.810	1632.279	-16.833
22.750	222.507	1634.145	-16.833
22.760	224.377	1636.182	-16.833
22.770	226.445	1638.419	-16.833
22.780	228.059	1640.202	-16.833
22.790	230.265	1642.576	-16.833
22.800	232.077	1644.556	-16.833
22.810	233.525	1646.173	-16.833
22.820	235.177	1647.992	-16.833
22.830	236.403	1649.387	-16.833
22.840	238.035	1651.187	-16.833
22.850	240.182	1653.503	-16.833
22.860	241.829	1655.318	-16.833
22.870	242.702	1656.360	-16.833
22.880	243.427	1657.253	-16.833
22.890	244.847	1658.841	-16.833
22.900	246.272	1660.434	-16.833
22.910	247.138	1661.469	-16.833
22.920	247.721	1662.220	-16.833
22.930	248.013	1662.681	-16.833
22.940	248.659	1663.495	-16.833
22.950	250.243	1665.248	-16.833
22.960	251.760	1666.932	-16.833
22.970	252.622	1667.963	-16.833
22.980	254.118	1669.628	-16.833
22.990	255.212	1670.890	-16.833
23.000	256.129	1671.974	-16.833
23.010	257.963	1673.978	-16.833
23.020	259.186	1675.369	-16.833
23.030	259.530	1675.881	-16.833
23.040	260.318	1676.838	-16.833
23.050	261.399	1678.086	-16.833
23.060	262.484	1679.340	-16.833
23.070	263.462	1680.486	-16.833
23.080	263.994	1681.186	-16.833
23.090	264.482	1681.842	-16.833
23.100	264.736	1682.265	-16.833
23.110	265.361	1683.058	-16.833
23.120	265.761	1683.626	-16.833
23.130	265.640	1683.674	-16.833
23.140	266.359	1684.561	-16.833
23.150	266.978	1685.349	-16.833
23.160	267.043	1685.582	-16.833
23.170	266.988	1685.695	-16.833
23.180	266.639	1685.515	-16.833
23.190	266.510	1685.554	-16.833
23.200	266.849	1686.061	-16.833
23.210	266.985	1686.366	-16.833
23.220	266.465	1686.014	-16.833
23.230	266.529	1686.246	-16.833
23.240	267.241	1687.126	-16.833
23.250	267.165	1687.219	-16.833
23.260	266.744	1686.967	-16.833
23.270	267.040	1687.431	-16.833
23.280	267.454	1688.013	-16.833
23.290	267.015	1687.742	-16.833
23.300	266.185	1687.080	-16.833
23.310	266.055	1687.119	-16.833
23.320	266.375	1687.607	-16.833
23.330	266.361	1687.762	-16.833
23.340	266.154	1687.722	-16.833
23.350	265.887	1687.624	-16.833
23.360	265.183	1687.089	-16.833
23.370	265.001	1687.075	-16.833
23.380	265.348	1687.590	-16.833
23.390	264.790	1687.200	-16.833
23.400	264.205	1686.784	-16.833
23.410	264.389	1687.136	-16.833
23.420	264.479	1687.394	-16.833
23.430	263.946	1687.030	-16.833
23.440	263.982	1687.234	-16.833
23.450	264.435	1687.855	-16.833
23.460	263.983	1687.572	-16.833
23.470	263.162	1686.918	-16.833
23.480	262.568	1686.494	-16.833
23.490	261.966	1686.060	-16.833
23.500	261.452	1685.714	-16.833
23.510	260.936	1685.366	-16.833
23.520	260.578	1685.176	-16.833
23.530	260.811	1685.578	-16.833
23.540	260.685	1685.621	-16.833
23.550	260.113	1685.216	-16.833
23.560	260.172	1685.444	-16.833
23.570	260.235	1685.675	-16.833
23.580	259.925	1685.534	-16.833
23.590	259.634	1685.411	-16.833
23.600	259.359	1685.304	-16.833
23.610	258.972	1685.085	-16.833
23.620	258.837	1685.119	-16.833
23.630	258.974	1685.425	-16.833
23.640	258.801	1685.419	-16.833
23.650	258.273	1685.060	-16.833
23.660	257.558	1684.513	-16.833
23.670	257.114	1684.238	-16.833
23.680	256.914	1684.206	-16.833
23.690	256.878	1684.338	-16.833
23.700	256.739	1684.367	-16.833
23.710	256.418	1684.215	-16.833
23.720	256.178	1684.143	-16.833
23.730	256.060	1684.193	-16.833
23.740	255.966	1684.267	-16.833
23.750	255.632	1684.102	-16.833
23.760	255.364	1684.002	-16.833
23.770	255.204	1684.011	-16.833
23.780	254.723	1683.698	-16.833
23.790	254.636	1683.780	-16.833
23.800	254.686	1683.997	-16.833
23.810	254.191	1683.671	-16.833
23.820	254.136	1683.784	-16.833
23.830	254.105	1683.922	-16.833
23.840	252.889	1682.874	-16.833
23.850	249.658	1679.812	-16.833
23.860	243.709	1674.030	-16.833
23.870	235.618	1666.108	-16.833
23.880	226.814	1657.473	-16.833
23.890	217.499	1648.325	-16.833
23.900	207.761	1638.756	-16.833
23.910	198.196	1629.360	-16.833
23.920	188.887	1620.219	-16.833
23.930	180.126	1611.626	-16.833
23.940	171.957	1603.625	-16.833
23.950	164.037	1595.874	-16.833
23.960	156.139	1588.144	-16.833
23.970	148.326	1580.499	-16.833
23.980	140.604	1572.945	-16.833
23.990	132.810	1565.320	-16.833
24.000	125.131	1557.810	-16.833
24.010	117.915	1550.762	-16.833
24.020	111.026	1544.041	-16.833
24.030	103.930	1537.114	-16.833
24.040	96.684	1530.036	-16.833
24.050	89.987	1523.507	-16.833
24.060	83.799	1517.487	-16.833
24.070	77.388	1511.244	-16.833
24.080	71.011	1505.035	-16.833
24.090	65.074	1499.267	-16.833
24.100	59.421	1493.782	-16.833
24.110	53.990	1488.520	-16.833
24.120	48.615	1483.314	-16.833
24.130	43.323	1478.189	-16.833
24.140	38.228	1473.263	-16.833
24.150	33.285	1468.488	-16.833
24.160	28.729	1464.101	-16.833
24.170	24.618	1460.158	-16.833
24.180	20.891	1456.599	-16.833
24.190	17.757	1453.634	-16.833
24.200	15.392	1451.437	-16.833
24.210	13.519	1449.732	-16.833
24.220	11.892	1448.273	-16.833
24.230	10.356	1446.905	-16.833
24.240	8.748	1445.466	-16.833
24.250	7.193	1444.079	-16.833
24.260	5.697	1442.752	-16.833
24.270	4.261	1441.484	-16.833
24.280	2.804	1440.195	-16.833
24.290	1.518	1439.078	-16.833
24.300	0.431	1438.159	-16.833
24.310	-0.657	1437.239	-16.833
24.320	-1.713	1436.351	-16.833
24.330	-2.611	1435.622	-16.833
24.340	-3.388	1435.013	-16.833
24.350	-4.100	1434.469	-16.833
24.360	-4.777	1433.961	-16.833
24.370	-5.464	1433.442	-16.833
24.380	-6.024	1433.051	-16.833
24.390	-6.424	1432.819	-16.833
24.400	-6.806	1432.605	-16.833
24.410	-7.168	1432.411	-16.833
24.420	-7.434	1432.314	-16.833
24.430	-7.656	1432.261	-16.833
24.440	-7.847	1432.238	-16.833
24.450	-8.004	1432.249	-16.833
24.460	-8.107	1432.315	-16.833
24.470	-8.168	1432.422	-16.833
24.480	-8.285	1432.473	-16.833
24.490	-8.440	1432.486	-16.833
24.500	-8.534	1432.561	-16.833
24.510	-8.592	1432.671	-16.833
24.520	-8.692	1432.740	-16.833
24.530	-8.854	1432.745	-16.833
24.540	-8.959	1432.809	-16.833
24.550	-9.013	1432.923	-16.833
24.560	-9.112	1432.993	-16.833
24.570	-9.222	1433.051	-16.833
24.580	-9.395	1433.047	-16.833
24.590	-9.560	1433.050	-16.833
24.600	-9.634	1433.144	-16.833
24.610	-9.718	1433.228	-16.833
24.620	-9.833	1433.281	-16.833
24.630	-9.926	1433.357	-16.833
24.640	-10.023	1433.428	-16.833
24.650	-10.141	1433.479	-16.833
24.660	-10.340	1433.448	-16.833
24.670	-10.559	1433.397	-16.833
24.680	-10.737	1433.388	-16.833
24.690	-10.856	1433.437	-16.833
24.700	-10.951	1433.510	-16.833
24.710	-11.118	1433.512	-16.833
24.720	-11.314	1433.484	-16.833
24.730	-11.487	1433.479	-16.833
24.740	-11.680	1433.455	-16.833
24.750	-11.859	1433.444	-16.833
24.760	-11.957	1433.514	-16.833
24.770	-12.120	1433.520	-16.833
24.780	-12.278	1433.530	-16.833
24.790	-12.343	1433.634	-16.833
24.800	-12.331	1433.814	-16.833
24.810	-12.304	1434.009	-16.833
24.820	-12.338	1434.143	-16.833
24.830	-12.401	1434.249	-16.833
24.840	-12.389	1434.429	-16.833
24.850	-12.306	1434.681	-16.833
24.860	-12.259	1434.896	-16.833
24.870	-12.266	1435.058	-16.833
24.880	-12.311	1435.181	-16.833
24.890	-12.413	1435.247	-16.833
24.900	-12.448	1435.380	-16.833
24.910	-12.414	1435.583	-16.833
24.920	-12.458	1435.707	-16.833
24.930	-12.497	1435.836	-16.833
24.940	-12.494	1436.007	-16.833
24.950	-12.523	1436.147	-16.833
24.960	-12.561	1436.277	-16.833
24.970	-12.535	1436.471	-16.833
24.980	-12.455	1436.720	-16.833
24.990	-12.409	1436.934	-16.833
25.000	-12.360	1437.151	-16.833
25.010	-12.269	1437.411	-16.833
25.020	-12.213	1437.635	-16.833
25.030	-12.262	1437.754	-16.833
25.040	-12.351	1437.834	-16.833
25.050	-12.308	1438.045	-16.833
25.060	-12.131	1438.390	-16.833
25.070	-12.011	1438.678	-16.833
25.080	-12.014	1438.844	-16.833
25.090	-12.025	1439.001	-16.833
25.100	-12.029	1439.166	-16.833
25.110	-11.941	1439.422	-16.833
25.120	-11.810	1439.721	-16.833
25.130	-11.840	1439.859	-16.833
25.140	-11.908	1439.960	-16.833
25.150	-11.907	1440.130	-16.833
25.160	-11.812	1440.393	-16.833
25.170	-11.755	1440.617	-16.833
25.180	-11.703	1440.838	-16.833
25.190	-11.645	1441.065	-16.833
25.200	-11.680	1441.198	-16.833
25.210	-11.693	1441.353	-16.833
25.220	-11.690	1441.525	-16.833
25.230	-11.650	1441.733	-16.833
25.240	-11.639	1441.913	-16.833
25.250	-11.632	1442.088	-16.833
25.260	-11.570	1442.318	-16.833
25.270	-11.530	1442.527	-16.833
25.280	-11.493	1442.731	-16.833
25.290	-11.401	1442.992	-16.833
25.300	-11.241	1443.321	-16.833
25.310	-11.097	1443.632	-16.833
25.320	-10.982	1443.916	-16.833
25.330	-10.873	1444.193	-16.833
25.340	-10.834	1444.401	-16.833
25.350	-10.734	1444.669	-16.833
25.360	-10.581	1444.990	-16.833
25.370	-10.587	1445.152	-16.833
25.380	-10.641	1445.266	-16.833
25.390	-10.612	1445.464	-16.833
25.400	-10.523	1445.721	-16.833
25.410	-10.437	1445.976	-16.833
25.420	-10.389	1446.192	-16.833
25.430	-10.234	1446.515	-16.833
25.440	-10.133	1446.785	-16.833
25.450	-10.066	1447.020	-16.833
25.460	-10.051	1447.204	-16.833
25.470	-10.144	1447.279	-16.833
25.480	-10.151	1447.441	-16.833
25.490	-10.175	1447.585	-16.833
25.500	-10.110	1447.818	-16.833
25.510	-9.996	1448.101	-16.833
25.520	-9.995	1448.269	-16.833
25.530	-9.985	1448.447	-16.833
25.540	-9.881	1448.720	-16.833
25.550	-9.748	1449.021	-16.833
25.560	-9.723	1449.214	-16.833
25.570	-9.796	1449.310	-16.833
25.580	-9.876	1449.398	-16.833
25.590	-9.907	1449.535	-16.833
25.600	-9.890	1449.721	-16.833
25.610	-9.867	1449.912	-16.833
25.620	-9.902	1450.046	-16.833
25.630	-9.962	1450.154	-16.833
25.640	-9.944	1450.341	-16.833
25.650	-9.948	1450.505	-16.833
25.660	-10.023	1450.598	-16.833
25.670	-10.077	1450.712	-16.833
25.680	-10.139	1450.818	-16.833
25.690	-10.278	1450.848	-16.833
25.700	-10.456	1450.838	-16.833
25.710	-10.578	1450.884	-16.833
25.720	-10.591	1451.040	-16.833
25.730	-10.673	1451.126	-16.833
25.740	-10.863	1451.105	-16.833
25.750	-10.982	1451.154	-16.833
25.760	-11.056	1451.249	-16.833
25.770	-11.094	1451.379	-16.833
25.780	-11.146	1451.495	-16.833
25.790	-11.185	1451.624	-16.833
25.800	-11.184	1451.794	-16.833
25.810	-11.280	1451.866	-16.833
25.820	-11.406	1451.908	-16.833
25.830	-11.410	1452.073	-16.833
25.840	-11.413	1452.238	-16.833
25.850	-11.544	1452.275	-16.833
25.860	-11.685	1452.303	-16.833
25.870	-11.798	1452.358	-16.833
25.880	-11.931	1452.393	-16.833
25.890	-12.058	1452.435	-16.833
25.900	-12.176	1452.485	-16.833
25.910	-12.333	1452.496	-16.833
25.920	-12.479	1452.519	-16.833
25.930	-12.524	1452.642	-16.833
25.940	-12.561	1452.773	-16.833
25.950	-12.668	1452.835	-16.833
25.960	-12.804	1452.867	-16.833
25.970	-12.943	1452.896	-16.833
25.980	-13.026	1452.981	-16.833
25.990	-13.036	1453.140	-16.833
26.000	-13.035	1453.309	-16.833
26.010	-13.125	1453.387	-16.833
26.020	-13.234	1453.447	-16.833
26.030	-13.308	1453.541	-16.833
26.040	-13.391	1453.627	-16.833
26.050	-13.432	1453.754	-16.833
26.060	-13.511	1453.844	-16.833
26.070	-13.630	1453.893	-16.833
26.080	-13.751	1453.940	-16.833
26.090	-13.767	1454.092	-16.833
26.100	-13.689	1454.339	-16.833
26.110	-13.668	1454.528	-16.833
26.120	-13.689	1454.675	-16.833
26.130	-13.665	1454.867	-16.833
26.140	-13.544	1455.157	-16.833
26.150	-13.460	1455.409	-16.833
26.160	-13.507	1455.531	-16.833
26.170	-13.492	1455.714	-16.833
26.180	-13.364	1456.010	-16.833
26.190	-13.326	1456.217	-16.833
26.200	-13.387	1456.324	-16.833
26.210	-13.379	1456.500	-16.833
26.220	-13.299	1456.749	-16.833
26.230	-13.211	1457.005	-8.706
26.240	-13.103	1457.241	-8.706
26.250	-12.741	1457.690	-8.706
26.260	-12.091	1458.427	-8.706
26.270	-11.020	1459.585	-8.706
26.280	-8.154	1462.537	-8.706
26.290	-3.185	1467.594	-8.706
26.300	3.094	1473.960	-8.706
26.310	9.874	1480.827	-8.706
26.320	16.301	1487.341	-8.706
26.330	22.978	1494.105	-8.706
26.340	31.103	1502.317	-8.706
26.350	39.455	1510.757	-8.706
26.360	46.721	1518.110	-8.706
26.370	54.750	1526.226	-8.706
26.380	63.681	1535.244	-8.706
26.390	71.322	1542.971	-8.706
26.400	78.560	1550.297	-8.706
26.410	86.504	1558.328	-8.706
26.420	93.998	1565.909	-8.706
26.430	100.630	1572.628	-8.706
26.440	106.759	1578.844	-8.706
26.450	112.560	1584.732	-8.706
26.460	117.596	1589.855	-8.706
26.470	121.670	1594.016	-8.706
26.480	126.249	1598.682	-8.706
26.490	130.957	1603.478	-8.706
26.500	134.606	1607.213	-8.706
26.510	138.775	1611.469	-8.706
26.520	143.077	1615.859	-8.706
26.530	146.404	1619.273	-8.706
26.540	150.244	1623.200	-8.706
26.550	154.677	1627.719	-8.706
26.560	158.117	1631.247	-8.706
26.570	161.383	1634.600	-8.706
26.580	164.834	1638.138	-8.706
26.590	168.385	1641.776	-8.706
26.600	172.274	1645.752	-8.706
26.610	174.997	1648.562	-8.706
26.620	177.267	1650.919	-8.706
26.630	180.045	1653.784	-8.706
26.640	182.445	1656.271	-8.706
26.650	184.962	1658.875	-8.706
26.660	188.136	1662.136	-8.706
26.670	191.466	1665.554	-8.706
26.680	194.397	1668.572	-8.706
26.690	196.442	1670.704	-8.706
26.700	198.127	1672.476	-8.706
26.710	200.333	1674.769	-8.706
26.720	202.494	1677.016	-8.706
26.730	204.503	1679.113	-8.706
26.740	207.010	1681.707	-8.706
26.750	209.103	1683.887	-8.706
26.760	210.758	1685.629	-8.706
26.770	212.999	1687.957	-8.706
26.780	215.302	1690.347	-8.706
26.790	217.170	1692.302	-8.706
26.800	219.382	1694.602	-8.706
26.810	221.249	1696.556	-8.706
26.820	222.372	1697.766	-8.706
26.830	223.517	1698.997	-8.706
26.840	225.434	1701.001	-8.706
26.850	228.131	1703.785	-8.706
26.860	229.941	1705.683	-8.706
26.870	230.980	1706.809	-8.706
26.880	232.705	1708.621	-8.706
26.890	234.370	1710.373	-8.706
26.900	235.118	1711.208	-8.706
26.910	235.854	1712.031	-8.706
26.920	237.322	1713.586	-8.706
26.930	238.915	1715.266	-8.706
26.940	240.028	1716.466	-8.706
26.950	241.367	1717.892	-8.706
26.960	242.685	1719.298	-8.706
26.970	243.422	1720.121	-8.706
26.980	244.191	1720.977	-8.706
26.990	245.925	1722.799	-8.706
27.000	247.589	1724.549	-8.706
27.010	248.097	1725.145	-8.706
27.020	248.628	1725.763	-8.706
27.030	249.651	1726.873	-8.706
27.040	250.535	1727.844	-8.706
27.050	251.319	1728.715	-8.706
27.060	252.490	1729.973	-8.706
27.070	253.270	1730.840	-8.706
27.080	254.265	1731.922	-8.706
27.090	255.307	1733.051	-8.706
27.100	255.738	1733.569	-8.706
27.110	256.431	1734.349	-8.706
27.120	256.789	1734.795	-8.706
27.130	257.480	1735.573	-8.706
27.140	258.502	1736.681	-8.706
27.150	259.159	1737.426	-8.706
27.160	259.747	1738.100	-8.706
27.170	259.933	1738.374	-8.706
27.180	259.799	1738.327	-8.706
27.190	259.818	1738.432	-8.706
27.200	260.364	1739.065	-8.706
27.210	260.619	1739.408	-8.706
27.220	260.306	1739.182	-8.706
27.230	260.086	1739.048	-8.706
27.240	259.874	1738.923	-8.706
27.250	259.844	1738.981	-8.706
27.260	260.046	1739.271	-8.706
27.270	260.507	1739.818	-8.706
27.280	261.203	1740.602	-8.706
27.290	261.982	1741.467	-8.706
27.300	262.225	1741.797	-8.706
27.310	261.776	1741.436	-8.706
27.320	261.534	1741.280	-8.706
27.330	260.973	1740.806	-8.706
27.340	260.305	1740.225	-8.706
27.350	260.622	1740.630	-8.706
27.360	260.933	1741.027	-8.706
27.370	260.369	1740.550	-8.706
27.380	259.897	1740.165	-8.706
27.390	259.884	1740.240	-8.706
27.400	259.953	1740.396	-8.706
27.410	260.110	1740.639	-8.706
27.420	259.962	1740.578	-8.706
27.430	259.796	1740.500	-8.706
27.440	259.897	1740.688	-8.706
27.450	259.485	1740.363	-8.706
27.460	258.924	1739.889	-8.706
27.470	259.047	1740.099	-8.706
27.480	259.135	1740.274	-8.706
27.490	258.893	1740.119	-8.706
27.500	258.695	1740.009	-8.706
27.510	258.512	1739.912	-8.706
27.520	257.986	1739.474	-8.706
27.530	257.556	1739.130	-8.706
27.540	257.710	1739.372	-8.706
27.550	257.777	1739.526	-8.706
27.560	257.412	1739.247	-8.706
27.570	256.830	1738.753	-8.706
27.580	256.443	1738.453	-8.706
27.590	256.051	1738.148	-8.706
27.600	255.868	1738.052	-8.706
27.610	256.248	1738.519	-8.706
27.620	256.792	1739.150	-8.706
27.630	256.903	1739.348	-8.706
27.640	256.331	1738.863	-8.706
27.650	255.909	1738.529	-8.706
27.660	256.112	1738.819	-8.706
27.670	256.308	1739.102	-8.706
27.680	256.304	1739.184	-8.706
27.690	255.997	1738.964	-8.706
27.700	255.710	1738.765	-8.706
27.710	255.428	1738.570	-8.706
27.720	255.211	1738.440	-8.706
27.730	255.150	1738.466	-8.706
27.740	254.864	1738.267	-8.706
27.750	254.891	1738.381	-8.706
27.760	254.870	1738.447	-8.706
27.770	254.424	1738.088	-8.706
27.780	254.119	1737.870	-8.706
27.790	254.389	1738.227	-8.706
27.800	254.836	1738.761	-8.706
27.810	254.888	1738.901	-8.706
27.820	254.572	1738.671	-8.706
27.830	254.596	1738.782	-8.706
27.840	254.681	1738.954	-8.706
27.850	253.931	1738.291	-8.706
27.860	251.128	1735.576	-8.706
27.870	245.336	1729.871	-8.706
27.880	237.441	1722.063	-8.706
27.890	228.742	1713.451	-8.706
27.900	219.339	1704.135	-8.706
27.910	209.493	1694.376	-8.706
27.920	200.276	1685.246	-8.706
27.930	191.331	1676.388	-8.706
27.940	182.625	1667.769	-8.706
27.950	174.416	1659.647	-8.706
27.960	166.332	1651.650	-8.706
27.970	158.039	1643.444	-8.706
27.980	150.135	1635.627	-8.706
27.990	142.810	1628.390	-8.706
28.000	135.119	1620.785	-8.706
28.010	127.671	1613.424	-8.706
28.020	120.778	1606.619	-8.706
28.030	113.898	1599.826	-8.706
28.040	107.139	1593.154	-8.706
28.050	100.574	1586.676	-8.706
28.060	94.062	1580.250	-8.706
28.070	87.751	1574.027	-8.706
28.080	81.674	1568.037	-8.706
28.090	75.702	1562.152	-8.706
28.100	69.876	1556.413	-8.706
28.110	64.279	1550.904	-8.706
28.120	58.853	1545.564	-8.706
28.130	53.584	1540.382	-8.706
28.140	48.548	1535.433	-8.706
28.150	43.663	1530.635	-8.706
28.160	38.853	1525.913	-8.706
28.170	34.405	1521.552	-8.706
28.180	30.458	1517.692	-8.706
28.190	26.973	1514.294	-8.706
28.200	23.931	1511.339	-8.706
28.210	21.445	1508.940	-8.706
28.220	19.592	1507.174	-8.706
28.230	17.998	1505.667	-8.706
28.240	16.458	1504.214	-8.706
28.250	15.028	1502.871	-8.706
28.260	13.635	1501.565	-8.706
28.270	12.178	1500.196	-8.706
28.280	10.750	1498.854	-8.706
28.290	9.432	1497.623	-8.706
28.300	8.170	1496.448	-8.706
28.310	6.982	1495.348	-8.706
28.320	5.898	1494.350	-8.706
28.330	4.874	1493.413	-8.706
28.340	4.079	1492.706	-8.706
28.350	3.502	1492.216	-8.706
28.360	2.928	1491.728	-8.706
28.370	2.379	1491.267	-8.706
28.380	1.929	1490.904	-8.706
28.390	1.562	1490.624	-8.706
28.400	1.241	1490.391	-8.706
28.410	0.889	1490.125	-8.706
28.420	0.554	1489.877	-8.706
28.430	0.309	1489.719	-8.706
28.440	0.128	1489.625	-8.706
28.450	-0.028	1489.557	-8.706
28.460	-0.148	1489.524	-8.706
28.470	-0.262	1489.496	-8.706
28.480	-0.331	1489.515	-8.706
28.490	-0.341	1489.591	-8.706
28.500	-0.393	1489.627	-8.706
28.510	-0.515	1489.592	-8.706
28.520	-0.600	1489.594	-8.706
28.530	-0.590	1489.691	-8.706
28.540	-0.589	1489.779	-8.706
28.550	-0.623	1489.833	-8.706
28.560	-0.640	1489.902	-8.706
28.570	-0.623	1490.006	-8.706
28.580	-0.624	1490.093	-8.706
28.590	-0.722	1490.081	-8.706
28.600	-0.851	1490.040	-8.706
28.610	-1.000	1489.978	-8.706
28.620	-1.091	1489.974	-8.706
28.630	-1.075	1490.076	-8.706
28.640	-1.174	1490.064	-8.706
28.650	-1.273	1490.052	-8.706
28.660	-1.273	1490.140	-8.706
28.670	-1.295	1490.204	-8.706
28.680	-1.371	1490.216	-8.706
28.690	-1.446	1490.228	-8.706
28.700	-1.511	1490.250	-8.706
28.710	-1.660	1490.188	-8.706
28.720	-1.803	1490.132	-8.706
28.730	-1.870	1490.152	-8.706
28.740	-1.960	1490.150	-8.706
28.750	-2.135	1490.062	-8.706
28.760	-2.309	1489.974	-8.706
28.770	-2.378	1489.993	-8.706
28.780	-2.446	1490.012	-8.706
28.790	-2.525	1490.019	-8.706
28.800	-2.556	1490.075	-8.706
28.810	-2.483	1490.236	-8.706
28.820	-2.393	1490.412	-8.706
28.830	-2.350	1490.542	-8.706
28.840	-2.278	1490.702	-8.706
28.850	-2.166	1490.901	-8.706
28.860	-1.997	1491.157	-8.706
28.870	-1.823	1491.418	-8.706
28.880	-1.734	1491.594	-8.706
28.890	-1.672	1491.743	-8.706
28.900	-1.515	1491.988	-8.706
28.910	-1.327	1492.262	-8.706
28.920	-1.149	1492.528	-8.706
28.930	-0.986	1492.777	-8.706
28.940	-0.803	1493.048	-8.706
28.950	-0.628	1493.310	-8.706
28.960	-0.527	1493.498	-8.706
28.970	-0.425	1493.687	-8.706
28.980	-0.312	1493.887	-8.706
28.990	-0.179	1494.107	-8.706
29.000	-0.039	1494.333	-8.706
29.010	0.083	1494.543	-8.706
29.020	0.152	1494.699	-8.706
29.030	0.259	1494.893	-8.706
29.040	0.413	1495.134	-8.706
29.050	0.528	1495.336	-8.706
29.060	0.663	1495.558	-8.706
29.070	0.827	1495.809	-8.706
29.080	0.979	1496.049	-8.706
29.090	1.143	1496.299	-8.706
29.100	1.338	1496.581	-8.706
29.110	1.552	1496.883	-8.706
29.120	1.738	1497.155	-8.706
29.130	1.836	1497.341	-8.706
29.140	1.942	1497.534	-8.706
29.150	2.051	1497.730	-8.706
29.160	2.126	1497.891	-8.706
29.170	2.182	1498.035	-8.706
29.180	2.249	1498.189	-8.706
29.190	2.396	1498.423	-8.706
29.200	2.539	1498.654	-8.706
29.210	2.611	1498.812	-8.706
29.220	2.702	1498.990	-8.706
29.230	2.826	1499.201	-8.706
29.240	2.991	1499.453	-8.706
29.250	3.094	1499.643	-8.706
29.260	3.171	1499.808	-8.706
29.270	3.283	1500.006	-8.706
29.280	3.319	1500.129	-8.706
29.290	3.349	1500.247	-8.706
29.300	3.500	1500.485	-8.706
29.310	3.779	1500.851	-8.706
29.320	3.983	1501.142	-8.706
29.330	4.188	1501.434	-8.706
29.340	4.363	1501.696	-8.706
29.350	4.477	1501.896	-8.706
29.360	4.661	1502.168	-8.706
29.370	4.767	1502.361	-8.706
29.380	4.855	1502.536	-8.706
29.390	4.984	1502.752	-8.706
29.400	5.137	1502.992	-8.706
29.410	5.244	1503.187	-8.706
29.420	5.304	1503.334	-8.706
29.430	5.471	1503.587	-8.706
29.440	5.593	1503.796	-8.706
29.450	5.656	1503.947	-8.706
29.460	5.749	1504.127	-8.706
29.470	5.825	1504.290	-8.706
29.480	5.909	1504.461	-8.706
29.490	5.929	1504.568	-8.706
29.500	5.934	1504.660	-8.706
29.510	6.032	1504.845	-8.706
29.520	6.160	1505.060	-8.706
29.530	6.283	1505.270	-8.706
29.540	6.399	1505.473	-8.706
29.550	6.519	1505.680	-8.706
29.560	6.593	1505.841	-8.706
29.570	6.637	1505.972	-8.706
29.580	6.744	1506.166	-8.706
29.590	6.871	1506.380	-8.706
29.600	7.029	1506.626	-8.706
29.610	7.158	1506.842	-8.706
29.620	7.196	1506.966	-8.706
29.630	7.269	1507.126	-8.706
29.640	7.410	1507.354	-8.706
29.650	7.513	1507.545	-8.706
29.660	7.567	1507.685	-8.706
29.670	7.612	1507.818	-8.706
29.680	7.720	1508.012	-8.706
29.690	7.878	1508.258	-8.706
29.700	7.963	1508.430	-8.706
29.710	7.953	1508.507	-8.706
29.720	7.882	1508.523	-8.706
29.730	7.900	1508.628	-8.706
29.740	8.019	1508.834	-8.706
29.750	8.059	1508.961	-8.706
29.760	8.101	1509.090	-8.706
29.770	8.159	1509.235	-8.706
29.780	8.109	1509.272	-8.706
29.790	8.014	1509.265	-8.706
29.800	7.973	1509.310	-8.706
29.810	8.043	1509.467	-8.706
