# Trace with new flow correction algorithm (check git log on this file, the
# flow correction algorithm was added in the same commit).
#
# Demonstrates moderate flow drift, which we correct.
#
# $ pio run -t upload && utils/controller_debug.py -c 'set gui_mode 1' && \
#   utils/controller_debug.py -c 'trace start volume uncorrected_volume flow_correction' && \
#   sleep 60 && \
#   utils/controller_debug.py -c 'trace graph'
#
# Note that the blower was hardcoded to 75% power for this experiment (so I
# didn't wake up my housemates).  I haven't observed that this makes a
# difference.

time(sec)	volume	uncorrected_volume	flow_correction
7.330	274.273	1444.721	-20.762
7.340	274.564	1445.219	-20.762
7.350	274.500	1445.363	-20.762
7.360	274.712	1445.783	-20.762
7.370	274.782	1446.060	-20.762
7.380	274.564	1446.050	-20.762
7.390	274.259	1445.952	-20.762
7.400	273.713	1445.614	-20.762
7.410	273.715	1445.823	-20.762
7.420	273.939	1446.255	-20.762
7.430	273.712	1446.236	-20.762
7.440	273.436	1446.168	-20.762
7.450	273.243	1446.182	-20.762
7.460	273.030	1446.177	-20.762
7.470	272.794	1446.148	-20.762
7.480	272.590	1446.152	-20.762
7.490	272.422	1446.192	-20.762
7.500	272.496	1446.473	-20.762
7.510	272.605	1446.790	-20.762
7.520	272.523	1446.915	-20.762
7.530	272.062	1446.663	-20.762
7.540	271.576	1446.384	-20.762
7.550	271.378	1446.394	-20.762
7.560	271.068	1446.292	-20.762
7.570	271.053	1446.484	-20.762
7.580	271.300	1446.938	-20.762
7.590	270.942	1446.787	-20.762
7.600	270.417	1446.471	-20.762
7.610	270.203	1446.464	-20.762
7.620	270.042	1446.511	-20.762
7.630	269.896	1446.572	-20.762
7.640	269.575	1446.459	-20.762
7.650	269.540	1446.632	-20.762
7.660	269.536	1446.835	-20.762
7.670	269.540	1447.047	-20.762
7.680	269.870	1447.584	-20.762
7.690	269.996	1447.918	-20.762
7.700	269.867	1447.997	-20.762
7.710	269.776	1448.113	-20.762
7.720	269.677	1448.222	-20.762
7.730	269.609	1448.362	-20.762
7.740	269.493	1448.453	-20.762
7.750	268.940	1448.107	-20.762
7.760	268.722	1448.097	-20.762
7.770	268.837	1448.420	-20.762
7.780	268.655	1448.445	-20.762
7.790	268.396	1448.394	-20.762
7.800	267.619	1447.825	-20.762
7.810	264.727	1445.140	-20.762
7.820	258.583	1439.204	-20.762
7.830	250.254	1431.083	-20.762
7.840	241.414	1422.451	-20.762
7.850	232.046	1413.290	-20.762
7.860	222.653	1404.104	-20.762
7.870	213.555	1395.215	-20.762
7.880	204.507	1386.374	-20.762
7.890	195.986	1378.061	-20.762
7.900	187.789	1370.071	-20.762
7.910	179.761	1362.251	-20.762
7.920	171.895	1354.592	-20.762
7.930	164.205	1347.110	-20.762
7.940	156.583	1339.695	-20.762
7.950	149.137	1332.457	-20.762
7.960	141.929	1325.457	-20.762
7.970	134.880	1318.616	-20.762
7.980	128.111	1312.054	-20.762
7.990	121.496	1305.647	-20.762
8.000	114.923	1299.281	-20.762
8.010	108.453	1293.019	-20.762
8.020	102.131	1286.905	-20.762
8.030	95.978	1280.960	-20.762
8.040	89.937	1275.126	-20.762
8.050	83.835	1269.232	-20.762
8.060	77.985	1263.589	-20.762
8.070	72.385	1258.197	-20.762
8.080	66.979	1252.998	-20.762
8.090	61.906	1248.133	-20.762
8.100	56.846	1243.281	-20.762
8.110	51.850	1238.493	-20.762
8.120	47.271	1234.121	-20.762
8.130	43.130	1230.187	-20.762
8.140	39.233	1226.498	-20.762
8.150	36.067	1223.539	-20.762
8.160	33.793	1221.473	-20.762
8.170	31.915	1219.802	-20.762
8.180	30.229	1218.324	-20.762
8.190	28.663	1216.966	-20.762
8.200	27.125	1215.636	-20.762
8.210	25.546	1214.264	-20.762
8.220	24.007	1212.933	-20.762
8.230	22.528	1211.661	-20.762
8.240	21.088	1210.429	-20.762
8.250	19.761	1209.310	-20.762
8.260	18.554	1208.310	-20.762
8.270	17.374	1207.338	-20.762
8.280	16.211	1206.383	-20.762
8.290	15.181	1205.560	-20.762
8.300	14.401	1204.988	-20.762
8.310	13.802	1204.596	-20.762
8.320	13.269	1204.271	-20.762
8.330	12.854	1204.064	-20.762
8.340	12.499	1203.917	-20.762
8.350	12.127	1203.753	-20.762
8.360	11.744	1203.577	-20.762
8.370	11.379	1203.419	-20.762
8.380	11.109	1203.357	-20.762
8.390	10.888	1203.343	-20.762
8.400	10.668	1203.331	-20.762
8.410	10.524	1203.395	-20.762
8.420	10.323	1203.401	-20.762
8.430	10.064	1203.350	-20.762
8.440	9.867	1203.361	-20.762
8.450	9.698	1203.400	-20.762
8.460	9.525	1203.434	-20.762
8.470	9.368	1203.484	-20.762
8.480	9.253	1203.578	-20.762
8.490	9.243	1203.775	-20.762
8.500	9.225	1203.965	-20.762
8.510	9.111	1204.058	-20.762
8.520	9.017	1204.172	-20.762
8.530	8.961	1204.324	-20.762
8.540	8.785	1204.355	-20.762
8.550	8.591	1204.369	-20.762
8.560	8.435	1204.421	-20.762
8.570	8.183	1204.376	-20.762
8.580	7.937	1204.338	-20.762
8.590	7.718	1204.326	-20.762
8.600	7.492	1204.308	-20.762
8.610	7.270	1204.294	-20.762
8.620	7.083	1204.314	-20.762
8.630	6.957	1204.396	-20.762
8.640	6.841	1204.487	-20.762
8.650	6.648	1204.502	-20.762
8.660	6.402	1204.463	-20.762
8.670	6.174	1204.443	-20.762
8.680	6.019	1204.496	-20.762
8.690	5.821	1204.506	-20.762
8.700	5.602	1204.494	-20.762
8.710	5.412	1204.511	-20.762
8.720	5.217	1204.525	-20.762
8.730	5.053	1204.568	-20.762
8.740	4.922	1204.644	-20.762
8.750	4.828	1204.758	-20.762
8.760	4.725	1204.863	-20.762
8.770	4.634	1204.979	-20.762
8.780	4.514	1205.067	-20.762
8.790	4.356	1205.117	-20.762
8.800	4.209	1205.177	-20.762
8.810	4.098	1205.274	-20.762
8.820	4.043	1205.427	-20.762
8.830	4.038	1205.629	-20.762
8.840	4.058	1205.857	-20.762
8.850	3.958	1205.965	-20.762
8.860	3.862	1206.076	-20.762
8.870	3.819	1206.241	-20.762
8.880	3.773	1206.402	-20.762
8.890	3.805	1206.641	-20.762
8.900	3.862	1206.906	-20.762
8.910	3.882	1207.135	-20.762
8.920	3.911	1207.370	-20.762
8.930	3.948	1207.616	-20.762
8.940	3.896	1207.771	-20.762
8.950	3.777	1207.859	-20.762
8.960	3.756	1208.046	-20.762
8.970	3.781	1208.279	-20.762
8.980	3.774	1208.479	-20.762
8.990	3.717	1208.630	-20.762
9.000	3.696	1208.817	-20.762
9.010	3.772	1209.101	-20.762
9.020	3.801	1209.337	-20.762
9.030	3.792	1209.535	-20.762
9.040	3.750	1209.702	-20.762
9.050	3.733	1209.892	-20.762
9.060	3.836	1210.203	-20.762
9.070	3.944	1210.518	-20.762
9.080	3.972	1210.754	-20.762
9.090	3.951	1210.940	-20.762
9.100	3.939	1211.136	-20.762
9.110	3.976	1211.380	-20.762
9.120	3.999	1211.611	-20.762
9.130	3.959	1211.779	-20.762
9.140	3.941	1211.968	-20.762
9.150	3.956	1212.191	-20.762
9.160	3.892	1212.334	-20.762
9.170	3.861	1212.511	-20.762
9.180	3.940	1212.798	-20.762
9.190	3.985	1213.051	-20.762
9.200	3.996	1213.269	-20.762
9.210	3.985	1213.466	-20.762
9.220	3.937	1213.625	-20.762
9.230	3.904	1213.800	-20.762
9.240	3.848	1213.951	-20.762
9.250	3.831	1214.142	-20.762
9.260	3.879	1214.397	-20.762
9.270	3.903	1214.629	-20.762
9.280	3.932	1214.866	-20.762
9.290	4.019	1215.160	-20.762
9.300	4.108	1215.457	-20.762
9.310	4.193	1215.750	-20.762
9.320	4.180	1215.945	-20.762
9.330	4.121	1216.093	-20.762
9.340	4.147	1216.326	-20.762
9.350	4.200	1216.587	-20.762
9.360	4.238	1216.833	-20.762
9.370	4.269	1217.072	-20.762
9.380	4.290	1217.300	-20.762
9.390	4.246	1217.463	-20.762
9.400	4.183	1217.609	-20.762
9.410	4.138	1217.771	-20.762
9.420	4.120	1217.961	-20.762
9.430	4.129	1218.177	-20.762
9.440	4.108	1218.364	-20.762
9.450	4.060	1218.524	-20.762
9.460	4.026	1218.697	-20.762
9.470	4.035	1218.914	-20.762
9.480	4.156	1219.242	-20.762
9.490	4.247	1219.541	-20.762
9.500	4.200	1219.701	-20.762
9.510	4.168	1219.877	-20.762
9.520	4.134	1220.051	-20.762
9.530	4.152	1220.277	-20.762
9.540	4.235	1220.567	-20.762
9.550	4.263	1220.802	-20.762
9.560	4.257	1221.004	-20.762
9.570	4.232	1221.187	-20.762
9.580	4.185	1221.347	-20.762
9.590	4.169	1221.539	-20.762
9.600	4.136	1221.714	-20.762
9.610	4.039	1221.824	-20.762
9.620	4.011	1222.004	-20.762
9.630	4.011	1222.212	-20.762
9.640	3.914	1222.322	-20.762
9.650	3.724	1222.340	-20.762
9.660	3.600	1222.423	-20.762
9.670	3.586	1222.617	-20.762
9.680	3.521	1222.760	-20.762
9.690	3.379	1222.825	-20.762
9.700	3.287	1222.940	-20.762
9.710	3.248	1223.109	-20.762
9.720	3.122	1223.191	-20.762
9.730	2.983	1223.259	-20.762
9.740	2.794	1223.278	-20.762
9.750	2.578	1223.270	-20.762
9.760	2.526	1223.425	-20.762
9.770	2.449	1223.556	-20.762
9.780	2.302	1223.616	-20.762
9.790	2.181	1223.703	-20.762
9.800	2.088	1223.818	-20.762
9.810	2.073	1224.010	-20.762
9.820	2.092	1224.237	-20.762
9.830	1.997	1224.350	-20.762
9.840	1.842	1224.402	-20.762
9.850	1.712	1224.480	-20.762
9.860	1.610	1224.586	-20.762
9.870	1.530	1224.713	-20.762
9.880	1.400	1224.790	-20.762
9.890	1.229	1224.827	-20.762
9.900	1.064	1224.870	-20.762
9.910	0.949	1224.963	-20.762
9.920	0.781	1225.002	-20.762
9.930	0.638	1225.067	-20.762
9.940	0.514	1225.151	-20.762
9.950	0.368	1225.211	-20.762
9.960	0.287	1225.339	-20.762
9.970	0.157	1225.416	-20.762
9.980	-0.046	1225.421	-20.762
9.990	-0.220	1225.454	-20.762
10.000	-0.263	1225.619	-20.762
10.010	-0.309	1225.781	-20.762
10.020	-0.416	1225.881	-20.762
10.030	-0.438	1226.067	-20.762
10.040	-0.469	1226.244	-20.762
10.050	-0.536	1226.384	-20.762
10.060	-0.604	1226.523	-20.762
10.070	-0.709	1226.626	-20.762
10.080	-0.739	1226.804	-20.762
10.090	-0.773	1226.977	-20.762
10.100	-0.879	1227.079	-20.762
10.110	-0.951	1227.214	-20.762
10.120	-0.949	1227.425	-20.762
10.130	-0.939	1227.642	-20.762
10.140	-1.010	1227.778	-20.762
10.150	-1.059	1227.937	-20.762
10.160	-1.037	1228.167	-20.762
10.170	-1.017	1228.394	-20.762
10.180	-1.041	1228.578	-20.762
10.190	-1.064	1228.763	-18.804
10.200	-1.096	1228.929	-18.804
10.210	-0.908	1229.305	-18.804
10.220	-0.388	1230.013	-18.804
10.230	0.584	1231.172	-18.804
10.240	3.315	1234.092	-18.804
10.250	8.011	1238.975	-18.804
10.260	14.155	1245.308	-18.804
10.270	21.205	1252.546	-18.804
10.280	27.680	1259.209	-18.804
10.290	33.894	1265.611	-18.804
10.300	41.691	1273.595	-18.804
10.310	49.957	1282.050	-18.804
10.320	57.521	1289.802	-18.804
10.330	65.834	1298.303	-18.804
10.340	74.864	1307.521	-18.804
10.350	82.829	1315.674	-18.804
10.360	89.628	1322.662	-18.804
10.370	96.441	1329.662	-18.804
10.380	103.320	1336.730	-18.804
10.390	109.595	1343.193	-18.804
10.400	114.811	1348.597	-18.804
10.410	120.011	1353.985	-18.804
10.420	125.356	1359.517	-18.804
10.430	129.865	1364.215	-18.804
10.440	134.022	1368.560	-18.804
10.450	138.638	1373.364	-18.804
10.460	142.895	1377.808	-18.804
10.470	146.433	1381.535	-18.804
10.480	149.654	1384.943	-18.804
10.490	153.405	1388.883	-18.804
10.500	157.901	1393.567	-18.804
10.510	161.870	1397.724	-18.804
10.520	165.454	1401.496	-18.804
10.530	168.563	1404.793	-18.804
10.540	171.664	1408.082	-18.804
10.550	175.138	1411.744	-18.804
10.560	178.126	1414.920	-18.804
10.570	181.057	1418.039	-18.804
10.580	183.648	1420.819	-18.804
10.590	185.939	1423.297	-18.804
10.600	188.924	1426.470	-18.804
10.610	192.061	1429.795	-18.804
10.620	194.451	1432.373	-18.804
10.630	197.133	1435.243	-18.804
10.640	200.429	1438.727	-18.804
10.650	202.803	1441.290	-18.804
10.660	205.074	1443.749	-18.804
10.670	207.402	1446.265	-18.804
10.680	208.870	1447.920	-18.804
10.690	210.351	1449.590	-18.804
10.700	212.619	1452.046	-18.804
10.710	215.179	1454.794	-18.804
10.720	217.163	1456.966	-18.804
10.730	219.249	1459.240	-18.804
10.740	221.255	1461.434	-18.804
10.750	222.860	1463.227	-18.804
10.760	224.819	1465.374	-18.804
10.770	226.399	1467.141	-18.804
10.780	227.592	1468.523	-18.804
10.790	229.602	1470.721	-18.804
10.800	231.957	1473.264	-18.804
10.810	233.372	1474.867	-18.804
10.820	235.066	1476.749	-18.804
10.830	237.157	1479.029	-18.804
10.840	238.285	1480.344	-18.804
10.850	239.749	1481.997	-18.804
10.860	241.440	1483.876	-18.804
10.870	242.849	1485.473	-18.804
10.880	244.114	1486.926	-18.804
10.890	244.969	1487.969	-18.804
10.900	246.236	1489.424	-18.804
10.910	247.865	1491.241	-18.804
10.920	249.161	1492.725	-18.804
10.930	250.650	1494.402	-18.804
10.940	251.634	1495.574	-18.804
10.950	252.621	1496.749	-18.804
10.960	254.546	1498.862	-18.804
10.970	255.750	1500.254	-18.804
10.980	256.722	1501.415	-18.804
10.990	258.563	1503.444	-18.804
11.000	260.537	1505.605	-18.804
11.010	261.654	1506.910	-18.804
11.020	262.412	1507.856	-18.804
11.030	263.321	1508.953	-18.804
11.040	264.427	1510.248	-18.804
11.050	265.003	1511.011	-18.804
11.060	265.496	1511.692	-18.804
11.070	266.116	1512.500	-18.804
11.080	266.126	1512.698	-18.804
11.090	266.397	1513.158	-18.804
11.100	266.764	1513.712	-18.804
11.110	266.177	1513.314	-18.804
11.120	265.772	1513.097	-18.804
11.130	265.967	1513.479	-18.804
11.140	266.127	1513.827	-18.804
11.150	266.470	1514.359	-18.804
11.160	266.984	1515.061	-18.804
11.170	267.371	1515.635	-18.804
11.180	267.265	1515.718	-18.804
11.190	267.469	1516.110	-18.804
11.200	267.098	1515.927	-18.804
11.210	265.961	1514.978	-18.804
11.220	265.558	1514.764	-18.804
11.230	265.628	1515.021	-18.804
11.240	265.438	1515.020	-18.804
11.250	265.219	1514.989	-18.804
11.260	265.496	1515.454	-18.804
11.270	265.904	1516.050	-18.804
11.280	265.545	1515.879	-18.804
11.290	265.032	1515.554	-18.804
11.300	265.402	1516.112	-18.804
11.310	265.864	1516.762	-18.804
11.320	265.652	1516.738	-18.804
11.330	265.163	1516.437	-18.804
11.340	264.823	1516.285	-18.804
11.350	264.886	1516.536	-18.804
11.360	264.775	1516.613	-18.804
11.370	264.311	1516.337	-18.804
11.380	264.114	1516.328	-18.804
11.390	264.065	1516.467	-18.804
11.400	263.737	1516.327	-18.804
11.410	263.375	1516.153	-18.804
11.420	263.170	1516.135	-18.804
11.430	263.083	1516.236	-18.804
11.440	263.255	1516.596	-18.804
11.450	263.332	1516.862	-18.804
11.460	262.873	1516.590	-18.804
11.470	262.405	1516.311	-18.804
11.480	262.295	1516.389	-18.804
11.490	262.069	1516.351	-18.804
11.500	261.860	1516.330	-18.804
11.510	261.764	1516.422	-18.804
11.520	261.642	1516.488	-18.804
11.530	261.456	1516.490	-18.804
11.540	261.190	1516.412	-18.804
11.550	261.093	1516.503	-18.804
11.560	260.806	1516.404	-18.804
11.570	260.202	1515.988	-18.804
11.580	260.133	1516.107	-18.804
11.590	260.150	1516.312	-18.804
11.600	259.807	1516.157	-18.804
11.610	259.655	1516.194	-18.804
11.620	259.588	1516.314	-18.804
11.630	259.317	1516.232	-18.804
11.640	259.075	1516.177	-18.804
11.650	258.996	1516.286	-18.804
11.660	258.765	1516.243	-18.804
11.670	258.524	1516.190	-18.804
11.680	258.288	1516.142	-18.804
11.690	257.872	1515.915	-18.804
11.700	257.729	1515.959	-18.804
11.710	257.669	1516.088	-18.804
11.720	257.084	1515.691	-18.804
11.730	256.553	1515.348	-18.804
11.740	256.389	1515.372	-18.804
11.750	255.911	1515.082	-18.804
11.760	255.636	1514.995	-18.804
11.770	255.739	1515.286	-18.804
11.780	255.574	1515.309	-18.804
11.790	255.222	1515.145	-18.804
11.800	254.869	1514.980	-18.804
11.810	254.097	1514.396	-18.804
11.820	251.205	1511.692	-18.804
11.830	245.319	1505.994	-18.804
11.840	237.327	1498.190	-18.804
11.850	228.589	1489.640	-18.804
11.860	219.175	1480.414	-18.804
11.870	209.381	1470.808	-18.804
11.880	200.194	1461.809	-18.804
11.890	191.465	1453.268	-18.804
11.900	183.076	1445.067	-18.804
11.910	175.035	1437.214	-18.804
11.920	167.059	1429.426	-18.804
11.930	158.886	1421.442	-18.804
11.940	151.001	1413.745	-18.804
11.950	143.430	1406.361	-18.804
11.960	135.896	1399.016	-18.804
11.970	128.534	1391.842	-18.804
11.980	121.005	1384.501	-18.804
11.990	113.714	1377.398	-18.804
12.000	106.933	1370.805	-18.804
12.010	100.378	1364.438	-18.804
12.020	94.043	1358.291	-18.804
12.030	87.731	1352.167	-18.804
12.040	81.523	1346.147	-18.804
12.050	75.583	1340.395	-18.804
12.060	69.572	1334.572	-18.804
12.070	63.479	1328.667	-18.804
12.080	57.845	1323.221	-18.804
12.090	52.646	1318.210	-18.804
12.100	47.608	1313.360	-18.804
12.110	42.303	1308.244	-18.804
12.120	37.217	1303.345	-18.804
12.130	32.839	1299.155	-18.804
12.140	28.699	1295.204	-18.804
12.150	25.183	1291.876	-18.804
12.160	22.550	1289.430	-18.804
12.170	20.337	1287.406	-18.804
12.180	18.369	1285.625	-18.804
12.190	16.624	1284.069	-18.804
12.200	14.955	1282.588	-18.804
12.210	13.316	1281.136	-18.804
12.220	11.736	1279.745	-18.804
12.230	10.205	1278.402	-18.804
12.240	8.667	1277.052	-18.804
12.250	7.146	1275.718	-18.804
12.260	5.711	1274.472	-18.804
12.270	4.423	1273.372	-18.804
12.280	3.270	1272.407	-18.804
12.290	2.281	1271.605	-18.804
12.300	1.441	1270.953	-18.804
12.310	0.730	1270.431	-18.804
12.320	0.136	1270.025	-18.804
12.330	-0.440	1269.637	-18.804
12.340	-1.037	1269.228	-18.804
12.350	-1.559	1268.894	-18.804
12.360	-2.000	1268.642	-18.804
12.370	-2.379	1268.450	-18.804
12.380	-2.634	1268.384	-18.804
12.390	-2.862	1268.344	-18.804
12.400	-3.092	1268.302	-18.804
12.410	-3.283	1268.299	-18.804
12.420	-3.418	1268.352	-18.804
12.430	-3.557	1268.401	-18.804
12.440	-3.696	1268.449	-18.804
12.450	-3.786	1268.547	-18.804
12.460	-3.914	1268.607	-18.804
12.470	-4.106	1268.603	-18.804
12.480	-4.334	1268.563	-18.804
12.490	-4.566	1268.519	-18.804
12.500	-4.662	1268.611	-18.804
12.510	-4.678	1268.784	-18.804
12.520	-4.761	1268.889	-18.804
12.530	-4.890	1268.948	-18.804
12.540	-5.059	1268.967	-18.804
12.550	-5.142	1269.072	-18.804
12.560	-5.229	1269.173	-18.804
12.570	-5.407	1269.183	-18.804
12.580	-5.617	1269.161	-18.804
12.590	-5.855	1269.111	-18.804
12.600	-5.989	1269.165	-18.804
12.610	-6.074	1269.268	-18.804
12.620	-6.257	1269.274	-18.804
12.630	-6.411	1269.307	-18.804
12.640	-6.595	1269.311	-18.804
12.650	-6.816	1269.278	-18.804
12.660	-7.019	1269.263	-18.804
12.670	-7.225	1269.245	-18.804
12.680	-7.422	1269.237	-18.804
12.690	-7.634	1269.212	-18.804
12.700	-7.798	1269.236	-18.804
12.710	-7.998	1269.224	-18.804
12.720	-8.230	1269.181	-18.804
12.730	-8.441	1269.158	-18.804
12.740	-8.604	1269.182	-18.804
12.750	-8.658	1269.317	-18.804
12.760	-8.750	1269.413	-18.804
12.770	-8.846	1269.505	-18.804
12.780	-8.832	1269.707	-18.804
12.790	-8.824	1269.903	-18.804
12.800	-8.832	1270.083	-18.804
12.810	-8.831	1270.272	-18.804
12.820	-8.871	1270.421	-18.804
12.830	-8.907	1270.572	-18.804
12.840	-8.949	1270.718	-18.804
12.850	-8.993	1270.862	-18.804
12.860	-8.935	1271.108	-18.804
12.870	-8.862	1271.370	-18.804
12.880	-8.909	1271.510	-18.804
12.890	-8.931	1271.677	-18.804
12.900	-8.879	1271.917	-18.804
12.910	-8.876	1272.108	-18.804
12.920	-8.882	1272.290	-18.804
12.930	-8.831	1272.528	-18.804
12.940	-8.821	1272.727	-18.804
12.950	-8.912	1272.824	-18.804
12.960	-8.963	1272.961	-18.804
12.970	-8.896	1273.216	-18.804
12.980	-8.765	1273.535	-18.804
12.990	-8.631	1273.857	-18.804
13.000	-8.560	1274.116	-18.804
13.010	-8.562	1274.302	-18.804
13.020	-8.570	1274.482	-18.804
13.030	-8.593	1274.647	-18.804
13.040	-8.541	1274.887	-18.804
13.050	-8.467	1275.149	-18.804
13.060	-8.443	1275.361	-18.804
13.070	-8.447	1275.546	-18.804
13.080	-8.545	1275.635	-18.804
13.090	-8.586	1275.782	-18.804
13.100	-8.504	1276.053	-18.804
13.110	-8.481	1276.263	-18.804
13.120	-8.524	1276.409	-18.804
13.130	-8.504	1276.616	-18.804
13.140	-8.440	1276.868	-18.804
13.150	-8.398	1277.099	-18.804
13.160	-8.363	1277.321	-18.804
13.170	-8.289	1277.584	-18.804
13.180	-8.216	1277.845	-18.804
13.190	-8.245	1278.004	-18.804
13.200	-8.344	1278.093	-18.804
13.210	-8.396	1278.228	-18.804
13.220	-8.379	1278.434	-18.804
13.230	-8.304	1278.697	-18.804
13.240	-8.235	1278.954	-18.804
13.250	-8.183	1279.194	-18.804
13.260	-8.084	1279.481	-18.804
13.270	-8.025	1279.728	-18.804
13.280	-8.019	1279.922	-18.804
13.290	-8.034	1280.095	-18.804
13.300	-7.995	1280.322	-18.804
13.310	-7.974	1280.531	-18.804
13.320	-8.026	1280.667	-18.804
13.330	-8.032	1280.849	-18.804
13.340	-7.990	1281.079	-18.804
13.350	-7.957	1281.300	-18.804
13.360	-7.981	1281.464	-18.804
13.370	-7.980	1281.653	-18.804
13.380	-7.952	1281.869	-18.804
13.390	-7.976	1282.033	-18.804
13.400	-8.007	1282.190	-18.804
13.410	-8.001	1282.385	-18.804
13.420	-8.020	1282.553	-18.804
13.430	-8.013	1282.748	-18.804
13.440	-7.973	1282.977	-18.804
13.450	-7.985	1283.153	-18.804
13.460	-7.981	1283.344	-18.804
13.470	-7.972	1283.541	-18.804
13.480	-7.991	1283.710	-18.804
13.490	-8.007	1283.883	-18.804
13.500	-8.008	1284.069	-18.804
13.510	-7.987	1284.279	-18.804
13.520	-7.965	1284.488	-18.804
13.530	-7.886	1284.756	-18.804
13.540	-7.851	1284.978	-18.804
13.550	-7.900	1285.118	-18.804
13.560	-7.919	1285.286	-18.804
13.570	-7.923	1285.471	-18.804
13.580	-7.934	1285.648	-18.804
13.590	-8.021	1285.749	-18.804
13.600	-8.139	1285.819	-18.804
13.610	-8.187	1285.959	-18.804
13.620	-8.243	1286.091	-18.804
13.630	-8.377	1286.145	-18.804
13.640	-8.511	1286.199	-18.804
13.650	-8.600	1286.298	-18.804
13.660	-8.573	1286.513	-18.804
13.670	-8.535	1286.739	-18.804
13.680	-8.625	1286.837	-18.804
13.690	-8.686	1286.964	-18.804
13.700	-8.765	1287.074	-18.804
13.710	-8.882	1287.145	-18.804
13.720	-8.926	1287.289	-18.804
13.730	-8.964	1287.438	-18.804
13.740	-9.053	1287.537	-18.804
13.750	-9.145	1287.634	-18.804
13.760	-9.242	1287.724	-18.804
13.770	-9.433	1287.721	-18.804
13.780	-9.641	1287.701	-18.804
13.790	-9.760	1287.771	-18.804
13.800	-9.810	1287.909	-18.804
13.810	-9.801	1288.106	-18.804
13.820	-9.802	1288.293	-18.804
13.830	-9.863	1288.420	-18.804
13.840	-9.968	1288.503	-18.804
13.850	-10.134	1288.525	-18.804
13.860	-10.365	1288.482	-18.804
13.870	-10.557	1288.478	-18.804
13.880	-10.712	1288.511	-18.804
13.890	-10.831	1288.581	-18.804
13.900	-10.984	1288.615	-18.804
13.910	-11.124	1288.664	-18.804
13.920	-11.217	1288.758	-18.804
13.930	-11.333	1288.830	-18.804
13.940	-11.413	1288.938	-18.804
13.950	-11.539	1289.000	-18.804
13.960	-11.639	1289.088	-18.804
13.970	-11.719	1289.196	-18.804
13.980	-11.871	1289.232	-18.804
13.990	-11.953	1289.339	-18.804
14.000	-12.003	1289.476	-18.804
14.010	-12.118	1289.550	-18.804
14.020	-12.287	1289.568	-18.804
14.030	-12.456	1289.588	-18.804
14.040	-12.558	1289.674	-18.804
14.050	-12.621	1289.799	-18.804
14.060	-12.630	1289.977	-18.804
14.070	-12.662	1290.134	-18.804
14.080	-12.725	1290.258	-18.804
14.090	-12.823	1290.349	-18.804
14.100	-12.943	1290.417	-18.804
14.110	-12.973	1290.575	-18.804
14.120	-12.956	1290.780	-18.804
14.130	-12.938	1290.986	-18.804
14.140	-12.963	1291.149	-18.804
14.150	-12.977	1291.323	-18.804
14.160	-12.904	1291.584	-18.804
14.170	-12.880	1291.796	-18.804
14.180	-12.888	1291.976	-18.804
14.190	-12.874	1292.178	-18.804
14.200	-12.868	1292.373	-12.651
14.210	-12.841	1292.557	-12.651
14.220	-12.626	1292.898	-12.651
14.230	-12.152	1293.499	-12.651
14.240	-11.149	1294.628	-12.651
14.250	-8.300	1297.604	-12.651
14.260	-3.362	1302.668	-12.651
14.270	2.936	1309.093	-12.651
14.280	9.900	1316.183	-12.651
14.290	16.307	1322.717	-12.651
14.300	23.251	1329.787	-12.651
14.310	31.808	1338.471	-12.651
14.320	40.452	1347.241	-12.651
14.330	48.001	1354.917	-12.651
14.340	55.194	1362.236	-12.651
14.350	63.425	1370.593	-12.651
14.360	71.320	1378.615	-12.651
14.370	78.525	1385.947	-12.651
14.380	85.389	1392.937	-12.651
14.390	91.201	1398.876	-12.651
14.400	96.531	1404.333	-12.651
14.410	101.518	1409.446	-12.651
14.420	106.371	1414.426	-12.651
14.430	111.170	1419.351	-12.651
14.440	115.608	1423.916	-12.651
14.450	120.157	1428.591	-12.651
14.460	124.484	1433.045	-12.651
14.470	128.224	1436.911	-12.651
14.480	131.804	1440.617	-12.651
14.490	135.298	1444.238	-12.651
14.500	138.630	1447.696	-12.651
14.510	141.728	1450.921	-12.651
14.520	145.330	1454.650	-12.651
14.530	149.274	1458.721	-12.651
14.540	152.602	1462.175	-12.651
14.550	155.424	1465.123	-12.651
14.560	158.030	1467.855	-12.651
14.570	160.360	1470.312	-12.651
14.580	162.892	1472.970	-12.651
14.590	165.506	1475.711	-12.651
14.600	167.653	1477.984	-12.651
14.610	170.220	1480.679	-12.651
14.620	172.922	1483.507	-12.651
14.630	175.398	1486.110	-12.651
14.640	177.810	1488.648	-12.651
14.650	179.731	1490.695	-12.651
14.660	182.468	1493.559	-12.651
14.670	185.680	1496.898	-12.651
14.680	187.574	1498.918	-12.651
14.690	189.354	1500.825	-12.651
14.700	192.301	1503.897	-12.651
14.710	194.893	1506.616	-12.651
14.720	196.186	1508.036	-12.651
14.730	197.275	1509.251	-12.651
14.740	199.322	1511.425	-12.651
14.750	201.816	1514.046	-12.651
14.760	204.521	1516.877	-12.651
14.770	206.916	1519.399	-12.651
14.780	208.457	1521.066	-12.651
14.790	210.553	1523.289	-12.651
14.800	212.603	1525.465	-12.651
14.810	213.785	1526.773	-12.651
14.820	215.439	1528.554	-12.651
14.830	217.190	1530.432	-12.651
