# This data was recorded by jlebar on 2020-05-14 with a pizza build.
#
# Run at revision 12aba171a64def35a85b99373308d82bc5aa5c54 with DEV_MODE
# enabled.
#
# At startup, the blower was disconnected.  The blower was then connected, and
# data collected began after that.
#
# The ventilator was connected to an IngMar Medical test lung, with the outer
# two springs connected.  The test lung nominally has four input settings (top,
# left, right, and bottom), but we currently lack the connector necessary to
# choose between them, so our setup is blowing into all of them.
#
# The output flow nozzle was set to half open, turned to about 45 degrees.
#
# Settings:
#
#  gui_status->desired_params.mode = VentMode_PRESSURE_CONTROL;
#  gui_status->desired_params.breaths_per_min = 12;
#  gui_status->desired_params.peep_cm_h2o = 10;
#  gui_status->desired_params.pip_cm_h2o = 25;
#  gui_status->desired_params.inspiratory_expiratory_ratio = 0.66f;
#
# Format:
#  auto &r = controller_status.sensor_readings;
#  debugPrint("%.4f, ", controller_status.fan_setpoint_cm_h2o);
#  debugPrint("%.4f, ", r.patient_pressure_cm_h2o);
#  debugPrint("%.4f, ", r.inflow_pressure_diff_cm_h2o);
#  debugPrint("%.4f, ", r.outflow_pressure_diff_cm_h2o);
#  debugPrint("%.4f, ", r.flow_ml_per_min / 1000.0f);
#  debugPrint("%.4f, ", r.volume_ml / 10.f);
#  debugPrint("\n");
#
# Samples taken every 10ms.

10.0000, 14.4736, 4.0704, 6.2612, -8.8490, 29.8078,
10.0000, 14.6603, 3.8713, 6.2488, -9.7160, 29.7309,
10.0000, 14.2184, 3.9397, 6.0870, -8.8050, 29.6157,
10.0000, 14.1936, 3.8837, 5.9002, -8.3673, 29.5768,
10.0000, 14.0566, 3.8152, 5.9687, -8.9424, 29.4716,
10.0000, 14.3616, 3.9708, 6.1430, -8.8689, 29.3917,
10.0000, 14.2433, 3.7343, 6.1616, -10.0376, 29.3528,
10.0000, 14.0380, 3.8339, 6.0870, -9.2949, 29.2401,
10.0000, 14.0442, 3.8277, 6.0496, -9.1855, 29.1610,
10.0000, 14.1002, 3.5850, 6.0372, -10.2903, 29.1220,
10.0000, 14.0380, 3.4605, 6.0745, -11.0343, 28.9906,
10.0000, 13.8139, 3.7343, 5.7944, -8.6666, 28.9107,
10.0000, 13.6272, 3.6783, 5.7882, -8.9085, 28.8725,
10.0000, 14.0629, 3.7779, 6.1056, -9.6260, 28.7540,
10.0000, 13.7330, 3.6472, 5.8629, -9.3394, 28.7151,
10.0000, 13.5027, 3.2364, 5.8753, -11.4083, 28.6307,
10.0000, 13.9321, 3.7654, 6.0932, -9.6385, 28.5038,
10.0000, 13.5961, 3.6596, 6.0123, -9.8395, 28.4626,
10.0000, 13.5712, 3.2862, 5.8940, -11.2269, 28.3811,
10.0000, 13.6147, 3.6908, 5.8753, -9.1787, 28.2556,
10.0000, 13.4467, 3.4107, 5.7758, -10.1591, 28.2147,
10.0000, 13.5089, 3.6721, 5.8193, -9.0561, 28.1318,
10.0000, 13.1479, 3.3609, 5.6326, -9.8590, 28.0079,
10.0000, 13.3409, 3.3982, 5.6388, -9.6975, 27.9678,
