# Captured 2020-06-21 06:10:07.683769 by unknown user
# Built at revision a5513db (dirty)
time(sec)  pc_setpoint  pressure  net_flow  net_flow
6.520  10.000  13.057  -603.054  -603.054
6.530  10.000  12.894  -599.024  -599.024
6.540  10.000  12.840  -593.757  -593.757
6.550  10.000  12.625  -595.288  -595.288
6.560  10.000  12.429  -589.422  -589.422
6.570  10.000  12.280  -574.333  -574.333
6.580  10.000  11.964  -604.978  -604.978
6.590  10.000  11.942  -571.635  -571.635
6.600  10.000  11.714  -584.747  -584.747
6.610  10.000  11.514  -571.451  -571.451
6.620  10.000  11.433  -566.383  -566.383
6.630  10.000  11.208  -543.808  -543.808
6.640  10.000  10.996  -557.790  -557.790
6.650  10.000  10.963  -550.451  -550.451
6.660  10.000  10.834  -536.419  -536.419
6.670  10.000  10.618  -543.288  -543.288
6.680  10.000  10.520  -524.622  -524.622
6.690  10.000  10.453  -540.770  -540.770
6.700  10.000  10.498  -532.461  -532.461
6.710  10.000  10.255  -524.417  -524.417
6.720  10.000  10.193  -526.583  -526.583
6.730  10.000  10.017  -523.074  -523.074
6.740  10.000  9.929  -518.101  -518.101
6.750  10.000  9.749  -519.401  -519.401
6.760  10.000  9.624  -505.198  -505.198
6.770  10.000  9.397  -496.767  -496.767
6.780  10.000  9.350  -493.947  -493.947
6.790  10.000  9.337  -449.133  -449.133
6.800  10.000  9.421  -436.658  -436.658
6.810  10.000  9.503  -412.128  -412.128
6.820  10.000  9.715  -402.388  -402.388
6.830  10.000  9.763  -395.645  -395.645
6.840  10.000  9.874  -388.628  -388.628
6.850  10.000  9.799  -382.824  -382.824
6.860  10.000  9.842  -368.472  -368.472
6.870  10.000  9.769  -355.781  -355.781
6.880  10.000  9.751  -353.447  -353.447
6.890  10.000  9.808  -336.416  -336.416
6.900  10.000  9.844  -329.056  -329.056
6.910  10.000  9.836  -327.947  -327.947
6.920  10.000  9.844  -316.086  -316.086
6.930  10.000  9.778  -298.786  -298.786
6.940  10.000  9.752  -285.745  -285.745
6.950  10.000  9.802  -287.273  -287.273
6.960  10.000  9.821  -270.100  -270.100
6.970  10.000  9.743  -251.324  -251.324
6.980  10.000  9.741  -250.230  -250.230
6.990  10.000  9.735  -236.440  -236.440
7.000  10.000  9.731  -228.137  -228.137
7.010  10.000  9.853  -217.965  -217.965
7.020  10.000  9.802  -205.156  -205.156
7.030  10.000  9.789  -201.345  -201.345
7.040  10.000  9.780  -200.698  -200.698
7.050  10.000  9.797  -177.378  -177.378
7.060  10.000  9.839  -174.475  -174.475
7.070  10.000  9.863  -176.186  -176.186
7.080  10.000  9.908  -167.915  -167.915
7.090  10.000  9.843  -147.453  -147.453
7.100  10.000  9.816  -161.604  -161.604
7.110  10.000  9.854  -143.771  -143.771
7.120  10.000  9.912  -139.903  -139.903
7.130  10.000  9.773  -131.920  -131.920
7.140  10.000  9.808  -133.195  -133.195
7.150  10.000  9.784  -109.030  -109.030
7.160  10.000  9.844  -113.293  -113.293
7.170  10.000  9.965  -106.495  -106.495
7.180  10.000  9.894  -87.552  -87.552
7.190  10.000  9.937  -94.021  -94.021
7.200  10.000  9.918  -97.139  -97.139
7.210  10.000  9.936  -84.370  -84.370
7.220  10.000  10.063  -100.990  -100.990
7.230  10.000  9.953  -68.982  -68.982
7.240  10.000  10.008  -94.273  -94.273
7.250  10.000  10.014  -66.687  -66.687
7.260  10.000  9.873  -63.704  -63.704
7.270  10.000  10.023  -72.969  -72.969
7.280  10.000  10.020  -77.007  -77.007
7.290  10.000  10.068  -75.262  -75.262
7.300  10.000  9.993  -54.836  -54.836
7.310  10.000  10.207  -74.943  -74.943
7.320  10.000  10.141  -73.521  -73.521
7.330  10.000  10.068  -76.203  -76.203
7.340  10.000  10.263  -80.499  -80.499
7.350  10.000  10.181  -83.898  -83.898
7.360  10.000  10.114  -89.255  -89.255
7.370  10.000  10.245  -73.711  -73.711
7.380  10.000  10.087  -64.288  -64.288
7.390  10.000  10.235  -77.429  -77.429
7.400  10.000  10.165  -80.107  -80.107
7.410  10.000  10.289  -85.477  -85.477
7.420  10.000  10.302  -78.773  -78.773
7.430  10.000  10.256  -76.098  -76.098
7.440  10.000  10.230  -82.968  -82.968
7.450  10.000  10.160  -91.598  -91.598
7.460  10.000  10.144  -95.682  -95.682
7.470  10.000  10.147  -95.040  -95.040
7.480  10.000  10.347  -114.939  -114.939
7.490  10.000  10.243  -113.673  -113.673
7.500  10.000  10.045  -118.303  -118.303
7.510  10.000  10.170  -127.651  -127.651
7.520  10.000  10.171  -138.433  -138.433
7.530  10.000  10.137  -131.072  -131.072
7.540  10.000  10.152  -126.027  -126.027
7.550  10.000  10.000  -137.643  -137.643
7.560  10.000  9.993  -153.830  -153.830
7.570  10.000  9.945  -137.889  -137.889
7.580  10.000  10.013  -156.291  -156.291
7.590  10.000  9.985  -138.955  -138.955
7.600  10.000  9.943  -143.039  -143.039
7.610  10.000  9.766  -131.082  -131.082
7.620  10.000  9.991  -150.846  -150.846
7.630  10.000  9.818  -121.821  -121.821
7.640  10.000  9.865  -146.016  -146.016
7.650  10.000  9.871  -153.462  -153.462
7.660  10.000  9.865  -132.945  -132.945
7.670  10.000  9.796  -139.639  -139.639
7.680  10.000  9.748  -131.362  -131.362
7.690  10.000  9.838  -139.856  -139.856
7.700  10.000  9.737  -126.687  -126.687
7.710  10.000  9.743  -126.612  -126.612
7.720  10.000  9.863  -120.172  -120.172
7.730  10.000  9.821  -115.330  -115.330
7.740  10.000  9.825  -103.252  -103.252
7.750  10.000  9.839  -113.527  -113.527
7.760  10.000  9.851  -105.952  -105.952
7.770  10.000  9.898  -97.770  -97.770
7.780  10.000  9.801  -88.232  -88.232
7.790  10.000  9.910  -105.437  -105.437
7.800  10.000  9.879  -86.587  -86.587
7.810  10.000  9.941  -80.320  -80.320
7.820  10.000  9.946  -77.739  -77.739
7.830  10.000  9.656  -54.474  -54.474
7.840  10.000  9.921  -58.306  -58.306
7.850  10.000  10.106  -67.519  -67.519
7.860  10.000  10.087  -71.672  -71.672
7.870  10.000  10.046  -76.207  -76.207
7.880  10.000  10.001  -76.629  -76.629
7.890  10.000  10.125  -61.008  -61.008
7.900  10.000  10.071  -56.582  -56.582
7.910  10.000  10.225  -64.214  -64.214
7.920  10.000  10.046  -61.419  -61.419
7.930  10.000  10.155  -73.778  -73.778
7.940  10.000  10.154  -58.067  -58.067
7.950  10.000  10.243  -83.211  -83.211
7.960  10.000  10.273  -54.619  -54.619
7.970  10.000  10.112  -47.207  -47.207
7.980  10.000  10.216  -65.000  -65.000
7.990  10.000  10.195  -57.843  -57.843
8.000  10.000  10.230  -73.054  -73.054
8.010  10.000  10.183  -61.394  -61.394
8.020  10.000  10.209  -68.042  -68.042
8.030  10.000  10.166  -76.345  -76.345
8.040  10.000  10.333  -94.064  -94.064
8.050  10.000  10.156  -75.749  -75.749
8.060  10.000  10.272  -77.328  -77.328
8.070  10.000  10.278  -98.920  -98.920
8.080  10.000  10.132  -129.019  -129.019
8.090  10.000  10.280  -122.321  -122.321
8.100  10.000  10.075  -132.590  -132.590
8.110  10.000  10.119  -140.262  -140.262
8.120  10.000  10.045  -144.099  -144.099
8.130  10.000  10.041  -128.411  -128.411
8.140  10.000  10.058  -140.243  -140.243
8.150  10.000  9.984  -132.213  -132.213
8.160  10.000  10.088  -134.232  -134.232
8.170  10.000  9.940  -138.206  -138.206
8.180  10.000  10.004  -142.353  -142.353
8.190  10.000  9.931  -145.822  -145.822
8.200  10.000  10.005  -137.669  -137.669
8.210  10.000  9.864  -137.870  -137.870
8.220  10.000  9.854  -133.324  -133.324
8.230  10.000  9.947  -132.928  -132.928
8.240  10.000  9.775  -131.872  -131.872
8.250  10.000  9.884  -135.145  -135.145
8.260  10.000  9.815  -136.462  -136.462
8.270  10.000  9.933  -137.901  -137.901
8.280  10.000  9.766  -131.182  -131.182
8.290  10.000  9.818  -141.159  -141.159
8.300  10.000  9.782  -132.323  -132.323
8.310  10.000  9.881  -120.244  -120.244
8.320  10.000  9.796  -125.207  -125.207
8.330  10.000  9.855  -107.166  -107.166
8.340  10.000  9.784  -115.094  -115.094
8.350  10.000  9.895  -101.941  -101.941
8.360  10.000  9.769  -92.714  -92.714
8.370  10.000  9.834  -87.049  -87.049
8.380  10.000  9.875  -91.272  -91.272
8.390  10.000  9.957  -79.449  -79.449
8.400  10.000  9.800  -66.333  -66.333
8.410  10.000  9.852  -85.270  -85.270
8.420  10.000  9.868  -72.032  -72.032
8.430  10.000  9.899  -63.622  -63.622
8.440  10.000  9.933  -51.898  -51.898
8.450  10.000  9.931  -53.967  -53.967
8.460  10.000  10.010  -64.118  -64.118
8.470  10.000  9.866  -70.668  -70.668
8.480  10.000  10.128  -66.441  -66.441
8.490  10.000  10.112  -66.158  -66.158
8.500  10.000  10.292  -67.124  -67.124
8.510  10.000  9.998  -53.538  -53.538
8.520  10.000  10.111  -63.887  -63.887
8.530  10.000  10.069  -57.415  -57.415
8.540  10.000  10.053  -57.800  -57.800
8.550  10.000  10.067  -60.368  -60.368
8.560  10.000  10.171  -70.895  -70.895
8.570  10.000  9.973  -46.348  -46.348
8.580  10.000  10.091  -52.072  -52.072
8.590  10.000  10.385  -77.064  -77.064
8.600  10.000  10.504  -72.227  -72.227
8.610  10.000  10.327  -60.665  -60.665
8.620  10.000  10.223  -62.438  -62.438
8.630  10.000  10.163  -61.542  -61.542
8.640  10.000  10.213  -80.125  -80.125
8.650  10.000  10.256  -79.411  -79.411
8.660  10.000  10.337  -89.384  -89.384
8.670  10.000  10.227  -86.796  -86.796
8.680  10.000  10.151  -133.550  -133.550
8.690  10.000  10.074  -114.349  -114.349
8.700  10.000  10.052  -118.013  -118.013
8.710  10.000  10.134  -117.175  -117.175
8.720  10.000  10.089  -137.287  -137.287
8.730  10.000  10.131  -146.478  -146.478
8.740  10.000  10.191  -150.619  -150.619
8.750  10.000  10.001  -128.407  -128.407
8.760  10.000  9.863  -134.409  -134.409
8.770  10.000  9.929  -147.761  -147.761
8.780  10.000  9.973  -151.280  -151.280
8.790  10.000  9.958  -140.074  -140.074
8.800  10.000  9.916  -130.899  -130.899
8.810  10.000  9.880  -134.176  -134.176
8.820  10.000  9.842  -147.092  -147.092
8.830  10.000  9.960  -146.797  -146.797
8.840  10.000  9.910  -131.527  -131.527
8.850  10.000  9.816  -109.825  -109.825
8.860  10.000  9.749  -138.157  -138.157
8.870  10.000  9.879  -139.268  -139.268
8.880  10.000  9.815  -133.945  -133.945
8.890  10.000  9.770  -121.023  -121.023
8.900  10.000  9.766  -121.086  -121.086
8.910  10.000  9.793  -110.125  -110.125
8.920  10.000  9.812  -106.876  -106.876
8.930  10.000  9.805  -96.249  -96.249
8.940  10.000  9.877  -104.055  -104.055
8.950  10.000  9.891  -91.809  -91.809
8.960  10.000  9.853  -90.287  -90.287
8.970  10.000  9.861  -79.574  -79.574
8.980  10.000  9.978  -65.426  -65.426
8.990  10.000  9.833  -89.309  -89.309
9.000  10.000  9.957  -75.387  -75.387
9.010  10.000  9.991  -68.313  -68.313
9.020  10.000  9.909  -80.301  -80.301
9.030  10.000  10.013  -66.195  -66.195
9.040  10.000  9.863  -57.866  -57.866
9.050  10.000  9.915  -57.457  -57.457
9.060  10.000  10.045  -75.403  -75.403
9.070  10.000  10.082  -75.140  -75.140
9.080  10.000  10.073  -56.638  -56.638
9.090  10.000  9.921  -58.458  -58.458
9.100  10.000  10.035  -62.464  -62.464
9.110  10.000  10.079  -70.205  -70.205
9.120  10.000  10.112  -57.536  -57.536
9.130  10.000  10.077  -72.909  -72.909
9.140  10.000  10.119  -65.583  -65.583
9.150  10.000  10.199  -70.555  -70.555
9.160  10.000  10.121  -59.503  -59.503
9.170  10.000  10.085  -69.073  -69.073
9.180  10.000  10.184  -58.070  -58.070
9.190  10.000  10.227  -82.963  -82.963
9.200  10.000  10.156  -50.563  -50.563
9.210  10.000  10.351  -72.428  -72.428
9.220  10.000  10.134  -56.021  -56.021
9.230  10.000  10.325  -97.714  -97.714
9.240  10.000  10.296  -88.398  -88.398
9.250  10.000  10.167  -86.024  -86.024
9.260  10.000  10.080  -93.412  -93.412
9.270  10.000  10.116  -116.548  -116.548
9.280  10.000  10.202  -100.988  -100.988
9.290  10.000  10.079  -109.103  -109.103
9.300  10.000  10.112  -111.045  -111.045
9.310  10.000  9.987  -116.331  -116.331
9.320  10.000  10.105  -118.305  -118.305
9.330  10.000  10.106  -119.144  -119.144
9.340  10.000  10.091  -126.171  -126.171
9.350  10.000  9.995  -123.448  -123.448
9.360  10.000  9.946  -127.214  -127.214
9.370  10.000  9.987  -129.513  -129.513
9.380  10.000  9.958  -128.761  -128.761
9.390  10.000  10.004  -132.733  -132.733
9.400  10.000  9.884  -139.414  -139.414
9.410  10.000  9.910  -140.884  -140.884
9.420  10.000  9.869  -122.038  -122.038
9.430  10.000  9.907  -125.504  -125.504
9.440  10.000  9.961  -128.640  -128.640
9.450  10.000  9.943  -116.907  -116.907
9.460  10.000  9.942  -130.338  -130.338
9.470  10.000  9.882  -124.259  -124.259
9.480  10.000  9.894  -117.082  -117.082
9.490  10.000  9.757  -115.926  -115.926
9.500  10.000  9.970  -137.481  -137.481
9.510  10.000  9.703  -102.267  -102.267
9.520  10.000  9.816  -109.487  -109.487
9.530  10.000  9.917  -112.971  -112.971
9.540  10.000  9.928  -109.331  -109.331
9.550  10.000  9.934  -99.230  -99.230
9.560  10.000  9.972  -118.540  -118.540
9.570  10.000  9.893  -104.150  -104.150
9.580  10.000  9.839  -100.754  -100.754
9.590  10.000  9.842  -106.629  -106.629
9.600  10.000  9.888  -89.072  -89.072
9.610  10.000  9.860  -101.747  -101.747
9.620  10.000  10.008  -79.278  -79.278
9.630  10.000  9.865  -79.798  -79.798
9.640  10.000  9.930  -76.284  -76.284
9.650  10.000  10.033  -90.240  -90.240
9.660  10.000  9.970  -60.886  -60.886
9.670  10.000  9.878  -68.215  -68.215
9.680  10.000  9.973  -87.798  -87.798
9.690  10.000  10.016  -85.545  -85.545
9.700  10.000  10.087  -57.404  -57.404
9.710  10.000  10.112  -53.102  -53.102
9.720  10.000  10.049  -78.685  -78.685
9.730  10.000  10.009  -70.391  -70.391
9.740  10.000  9.991  -66.467  -66.467
9.750  10.000  10.041  -62.169  -62.169
9.760  10.000  10.093  -67.792  -67.792
9.770  10.000  10.122  -65.393  -65.393
9.780  10.000  10.081  -63.583  -63.583
9.790  10.000  10.174  -80.334  -80.334
9.800  10.000  10.148  -72.236  -72.236
9.810  10.000  10.128  -69.581  -69.581
9.820  10.000  10.136  -80.090  -80.090
9.830  10.000  10.199  -69.507  -69.507
9.840  10.000  10.220  -78.919  -78.919
9.850  10.000  10.184  -85.685  -85.685
9.860  10.000  10.097  -79.009  -79.009
9.870  10.000  10.183  -94.291  -94.291
9.880  10.000  10.185  -82.385  -82.385
9.890  10.000  10.180  -89.820  -89.820
9.900  10.000  10.100  -82.116  -82.116
9.910  10.000  10.022  -97.974  -97.974
9.920  10.000  10.201  -104.606  -104.606
9.930  10.000  10.185  -105.294  -105.294
9.940  10.000  10.140  -129.748  -129.748
9.950  10.000  10.176  -132.325  -132.325
9.960  10.000  9.831  -117.955  -117.955
9.970  10.000  10.093  -129.409  -129.409
9.980  10.000  9.985  -132.682  -132.682
9.990  10.000  10.070  -125.709  -125.709
10.000  10.000  10.031  -125.627  -125.627
10.010  10.000  9.995  -129.361  -129.361
10.020  10.000  9.901  -121.997  -121.997
10.030  10.000  9.974  -123.637  -123.637
10.040  10.000  9.932  -129.266  -129.266
10.050  10.000  9.940  -130.806  -130.806
10.060  10.000  10.024  -140.168  -140.168
10.070  12.500  9.853  15.414  15.414
10.080  15.000  9.993  59.740  59.740
10.090  17.500  10.312  197.361  197.361
10.100  20.000  12.381  305.431  305.431
10.110  22.501  13.699  412.913  412.913
10.120  25.000  15.044  514.977  514.977
10.130  27.500  16.708  561.125  561.125
10.140  30.000  19.001  684.888  684.888
10.150  32.500  19.515  756.406  756.406
10.160  35.000  20.520  689.877  689.877
10.170  35.000  21.309  677.656  677.656
10.180  35.000  21.645  754.415  754.415
10.190  35.000  21.991  697.491  697.491
10.200  35.000  22.464  697.566  697.566
10.210  35.000  22.720  762.350  762.350
10.220  35.000  23.535  732.926  732.926
10.230  35.000  23.687  662.494  662.494
10.240  35.000  24.232  678.121  678.121
10.250  35.000  24.356  685.171  685.171
10.260  35.000  25.190  657.166  657.166
10.270  35.000  24.940  754.424  754.424
10.280  35.000  25.683  635.079  635.079
10.290  35.000  25.950  730.150  730.150
10.300  35.000  26.301  695.538  695.538
10.310  35.000  26.802  675.559  675.559
10.320  35.000  26.655  712.963  712.963
10.330  35.000  27.245  730.024  730.024
10.340  35.000  27.869  659.868  659.868
10.350  35.000  28.139  704.119  704.119
10.360  35.000  28.117  728.007  728.007
10.370  35.000  28.851  644.758  644.758
10.380  35.000  28.531  725.975  725.975
10.390  35.000  29.215  707.801  707.801
10.400  35.000  29.663  674.138  674.138
10.410  35.000  29.700  714.408  714.408
10.420  35.000  29.928  715.301  715.301
10.430  35.000  30.870  680.250  680.250
10.440  35.000  30.789  828.524  828.524
10.450  35.000  30.853  727.571  727.571
10.460  35.000  31.397  640.666  640.666
10.470  35.000  31.698  624.074  624.074
10.480  35.000  32.473  685.311  685.311
10.490  35.000  31.871  813.011  813.011
10.500  35.000  32.647  675.716  675.716
10.510  35.000  32.935  648.583  648.583
10.520  35.000  33.551  631.510  631.510
10.530  35.000  33.516  743.032  743.032
10.540  35.000  34.310  625.270  625.270
10.550  35.000  34.692  657.745  657.745
10.560  35.000  34.547  662.431  662.431
10.570  35.000  34.991  665.883  665.883
10.580  35.000  35.208  696.825  696.825
10.590  35.000  35.420  676.253  676.253
10.600  35.000  36.296  596.191  596.191
10.610  35.000  35.143  734.357  734.357
10.620  35.000  35.248  717.396  717.396
10.630  35.000  35.972  599.230  599.230
10.640  35.000  36.177  628.103  628.103
10.650  35.000  36.828  541.576  541.576
10.660  35.000  36.454  578.455  578.455
10.670  35.000  35.594  571.548  571.548
10.680  35.000  35.613  495.422  495.422
10.690  35.000  34.949  529.100  529.100
10.700  35.000  35.113  495.664  495.664
10.710  35.000  34.779  545.668  545.668
10.720  35.000  35.602  496.015  496.015
10.730  35.000  35.595  473.651  473.651
10.740  35.000  35.657  500.750  500.750
10.750  35.000  35.747  466.925  466.925
10.760  35.000  35.949  462.829  462.829
10.770  35.000  35.962  501.655  501.655
10.780  35.000  36.779  431.518  431.518
10.790  35.000  36.166  437.105  437.105
10.800  35.000  35.657  426.647  426.647
10.810  35.000  35.778  382.391  382.391
10.820  35.000  35.529  371.569  371.569
10.830  35.000  35.495  315.606  315.606
10.840  35.000  35.632  364.682  364.682
10.850  35.000  35.334  358.265  358.265
10.860  35.000  35.794  286.372  286.372
10.870  35.000  35.590  288.681  288.681
10.880  35.000  35.305  345.615  345.615
10.890  35.000  35.876  267.465  267.465
10.900  35.000  35.857  267.266  267.266
10.910  35.000  35.809  276.071  276.071
10.920  35.000  35.859  297.089  297.089
10.930  35.000  35.316  218.758  218.758
10.940  35.000  36.044  231.358  231.358
10.950  35.000  35.159  250.457  250.457
10.960  35.000  35.105  216.584  216.584
10.970  35.000  35.113  198.785  198.785
10.980  35.000  35.416  174.004  174.004
10.990  35.000  35.129  182.083  182.083
11.000  35.000  35.267  179.355  179.355
11.010  35.000  35.098  160.385  160.385
11.020  35.000  35.581  175.130  175.130
11.030  35.000  35.039  138.413  138.413
11.040  35.000  35.377  128.661  128.661
11.050  35.000  34.913  154.107  154.107
11.060  35.000  35.050  140.732  140.732
11.070  10.000  35.113  113.467  113.467
11.080  10.000  34.680  -367.306  -367.306
11.090  10.000  26.966  -1123.587  -1123.587
11.100  10.000  23.920  -475.991  -475.991
11.110  10.000  24.399  -815.879  -815.879
11.120  10.000  23.487  -611.846  -611.846
11.130  10.000  23.279  -634.356  -634.356
11.140  10.000  22.672  -619.734  -619.734
11.150  10.000  22.352  -637.210  -637.210
11.160  10.000  22.039  -610.959  -610.959
11.170  10.000  21.723  -617.409  -617.409
11.180  10.000  21.454  -622.810  -622.810
11.190  10.000  21.367  -616.442  -616.442
11.200  10.000  20.900  -604.923  -604.923
11.210  10.000  20.639  -591.921  -591.921
11.220  10.000  20.515  -596.204  -596.204
11.230  10.000  20.228  -580.285  -580.285
11.240  10.000  19.961  -578.288  -578.288
11.250  10.000  19.792  -573.177  -573.177
11.260  10.000  19.240  -569.252  -569.252
11.270  10.000  18.998  -586.341  -586.341
11.280  10.000  18.740  -561.858  -561.858
11.290  10.000  18.568  -540.900  -540.900
11.300  10.000  18.312  -578.424  -578.424
11.310  10.000  17.972  -504.137  -504.137
11.320  10.000  17.858  -541.927  -541.927
11.330  10.000  17.542  -530.945  -530.945
11.340  10.000  17.422  -514.718  -514.718
11.350  10.000  17.245  -544.160  -544.160
11.360  10.000  17.275  -535.672  -535.672
11.370  10.000  17.136  -522.538  -522.538
11.380  10.000  16.995  -506.049  -506.049
11.390  10.000  16.771  -513.729  -513.729
11.400  10.000  16.646  -500.016  -500.016
11.410  10.000  16.400  -503.597  -503.597
11.420  10.000  16.178  -478.119  -478.119
11.430  10.000  15.974  -498.001  -498.001
11.440  10.000  15.862  -483.501  -483.501
11.450  10.000  15.689  -467.749  -467.749
11.460  10.000  15.519  -484.000  -484.000
11.470  10.000  15.450  -481.557  -481.557
11.480  10.000  15.165  -485.046  -485.046
11.490  10.000  14.675  -452.000  -452.000
11.500  10.000  14.498  -472.064  -472.064
11.510  10.000  14.412  -441.503  -441.503
11.520  10.000  14.199  -442.041  -442.041
11.530  10.000  13.965  -443.353  -443.353
11.540  10.000  13.765  -429.772  -429.772
11.550  10.000  13.629  -440.542  -440.542
11.560  10.000  13.362  -413.744  -413.744
11.570  10.000  13.411  -448.783  -448.783
11.580  10.000  13.248  -431.056  -431.056
11.590  10.000  13.086  -405.111  -405.111
11.600  10.000  12.811  -399.740  -399.740
11.610  10.000  12.833  -419.131  -419.131
11.620  10.000  12.792  -399.647  -399.647
11.630  10.000  12.756  -410.527  -410.527
11.640  10.000  12.475  -413.161  -413.161
11.650  10.000  12.369  -395.944  -395.944
11.660  10.000  12.232  -409.648  -409.648
11.670  10.000  11.940  -390.744  -390.744
11.680  10.000  11.705  -374.915  -374.915
11.690  10.000  11.340  -380.324  -380.324
11.700  10.000  11.283  -370.428  -370.428
11.710  10.000  11.184  -374.187  -374.187
11.720  10.000  11.105  -376.348  -376.348
11.730  10.000  11.010  -363.877  -363.877
11.740  10.000  10.925  -361.309  -361.309
11.750  10.000  10.758  -353.187  -353.187
11.760  10.000  10.649  -355.322  -355.322
11.770  10.000  10.520  -355.492  -355.492
11.780  10.000  10.416  -345.771  -345.771
11.790  10.000  10.099  -333.093  -333.093
11.800  10.000  10.058  -319.783  -319.783
11.810  10.000  9.862  -342.466  -342.466
11.820  10.000  9.699  -327.080  -327.080
11.830  10.000  9.582  -314.194  -314.194
11.840  10.000  9.575  -313.573  -313.573
11.850  10.000  9.432  -298.475  -298.475
11.860  10.000  9.462  -275.049  -275.049
11.870  10.000  9.515  -247.173  -247.173
11.880  10.000  9.677  -239.904  -239.904
11.890  10.000  9.824  -232.688  -232.688
11.900  10.000  9.777  -221.932  -221.932
11.910  10.000  9.876  -222.471  -222.471
11.920  10.000  9.819  -199.782  -199.782
11.930  10.000  9.922  -200.913  -200.913
11.940  10.000  9.682  -183.260  -183.260
11.950  10.000  9.742  -185.010  -185.010
11.960  10.000  9.831  -173.166  -173.166
11.970  10.000  9.910  -163.688  -163.688
11.980  10.000  9.875  -156.737  -156.737
11.990  10.000  9.866  -152.348  -152.348
12.000  10.000  9.795  -146.462  -146.462
12.010  10.000  9.813  -132.307  -132.307
12.020  10.000  9.853  -117.274  -117.274
12.030  10.000  9.809  -98.677  -98.677
12.040  10.000  9.800  -101.043  -101.043
12.050  10.000  9.895  -96.891  -96.891
12.060  10.000  9.883  -95.084  -95.084
12.070  10.000  9.797  -75.184  -75.184
12.080  10.000  9.919  -67.802  -67.802
12.090  10.000  9.995  -64.767  -64.767
12.100  10.000  9.862  -47.418  -47.418
12.110  10.000  9.742  -31.404  -31.404
12.120  10.000  9.831  -50.901  -50.901
12.130  10.000  9.824  -28.931  -28.931
12.140  10.000  9.768  -34.376  -34.376
12.150  10.000  9.791  -22.033  -22.033
12.160  10.000  9.831  -15.447  -15.447
12.170  10.000  9.802  -15.987  -15.987
12.180  10.000  9.762  4.488  4.488
12.190  10.000  9.788  22.439  22.439
12.200  10.000  9.897  22.499  22.499
12.210  10.000  9.908  10.569  10.569
12.220  10.000  9.764  43.167  43.167
12.230  10.000  9.757  45.843  45.843
12.240  10.000  9.822  50.276  50.276
12.250  10.000  9.925  42.555  42.555
12.260  10.000  9.850  57.088  57.088
12.270  10.000  9.800  65.320  65.320
12.280  10.000  9.707  80.734  80.734
12.290  10.000  9.898  81.251  81.251
12.300  10.000  9.987  85.093  85.093
12.310  10.000  10.087  72.617  72.617
12.320  10.000  10.053  92.091  92.091
12.330  10.000  10.071  83.535  83.535
12.340  10.000  10.144  80.659  80.659
12.350  10.000  10.147  74.454  74.454
12.360  10.000  10.176  86.743  86.743
12.370  10.000  10.032  93.208  93.208
12.380  10.000  10.193  69.226  69.226
12.390  10.000  10.258  80.697  80.697
12.400  10.000  10.259  83.824  83.824
12.410  10.000  10.133  95.178  95.178
12.420  10.000  10.158  81.925  81.925
12.430  10.000  10.217  78.440  78.440
12.440  10.000  10.407  75.601  75.601
12.450  10.000  10.300  77.175  77.175
12.460  10.000  10.245  62.998  62.998
12.470  10.000  10.266  53.038  53.038
12.480  10.000  10.294  52.065  52.065
12.490  10.000  10.334  48.115  48.115
12.500  10.000  10.303  27.827  27.827
12.510  10.000  10.315  27.047  27.047
12.520  10.000  10.041  35.112  35.112
12.530  10.000  10.130  23.173  23.173
12.540  10.000  10.146  7.316  7.316
12.550  10.000  10.318  -3.816  -3.816
12.560  10.000  10.100  -7.276  -7.276
12.570  10.000  10.035  -16.899  -16.899
12.580  10.000  9.912  -9.506  -9.506
12.590  10.000  10.020  -25.270  -25.270
12.600  10.000  9.885  -8.075  -8.075
12.610  10.000  9.963  -22.901  -22.901
12.620  10.000  9.903  -15.420  -15.420
12.630  10.000  9.836  2.641  2.641
12.640  10.000  9.874  -2.236  -2.236
12.650  10.000  9.842  -6.458  -6.458
12.660  10.000  9.875  -11.919  -11.919
12.670  10.000  9.772  -10.262  -10.262
12.680  10.000  9.927  -6.465  -6.465
12.690  10.000  9.868  -6.919  -6.919
12.700  10.000  9.872  4.411  4.411
12.710  10.000  9.839  -0.997  -0.997
12.720  10.000  9.860  18.497  18.497
12.730  10.000  9.726  22.904  22.904
12.740  10.000  9.837  31.796  31.796
12.750  10.000  9.850  24.183  24.183
12.760  10.000  9.735  25.704  25.704
12.770  10.000  9.809  27.870  27.870
12.780  10.000  9.920  52.851  52.851
12.790  10.000  9.821  43.967  43.967
12.800  10.000  9.752  64.658  64.658
12.810  10.000  9.701  73.347  73.347
12.820  10.000  9.895  71.075  71.075
12.830  10.000  9.913  68.017  68.017
12.840  10.000  9.897  43.578  43.578
12.850  10.000  9.887  68.658  68.658
12.860  10.000  9.965  77.651  77.651
12.870  10.000  9.995  80.646  80.646
12.880  10.000  10.013  82.539  82.539
12.890  10.000  10.010  83.756  83.756
12.900  10.000  10.147  83.124  83.124
12.910  10.000  9.984  78.307  78.307
12.920  10.000  9.995  90.529  90.529
12.930  10.000  10.088  89.905  89.905
12.940  10.000  10.206  72.220  72.220
12.950  10.000  10.313  72.498  72.498
12.960  10.000  10.309  77.121  77.121
12.970  10.000  10.147  87.012  87.012
12.980  10.000  10.118  83.320  83.320
12.990  10.000  10.054  69.874  69.874
