# Captured 2020-06-21 06:10:07.683769 by unknown user
# Built at revision a5513db (dirty)
time(sec)  pc_setpoint  pressure  net_flow  net_flow
19.700  10.000  9.955  -9.324  -9.324
19.710  10.000  9.946  -11.209  -11.209
19.720  10.000  9.922  -16.932  -16.932
19.730  10.000  9.929  -22.131  -22.131
19.740  10.000  9.853  -9.303  -9.303
19.750  10.000  9.925  -0.662  -0.662
19.760  10.000  9.895  -1.174  -1.174
19.770  10.000  9.920  2.624  2.624
19.780  10.000  9.987  -7.790  -7.790
19.790  10.000  9.878  24.258  24.258
19.800  10.000  10.015  4.921  4.921
19.810  10.000  9.848  46.545  46.545
19.820  10.000  9.868  9.084  9.084
19.830  10.000  9.976  29.342  29.342
19.840  10.000  10.034  0.666  0.666
19.850  10.000  10.018  28.906  28.906
19.860  10.000  9.957  22.054  22.054
19.870  10.000  10.078  14.431  14.431
19.880  10.000  9.939  28.279  28.279
19.890  10.000  10.117  28.543  28.543
19.900  10.000  10.134  20.061  20.061
19.910  10.000  10.089  27.120  27.120
19.920  10.000  10.001  1.615  1.615
19.930  10.000  10.150  13.095  13.095
19.940  10.000  10.070  29.598  29.598
19.950  10.000  10.094  16.035  16.035
19.960  10.000  10.060  7.570  7.570
19.970  10.000  10.177  12.097  12.097
19.980  10.000  10.089  15.729  15.729
19.990  10.000  10.185  22.308  22.308
20.000  10.000  10.041  6.594  6.594
20.010  10.000  10.193  -3.354  -3.354
20.020  10.000  10.147  9.213  9.213
20.030  10.000  10.157  -3.260  -3.260
20.040  10.000  10.215  -4.877  -4.877
20.050  10.000  10.164  -4.434  -4.434
20.060  10.000  10.045  -0.590  -0.590
20.070  10.000  10.160  -5.156  -5.156
20.080  10.000  10.024  -15.014  -15.014
20.090  12.500  10.030  -20.551  -20.551
20.100  15.000  10.265  5.066  5.066
20.110  17.500  10.703  118.277  118.277
20.120  20.000  12.292  253.493  253.493
20.130  22.500  13.527  364.485  364.485
20.140  25.000  14.792  460.058  460.058
20.150  27.500  16.894  524.999  524.999
20.160  30.000  18.425  682.026  682.026
20.170  32.500  19.745  599.161  599.161
20.180  35.000  20.878  668.339  668.339
20.190  35.000  21.530  650.208  650.208
20.200  35.000  21.930  636.367  636.367
20.210  35.000  21.941  709.646  709.646
20.220  35.000  22.845  649.864  649.864
20.230  35.000  23.163  703.676  703.676
20.240  35.000  23.321  699.568  699.568
20.250  35.000  24.112  664.149  664.149
20.260  35.000  24.459  621.634  621.634
20.270  35.000  24.089  744.254  744.254
20.280  35.000  24.322  694.433  694.433
20.290  35.000  25.527  553.149  553.149
20.300  35.000  25.624  675.154  675.154
20.310  35.000  25.519  765.136  765.136
20.320  35.000  25.736  678.657  678.657
20.330  35.000  26.677  602.744  602.744
20.340  35.000  26.462  670.613  670.613
20.350  35.000  27.237  682.872  682.872
20.360  35.000  27.471  634.597  634.597
20.370  35.000  28.063  617.457  617.457
20.380  35.000  28.184  642.956  642.956
20.390  35.000  28.973  656.945  656.945
20.400  35.000  28.451  699.792  699.792
20.410  35.000  29.388  632.378  632.378
20.420  35.000  29.233  668.351  668.351
20.430  35.000  29.948  596.287  596.287
20.440  35.000  29.871  666.493  666.493
20.450  35.000  30.520  597.989  597.989
20.460  35.000  30.611  724.785  724.785
20.470  35.000  30.655  675.358  675.358
20.480  35.000  31.093  645.897  645.897
20.490  35.000  31.736  639.387  639.387
20.500  35.000  31.641  654.665  654.665
20.510  35.000  32.138  693.031  693.031
20.520  35.000  32.551  642.874  642.874
20.530  35.000  32.909  615.269  615.269
20.540  35.000  33.692  554.392  554.392
20.550  35.000  33.655  667.255  667.255
20.560  35.000  33.851  635.777  635.777
20.570  35.000  33.975  717.771  717.771
20.580  35.000  34.607  587.611  587.611
20.590  35.000  35.344  563.496  563.496
20.600  35.000  34.495  719.372  719.372
20.610  35.000  35.306  647.380  647.380
20.620  35.000  35.406  665.104  665.104
20.630  35.000  35.958  554.051  554.051
20.640  35.000  35.697  639.433  639.433
20.650  35.000  35.986  543.490  543.490
20.660  35.000  36.014  606.404  606.404
20.670  35.000  36.301  564.477  564.477
20.680  35.000  36.269  610.602  610.602
20.690  35.000  35.794  523.098  523.098
20.700  35.000  35.276  517.087  517.087
20.710  35.000  35.851  436.546  436.546
20.720  35.000  35.382  455.414  455.414
20.730  35.000  35.360  421.732  421.732
20.740  35.000  35.395  428.017  428.017
20.750  35.000  35.497  429.990  429.990
20.760  35.000  35.459  397.423  397.423
20.770  35.000  36.237  440.869  440.869
20.780  35.000  36.163  408.979  408.979
20.790  35.000  36.190  415.661  415.661
20.800  35.000  36.024  426.017  426.017
20.810  35.000  35.750  424.199  424.199
20.820  35.000  35.934  357.284  357.284
20.830  35.000  35.450  336.940  336.940
20.840  35.000  35.728  341.812  341.812
20.850  35.000  35.251  293.421  293.421
20.860  35.000  35.548  291.116  291.116
20.870  35.000  35.418  303.776  303.776
20.880  35.000  35.575  269.230  269.230
20.890  35.000  35.560  216.744  216.744
20.900  35.000  35.797  248.178  248.178
20.910  35.000  35.582  257.249  257.249
20.920  35.000  35.755  239.315  239.315
20.930  35.000  35.710  248.928  248.928
20.940  35.000  35.611  221.391  221.391
20.950  35.000  35.801  216.559  216.559
20.960  35.000  35.402  226.293  226.293
20.970  35.000  35.426  188.039  188.039
20.980  35.000  35.074  188.381  188.381
20.990  35.000  35.494  170.731  170.731
21.000  35.000  35.342  154.140  154.140
21.010  35.000  35.484  119.793  119.793
21.020  35.000  35.183  145.533  145.533
21.030  35.000  35.337  130.425  130.425
21.040  35.000  35.144  80.234  80.234
21.050  35.000  35.092  119.204  119.204
21.060  35.000  35.514  96.890  96.890
21.070  35.000  35.094  102.365  102.365
21.080  35.000  35.494  86.573  86.573
21.090  10.000  34.777  95.686  95.686
21.100  10.000  34.322  -362.307  -362.307
21.110  10.000  26.888  -1185.144  -1185.144
21.120  10.000  24.582  -526.242  -526.242
21.130  10.000  24.691  -752.283  -752.283
21.140  10.000  23.977  -642.410  -642.410
21.150  10.000  23.785  -675.829  -675.829
21.160  10.000  23.455  -651.994  -651.994
21.170  10.000  23.048  -647.721  -647.721
21.180  10.000  22.805  -634.679  -634.679
21.190  10.000  22.404  -636.483  -636.483
21.200  10.000  22.254  -620.279  -620.279
21.210  10.000  21.918  -633.894  -633.894
21.220  10.000  21.657  -617.345  -617.345
21.230  10.000  21.442  -625.551  -625.551
21.240  10.000  21.221  -603.547  -603.547
21.250  10.000  21.004  -611.694  -611.694
21.260  10.000  20.840  -607.869  -607.869
21.270  10.000  20.563  -590.878  -590.878
21.280  10.000  20.245  -602.155  -602.155
21.290  10.000  20.127  -594.314  -594.314
21.300  10.000  19.781  -595.386  -595.386
21.310  10.000  19.706  -587.838  -587.838
21.320  10.000  19.425  -584.071  -584.071
21.330  10.000  19.209  -581.132  -581.132
21.340  10.000  19.009  -555.481  -555.481
21.350  10.000  18.773  -560.381  -560.381
21.360  10.000  18.590  -569.598  -569.598
21.370  10.000  18.315  -551.245  -551.245
21.380  10.000  18.250  -546.616  -546.616
21.390  10.000  18.039  -554.305  -554.305
21.400  10.000  17.897  -556.128  -556.128
21.410  10.000  17.740  -552.406  -552.406
21.420  10.000  17.489  -542.941  -542.941
21.430  10.000  17.272  -527.882  -527.882
21.440  10.000  17.086  -537.692  -537.692
21.450  10.000  16.952  -521.793  -521.793
21.460  10.000  16.760  -519.086  -519.086
21.470  10.000  16.490  -520.495  -520.495
21.480  10.000  16.287  -518.159  -518.159
21.490  10.000  16.184  -522.457  -522.457
21.500  10.000  15.924  -501.781  -501.781
21.510  10.000  15.732  -504.929  -504.929
21.520  10.000  15.589  -489.714  -489.714
21.530  10.000  15.384  -488.488  -488.488
21.540  10.000  15.159  -482.765  -482.765
21.550  10.000  14.990  -480.255  -480.255
21.560  10.000  14.894  -470.743  -470.743
21.570  10.000  14.721  -470.832  -470.832
21.580  10.000  14.523  -481.917  -481.917
21.590  10.000  14.351  -472.096  -472.096
21.600  10.000  14.172  -454.259  -454.259
21.610  10.000  13.974  -470.615  -470.615
21.620  10.000  13.809  -448.641  -448.641
21.630  10.000  13.649  -434.831  -434.831
21.640  10.000  13.429  -449.989  -449.989
21.650  10.000  13.216  -418.815  -418.815
21.660  10.000  13.012  -451.571  -451.571
21.670  10.000  12.957  -420.866  -420.866
21.680  10.000  12.597  -419.583  -419.583
21.690  10.000  12.619  -437.434  -437.434
21.700  10.000  12.413  -408.914  -408.914
21.710  10.000  12.305  -399.328  -399.328
21.720  10.000  12.101  -407.106  -407.106
21.730  10.000  12.069  -394.950  -394.950
21.740  10.000  11.796  -411.484  -411.484
21.750  10.000  11.757  -388.334  -388.334
21.760  10.000  11.554  -381.758  -381.758
21.770  10.000  11.554  -389.054  -389.054
21.780  10.000  11.398  -388.868  -388.868
21.790  10.000  11.295  -383.100  -383.100
21.800  10.000  11.266  -375.345  -375.345
21.810  10.000  11.143  -385.083  -385.083
21.820  10.000  11.056  -371.977  -371.977
21.830  10.000  10.856  -369.208  -369.208
21.840  10.000  10.679  -359.424  -359.424
21.850  10.000  10.562  -369.242  -369.242
21.860  10.000  10.487  -356.484  -356.484
21.870  10.000  10.433  -355.125  -355.125
21.880  10.000  10.307  -358.960  -358.960
21.890  10.000  10.156  -349.988  -349.988
21.900  10.000  10.022  -345.725  -345.725
21.910  10.000  9.852  -340.846  -340.846
21.920  10.000  9.774  -332.400  -332.400
21.930  10.000  9.663  -331.016  -331.016
21.940  10.000  9.595  -323.228  -323.228
21.950  10.000  9.547  -305.584  -305.584
21.960  10.000  9.616  -291.036  -291.036
21.970  10.000  9.599  -281.711  -281.711
21.980  10.000  9.603  -270.847  -270.847
21.990  10.000  9.513  -246.876  -246.876
22.000  10.000  9.563  -232.711  -232.711
22.010  10.000  9.674  -204.466  -204.466
22.020  10.000  9.807  -196.236  -196.236
22.030  10.000  9.904  -198.287  -198.287
22.040  10.000  9.887  -190.132  -190.132
22.050  10.000  9.860  -185.163  -185.163
22.060  10.000  9.842  -163.137  -163.137
22.070  10.000  9.860  -162.516  -162.516
22.080  10.000  9.853  -147.467  -147.467
22.090  10.000  9.800  -147.348  -147.348
22.100  10.000  9.913  -149.025  -149.025
22.110  10.000  9.872  -126.346  -126.346
22.120  10.000  9.820  -133.890  -133.890
22.130  10.000  9.970  -121.176  -121.176
22.140  10.000  9.882  -111.128  -111.128
22.150  10.000  9.837  -104.105  -104.105
22.160  10.000  9.794  -100.818  -100.818
22.170  10.000  9.905  -86.246  -86.246
22.180  10.000  9.884  -86.069  -86.069
22.190  10.000  9.925  -71.265  -71.265
22.200  10.000  9.884  -70.011  -70.011
22.210  10.000  9.874  -60.249  -60.249
22.220  10.000  9.824  -55.602  -55.602
22.230  10.000  9.829  -53.120  -53.120
22.240  10.000  9.841  -47.609  -47.609
22.250  10.000  9.833  -52.837  -52.837
22.260  10.000  9.962  -40.179  -40.179
22.270  10.000  9.850  -30.115  -30.115
22.280  10.000  9.841  -23.310  -23.310
22.290  10.000  9.677  -10.354  -10.354
22.300  10.000  9.898  -14.370  -14.370
22.310  10.000  9.905  -17.562  -17.562
22.320  10.000  9.922  -1.133  -1.133
22.330  10.000  9.792  -2.999  -2.999
22.340  10.000  9.892  -7.040  -7.040
22.350  10.000  9.949  6.867  6.867
22.360  10.000  9.968  11.258  11.258
22.370  10.000  9.882  32.780  32.780
22.380  10.000  9.909  36.565  36.565
22.390  10.000  9.983  18.328  18.328
22.400  10.000  10.023  28.080  28.080
22.410  10.000  9.946  18.030  18.030
22.420  10.000  10.011  19.659  19.659
22.430  10.000  10.176  21.085  21.085
22.440  10.000  10.080  33.846  33.846
22.450  10.000  10.102  31.561  31.561
22.460  10.000  10.043  30.699  30.699
22.470  10.000  10.243  18.354  18.354
22.480  10.000  10.180  24.818  24.818
22.490  10.000  10.172  26.802  26.802
22.500  10.000  10.076  36.272  36.272
22.510  10.000  10.215  28.261  28.261
22.520  10.000  10.342  7.163  7.163
22.530  10.000  10.280  6.423  6.423
22.540  10.000  10.220  29.022  29.022
22.550  10.000  10.190  40.127  40.127
22.560  10.000  10.315  2.537  2.537
22.570  10.000  10.220  -1.286  -1.286
22.580  10.000  10.289  -7.772  -7.772
22.590  10.000  10.084  -6.407  -6.407
22.600  10.000  10.219  -18.483  -18.483
22.610  10.000  10.189  -13.327  -13.327
22.620  10.000  10.144  -26.997  -26.997
22.630  10.000  10.040  -24.834  -24.834
22.640  10.000  10.192  -39.894  -39.894
22.650  10.000  10.068  -37.231  -37.231
22.660  10.000  10.069  -42.139  -42.139
22.670  10.000  10.059  -46.770  -46.770
22.680  10.000  10.062  -39.264  -39.264
22.690  10.000  9.940  -40.095  -40.095
22.700  10.000  10.019  -59.283  -59.283
22.710  10.000  9.935  -44.996  -44.996
22.720  10.000  9.932  -53.536  -53.536
22.730  10.000  10.009  -49.262  -49.262
22.740  10.000  9.926  -57.346  -57.346
22.750  10.000  9.923  -39.714  -39.714
22.760  10.000  9.854  -47.653  -47.653
22.770  10.000  9.892  -54.369  -54.369
22.780  10.000  9.934  -46.141  -46.141
22.790  10.000  9.891  -44.561  -44.561
22.800  10.000  9.944  -41.263  -41.263
22.810  10.000  9.801  -31.577  -31.577
22.820  10.000  9.878  -16.745  -16.745
22.830  10.000  9.820  -18.733  -18.733
22.840  10.000  9.704  -21.877  -21.877
22.850  10.000  9.851  -34.181  -34.181
22.860  10.000  9.849  -26.390  -26.390
22.870  10.000  9.964  -22.424  -22.424
22.880  10.000  9.824  -22.700  -22.700
22.890  10.000  9.954  -0.506  -0.506
22.900  10.000  9.686  0.667  0.667
22.910  10.000  9.896  -10.161  -10.161
22.920  10.000  9.834  2.436  2.436
22.930  10.000  9.892  7.309  7.309
22.940  10.000  9.901  -0.520  -0.520
22.950  10.000  9.835  8.887  8.887
22.960  10.000  9.964  -1.047  -1.047
22.970  10.000  10.026  14.735  14.735
22.980  10.000  9.940  10.300  10.300
22.990  10.000  9.971  18.337  18.337
23.000  10.000  9.973  20.274  20.274
23.010  10.000  9.969  25.756  25.756
23.020  10.000  10.075  32.882  32.882
23.030  10.000  10.095  34.544  34.544
23.040  10.000  10.063  42.674  42.674
23.050  10.000  10.028  39.913  39.913
23.060  10.000  10.086  24.267  24.267
23.070  10.000  10.160  11.721  11.721
23.080  10.000  10.210  19.507  19.507
23.090  10.000  10.061  16.110  16.110
23.100  10.000  10.193  29.229  29.229
23.110  10.000  10.103  40.801  40.801
23.120  10.000  10.240  27.719  27.719
23.130  10.000  10.201  11.269  11.269
23.140  10.000  10.218  13.888  13.888
23.150  10.000  10.188  23.742  23.742
23.160  10.000  10.169  34.949  34.949
23.170  10.000  10.074  14.064  14.064
23.180  10.000  10.177  9.444  9.444
23.190  10.000  10.141  15.734  15.734
23.200  10.000  10.186  -8.818  -8.818
23.210  10.000  10.184  -12.715  -12.715
23.220  10.000  10.199  -14.177  -14.177
23.230  10.000  10.110  -7.081  -7.081
23.240  10.000  10.085  -26.042  -26.042
23.250  10.000  10.316  -21.644  -21.644
23.260  10.000  9.915  -27.294  -27.294
23.270  10.000  10.123  -45.376  -45.376
23.280  10.000  10.071  -37.171  -37.171
23.290  10.000  10.072  -44.182  -44.182
23.300  10.000  9.962  -34.083  -34.083
23.310  10.000  9.955  -43.967  -43.967
23.320  10.000  9.959  -42.378  -42.378
23.330  10.000  9.902  -38.712  -38.712
23.340  10.000  10.047  -45.452  -45.452
23.350  10.000  9.950  -39.561  -39.561
23.360  10.000  9.927  -46.482  -46.482
23.370  10.000  10.024  -54.144  -54.144
23.380  10.000  9.760  -33.742  -33.742
23.390  10.000  9.817  -26.434  -26.434
23.400  10.000  9.764  -30.029  -30.029
23.410  10.000  9.870  -28.848  -28.848
23.420  10.000  9.871  -34.980  -34.980
23.430  10.000  9.918  -46.051  -46.051
23.440  10.000  9.831  -28.742  -28.742
23.450  10.000  9.793  -18.008  -18.008
23.460  10.000  9.870  -26.725  -26.725
23.470  10.000  9.833  -8.222  -8.222
23.480  10.000  9.933  -39.400  -39.400
23.490  10.000  9.789  4.951  4.951
23.500  10.000  9.841  2.018  2.018
23.510  10.000  9.950  6.416  6.416
23.520  10.000  9.814  27.095  27.095
23.530  10.000  9.931  10.844  10.844
23.540  10.000  9.894  26.881  26.881
23.550  10.000  9.950  22.319  22.319
23.560  10.000  9.911  17.468  17.468
23.570  10.000  9.885  32.317  32.317
23.580  10.000  9.982  17.880  17.880
23.590  10.000  10.090  12.468  12.468
23.600  10.000  9.998  16.176  16.176
23.610  10.000  9.970  35.527  35.527
23.620  10.000  10.003  20.648  20.648
23.630  10.000  10.137  18.011  18.011
23.640  10.000  10.120  23.961  23.961
23.650  10.000  10.186  15.780  15.780
23.660  10.000  10.047  28.257  28.257
23.670  10.000  10.139  7.325  7.325
23.680  10.000  10.316  28.857  28.857
23.690  10.000  10.091  12.825  12.825
23.700  10.000  10.115  23.239  23.239
23.710  10.000  10.221  9.138  9.138
23.720  10.000  10.187  14.014  14.014
23.730  10.000  10.122  19.882  19.882
23.740  10.000  10.157  14.013  14.013
23.750  10.000  10.091  17.964  17.964
23.760  10.000  10.095  21.834  21.834
23.770  10.000  10.188  -1.890  -1.890
23.780  10.000  10.102  -1.049  -1.049
23.790  10.000  10.029  -15.346  -15.346
23.800  10.000  10.102  -7.911  -7.911
23.810  10.000  10.086  -12.597  -12.597
23.820  10.000  10.123  -13.412  -13.412
23.830  10.000  10.157  -26.199  -26.199
23.840  10.000  10.283  -26.878  -26.878
23.850  10.000  9.941  -20.201  -20.201
23.860  10.000  9.996  -21.777  -21.777
23.870  10.000  9.954  -37.541  -37.541
23.880  10.000  10.087  -31.471  -31.471
23.890  10.000  10.047  -34.536  -34.536
23.900  10.000  10.061  -46.776  -46.776
23.910  10.000  9.945  -22.713  -22.713
23.920  10.000  9.854  -29.342  -29.342
23.930  10.000  9.981  -46.961  -46.961
23.940  10.000  9.911  -47.837  -47.837
23.950  10.000  10.013  -21.754  -21.754
23.960  10.000  9.681  -13.787  -13.787
23.970  10.000  9.842  -38.393  -38.393
23.980  10.000  9.939  -35.198  -35.198
23.990  10.000  9.780  -14.135  -14.135
24.000  10.000  9.858  -19.996  -19.996
24.010  10.000  9.816  -13.434  -13.434
24.020  10.000  9.808  -12.488  -12.488
24.030  10.000  9.976  -23.459  -23.459
24.040  10.000  9.875  -8.754  -8.754
24.050  10.000  9.899  -16.609  -16.609
24.060  10.000  9.938  -10.589  -10.589
24.070  10.000  9.844  -3.588  -3.588
24.080  10.000  9.902  9.909  9.909
24.090  10.000  9.943  0.479  0.479
24.100  10.000  9.938  18.755  18.755
24.110  10.000  9.976  0.174  0.174
24.120  10.000  9.929  8.994  8.994
24.130  10.000  9.783  21.056  21.056
24.140  10.000  9.928  25.660  25.660
24.150  10.000  10.008  10.451  10.451
24.160  10.000  10.030  15.809  15.809
24.170  10.000  10.060  5.673  5.673
24.180  10.000  10.047  25.817  25.817
24.190  10.000  10.018  33.238  33.238
24.200  10.000  9.950  11.388  11.388
24.210  10.000  10.238  14.048  14.048
24.220  10.000  10.098  16.788  16.788
24.230  10.000  10.124  5.041  5.041
24.240  10.000  10.063  11.047  11.047
24.250  10.000  10.077  18.540  18.540
24.260  10.000  10.017  20.526  20.526
24.270  10.000  10.201  8.933  8.933
24.280  10.000  10.087  5.816  5.816
24.290  10.000  10.190  10.779  10.779
24.300  10.000  10.098  7.864  7.864
24.310  10.000  10.115  7.467  7.467
24.320  10.000  10.122  -2.453  -2.453
24.330  10.000  10.177  15.941  15.941
24.340  10.000  10.056  18.576  18.576
24.350  10.000  10.111  -4.475  -4.475
24.360  10.000  10.114  -1.943  -1.943
24.370  10.000  10.146  4.473  4.473
24.380  10.000  10.124  -13.986  -13.986
24.390  10.000  10.074  -5.757  -5.757
24.400  10.000  10.126  -40.475  -40.475
24.410  10.000  10.087  -1.884  -1.884
24.420  10.000  10.099  -32.627  -32.627
24.430  10.000  10.011  -16.001  -16.001
24.440  10.000  10.073  -30.200  -30.200
24.450  10.000  10.065  -29.494  -29.494
24.460  10.000  10.098  -34.723  -34.723
24.470  10.000  9.872  -29.667  -29.667
24.480  10.000  9.947  -34.169  -34.169
24.490  10.000  10.007  -41.391  -41.391
24.500  10.000  9.906  -35.710  -35.710
24.510  10.000  9.969  -34.571  -34.571
24.520  10.000  9.858  -14.625  -14.625
24.530  10.000  9.937  -29.924  -29.924
24.540  10.000  9.856  -28.002  -28.002
24.550  10.000  9.944  -32.651  -32.651
24.560  10.000  9.915  -31.469  -31.469
24.570  10.000  9.958  -43.061  -43.061
24.580  10.000  9.941  -11.286  -11.286
24.590  10.000  9.835  -18.133  -18.133
24.600  10.000  9.985  -18.754  -18.754
24.610  10.000  9.799  -3.948  -3.948
24.620  10.000  9.874  -16.503  -16.503
24.630  10.000  9.953  -37.231  -37.231
24.640  10.000  9.892  -21.478  -21.478
24.650  10.000  9.870  -18.524  -18.524
24.660  10.000  9.975  -11.097  -11.097
24.670  10.000  9.916  4.770  4.770
24.680  10.000  9.941  -21.275  -21.275
24.690  10.000  9.839  5.957  5.957
24.700  10.000  9.938  -0.535  -0.535
24.710  10.000  10.006  17.789  17.789
24.720  10.000  9.959  -4.375  -4.375
24.730  10.000  9.921  21.206  21.206
24.740  10.000  10.003  2.853  2.853
24.750  10.000  10.055  9.755  9.755
24.760  10.000  9.894  4.138  4.138
24.770  10.000  9.933  12.757  12.757
24.780  10.000  9.843  20.281  20.281
24.790  10.000  9.968  28.921  28.921
24.800  10.000  10.039  35.625  35.625
24.810  10.000  9.906  16.439  16.439
24.820  10.000  10.047  17.608  17.608
24.830  10.000  10.005  12.297  12.297
24.840  10.000  10.180  20.153  20.153
24.850  10.000  10.003  23.660  23.660
24.860  10.000  10.122  21.849  21.849
24.870  10.000  10.105  13.263  13.263
24.880  10.000  10.004  25.899  25.899
24.890  10.000  10.232  12.921  12.921
24.900  10.000  10.020  20.006  20.006
24.910  10.000  9.983  37.803  37.803
24.920  10.000  10.050  14.135  14.135
24.930  10.000  10.086  14.091  14.091
24.940  10.000  10.061  -13.086  -13.086
24.950  10.000  10.085  9.726  9.726
24.960  10.000  10.032  9.761  9.761
24.970  10.000  10.151  13.498  13.498
24.980  10.000  10.069  11.964  11.964
24.990  10.000  10.155  -16.172  -16.172
25.000  10.000  10.055  -0.048  -0.048
25.010  10.000  10.200  1.214  1.214
25.020  10.000  9.992  14.574  14.574
25.030  10.000  10.088  -6.610  -6.610
25.040  10.000  10.286  -14.737  -14.737
25.050  10.000  10.160  -27.377  -27.377
25.060  10.000  10.065  -11.246  -11.246
25.070  10.000  10.087  -27.351  -27.351
25.080  10.000  10.080  -12.096  -12.096
25.090  10.000  10.058  -15.139  -15.139
25.100  12.500  10.006  -17.235  -17.235
25.110  15.000  10.358  -12.000  -12.000
25.120  17.500  10.753  121.352  121.352
25.130  20.000  12.182  231.475  231.475
25.140  22.500  13.348  362.366  362.366
25.150  25.000  15.171  457.308  457.308
25.160  27.500  16.808  525.326  525.326
25.170  30.000  18.173  705.284  705.284
25.180  32.500  19.699  645.830  645.830
25.190  35.000  20.645  618.847  618.847
25.200  35.000  21.395  717.560  717.560
25.210  35.000  22.076  690.579  690.579
25.220  35.000  21.976  696.969  696.969
25.230  35.000  22.579  765.660  765.660
25.240  35.000  22.707  693.792  693.792
25.250  35.000  23.521  663.306  663.306
25.260  35.000  24.011  629.815  629.815
25.270  35.000  23.787  700.027  700.027
25.280  35.000  24.462  665.729  665.729
25.290  35.000  24.633  648.209  648.209
25.300  35.000  25.407  672.689  672.689
25.310  35.000  25.369  677.609  677.609
25.320  35.000  25.966  680.673  680.673
25.330  35.000  26.298  705.458  705.458
25.340  35.000  26.618  615.253  615.253
25.350  35.000  26.906  709.539  709.539
25.360  35.000  27.442  626.757  626.757
25.370  35.000  27.489  686.958  686.958
25.380  35.000  27.803  648.410  648.410
25.390  35.000  28.642  597.566  597.566
25.400  35.000  28.671  652.790  652.790
25.410  35.000  28.484  668.747  668.747
25.420  35.000  28.772  700.514  700.514
25.430  35.000  29.334  666.546  666.546
25.440  35.000  29.921  634.701  634.701
25.450  35.000  30.523  641.276  641.276
25.460  35.000  30.344  719.748  719.748
25.470  35.000  30.724  641.659  641.659
25.480  35.000  31.497  579.768  579.768
25.490  35.000  31.127  649.773  649.773
25.500  35.000  31.280  695.808  695.808
25.510  35.000  32.067  666.619  666.619
25.520  35.000  31.949  673.756  673.756
25.530  35.000  33.497  525.241  525.241
25.540  35.000  33.241  628.639  628.639
25.550  35.000  33.576  634.405  634.405
25.560  35.000  33.626  665.664  665.664
25.570  35.000  34.365  630.270  630.270
25.580  35.000  33.965  647.704  647.704
25.590  35.000  34.736  674.735  674.735
25.600  35.000  34.349  652.158  652.158
25.610  35.000  35.406  570.229  570.229
25.620  35.000  35.489  571.864  571.864
25.630  35.000  34.809  685.255  685.255
25.640  35.000  35.954  571.344  571.344
25.650  35.000  36.430  595.433  595.433
25.660  35.000  36.215  608.590  608.590
25.670  35.000  36.510  550.655  550.655
25.680  35.000  36.285  572.330  572.330
25.690  35.000  35.224  532.691  532.691
25.700  35.000  35.283  545.904  545.904
25.710  35.000  35.011  550.429  550.429
25.720  35.000  35.608  421.658  421.658
25.730  35.000  35.424  512.104  512.104
25.740  35.000  35.833  417.235  417.235
25.750  35.000  35.478  437.553  437.553
25.760  35.000  35.214  491.153  491.153
25.770  35.000  35.765  415.045  415.045
25.780  35.000  36.123  408.766  408.766
25.790  35.000  36.219  468.497  468.497
25.800  35.000  36.675  455.690  455.690
25.810  35.000  35.719  385.151  385.151
25.820  35.000  36.511  354.476  354.476
25.830  35.000  35.964  325.019  325.019
25.840  35.000  35.493  337.768  337.768
25.850  35.000  35.238  359.842  359.842
25.860  35.000  35.034  312.566  312.566
25.870  35.000  35.147  255.474  255.474
25.880  35.000  35.468  275.841  275.841
25.890  35.000  35.712  291.993  291.993
25.900  35.000  34.982  277.432  277.432
25.910  35.000  35.716  227.283  227.283
25.920  35.000  35.543  300.913  300.913
25.930  35.000  35.882  240.282  240.282
25.940  35.000  36.090  219.008  219.008
25.950  35.000  36.213  205.643  205.643
25.960  35.000  36.000  183.320  183.320
25.970  35.000  35.829  199.694  199.694
25.980  35.000  34.483  176.292  176.292
25.990  35.000  35.698  160.229  160.229
26.000  35.000  35.202  157.408  157.408
26.010  35.000  35.444  147.219  147.219
26.020  35.000  35.112  118.341  118.341
26.030  35.000  35.430  127.953  127.953
26.040  35.000  34.950  123.894  123.894
26.050  35.000  35.410  84.989  84.989
26.060  35.000  35.021  106.041  106.041
26.070  35.000  35.292  78.153  78.153
26.080  35.000  35.382  66.547  66.547
26.090  35.000  35.416  73.274  73.274
26.100  10.000  35.144  70.039  70.039
26.110  10.000  34.436  -298.904  -298.904
26.120  10.000  26.999  -1211.639  -1211.639
26.130  10.000  24.482  -518.658  -518.658
26.140  10.000  24.648  -745.721  -745.721
26.150  10.000  23.995  -640.892  -640.892
26.160  10.000  23.549  -647.112  -647.112
26.170  10.000  23.394  -642.890  -642.890
26.180  10.000  23.117  -635.485  -635.485
26.190  10.000  22.960  -649.839  -649.839
26.200  10.000  22.541  -626.171  -626.171
26.210  10.000  22.349  -619.691  -619.691
26.220  10.000  22.108  -638.572  -638.572
26.230  10.000  21.843  -621.099  -621.099
26.240  10.000  21.561  -612.953  -612.953
26.250  10.000  21.245  -593.927  -593.927
26.260  10.000  20.900  -593.594  -593.594
26.270  10.000  20.528  -595.238  -595.238
26.280  10.000  20.167  -597.433  -597.433
26.290  10.000  20.067  -575.579  -575.579
26.300  10.000  19.705  -575.417  -575.417
26.310  10.000  19.487  -588.747  -588.747
26.320  10.000  19.234  -567.880  -567.880
26.330  10.000  19.105  -530.333  -530.333
26.340  10.000  18.576  -551.070  -551.070
