# covent_pc_6
# Captured 2020-07-03 20:44:02.158723 by unknown user
# Built at revision a9175b3 (dirty)
time(sec) pc_setpoint pressure dp_inhale dp_exhale cmd_inh_valve cmd_exh_valve cmd_psol
3.030 10.000 0.989 0.897 2.188 0.427 0.393 0.000
3.040 10.000 0.969 0.825 2.175 0.430 0.391 0.000
3.050 10.000 0.985 1.046 2.074 0.428 0.392 0.000
3.060 10.000 0.978 0.963 2.135 0.429 0.391 0.000
3.070 10.000 0.972 1.045 2.000 0.431 0.390 0.000
3.080 10.000 0.984 0.785 2.235 0.430 0.391 0.000
3.090 10.000 0.976 0.757 2.159 0.431 0.390 0.000
3.100 10.000 0.968 0.953 2.282 0.434 0.389 0.000
3.110 10.000 0.965 0.875 2.320 0.437 0.387 0.000
3.120 10.000 0.952 0.960 2.092 0.443 0.384 0.000
3.130 10.000 0.983 1.124 2.334 0.442 0.385 0.000
3.140 10.000 1.006 1.142 2.314 0.436 0.388 0.000
3.150 10.000 0.991 1.039 2.126 0.434 0.389 0.000
3.160 10.000 0.988 0.911 2.286 0.433 0.389 0.000
3.170 10.000 0.974 0.930 2.283 0.435 0.388 0.000
3.180 10.000 0.966 0.977 2.387 0.438 0.387 0.000
3.190 10.000 0.956 1.036 2.248 0.443 0.384 0.000
3.200 10.000 0.959 0.987 2.329 0.448 0.381 0.000
3.210 10.000 0.965 1.371 2.204 0.450 0.380 0.000
3.220 10.000 0.975 1.385 2.158 0.451 0.379 0.000
3.230 10.000 0.979 1.153 2.134 0.451 0.379 0.000
3.240 10.000 0.985 1.459 2.197 0.450 0.380 0.000
3.250 10.000 0.995 1.495 2.158 0.447 0.382 0.000
3.260 10.000 1.004 1.053 2.337 0.442 0.384 0.000
3.270 10.000 0.980 1.216 2.176 0.443 0.384 0.000
3.280 10.000 0.954 1.230 2.284 0.450 0.380 0.000
3.290 10.000 0.944 1.246 2.180 0.457 0.376 0.000
3.300 10.000 0.961 1.439 2.291 0.461 0.374 0.000
3.310 10.000 0.974 1.434 2.439 0.462 0.374 0.000
3.320 10.000 0.970 1.640 2.276 0.464 0.372 0.000
3.330 10.000 0.986 1.612 2.253 0.462 0.373 0.000
3.340 10.000 0.984 1.440 2.297 0.462 0.374 0.000
3.350 10.000 0.988 1.411 2.529 0.460 0.374 0.000
3.360 10.000 0.989 1.677 2.311 0.458 0.375 0.000
3.370 10.000 0.981 1.424 2.295 0.459 0.375 0.000
3.380 10.000 0.973 1.398 2.333 0.461 0.374 0.000
3.390 10.000 0.948 1.529 1.959 0.468 0.370 0.000
3.400 10.000 0.955 1.461 2.200 0.473 0.367 0.000
3.410 10.000 0.978 1.622 2.420 0.472 0.368 0.000
3.420 10.000 0.991 1.816 2.462 0.470 0.369 0.000
3.430 10.000 0.971 1.791 2.033 0.473 0.368 0.000
3.440 10.000 0.989 1.444 2.407 0.470 0.369 0.000
3.450 10.000 0.984 1.933 2.202 0.470 0.369 0.000
3.460 10.000 0.977 1.634 2.009 0.471 0.369 0.000
3.470 10.000 0.977 1.673 2.210 0.471 0.368 0.000
3.480 10.000 0.956 1.766 2.163 0.477 0.365 0.000
3.490 10.000 0.971 1.659 2.277 0.478 0.364 0.000
3.500 10.000 0.970 1.767 2.380 0.481 0.363 0.000
3.510 10.000 0.991 1.770 2.409 0.478 0.365 0.000
3.520 10.000 0.981 1.887 2.316 0.478 0.365 0.000
3.530 10.000 0.978 2.039 2.103 0.479 0.364 0.000
3.540 10.000 0.968 1.699 2.221 0.482 0.363 0.000
3.550 10.000 0.968 1.898 2.169 0.484 0.361 0.000
3.560 10.000 0.977 1.922 2.063 0.484 0.361 0.000
3.570 10.000 0.968 1.996 2.073 0.487 0.359 0.000
3.580 10.000 0.977 1.831 2.153 0.488 0.359 0.000
3.590 10.000 0.974 1.918 2.337 0.489 0.358 0.000
3.600 10.000 0.978 2.104 2.338 0.490 0.358 0.000
3.610 10.000 0.950 1.728 2.120 0.497 0.354 0.000
3.620 10.000 0.971 1.930 2.347 0.498 0.354 0.000
3.630 10.000 0.983 1.985 2.228 0.497 0.354 0.000
3.640 10.000 0.942 1.701 1.983 0.506 0.349 0.000
3.650 10.000 0.983 1.960 2.160 0.504 0.350 0.000
3.660 10.000 0.947 1.816 1.949 0.513 0.346 0.000
3.670 10.000 0.958 1.846 2.095 0.517 0.343 0.000
3.680 10.000 0.956 2.014 1.959 0.522 0.341 0.000
3.690 10.000 0.957 1.570 1.984 0.526 0.338 0.000
3.700 10.000 0.977 1.929 2.141 0.526 0.338 0.000
3.710 10.000 0.986 2.075 2.048 0.525 0.339 0.000
3.720 10.000 0.959 1.857 1.875 0.530 0.336 0.000
3.730 10.000 0.975 2.062 2.110 0.531 0.336 0.000
3.740 10.000 0.991 2.176 2.078 0.528 0.337 0.000
3.750 10.000 0.984 2.019 2.164 0.528 0.337 0.000
3.760 10.000 0.949 2.234 1.896 0.535 0.333 0.000
3.770 10.000 0.961 2.043 1.844 0.539 0.331 0.000
3.780 10.000 0.991 2.285 2.051 0.536 0.333 0.000
3.790 10.000 1.012 2.321 2.166 0.529 0.337 0.000
3.800 10.000 0.972 2.430 1.945 0.532 0.335 0.000
3.810 10.000 0.942 2.015 1.856 0.541 0.330 0.000
3.820 10.000 0.963 2.387 2.081 0.544 0.329 0.000
3.830 10.000 0.990 2.441 1.812 0.541 0.330 0.000
3.840 10.000 1.005 2.401 1.842 0.535 0.333 0.000
3.850 10.000 0.998 2.213 2.040 0.532 0.335 0.000
3.860 10.000 0.988 2.185 2.139 0.531 0.335 0.000
3.870 10.000 0.972 2.282 2.144 0.533 0.334 0.000
3.880 10.000 0.974 2.309 1.931 0.535 0.334 0.000
3.890 10.000 0.995 2.393 1.775 0.531 0.336 0.000
3.900 10.000 0.982 2.044 2.077 0.531 0.336 0.000
3.910 10.000 0.982 2.110 2.188 0.531 0.336 0.000
3.920 10.000 0.992 2.267 1.978 0.528 0.337 0.000
3.930 10.000 0.985 2.128 2.014 0.527 0.338 0.000
3.940 10.000 1.000 2.000 2.132 0.523 0.340 0.000
3.950 10.000 0.989 2.029 2.179 0.522 0.341 0.000
3.960 10.000 0.951 1.840 1.819 0.529 0.337 0.000
3.970 10.000 0.972 1.876 2.175 0.530 0.336 0.000
3.980 10.000 1.008 1.969 2.413 0.523 0.340 0.000
3.990 10.000 1.032 2.302 2.465 0.512 0.346 0.000
4.000 10.000 0.953 2.025 1.944 0.520 0.341 0.000
4.010 10.000 0.978 1.999 2.204 0.520 0.341 0.000
4.020 10.000 0.977 1.687 2.165 0.521 0.341 0.000
4.030 10.000 0.991 1.921 2.124 0.518 0.343 0.000
4.040 10.000 0.997 2.119 2.206 0.515 0.344 0.000
4.050 10.000 0.955 2.010 1.789 0.522 0.341 0.000
4.060 10.000 0.961 1.823 2.213 0.525 0.339 0.000
4.070 10.000 0.971 2.187 2.112 0.527 0.338 0.000
4.080 10.000 0.968 1.970 1.905 0.529 0.336 0.000
4.090 10.000 0.990 2.064 2.223 0.527 0.338 0.000
4.100 10.000 0.971 1.906 1.877 0.529 0.336 0.000
4.110 10.000 0.978 1.986 1.993 0.530 0.336 0.000
4.120 10.000 0.960 2.214 1.769 0.535 0.333 0.000
4.130 10.000 0.978 2.039 1.996 0.534 0.334 0.000
4.140 10.000 0.995 2.336 2.229 0.531 0.336 0.000
4.150 10.000 0.997 2.108 2.076 0.527 0.337 0.000
4.160 10.000 0.969 2.286 2.057 0.531 0.335 0.000
4.170 10.000 0.965 2.212 1.774 0.534 0.334 0.000
4.180 10.000 0.966 2.148 1.970 0.537 0.332 0.000
4.190 10.000 1.003 2.065 2.176 0.531 0.335 0.000
4.200 10.000 1.008 2.301 2.188 0.526 0.338 0.000
4.210 10.000 0.980 2.158 2.047 0.527 0.338 0.000
4.220 10.000 0.953 2.115 1.921 0.533 0.334 0.000
4.230 10.000 0.990 2.265 2.134 0.530 0.336 0.000
4.240 10.000 0.995 2.082 2.151 0.527 0.338 0.000
4.250 10.000 0.998 2.158 2.159 0.523 0.340 0.000
4.260 10.000 0.964 1.927 2.092 0.528 0.337 0.000
4.270 10.000 0.956 1.890 2.101 0.533 0.334 0.000
4.280 10.000 0.971 1.984 2.123 0.535 0.334 0.000
4.290 10.000 1.010 2.126 2.202 0.527 0.338 0.000
