# covent_pc_7
# Captured 2020-07-03 20:45:08.096176 by unknown user
# Built at revision a9175b3 (dirty)
time(sec) pc_setpoint pressure dp_inhale dp_exhale cmd_inh_valve cmd_exh_valve cmd_psol
0.000 35.000 3.511 7.133 3.223 0.855 0.157 0.000
0.010 35.000 3.496 6.992 3.033 0.842 0.164 0.000
0.020 35.000 3.519 6.915 3.262 0.824 0.174 0.000
0.030 35.000 3.430 6.679 2.801 0.828 0.172 0.000
0.040 35.000 3.436 6.320 3.132 0.827 0.173 0.000
0.050 35.000 3.493 6.355 3.458 0.813 0.181 0.000
0.060 35.000 3.397 6.115 3.029 0.824 0.175 0.000
0.070 35.000 3.377 5.844 2.955 0.836 0.168 0.000
0.080 35.000 3.431 6.091 3.092 0.834 0.169 0.000
0.090 35.000 3.437 6.812 3.201 0.832 0.170 0.000
0.100 35.000 3.449 6.661 3.043 0.829 0.172 0.000
0.110 35.000 3.503 6.258 3.206 0.812 0.181 0.000
0.120 35.000 3.520 6.558 3.281 0.794 0.191 0.000
0.130 35.000 3.402 5.428 3.238 0.805 0.185 0.000
0.140 35.000 3.413 5.278 3.448 0.808 0.183 0.000
0.150 35.000 3.382 5.401 3.501 0.820 0.177 0.000
0.160 35.000 3.453 5.735 3.564 0.813 0.180 0.000
0.170 35.000 3.488 6.150 3.500 0.800 0.187 0.000
0.180 35.000 3.423 5.597 3.451 0.805 0.185 0.000
0.190 35.000 3.411 5.389 3.288 0.810 0.182 0.000
0.200 35.000 3.490 5.506 3.705 0.795 0.190 0.000
0.210 35.000 3.529 5.373 3.877 0.774 0.202 0.000
0.220 35.000 3.479 5.155 3.921 0.767 0.206 0.000
0.230 35.000 3.399 4.996 3.883 0.776 0.200 0.000
0.240 35.000 3.360 4.703 3.964 0.792 0.192 0.000
0.250 35.000 3.373 5.293 3.639 0.804 0.185 0.000
0.260 35.000 3.463 5.377 3.704 0.794 0.191 0.000
0.270 35.000 3.465 5.354 3.776 0.787 0.194 0.000
0.280 35.000 3.470 5.482 3.726 0.780 0.199 0.000
0.290 35.000 3.446 4.579 3.938 0.778 0.200 0.000
0.300 35.000 3.460 5.070 4.151 0.772 0.203 0.000
0.310 35.000 3.387 4.818 3.964 0.784 0.197 0.000
0.320 35.000 3.405 5.073 3.735 0.788 0.194 0.000
0.330 35.000 3.451 5.320 3.813 0.783 0.197 0.000
0.340 35.000 3.442 4.905 3.682 0.781 0.198 0.000
0.350 35.000 3.471 5.127 3.922 0.772 0.203 0.000
0.360 35.000 3.409 4.603 4.016 0.779 0.199 0.000
0.370 35.000 3.428 5.104 3.885 0.780 0.199 0.000
0.380 35.000 3.449 4.722 3.905 0.776 0.201 0.000
0.390 35.000 3.480 4.770 4.233 0.765 0.207 0.000
0.400 35.000 3.453 4.328 4.299 0.762 0.209 0.000
0.410 35.000 3.428 4.653 4.455 0.764 0.208 0.000
0.420 5.000 3.416 5.060 4.109 0.061 0.594 0.000
0.430 5.000 3.330 4.701 4.581 0.050 0.600 0.000
0.440 5.000 3.028 3.419 6.405 0.050 0.600 0.000
0.450 5.000 2.590 0.291 8.719 0.050 0.600 0.000
0.460 5.000 2.128 -0.048 8.806 0.050 0.600 0.000
0.470 5.000 1.717 0.479 7.109 0.050 0.600 0.000
0.480 5.000 1.466 -0.157 5.839 0.050 0.600 0.000
0.490 5.000 1.250 0.155 4.927 0.050 0.600 0.000
0.500 5.000 1.169 0.041 4.606 0.050 0.600 0.000
0.510 5.000 1.067 0.071 4.130 0.050 0.600 0.000
0.520 5.000 1.022 0.030 3.999 0.050 0.600 0.000
0.530 5.000 0.966 0.035 3.739 0.050 0.600 0.000
0.540 5.000 0.940 0.050 3.652 0.050 0.600 0.000
0.550 5.000 0.905 0.066 3.522 0.050 0.600 0.000
0.560 5.000 0.883 0.046 3.455 0.050 0.600 0.000
0.570 5.000 0.862 0.032 3.367 0.050 0.600 0.000
0.580 5.000 0.838 0.059 3.281 0.050 0.600 0.000
0.590 5.000 0.821 0.032 3.253 0.050 0.600 0.000
0.600 5.000 0.795 0.072 3.105 0.050 0.600 0.000
0.610 5.000 0.779 0.059 3.112 0.050 0.600 0.000
0.620 5.000 0.764 0.064 3.001 0.050 0.600 0.000
0.630 5.000 0.745 0.027 2.893 0.050 0.600 0.000
0.640 5.000 0.730 0.035 2.844 0.050 0.600 0.000
0.650 5.000 0.710 0.033 2.749 0.050 0.600 0.000
0.660 5.000 0.695 0.046 2.716 0.050 0.600 0.000
0.670 5.000 0.683 0.061 2.660 0.050 0.600 0.000
0.680 5.000 0.662 0.066 2.541 0.050 0.600 0.000
0.690 5.000 0.647 0.033 2.538 0.050 0.600 0.000
0.700 5.000 0.634 0.096 2.463 0.050 0.600 0.000
0.710 5.000 0.620 0.046 2.395 0.050 0.600 0.000
0.720 5.000 0.607 0.025 2.363 0.050 0.600 0.000
0.730 5.000 0.591 0.073 2.277 0.050 0.600 0.000
0.740 5.000 0.576 -0.016 2.290 0.050 0.600 0.000
0.750 5.000 0.563 0.101 2.198 0.050 0.600 0.000
0.760 5.000 0.546 0.037 2.079 0.050 0.600 0.000
0.770 5.000 0.533 0.046 2.049 0.050 0.600 0.000
0.780 5.000 0.518 0.074 2.002 0.050 0.600 0.000
0.790 5.000 0.512 0.036 1.945 0.050 0.600 0.000
0.800 5.000 0.500 0.050 1.950 0.050 0.600 0.000
0.810 5.000 0.491 0.049 1.842 0.050 0.600 0.000
0.820 5.000 0.472 0.072 1.784 0.054 0.598 0.000
0.830 5.000 0.470 0.027 1.767 0.059 0.595 0.000
0.840 5.000 0.454 0.062 1.758 0.067 0.591 0.000
0.850 5.000 0.440 0.059 1.693 0.077 0.585 0.000
0.860 5.000 0.434 0.047 1.692 0.089 0.579 0.000
0.870 5.000 0.423 0.092 1.578 0.103 0.571 0.000
0.880 5.000 0.418 0.088 1.542 0.117 0.563 0.000
0.890 5.000 0.417 0.080 1.493 0.132 0.555 0.000
0.900 5.000 0.420 0.040 1.512 0.146 0.547 0.000
0.910 5.000 0.419 0.103 1.487 0.160 0.539 0.000
0.920 5.000 0.416 0.120 1.361 0.175 0.531 0.000
0.930 5.000 0.413 0.056 1.345 0.191 0.523 0.000
0.940 5.000 0.416 0.118 1.340 0.206 0.514 0.000
0.950 5.000 0.413 0.116 1.321 0.221 0.506 0.000
0.960 5.000 0.407 0.123 1.240 0.238 0.497 0.000
0.970 5.000 0.412 0.139 1.327 0.253 0.488 0.000
0.980 5.000 0.424 0.200 1.377 0.266 0.481 0.000
0.990 5.000 0.424 0.154 1.308 0.279 0.474 0.000
1.000 5.000 0.422 0.112 1.320 0.293 0.466 0.000
1.010 5.000 0.421 0.192 1.187 0.307 0.459 0.000
1.020 5.000 0.416 0.141 1.197 0.322 0.450 0.000
1.030 5.000 0.435 0.396 1.294 0.332 0.445 0.000
1.040 5.000 0.462 0.275 1.241 0.337 0.442 0.000
1.050 5.000 0.506 0.535 1.414 0.332 0.445 0.000
1.060 5.000 0.518 0.481 1.443 0.326 0.448 0.000
1.070 5.000 0.509 0.508 1.447 0.323 0.450 0.000
1.080 5.000 0.491 0.330 1.499 0.323 0.450 0.000
1.090 5.000 0.481 0.528 1.366 0.325 0.449 0.000
1.100 5.000 0.460 0.376 1.359 0.332 0.445 0.000
1.110 5.000 0.463 0.494 1.247 0.338 0.442 0.000
1.120 5.000 0.467 0.574 1.230 0.342 0.439 0.000
1.130 5.000 0.476 0.362 1.376 0.345 0.438 0.000
