# covent_pc_8
# Captured 2020-07-03 20:46:15.853883 by unknown user
# Built at revision a9175b3 (dirty)
time(sec) pc_setpoint pressure dp_inhale dp_exhale cmd_inh_valve cmd_exh_valve cmd_psol
0.000 10.000 0.963 2.117 2.236 0.484 0.362 0.000
0.010 10.000 0.930 1.874 2.017 0.495 0.355 0.000
0.020 10.000 0.911 2.137 2.057 0.510 0.347 0.000
0.030 10.000 0.911 1.885 2.059 0.523 0.340 0.000
0.040 10.000 0.938 2.153 2.038 0.531 0.335 0.000
0.050 10.000 0.945 2.286 1.795 0.538 0.332 0.000
0.060 10.000 0.980 2.274 1.867 0.536 0.332 0.000
0.070 10.000 0.969 2.208 2.017 0.539 0.331 0.000
0.080 10.000 0.970 2.412 2.061 0.542 0.330 0.000
0.090 10.000 0.975 2.518 2.182 0.542 0.329 0.000
0.100 10.000 0.981 2.733 2.064 0.542 0.329 0.000
0.110 10.000 0.968 2.501 1.988 0.545 0.328 0.000
0.120 10.000 1.006 2.433 2.182 0.538 0.331 0.000
0.130 10.000 1.006 2.461 2.152 0.533 0.334 0.000
0.140 10.000 0.986 2.464 1.957 0.533 0.334 0.000
0.150 10.000 0.933 2.270 1.784 0.545 0.328 0.000
0.160 10.000 0.996 2.460 2.048 0.539 0.331 0.000
0.170 10.000 1.024 2.556 2.099 0.529 0.336 0.000
0.180 10.000 1.038 2.449 2.032 0.517 0.343 0.000
0.190 10.000 0.945 2.127 1.740 0.528 0.337 0.000
0.200 10.000 0.967 1.887 2.160 0.530 0.336 0.000
0.210 10.000 1.008 2.154 2.283 0.523 0.340 0.000
0.220 10.000 1.023 2.069 2.075 0.514 0.345 0.000
0.230 10.000 0.993 1.951 2.175 0.513 0.346 0.000
0.240 10.000 0.994 1.993 2.224 0.510 0.347 0.000
0.250 10.000 1.001 1.958 2.259 0.506 0.349 0.000
0.260 10.000 0.960 2.156 1.950 0.511 0.346 0.000
0.270 10.000 1.010 2.140 2.036 0.504 0.351 0.000
