# covent_pc_2
# Captured 2020-07-03 20:39:15.750056 by unknown user
# Built at revision a9175b3 (dirty)
time(sec) pc_setpoint pressure dp_inhale dp_exhale cmd_inh_valve cmd_exh_valve cmd_psol
0.000 10.000 0.984 2.386 2.116 0.540 0.331 0.000
0.010 10.000 0.980 2.311 1.988 0.540 0.331 0.000
0.020 10.000 0.965 2.376 1.952 0.542 0.329 0.000
0.030 10.000 0.963 2.407 1.806 0.544 0.328 0.000
0.040 10.000 0.967 2.215 1.793 0.545 0.328 0.000
0.050 10.000 0.982 2.528 1.776 0.544 0.328 0.000
0.060 10.000 0.999 2.427 1.957 0.542 0.329 0.000
0.070 10.000 0.987 2.601 1.813 0.542 0.329 0.000
0.080 10.000 0.956 2.513 1.546 0.546 0.327 0.000
0.090 10.000 0.985 2.387 1.887 0.544 0.328 0.000
0.100 10.000 0.984 2.459 2.016 0.544 0.329 0.000
0.110 10.000 0.992 2.320 1.995 0.542 0.329 0.000
0.120 10.000 0.989 2.507 1.771 0.541 0.330 0.000
0.130 10.000 1.012 2.443 1.919 0.537 0.332 0.000
0.140 10.000 0.963 2.470 1.722 0.541 0.330 0.000
0.150 10.000 0.972 2.436 1.804 0.542 0.330 0.000
0.160 10.000 0.994 2.295 1.846 0.539 0.331 0.000
0.170 10.000 1.006 2.136 2.205 0.536 0.332 0.000
0.180 10.000 1.015 2.273 2.228 0.533 0.335 0.000
0.190 10.000 0.986 2.256 2.068 0.533 0.334 0.000
0.200 10.000 0.983 2.316 1.872 0.533 0.334 0.000
0.210 10.000 0.987 2.228 1.955 0.532 0.335 0.000
0.220 10.000 1.006 2.016 2.185 0.529 0.337 0.000
0.230 10.000 1.011 2.267 2.060 0.526 0.338 0.000
0.240 10.000 0.973 2.073 1.827 0.528 0.337 0.000
0.250 10.000 0.988 2.112 1.789 0.527 0.338 0.000
0.260 10.000 0.970 1.978 1.950 0.529 0.337 0.000
0.270 10.000 1.017 2.001 2.171 0.523 0.340 0.000
0.280 10.000 0.992 2.125 1.984 0.523 0.340 0.000
0.290 10.000 0.975 1.845 2.055 0.524 0.339 0.000
0.300 10.000 0.976 2.021 1.943 0.525 0.339 0.000
0.310 10.000 0.997 1.868 2.023 0.522 0.340 0.000
0.320 10.000 0.993 1.963 1.899 0.521 0.341 0.000
0.330 10.000 0.980 1.860 2.028 0.522 0.340 0.000
0.340 10.000 0.982 1.821 2.135 0.522 0.341 0.000
0.350 10.000 0.991 1.810 2.087 0.520 0.341 0.000
0.360 10.000 0.997 1.933 2.038 0.518 0.342 0.000
0.370 10.000 0.949 1.810 1.737 0.523 0.340 0.000
